osmid,oneway,name,highway,junction,reversed,length,lanes,geometry,maxspeed
"[428460272, 257374264, 257374262, 477218175]",False,Pastorijstraat,tertiary,,True,152.746,,"LINESTRING (4.2436104 50.7798368, 4.2436431 50.7799259, 4.2436937 50.7799931, 4.2437734 50.7800515, 4.2438407 50.7801008, 4.2440555 50.780234, 4.2447122 50.7805137, 4.2448649 50.7805763, 4.2449718 50.7806201, 4.245081 50.7806639, 4.2452109 50.780716)","['30', '50']"
24591136,True,Rink,tertiary,,False,67.592,,"LINESTRING (4.2437453 50.7795819, 4.2436485 50.7795618, 4.2435178 50.7795279, 4.2431381 50.7794012, 4.24302 50.7793522, 4.2429079 50.7792915)",30
39325631,False,Pastorijstraat,tertiary,,True,30.006,,"LINESTRING (4.2437453 50.7795819, 4.2436561 50.779729, 4.2436226 50.7797837, 4.2436104 50.7798368)",30
342368196,False,Rink,tertiary,,True,45.177,,"LINESTRING (4.2437453 50.7795819, 4.2438545 50.779496, 4.2439815 50.7793959, 4.2441087 50.7792487)",30
24591130,False,Rink,residential,,True,79.254,,"LINESTRING (4.2429139 50.7803968, 4.2434289 50.779968, 4.2435718 50.7798647, 4.2436104 50.7798368)",
97859513,True,Rink,tertiary,,False,26.41,,"LINESTRING (4.2429079 50.7792915, 4.2428604 50.7792238, 4.2428121 50.7791542, 4.2427705 50.7790708)",30
"[283166856, 930774817, 24591349]",False,Alfons Fleurusstraat,residential,,False,381.10299999999995,,"LINESTRING (4.2429079 50.7792915, 4.2427504 50.779382, 4.2426458 50.7794315, 4.2425915 50.7794536, 4.2424755 50.7794712, 4.2423259 50.7794709, 4.2421771 50.7794756, 4.2420289 50.7794921, 4.2419011 50.779523, 4.2418291 50.7795447, 4.241758 50.7795731, 4.2416125 50.7796342, 4.241335 50.7797588, 4.2412148 50.7798093, 4.2411042 50.7798657, 4.2409922 50.7799331, 4.2408969 50.7800006, 4.2406737 50.7801728, 4.2404594 50.7804101, 4.2402528 50.780648, 4.2401583 50.7808189, 4.2401138 50.7809053, 4.2400677 50.7809786, 4.2400212 50.7810222, 4.2396448 50.7812378, 4.2394996 50.7813157, 4.2393545 50.7813782, 4.2390818 50.7814827)",50
24591137,True,Rink,tertiary,,False,55.319,,"LINESTRING (4.2427705 50.7790708, 4.2428874 50.778963, 4.243173 50.7787713, 4.2432098 50.7787554, 4.2433124 50.7787173)",30
1079697533,True,Topstraat,residential,,False,44.678,,"LINESTRING (4.2427705 50.7790708, 4.2425105 50.7789043, 4.2422865 50.7788143)",
24591137,True,Rink,tertiary,,False,69.792,,"LINESTRING (4.2434944 50.7787052, 4.2436773 50.7787197, 4.2438503 50.7787756, 4.2439713 50.7788486, 4.2442398 50.7790353, 4.2442667 50.7790602)",30
"[1093187037, 24591223]",False,Jules Sermonstraat,residential,,True,119.193,,"LINESTRING (4.2434944 50.7787052, 4.243592 50.7785787, 4.2437113 50.7784856, 4.2438703 50.7783355, 4.2438887 50.7782783, 4.2438818 50.7782146, 4.2438373 50.7781501, 4.2436608 50.7780349, 4.2435812 50.7780002, 4.2435229 50.7779924, 4.2433432 50.7779797, 4.2432536 50.7779488)",
39325629,False,Rink,tertiary,,False,23.746000000000002,,"LINESTRING (4.2442667 50.7790602, 4.2441842 50.7791486, 4.2441087 50.7792487)",30
"[283166855, 24591144, 467443817, 1093187030, 342368190]",False,Joseph Depauwstraat,residential,,"[False, True]",254.314,,"LINESTRING (4.2442667 50.7790602, 4.2444331 50.7789779, 4.2447005 50.7788593, 4.2450839 50.7786548, 4.2451982 50.7785712, 4.2453087 50.7784903, 4.2453803 50.7784216, 4.2456596 50.7782061, 4.2458267 50.7780817, 4.2459237 50.7779986, 4.2462703 50.7775459, 4.2463325 50.7774701, 4.2463523 50.7774461, 4.2464575 50.7773461, 4.2464914 50.7773015)",
"[1093187036, 24591637]",False,Sint-Sebastiaansstraat,residential,,False,260.855,,"LINESTRING (4.2464914 50.7773015, 4.2466987 50.7773745, 4.2473683 50.7776101, 4.2474557 50.777623, 4.2475645 50.7776101, 4.2479163 50.7775436, 4.2481448 50.7775307, 4.2481829 50.7775342, 4.2483597 50.7775506, 4.2484339 50.7775528, 4.2492533 50.7774491, 4.2499984 50.7772985)",
"[283166855, 24591144, 467443817, 1093187030, 342368190]",False,Joseph Depauwstraat,residential,,"[False, True]",254.31400000000002,,"LINESTRING (4.2464914 50.7773015, 4.2464575 50.7773461, 4.2463523 50.7774461, 4.2463325 50.7774701, 4.2462703 50.7775459, 4.2459237 50.7779986, 4.2458267 50.7780817, 4.2456596 50.7782061, 4.2453803 50.7784216, 4.2453087 50.7784903, 4.2451982 50.7785712, 4.2450839 50.7786548, 4.2447005 50.7788593, 4.2444331 50.7789779, 4.2442667 50.7790602)",
24591730,False,Wilgenhofpark,living_street,,False,128.163,,"LINESTRING (4.2432422 50.7758786, 4.2434098 50.7760044, 4.2435901 50.7760218, 4.2439834 50.7763226, 4.2447426 50.7763705)",20
"[283166832, 283166842]",False,Hendrik Vanhouchestraat,residential,,False,97.859,,"LINESTRING (4.2432422 50.7758786, 4.2429026 50.7760863, 4.2428267 50.7761798, 4.2424504 50.7765923)",
283166832,False,Hendrik Vanhouchestraat,residential,,False,56.353,,"LINESTRING (4.2424504 50.7765923, 4.2422074 50.776882, 4.2421527 50.7769617, 4.2420956 50.7770463)",
"[283166832, 283166842]",False,Hendrik Vanhouchestraat,residential,,True,97.859,,"LINESTRING (4.2424504 50.7765923, 4.2428267 50.7761798, 4.2429026 50.7760863, 4.2432422 50.7758786)",
24591274,False,Topstraat,residential,,False,76.317,,"LINESTRING (4.2422865 50.7788143, 4.2413154 50.7785077)",
24591197,True,René Balléstraat,residential,,False,62.5,,"LINESTRING (4.2422865 50.7788143, 4.2423325 50.7787111, 4.2424701 50.7785657, 4.2426393 50.7784267, 4.2427472 50.7783404)",
24591197,True,René Balléstraat,residential,,False,56.925,,"LINESTRING (4.2427472 50.7783404, 4.242833 50.7782249, 4.2430083 50.7780902, 4.2432536 50.7779488)",
"[24591208, 1093187033]",True,Rink,residential,,False,57.773,,"LINESTRING (4.2427472 50.7783404, 4.2431799 50.7786208, 4.2433124 50.7787173)",
"[1093187037, 24591223]",False,Jules Sermonstraat,residential,,False,119.193,,"LINESTRING (4.2432536 50.7779488, 4.2433432 50.7779797, 4.2435229 50.7779924, 4.2435812 50.7780002, 4.2436608 50.7780349, 4.2438373 50.7781501, 4.2438818 50.7782146, 4.2438887 50.7782783, 4.2438703 50.7783355, 4.2437113 50.7784856, 4.243592 50.7785787, 4.2434944 50.7787052)",
24591331,False,Jules Sermonstraat,residential,,True,121.35999999999999,,"LINESTRING (4.2432536 50.7779488, 4.2425196 50.7774635, 4.2422445 50.7772816, 4.2421176 50.777192, 4.2420999 50.7771454)",
24591137,True,Rink,tertiary,,False,12.867,,"LINESTRING (4.2433124 50.7787173, 4.2434944 50.7787052)",30
24591274,False,Topstraat,residential,,True,76.317,,"LINESTRING (4.2413154 50.7785077, 4.2422865 50.7788143)",
24591333,False,J. Malderusstraat,residential,,True,168.563,,"LINESTRING (4.2413154 50.7785077, 4.2400854 50.7798089)",
24591333,False,J. Malderusstraat,residential,,False,168.563,,"LINESTRING (4.2400854 50.7798089, 4.2413154 50.7785077)",
527649796,False,Nieuwenhovenlaan,residential,,True,42.798,,"LINESTRING (4.2491879 50.784098, 4.2488172 50.7837927)",
24591376,False,Nederveld,residential,,False,74.725,,"LINESTRING (4.2491879 50.784098, 4.249689 50.7838366, 4.2500556 50.783716)",
24591376,False,Nederveld,residential,,False,58.684,,"LINESTRING (4.2502471 50.7836661, 4.2509945 50.7834311)",
24591376,False,Nederveld,residential,,True,14.562,,"LINESTRING (4.2502471 50.7836661, 4.2500556 50.783716)",
24591376,False,Nederveld,residential,,False,14.562,,"LINESTRING (4.2500556 50.783716, 4.2502471 50.7836661)",
24591376,False,Nederveld,residential,,True,74.725,,"LINESTRING (4.2500556 50.783716, 4.249689 50.7838366, 4.2491879 50.784098)",
24591668,False,Ter Borcht,residential,,True,152.273,,"LINESTRING (4.2500556 50.783716, 4.2498462 50.7834346, 4.2496276 50.7833202, 4.249288 50.7828758, 4.2490336 50.7828235, 4.24887 50.7826335)",
121800672,False,Nederveld,residential,,True,19.441,,"LINESTRING (4.2512465 50.7833591, 4.2509945 50.7834311)",
"[342368192, 24591611]",False,Kastanjedreef,residential,,False,290.408,,"LINESTRING (4.2441087 50.7792487, 4.2442408 50.7792919, 4.2444965 50.779395, 4.2448307 50.7795742, 4.2450961 50.779711, 4.2452313 50.7797916, 4.2453845 50.779902, 4.2458349 50.7801718, 4.2460482 50.7802931, 4.2462869 50.7804576, 4.2464394 50.7805737, 4.2465173 50.7806367, 4.2465908 50.7807084, 4.2467402 50.7808714, 4.2469021 50.7810735, 4.2469273 50.7811099)",
39325629,False,Rink,tertiary,,True,23.746000000000002,,"LINESTRING (4.2441087 50.7792487, 4.2441842 50.7791486, 4.2442667 50.7790602)",30
342368196,False,Rink,tertiary,,False,45.177,,"LINESTRING (4.2441087 50.7792487, 4.2439815 50.7793959, 4.2438545 50.779496, 4.2437453 50.7795819)",30
828541843,False,Edouard Rooselaersstraat,secondary,,False,45.899,,"LINESTRING (4.2469273 50.7811099, 4.2462751 50.7811282)",50
"[342368192, 24591611]",False,Kastanjedreef,residential,,True,290.40799999999996,,"LINESTRING (4.2469273 50.7811099, 4.2469021 50.7810735, 4.2467402 50.7808714, 4.2465908 50.7807084, 4.2465173 50.7806367, 4.2464394 50.7805737, 4.2462869 50.7804576, 4.2460482 50.7802931, 4.2458349 50.7801718, 4.2453845 50.779902, 4.2452313 50.7797916, 4.2450961 50.779711, 4.2448307 50.7795742, 4.2444965 50.779395, 4.2442408 50.7792919, 4.2441087 50.7792487)",
24591642,False,Sint-Sebastiaansstraat,residential,,False,92.396,,"LINESTRING (4.2499984 50.7772985, 4.2498639 50.7770042, 4.2497777 50.776921, 4.2496749 50.7768378, 4.2493025 50.7766218)",
"[1093187036, 24591637]",False,Sint-Sebastiaansstraat,residential,,True,260.85499999999996,,"LINESTRING (4.2499984 50.7772985, 4.2492533 50.7774491, 4.2484339 50.7775528, 4.2483597 50.7775506, 4.2481829 50.7775342, 4.2481448 50.7775307, 4.2479163 50.7775436, 4.2475645 50.7776101, 4.2474557 50.777623, 4.2473683 50.7776101, 4.2466987 50.7773745, 4.2464914 50.7773015)",
24591642,False,Sint-Sebastiaansstraat,residential,,False,120.44000000000001,,"LINESTRING (4.2493025 50.7766218, 4.248782 50.7768909, 4.2486592 50.7768098, 4.2491736 50.7765344, 4.2493025 50.7766218)",
24591642,False,Sint-Sebastiaansstraat,residential,,True,120.44,,"LINESTRING (4.2493025 50.7766218, 4.2491736 50.7765344, 4.2486592 50.7768098, 4.248782 50.7768909, 4.2493025 50.7766218)",
24591642,False,Sint-Sebastiaansstraat,residential,,True,92.396,,"LINESTRING (4.2493025 50.7766218, 4.2496749 50.7768378, 4.2497777 50.776921, 4.2498639 50.7770042, 4.2499984 50.7772985)",
527649796,False,Nieuwenhovenlaan,residential,,False,235.649,,"LINESTRING (4.2468059 50.7820974, 4.2488172 50.7837927)",
24591661,False,Colomalaan,residential,,False,110.97099999999999,,"LINESTRING (4.2468059 50.7820974, 4.247131 50.7819404, 4.2482983 50.7819838)",
24591661,False,Colomalaan,residential,,False,91.681,,"LINESTRING (4.2482983 50.7819838, 4.2484286 50.7819831, 4.2494999 50.7816799)",
24591661,False,Colomalaan,residential,,True,110.97099999999999,,"LINESTRING (4.2482983 50.7819838, 4.247131 50.7819404, 4.2468059 50.7820974)",
24591668,False,Ter Borcht,residential,,False,88.71600000000001,,"LINESTRING (4.2482983 50.7819838, 4.2486048 50.7824156, 4.2487012 50.7823959, 4.2488209 50.7825684, 4.2488511 50.782608, 4.24887 50.7826335)",
24591661,False,Colomalaan,residential,,True,91.681,,"LINESTRING (4.2494999 50.7816799, 4.2484286 50.7819831, 4.2482983 50.7819838)",
24591671,False,de Limburg Stirumlaan,residential,,False,94.461,,"LINESTRING (4.24887 50.7826335, 4.2500734 50.7822557)",
24591668,False,Ter Borcht,residential,,False,152.273,,"LINESTRING (4.24887 50.7826335, 4.2490336 50.7828235, 4.249288 50.7828758, 4.2496276 50.7833202, 4.2498462 50.7834346, 4.2500556 50.783716)",
24591668,False,Ter Borcht,residential,,True,88.71600000000001,,"LINESTRING (4.24887 50.7826335, 4.2488511 50.782608, 4.2488209 50.7825684, 4.2487012 50.7823959, 4.2486048 50.7824156, 4.2482983 50.7819838)",
24591671,False,de Limburg Stirumlaan,residential,,True,94.461,,"LINESTRING (4.2500734 50.7822557, 4.24887 50.7826335)",
24591376,False,Nederveld,residential,,True,58.684,,"LINESTRING (4.2509945 50.7834311, 4.2502471 50.7836661)",
24591680,False,van der Dilftlaan,residential,,False,101.413,,"LINESTRING (4.2509945 50.7834311, 4.2503343 50.7826202)",
121800672,False,Nederveld,residential,,False,19.441,,"LINESTRING (4.2509945 50.7834311, 4.2512465 50.7833591)",
24591680,False,van der Dilftlaan,residential,,True,101.413,,"LINESTRING (4.2503343 50.7826202, 4.2509945 50.7834311)",
24591729,False,Boogschutterserf,living_street,,False,92.799,,"LINESTRING (4.2447426 50.7763705, 4.2452123 50.7761174, 4.2454285 50.7761294, 4.2458584 50.7761534, 4.2459123 50.7761561)",20
"[565478553, 580597099, 24591729, 283166862]",False,Boogschutterserf,living_street,,True,179.96500000000003,,"LINESTRING (4.2447426 50.7763705, 4.2446831 50.7766704, 4.2447352 50.7767018, 4.245041 50.7767161, 4.2452621 50.7767282, 4.2453148 50.7767459, 4.2457146 50.7767678, 4.2457624 50.7764666, 4.2458535 50.7764236, 4.2458753 50.7763619, 4.2458842 50.7762994, 4.2459123 50.7761561)",20
24591730,False,Wilgenhofpark,living_street,,True,128.163,,"LINESTRING (4.2447426 50.7763705, 4.2439834 50.7763226, 4.2435901 50.7760218, 4.2434098 50.7760044, 4.2432422 50.7758786)",20
24974000,False,Watermolenlaan,residential,,False,166.49599999999998,,"LINESTRING (4.2465717 50.7841058, 4.2480493 50.7840608, 4.2483313 50.7840112, 4.2488172 50.7837927)",
257374243,False,Brusselbaan,tertiary,,True,302.98799999999994,2,"LINESTRING (4.2465717 50.7841058, 4.2465323 50.7838222, 4.246472 50.7835455, 4.2462574 50.7828129, 4.2461894 50.7825661, 4.2460943 50.7822213, 4.2458282 50.7814236)",
527649796,False,Nieuwenhovenlaan,residential,,False,42.798,,"LINESTRING (4.2488172 50.7837927, 4.2491879 50.784098)",
527649796,False,Nieuwenhovenlaan,residential,,True,235.649,,"LINESTRING (4.2488172 50.7837927, 4.2468059 50.7820974)",
24974000,False,Watermolenlaan,residential,,True,166.49599999999998,,"LINESTRING (4.2488172 50.7837927, 4.2483313 50.7840112, 4.2480493 50.7840608, 4.2465717 50.7841058)",
257376285,True,Brusselbaan,secondary,roundabout,False,9.414000000000001,1,"LINESTRING (4.2457625 50.7810917, 4.2457046 50.7811184, 4.2456448 50.7811293)",
"[23147024, 746173612]",True,Brusselbaan,tertiary,,False,18.461,1,"LINESTRING (4.2457625 50.7810917, 4.2457736 50.7811433, 4.245781 50.7811758, 4.245784 50.7812569)",
257374246,True,Brusselbaan,secondary,roundabout,False,14.753,1,"LINESTRING (4.2454584 50.7810739, 4.2454326 50.7810348, 4.2454312 50.7809958, 4.2454314 50.7809842, 4.2454427 50.7809594, 4.2454532 50.7809472)",
24591129,True,Pastorijstraat,tertiary,,False,31.235999999999997,1,"LINESTRING (4.2454532 50.7809472, 4.2454205 50.7808923, 4.2454051 50.7808643, 4.2453437 50.7808136, 4.2452109 50.780716)",
257374244,True,Brusselbaan,secondary,roundabout,False,11.434999999999999,1,"LINESTRING (4.2454532 50.7809472, 4.2455094 50.7809079, 4.2455817 50.780888)",
257374245,True,Brusselbaan,secondary,roundabout,False,11.106000000000002,1,"LINESTRING (4.2458126 50.7809885, 4.2458022 50.7810517, 4.2457738 50.7810833)",
257374252,True,Edouard Rooselaersstraat,secondary,,False,37.053,1,"LINESTRING (4.2458126 50.7809885, 4.2458799 50.7810283, 4.2459218 50.7810522, 4.245961 50.7810714, 4.2460393 50.7810965, 4.2462751 50.7811282)",
257374243,False,Brusselbaan,tertiary,,False,3.488,2,"LINESTRING (4.245784 50.7812569, 4.2457934 50.7812877)",
"[746173611, 257376286]",True,Brusselbaan,tertiary,,False,17.239,1,"LINESTRING (4.245784 50.7812569, 4.2457431 50.7812169, 4.2457181 50.7811948, 4.2456894 50.7811694, 4.2456448 50.7811293)",
154493059,False,Victor Nonnemanstraat,residential,,False,58.264,,"LINESTRING (4.2439132 50.7828125, 4.243956 50.7828247, 4.2440147 50.7828656, 4.2441974 50.7832892)",
335382123,False,Victor Nonnemanstraat,secondary,,False,59.155,,"LINESTRING (4.2439132 50.7828125, 4.2439295 50.7828691, 4.244004 50.7831281, 4.2440638 50.7833359)",
335382123,False,Victor Nonnemanstraat,secondary,,True,56.407,,"LINESTRING (4.2439132 50.7828125, 4.2438829 50.7827094, 4.2438092 50.782452, 4.2437865 50.7823119)",
335382123,False,Victor Nonnemanstraat,secondary,,True,44.868,,"LINESTRING (4.2441304 50.7837372, 4.2440638 50.7833359)",
154493059,False,Victor Nonnemanstraat,residential,,True,68.09,,"LINESTRING (4.2441304 50.7837372, 4.2441758 50.7837366, 4.2443704 50.7837339, 4.2443786 50.7837092, 4.2441974 50.7832892)",
257374272,False,Victor Nonnemanstraat,secondary,,False,163.761,2,"LINESTRING (4.2451865 50.7812347, 4.2449069 50.7813449, 4.2445143 50.7815164, 4.2441803 50.7816787, 4.2440306 50.7818042, 4.2439716 50.7818644, 4.2439181 50.7819285, 4.2438599 50.7820157, 4.2438159 50.7821121, 4.2437941 50.7822086, 4.2437865 50.7823119)",
257374273,True,Victor Nonnemanstraat,secondary,,False,26.258000000000003,1,"LINESTRING (4.2451865 50.7812347, 4.2453355 50.7811363, 4.2453602 50.78112, 4.2453964 50.7811033, 4.2454584 50.7810739)",
257374243,False,Brusselbaan,tertiary,,False,15.308,2,"LINESTRING (4.2457934 50.7812877, 4.2458282 50.7814236)",
257374243,False,Brusselbaan,tertiary,,True,3.488,2,"LINESTRING (4.2457934 50.7812877, 4.245784 50.7812569)",
257376302,True,Edouard Rooselaersstraat,secondary,,False,29.528,,"LINESTRING (4.2461354 50.7811426, 4.2460498 50.7811599, 4.2459249 50.7812032, 4.2458623 50.7812396, 4.2457934 50.7812877)",
"[746173613, 257376303]",True,Edouard Rooselaersstraat,secondary,,False,26.286,1,"LINESTRING (4.2461354 50.7811426, 4.2459828 50.781122, 4.2459201 50.7811092, 4.2458884 50.7811029, 4.245845 50.7810958, 4.2457738 50.7810833)",
266818305,False,Victor Nonnemanstraat,residential,,True,61.823,,"LINESTRING (4.2432885 50.7819072, 4.243307 50.7819888, 4.2433391 50.7820807, 4.2433516 50.782097, 4.2433795 50.7821214, 4.2436128 50.7822734, 4.2436769 50.782286, 4.2437304 50.7822874, 4.2437865 50.7823119)",
154493059,False,Victor Nonnemanstraat,residential,,False,68.09,,"LINESTRING (4.2441974 50.7832892, 4.2443786 50.7837092, 4.2443704 50.7837339, 4.2441758 50.7837366, 4.2441304 50.7837372)",
154493059,False,Victor Nonnemanstraat,residential,,True,58.264,,"LINESTRING (4.2441974 50.7832892, 4.2440147 50.7828656, 4.243956 50.7828247, 4.2439132 50.7828125)",
341437080,False,Victor Nonnemanstraat,residential,,False,10.761,,"LINESTRING (4.2441974 50.7832892, 4.2441278 50.7833168, 4.2441143 50.7833221, 4.2440638 50.7833359)",
565443002,False,Boogschutterserf,living_street,,True,40.059,,"LINESTRING (4.2465404 50.7758062, 4.2459731 50.7757731)",20
565443002,False,Boogschutterserf,living_street,,False,40.059,,"LINESTRING (4.2459731 50.7757731, 4.2465404 50.7758062)",20
565443003,False,Boogschutterserf,living_street,,True,42.802,,"LINESTRING (4.2459731 50.7757731, 4.2459123 50.7761561)",20
565443003,False,Boogschutterserf,living_street,,False,42.802,,"LINESTRING (4.2459123 50.7761561, 4.2459731 50.7757731)",20
"[24591729, 565478553, 580597099, 283166862]",False,Boogschutterserf,living_street,,False,179.965,,"LINESTRING (4.2459123 50.7761561, 4.2458842 50.7762994, 4.2458753 50.7763619, 4.2458535 50.7764236, 4.2457624 50.7764666, 4.2457146 50.7767678, 4.2453148 50.7767459, 4.2452621 50.7767282, 4.245041 50.7767161, 4.2447352 50.7767018, 4.2446831 50.7766704, 4.2447426 50.7763705)",20
24591729,False,Boogschutterserf,living_street,,True,92.799,,"LINESTRING (4.2459123 50.7761561, 4.2458584 50.7761534, 4.2454285 50.7761294, 4.2452123 50.7761174, 4.2447426 50.7763705)",20
742065647,True,,residential,roundabout,False,13.473999999999998,,"LINESTRING (4.2419623 50.7770994, 4.2419618 50.7770886, 4.2419713 50.77707, 4.24199 50.7770545, 4.2420223 50.7770423, 4.2420596 50.7770394, 4.2420956 50.7770463)",
24591331,False,Jules Sermonstraat,residential,,False,121.36,,"LINESTRING (4.2420999 50.7771454, 4.2421176 50.777192, 4.2422445 50.7772816, 4.2425196 50.7774635, 4.2432536 50.7779488)",
742065647,True,,residential,roundabout,False,13.217,,"LINESTRING (4.2420999 50.7771454, 4.2420647 50.7771536, 4.2420273 50.777152, 4.241994 50.777141, 4.2419739 50.7771263, 4.2419627 50.7771081, 4.2419623 50.7770994)",
283166832,False,Hendrik Vanhouchestraat,residential,,True,56.352999999999994,,"LINESTRING (4.2420956 50.7770463, 4.2421527 50.7769617, 4.2422074 50.776882, 4.2424504 50.7765923)",
742065647,True,,residential,roundabout,False,13.197999999999999,,"LINESTRING (4.2420956 50.7770463, 4.2421241 50.7770619, 4.2421402 50.7770834, 4.2421412 50.7771071, 4.2421269 50.777129, 4.2420999 50.7771454)",
"[283166856, 930774817, 24591349]",False,Alfons Fleurusstraat,residential,,True,381.10300000000007,,"LINESTRING (4.2390818 50.7814827, 4.2393545 50.7813782, 4.2394996 50.7813157, 4.2396448 50.7812378, 4.2400212 50.7810222, 4.2400677 50.7809786, 4.2401138 50.7809053, 4.2401583 50.7808189, 4.2402528 50.780648, 4.2404594 50.7804101, 4.2406737 50.7801728, 4.2408969 50.7800006, 4.2409922 50.7799331, 4.2411042 50.7798657, 4.2412148 50.7798093, 4.241335 50.7797588, 4.2416125 50.7796342, 4.241758 50.7795731, 4.2418291 50.7795447, 4.2419011 50.779523, 4.2420289 50.7794921, 4.2421771 50.7794756, 4.2423259 50.7794709, 4.2424755 50.7794712, 4.2425915 50.7794536, 4.2426458 50.7794315, 4.2427504 50.779382, 4.2429079 50.7792915)",50
