osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,width,access
"[25616555, 398820413]",Rue Godefroid Kurth,residential,"['50', '30']",False,True,80.941,"LINESTRING (5.8199195 49.6848782, 5.8197901 49.6848149, 5.8196767 49.6847498, 5.8195084 49.6846383, 5.8192275 49.6844578, 5.8191068 49.6843763)",,,,,
50674375,Rue Henri Busch,residential,,False,False,257.156,"LINESTRING (5.8227921 49.6849868, 5.8225107 49.6862932, 5.8224961 49.6863169, 5.8224612 49.686352, 5.8214328 49.6869966)",,,,,
"[361774946, 454527333]",Rue Godefroid Kurth,residential,50,False,False,66.336,"LINESTRING (5.8227921 49.6849868, 5.8234342 49.6850019, 5.8236937 49.6850071, 5.8237136 49.6850079)","['2', '3']",,,,
361774946,Rue Godefroid Kurth,residential,50,False,True,207.57500000000002,"LINESTRING (5.8227921 49.6849868, 5.822363 49.6849812, 5.8212709 49.684967, 5.8207075 49.6849596, 5.8203607 49.6849414, 5.8200867 49.6849086, 5.8199195 49.6848782)",2,,,,
26653811,Rue de Diekirch,residential,50,True,False,48.917,"LINESTRING (5.8168092 49.6870026, 5.8163024 49.6867093)",,,,,
26653811,Rue de Diekirch,residential,50,True,False,32.411,"LINESTRING (5.8171273 49.687209, 5.8170091 49.6871341, 5.8168092 49.6870026)",,,,,
1179169634,Rue de Diekirch,residential,50,False,True,61.20099999999999,"LINESTRING (5.8171273 49.687209, 5.8172682 49.6873583, 5.8173841 49.6875433, 5.8174559 49.6877129)",,,,,
24832220,Rue de Frassem,residential,50,True,False,33.662,"LINESTRING (5.816941 49.6869313, 5.8171273 49.687209)",,,,,
514610177,,residential,50,True,False,12.359,"LINESTRING (5.816941 49.6869313, 5.8168092 49.6870026)",,,,,
25616560,Rue Saint-Jean,residential,30,True,False,145.95499999999998,"LINESTRING (5.8170258 49.6827368, 5.8170875 49.6827552, 5.8183961 49.6831398, 5.8186006 49.6832187, 5.8186875 49.6832823, 5.8187421 49.6833756)",2,,,,
723967643,Rue des Déportés,residential,50,True,False,21.417,"LINESTRING (5.8170258 49.6827368, 5.8171915 49.6826262, 5.8172017 49.6825882)",,,,,
"[24832240, 532607960]",Avenue Victor Tesch,secondary,"['50', '30']",False,False,83.405,"LINESTRING (5.8177484 49.6819107, 5.8174498 49.6817731, 5.8172259 49.6816933, 5.8169401 49.6816391, 5.8167095 49.6815979)",,N881,,,
24832240,Avenue Victor Tesch,secondary,50,False,True,19.25,"LINESTRING (5.8177484 49.6819107, 5.8178386 49.6819527, 5.8179549 49.6820204)",,N881,,,
84543481,Rue Victor Tesch,unclassified,50,True,False,13.761,"LINESTRING (5.8177484 49.6819107, 5.8178319 49.6818918, 5.8178558 49.6818686, 5.8178532 49.68183)",,,,,
532607960,Avenue Victor Tesch,secondary,30,False,True,21.208,"LINESTRING (5.8164252 49.6815475, 5.8167095 49.6815979)",,N881,,,
"[532607961, 24832258]",Avenue Victor Tesch,secondary,"['30', '50']",False,False,335.024,"LINESTRING (5.8164252 49.6815475, 5.8162308 49.6815154, 5.8149742 49.6812881, 5.8144155 49.6811886, 5.8120988 49.6807761, 5.8119359 49.6807475)",2,N881,,,
25616558,Rue du Casino,residential,50,True,False,105.287,"LINESTRING (5.8164252 49.6815475, 5.8157754 49.6820772, 5.8156041 49.682217, 5.815593 49.6823089)",,,,,
25691767,Rue du Général Molitor,residential,50,False,True,172.595,"LINESTRING (5.8119359 49.6807475, 5.8119438 49.6808485, 5.8119754 49.6810928, 5.8120063 49.6815041, 5.8120083 49.6815623, 5.8120102 49.6816996, 5.8120367 49.682206, 5.812037 49.6822979)",,,,,
"[532607961, 24832258]",Avenue Victor Tesch,secondary,"['50', '30']",False,True,335.024,"LINESTRING (5.8119359 49.6807475, 5.8120988 49.6807761, 5.8144155 49.6811886, 5.8149742 49.6812881, 5.8162308 49.6815154, 5.8164252 49.6815475)",2,N881,,,
658454134,Rue Albert Goffaux,residential,50,False,False,101.669,"LINESTRING (5.8119359 49.6807475, 5.8119265 49.6806427, 5.8118765 49.6799329, 5.8118735 49.6798341)",,,,,
151244414,Rue de Bastogne,secondary,30,False,True,39.718,"LINESTRING (5.8101757 49.6875641, 5.810187 49.6874822, 5.8102308 49.6872087)",2,N881,,,
25616800,Place des Chasseurs Ardennais,residential,30,True,False,116.31200000000001,"LINESTRING (5.8188245 49.6841831, 5.818689 49.6842678, 5.8175109 49.6847903)",,,,,
"[510173240, 510173245, 814002911]",Rue Paul Reuter,residential,30,True,False,207.35299999999998,"LINESTRING (5.8188245 49.6841831, 5.8183201 49.6838539, 5.8178235 49.6835455, 5.8177509 49.6835077, 5.8175813 49.6834531, 5.8174351 49.6834192, 5.817276 49.6833954, 5.8171922 49.6833851, 5.8171521 49.683381, 5.8165774 49.683342, 5.8164909 49.6833381, 5.8164066 49.683348)",,,,,
25616556,Rue des Carmes,residential,30,True,False,54.87200000000001,"LINESTRING (5.8164066 49.683348, 5.8163484 49.6833674, 5.8162966 49.6833991, 5.8162356 49.6834746, 5.8161555 49.6835865, 5.8160363 49.6837672)",,,,,
25616557,Rue des Déportés,residential,30,True,False,53.281,"LINESTRING (5.8164066 49.683348, 5.8164101 49.68331, 5.8164273 49.6832754, 5.8165837 49.683112, 5.816731 49.682922)",,,,,
439736608,Rue des Capucins,residential,50,False,True,10.122,"LINESTRING (5.8160363 49.6837672, 5.8160777 49.6838542)",,,,,
333676877,Rue du Marché-au-Beurre,residential,30,True,False,106.155,"LINESTRING (5.8160363 49.6837672, 5.8158915 49.6837086, 5.815691 49.6836361, 5.8155032 49.6835984, 5.8153658 49.6835919, 5.815123 49.6835919, 5.8148564 49.6836025, 5.8146282 49.6836246)",,,,,
25790496,Rue des Capucins,residential,30,True,False,18.77,"LINESTRING (5.8143023 49.6843176, 5.8145513 49.6842672)",,,,,
25790497,Rue de la Porte Neuve,residential,30,False,False,34.593,"LINESTRING (5.8143023 49.6843176, 5.8142913 49.6843651, 5.8143432 49.6844652, 5.8144337 49.6846114)",,,,,
439736610,Rue du Marquisat,residential,30,True,False,49.983000000000004,"LINESTRING (5.8175109 49.6847903, 5.8178913 49.6850649, 5.8179738 49.6851255)",,,,,
25616551,Rue de la Caserne,residential,30,True,False,64.874,"LINESTRING (5.8179738 49.6851255, 5.8173479 49.6855455)",,,,,
84589910,Rue de Diekirch,residential,30,True,False,142.91400000000002,"LINESTRING (5.8146208 49.6857369, 5.8138251 49.6852967, 5.8134441 49.6850874, 5.8131089 49.6849032)",1,,,,
151244410,Rue Nicolas Berger,residential,50,True,False,97.261,"LINESTRING (5.8146208 49.6857369, 5.8145484 49.6858309, 5.8144384 49.6859706, 5.8143579 49.6860162, 5.8142305 49.686037, 5.8137906 49.6860308, 5.8136518 49.6860466, 5.8135492 49.6860961)",,,,,
509415317,Rue Nicolas Berger,residential,50,True,False,42.547999999999995,"LINESTRING (5.8135492 49.6860961, 5.8134285 49.6861855, 5.813267 49.6863052, 5.8131591 49.6863837)",,,,,
24832220,Rue de Frassem,residential,50,True,False,153.765,"LINESTRING (5.8170958 49.6856635, 5.8170342 49.6856983, 5.8169593 49.6857439, 5.816937 49.6857915, 5.8169718 49.6860319, 5.8169505 49.6861413, 5.816906 49.6862163, 5.8168494 49.686283, 5.816732 49.686396, 5.8166889 49.686491, 5.8167431 49.6866216, 5.816941 49.6869313)",,,,,
1204296504,Rue de la Caserne,residential,30,True,False,95.054,"LINESTRING (5.8170958 49.6856635, 5.8167015 49.6856986, 5.8157849 49.6857702)",,,,,
593523864,Square de la Lys,residential,30,False,True,25.8,"LINESTRING (5.8188716 49.6862034, 5.8185207 49.6862513)",,,,,
95813577,Square de la Lys,residential,30,False,True,19.841,"LINESTRING (5.8188716 49.6862034, 5.8187283 49.6862686, 5.818665 49.6863192)",,,,,
593523864,Square de la Lys,residential,30,False,False,72.368,"LINESTRING (5.8188716 49.6862034, 5.8189919 49.6861454, 5.8191367 49.6860261, 5.8193076 49.6858649, 5.8194743 49.6856887)",,,,,
1179262051,Avenue du Dixième-de-Ligne,residential,50,False,False,202.489,"LINESTRING (5.8194743 49.6856887, 5.8214328 49.6869966)",,,,,
26653796,Avenue du Dixième-de-Ligne,residential,50,False,True,39.45,"LINESTRING (5.8194743 49.6856887, 5.8193852 49.6856292, 5.819094 49.6854331)",,,,,
593523864,Square de la Lys,residential,30,False,True,72.368,"LINESTRING (5.8194743 49.6856887, 5.8193076 49.6858649, 5.8191367 49.6860261, 5.8189919 49.6861454, 5.8188716 49.6862034)",,,,,
25617415,Square du Hunnebour,residential,50,False,False,87.264,"LINESTRING (5.8174559 49.6877129, 5.8175471 49.6877007, 5.8176269 49.6876799, 5.8181056 49.6873906, 5.8183941 49.6872318)",,,,,
1179169634,Rue de Diekirch,residential,50,False,False,61.201,"LINESTRING (5.8174559 49.6877129, 5.8173841 49.6875433, 5.8172682 49.6873583, 5.8171273 49.687209)",,,,,
26653812,Square du Hunnebour,residential,50,False,False,37.546,"LINESTRING (5.8183941 49.6872318, 5.8181573 49.6869309)",,,,,
25617415,Square du Hunnebour,residential,50,False,True,87.264,"LINESTRING (5.8183941 49.6872318, 5.8181056 49.6873906, 5.8176269 49.6876799, 5.8175471 49.6877007, 5.8174559 49.6877129)",,,,,
1179169633,Square du Hunnebour,residential,50,False,False,74.439,"LINESTRING (5.8183941 49.6872318, 5.8188565 49.6874861, 5.8191826 49.6876653)",,,,,
1179169633,Square du Hunnebour,residential,50,False,True,74.439,"LINESTRING (5.8191826 49.6876653, 5.8188565 49.6874861, 5.8183941 49.6872318)",,,,,
25691756,Rue Sonnetty,residential,50,False,False,101.228,"LINESTRING (5.8192599 49.6809769, 5.8193644 49.6810406, 5.8202644 49.6816143)",,,,,
252786253,Rue des Déportés,secondary,50,False,True,138.09799999999998,"LINESTRING (5.8192599 49.6809769, 5.8191689 49.6810465, 5.8187526 49.6813765, 5.8180857 49.6819053, 5.8180437 49.6819377)",2,N881,,,
361662491,Rue des Déportés,secondary,50,False,False,108.50800000000001,"LINESTRING (5.8192599 49.6809769, 5.8196983 49.6806446, 5.8202225 49.6802258)",2,N881,,,
25691756,Rue Sonnetty,residential,50,False,True,101.228,"LINESTRING (5.8202644 49.6816143, 5.8193644 49.6810406, 5.8192599 49.6809769)",,,,,
25691757,Rue des Tanneries,residential,50,True,False,137.148,"LINESTRING (5.8202644 49.6816143, 5.8197364 49.6822044, 5.8195849 49.682338, 5.819314 49.6825272, 5.8191771 49.6826195)",,,,,
252786251,Rue Sonnetty,residential,50,False,False,126.545,"LINESTRING (5.8202644 49.6816143, 5.8203865 49.681685, 5.8215268 49.6824066)",,,,,
1179663007,Rue Michel Hamélius,residential,50,False,True,75.11,"LINESTRING (5.8203158 49.6836379, 5.8213416 49.6837635)",,,,,
25691759,Rue Michel Hamélius,residential,50,True,False,113.86299999999999,"LINESTRING (5.8203158 49.6836379, 5.8202127 49.6836234, 5.8196764 49.6835479, 5.8189217 49.6834361, 5.8188232 49.6834402, 5.8187705 49.6834512)",,,,,
1179663008,Rue Sonnetty,residential,50,False,False,81.922,"LINESTRING (5.8215268 49.6824066, 5.8223345 49.6829259)",,,,,
25691758,Rue des Cerisiers,residential,50,True,False,163.404,"LINESTRING (5.8215268 49.6824066, 5.8214777 49.6824541, 5.8210511 49.6828666, 5.8203352 49.6835398, 5.8203158 49.6836379)",,,,,
252786251,Rue Sonnetty,residential,50,False,True,126.545,"LINESTRING (5.8215268 49.6824066, 5.8203865 49.681685, 5.8202644 49.6816143)",,,,,
25691767,Rue du Général Molitor,residential,50,False,False,172.595,"LINESTRING (5.812037 49.6822979, 5.8120367 49.682206, 5.8120102 49.6816996, 5.8120083 49.6815623, 5.8120063 49.6815041, 5.8119754 49.6810928, 5.8119438 49.6808485, 5.8119359 49.6807475)",,,,,
295253916,Avenue Jean-Baptiste Nothomb,residential,50,False,False,73.184,"LINESTRING (5.812037 49.6822979, 5.8118762 49.6823016, 5.8116225 49.6822945, 5.8111788 49.6822851, 5.8110261 49.6822578)",,,,,
352873241,Rue Joseph Netzer,residential,50,False,True,96.865,"LINESTRING (5.812037 49.6822979, 5.8121974 49.6822942, 5.8132347 49.6823659, 5.8133768 49.6823741)",,,,,
"[25691764, 881410252]",Rue du Vingt-Cinq Août,residential,30,True,False,71.526,"LINESTRING (5.811687 49.6839543, 5.8117739 49.6838364, 5.8118478 49.6837388, 5.8119358 49.6836179, 5.81205 49.6834968, 5.8120936 49.6834667, 5.8121858 49.6834031)",,,,,
462598792,Rue Étienne Lenoir,residential,30,True,False,32.227,"LINESTRING (5.8149092 49.682758, 5.8150613 49.6824854)",,,,,
25790490,Rue de la Poste,residential,30,True,False,56.652,"LINESTRING (5.8149092 49.682758, 5.8143585 49.6825683, 5.8143351 49.6825664, 5.8143112 49.6825664, 5.8142866 49.6825695, 5.8142652 49.6825774, 5.8142156 49.6826059)",,,,,
1049879857,,unclassified,,False,True,6.674,"LINESTRING (5.8150613 49.6824854, 5.8149707 49.6824983)",,,,,
25790491,Rue de l'Esplanade,residential,30,True,False,131.998,"LINESTRING (5.8150613 49.6824854, 5.8151104 49.6824649, 5.8151803 49.6824621, 5.8156828 49.6825993, 5.816731 49.682922)",,,,,
25616557,Rue des Déportés,residential,30,True,False,29.592999999999996,"LINESTRING (5.816731 49.682922, 5.8169376 49.6827846, 5.8169785 49.6827621, 5.8170258 49.6827368)",,,,,
439736608,Rue des Capucins,residential,50,False,False,10.122,"LINESTRING (5.8160777 49.6838542, 5.8160363 49.6837672)",,,,,
439736610,Rue du Marquisat,residential,30,True,False,147.68,"LINESTRING (5.8160777 49.6838542, 5.8162577 49.6839407, 5.8166113 49.6840946, 5.8167303 49.6841756, 5.8169087 49.6843173, 5.8175109 49.6847903)",,,,,
25616798,Rue Saint-Donat,residential,30,True,False,107.459,"LINESTRING (5.8151545 49.6844895, 5.8152504 49.6845971, 5.8154449 49.6847559, 5.8154791 49.6848028, 5.8155146 49.6848487, 5.8155642 49.6848834, 5.8156518 49.6849203, 5.8159236 49.6850191, 5.8160256 49.6850561, 5.8160833 49.685083, 5.8161325 49.6851214, 5.81617 49.6851631)",,,,,
268117823,Rue Saint-Donat,residential,30,False,True,9.780000000000001,"LINESTRING (5.8151545 49.6844895, 5.8151859 49.6844532, 5.8152089 49.6844093)",,,,,
"[496997707, 24832316]",Square Astrid,secondary,"['50', '30']",False,True,65.236,"LINESTRING (5.8105012 49.6855442, 5.8103875 49.685442, 5.8102069 49.6853101, 5.810051 49.6852058, 5.8099887 49.6851631, 5.8099027 49.6851046)",2,,,,
"[455501256, 25616548, 462345022]","['Rue des Faubourgs', 'Rue de Bastogne']",secondary,50,False,False,186.63000000000002,"LINESTRING (5.8105012 49.6855442, 5.8105249 49.6856177, 5.8105106 49.6857556, 5.8104448 49.6859893, 5.8104219 49.6860704, 5.8104156 49.6860982, 5.8103465 49.6865488, 5.8103213 49.6866846, 5.8103086 49.6867532, 5.8102421 49.6871117, 5.8102308 49.6872087)",2,N881,,,
658454133,Rue des Thermes Romains,residential,50,False,False,415.4070000000001,"LINESTRING (5.8170647 49.6812785, 5.8168964 49.6811595, 5.8168363 49.681117, 5.8168129 49.6811021, 5.8166303 49.6809979, 5.8164713 49.6809643, 5.8160482 49.6808749, 5.8148449 49.6806326, 5.8146072 49.6805847, 5.8145303 49.68057, 5.8143076 49.6804901, 5.8138183 49.6802308, 5.8135101 49.6801296, 5.8131086 49.6800061, 5.8129397 49.6799564, 5.8127902 49.6799182, 5.8125464 49.6798649, 5.8124643 49.6798506, 5.8123303 49.6798458, 5.8120465 49.6798367, 5.8118735 49.6798341)",,,,,
1179663008,Rue Sonnetty,residential,50,False,True,81.922,"LINESTRING (5.8223345 49.6829259, 5.8215268 49.6824066)",,,,,
658454133,Rue des Thermes Romains,residential,50,False,True,415.40700000000004,"LINESTRING (5.8118735 49.6798341, 5.8120465 49.6798367, 5.8123303 49.6798458, 5.8124643 49.6798506, 5.8125464 49.6798649, 5.8127902 49.6799182, 5.8129397 49.6799564, 5.8131086 49.6800061, 5.8135101 49.6801296, 5.8138183 49.6802308, 5.8143076 49.6804901, 5.8145303 49.68057, 5.8146072 49.6805847, 5.8148449 49.6806326, 5.8160482 49.6808749, 5.8164713 49.6809643, 5.8166303 49.6809979, 5.8168129 49.6811021, 5.8168363 49.681117, 5.8168964 49.6811595, 5.8170647 49.6812785)",,,,,
658454134,Rue Albert Goffaux,residential,50,False,True,101.669,"LINESTRING (5.8118735 49.6798341, 5.8118765 49.6799329, 5.8119265 49.6806427, 5.8119359 49.6807475)",,,,,
1179663007,Rue Michel Hamélius,residential,50,False,False,75.11,"LINESTRING (5.8213416 49.6837635, 5.8203158 49.6836379)",,,,,
26262239,Rue Floréal,residential,50,True,False,117.37700000000001,"LINESTRING (5.8213416 49.6837635, 5.8214048 49.6837102, 5.8222889 49.6829644, 5.8223345 49.6829259)",,,,,
26653795,Rue de Seymerich,residential,30,True,False,138.589,"LINESTRING (5.8173479 49.6855455, 5.8174532 49.6856457, 5.8174854 49.6856639, 5.8175283 49.6856696, 5.817586 49.6856657, 5.8185811 49.6855156, 5.8186709 49.6855169, 5.8188587 49.6855377, 5.8189465 49.6855216, 5.819094 49.6854331)",,,,,
361774949,Rue de la Caserne,residential,30,True,False,22.413999999999998,"LINESTRING (5.8173479 49.6855455, 5.8172715 49.6855871, 5.8171769 49.6856292, 5.8170958 49.6856635)",,,,,
26653796,Avenue du Dixième-de-Ligne,residential,50,False,False,39.45,"LINESTRING (5.819094 49.6854331, 5.8193852 49.6856292, 5.8194743 49.6856887)",,,,,
361774948,Rue de Seymerich,residential,50,False,False,85.641,"LINESTRING (5.819094 49.6854331, 5.8198102 49.6849537, 5.8199195 49.6848782)",,,,,
1179262051,Avenue du Dixième-de-Ligne,residential,50,False,True,202.489,"LINESTRING (5.8214328 49.6869966, 5.8194743 49.6856887)",,,,,
50674375,Rue Henri Busch,residential,,False,True,257.156,"LINESTRING (5.8214328 49.6869966, 5.8224612 49.686352, 5.8224961 49.6863169, 5.8225107 49.6862932, 5.8227921 49.6849868)",,,,,
"[239777986, 239777987, 114310956]",Avenue du Dixième-de-Ligne,residential,50,False,False,31.106,"LINESTRING (5.8214328 49.6869966, 5.8214509 49.6870096, 5.8216775 49.6871696, 5.8217263 49.687202)",,,yes,,
"[318702824, 145517624, 1029670221]",Avenue Jean-Baptiste Nothomb,residential,50,False,True,49.918,"LINESTRING (5.810343 49.6822023, 5.8105814 49.6822089, 5.8108244 49.6822156, 5.8110261 49.6822578)",2,,,,
114295578,Rue des Faubourgs,residential,50,False,False,21.904,"LINESTRING (5.8111219 49.6846101, 5.8113326 49.6844679)",2,,,,
"[398820418, 25616550]",Rue des Faubourgs,residential,"['50', '30']",False,True,107.579,"LINESTRING (5.8111219 49.6846101, 5.8109295 49.6847096, 5.8108949 49.6847275, 5.8106587 49.6848396, 5.8105355 49.6848916, 5.8104346 49.6849342, 5.8102363 49.6849885, 5.8100175 49.6850325, 5.8098282 49.6850738)",,,,,
25617343,Rue des Faubourgs,residential,50,True,False,114.167,"LINESTRING (5.8111219 49.6846101, 5.8110843 49.6846667, 5.810832 49.6850386, 5.8107876 49.685104, 5.8107376 49.6851936, 5.8106925 49.6852827, 5.8106364 49.6854086, 5.8106162 49.6854561, 5.8105756 49.6855074, 5.8105012 49.6855442)",,,,,
151244414,Rue de Bastogne,secondary,30,False,False,39.718,"LINESTRING (5.8102308 49.6872087, 5.810187 49.6874822, 5.8101757 49.6875641)",2,N881,,,
"[455501256, 25616548, 462345022]","['Rue des Faubourgs', 'Rue de Bastogne']",secondary,50,False,True,186.63,"LINESTRING (5.8102308 49.6872087, 5.8102421 49.6871117, 5.8103086 49.6867532, 5.8103213 49.6866846, 5.8103465 49.6865488, 5.8104156 49.6860982, 5.8104219 49.6860704, 5.8104448 49.6859893, 5.8105106 49.6857556, 5.8105249 49.6856177, 5.8105012 49.6855442)",2,N881,,,
25617419,Place Didier,residential,30,True,False,32.844,"LINESTRING (5.8135843 49.6844713, 5.813325 49.6847144)",,,,3,
48518561,Place du Docteur Hollenfeltz,residential,50,False,True,21.951999999999998,"LINESTRING (5.8135843 49.6844713, 5.8136544 49.6843717, 5.813663 49.6842839)",,,,,
84589910,Rue de Diekirch,residential,30,True,False,43.626999999999995,"LINESTRING (5.8131089 49.6849032, 5.8130634 49.6848764, 5.8129099 49.6847912, 5.8128752 49.6847709, 5.8126572 49.6846415)",1,,,,
41773003,Rue des Déportés,secondary,50,False,True,11.197,"LINESTRING (5.8180437 49.6819377, 5.8179549 49.6820204)",,N881,,,
25791602,Rue des Thermes Romains,unclassified,50,True,False,18.225,"LINESTRING (5.8180437 49.6819377, 5.8179098 49.6818673, 5.8178532 49.68183)",,,,,
252786253,Rue des Déportés,secondary,50,False,False,138.09799999999998,"LINESTRING (5.8180437 49.6819377, 5.8180857 49.6819053, 5.8187526 49.6813765, 5.8191689 49.6810465, 5.8192599 49.6809769)",2,N881,,,
71958525,Rue des Capucins,residential,30,True,False,46.146,"LINESTRING (5.813663 49.6842839, 5.8143023 49.6843176)",,,,3,
48518561,Place du Docteur Hollenfeltz,residential,50,False,False,21.951999999999998,"LINESTRING (5.813663 49.6842839, 5.8136544 49.6843717, 5.8135843 49.6844713)",,,,,
48868047,Rue du Musée,residential,50,False,False,52.591,"LINESTRING (5.8119941 49.6852855, 5.8120576 49.6851794, 5.8121831 49.6850373, 5.812189 49.6850247, 5.812213 49.6849966, 5.8123591 49.6848798)",2,,,,
48868048,Rue du Musée,residential,50,True,False,143.67600000000002,"LINESTRING (5.8119941 49.6852855, 5.8120976 49.6853375, 5.812201 49.6853894, 5.8124299 49.6855075, 5.8130742 49.6858522, 5.8134367 49.6860383, 5.8135492 49.6860961)",1,,,,
464933246,Impasse du Musée,residential,50,False,True,79.07,"LINESTRING (5.8119941 49.6852855, 5.8117072 49.6856444, 5.8116597 49.6856644, 5.8115811 49.6857687, 5.8115048 49.685851, 5.8114546 49.6858995)",2,,,,
84589929,Rue du Musée,residential,50,False,True,34.107,"LINESTRING (5.8126572 49.6846415, 5.8125838 49.6846937, 5.8123874 49.6848551, 5.8123591 49.6848798)",,,,,
"[24832016, 455501258]",Rue de Diekirch,residential,30,True,False,77.54100000000001,"LINESTRING (5.8126572 49.6846415, 5.8122992 49.6844336, 5.8120452 49.6842893, 5.8119614 49.6842452, 5.8119131 49.6842123, 5.8118607 49.6841727)",,,,,
496997707,Square Astrid,secondary,30,False,True,6.36,"LINESTRING (5.8099027 49.6851046, 5.8098282 49.6850738)",,,,,
"[496997707, 24832316]",Square Astrid,secondary,"['30', '50']",False,False,65.236,"LINESTRING (5.8099027 49.6851046, 5.8099887 49.6851631, 5.810051 49.6852058, 5.8102069 49.6853101, 5.8103875 49.685442, 5.8105012 49.6855442)",2,,,,
50674374,Rue Henri Busch,residential,,False,True,98.912,"LINESTRING (5.8217263 49.687202, 5.8225577 49.6866517, 5.8226868 49.6865655)",,,,,
"[239777986, 239777987, 114310956]",Avenue du Dixième-de-Ligne,residential,50,False,True,31.106,"LINESTRING (5.8217263 49.687202, 5.8216775 49.6871696, 5.8214509 49.6870096, 5.8214328 49.6869966)",,,yes,,
"[50674376, 593523862]",Square de la Lys,residential,"['20', '30']",False,False,127.822,"LINESTRING (5.8198997 49.6871398, 5.8194826 49.6869046, 5.8191916 49.6867405, 5.8187179 49.6863615, 5.818665 49.6863192)",,,,,
593523862,Square de la Lys,residential,30,False,False,12.836,"LINESTRING (5.818665 49.6863192, 5.8185207 49.6862513)",,,,,
95813577,Square de la Lys,residential,30,False,False,19.841,"LINESTRING (5.818665 49.6863192, 5.8187283 49.6862686, 5.8188716 49.6862034)",,,,,
"[50674376, 593523862]",Square de la Lys,residential,"['20', '30']",False,True,127.822,"LINESTRING (5.818665 49.6863192, 5.8187179 49.6863615, 5.8191916 49.6867405, 5.8194826 49.6869046, 5.8198997 49.6871398)",,,,,
593523862,Square de la Lys,residential,30,False,True,12.836,"LINESTRING (5.8185207 49.6862513, 5.818665 49.6863192)",,,,,
