osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref
"[254049456, 254049454]",Schildebaan,unclassified,50,False,False,279.85900000000004,2,"LINESTRING (4.6530455 51.2169892, 4.6532164 51.2168396, 4.6536283 51.2164644, 4.6536815 51.2164159, 4.653871 51.2162351, 4.6540189 51.2161064, 4.6541805 51.2159656, 4.6543562 51.2157619, 4.6546152 51.2154694, 4.6549323 51.2151743, 4.6552867 51.2149054)",
254049454,Schildebaan,unclassified,50,False,True,53.992000000000004,,"LINESTRING (4.6530455 51.2169892, 4.6529604 51.217203, 4.6528957 51.2174651)",
4876064,Liersebaan,tertiary,30,False,False,33.007999999999996,,"LINESTRING (4.656741 51.21376, 4.6565534 51.2136634, 4.6565139 51.2136306, 4.6564952 51.213596, 4.656482 51.2135294)",
37405033,Liersebaan,tertiary,30,True,False,48.294999999999995,,"LINESTRING (4.656741 51.21376, 4.6568555 51.2138162, 4.6571066 51.2139393, 4.6572752 51.214022, 4.6572866 51.214028)",
223578229,Schildebaan,unclassified,30,False,True,44.486000000000004,,"LINESTRING (4.656741 51.21376, 4.6566896 51.2138027, 4.6563514 51.214077)",
254049431,Bruggestraat,residential,,False,True,83.65899999999999,,"LINESTRING (4.6623407 51.2130249, 4.6622534 51.2130672, 4.661979 51.2132034, 4.6614085 51.2134992)",
"[37405034, 254049431]",Bruggestraat,residential,,False,False,200.742,,"LINESTRING (4.6596773 51.2149033, 4.659792 51.2148506, 4.6600304 51.2147058, 4.6600175 51.2146201, 4.6600555 51.2145817, 4.6603317 51.2143093, 4.6604064 51.2142511, 4.660874 51.213892, 4.6614085 51.2134992)",
254049445,Liersebaan,tertiary,,False,False,58.05199999999999,,"LINESTRING (4.6596773 51.2149033, 4.660125 51.2152566, 4.6601955 51.2153122)",
1154826645,Liersebaan,tertiary,30,False,True,108.34700000000001,,"LINESTRING (4.6596773 51.2149033, 4.6591097 51.2146914, 4.659045 51.2146708, 4.6583188 51.2144293)",
37566612,Amelbergastraat,tertiary,30,False,False,52.813,,"LINESTRING (4.6612398 51.2157143, 4.6619237 51.2159194)",
38917495,Amelbergastraat,tertiary,30,False,True,76.042,,"LINESTRING (4.6612398 51.2157143, 4.660698 51.2155642, 4.6606237 51.2155436, 4.6605303 51.2154995, 4.6604432 51.2154584, 4.6604011 51.2154385, 4.6602898 51.215386)",
39434379,De Linden,residential,,False,True,27.208000000000002,,"LINESTRING (4.6612398 51.2157143, 4.6612571 51.2156744, 4.66134 51.2154778)",
37566612,Amelbergastraat,tertiary,30,False,False,109.87,,"LINESTRING (4.662453 51.2162349, 4.6628581 51.2167354, 4.6629468 51.2168476, 4.6631733 51.2171139)",
37566612,Amelbergastraat,tertiary,30,False,True,40.019,,"LINESTRING (4.662453 51.2162349, 4.66231 51.2161251, 4.6621898 51.2160557, 4.6620539 51.2159772)",
"[685523801, 685523802, 987605279, 39434367]",Driehoekstraat,residential,50,False,False,214.562,,"LINESTRING (4.662453 51.2162349, 4.6626016 51.2162072, 4.6627636 51.2161858, 4.6633253 51.2161114, 4.663433 51.2160802, 4.6635286 51.2160474, 4.6635817 51.2160216, 4.664154 51.2156173, 4.6643507 51.2155199, 4.6645084 51.2154502, 4.6647407 51.2154024, 4.664996 51.2153448, 4.6650638 51.2153379)",
987605277,Driehoekstraat,residential,,False,True,11.296,,"LINESTRING (4.6652247 51.2153252, 4.6650638 51.2153379)",
254049433,Dokter August Sniedersstraat,residential,50,False,True,31.368,,"LINESTRING (4.6589878 51.2151315, 4.6592742 51.2153492)",
37405108,Veldstraat,residential,50,False,False,15.567,,"LINESTRING (4.6589878 51.2151315, 4.6589189 51.2152154, 4.6588694 51.2152489)",
254049432,Dokter August Sniedersstraat,residential,50,False,False,86.3,,"LINESTRING (4.6589878 51.2151315, 4.6583156 51.2145795, 4.658241 51.2145123)",
254049444,Liersebaan,tertiary,30,False,True,10.511,,"LINESTRING (4.6602898 51.215386, 4.6601955 51.2153122)",
38914919,De Linden,residential,,False,False,119.06,,"LINESTRING (4.6602898 51.215386, 4.6603856 51.2153192, 4.6605249 51.2152221, 4.6605872 51.2150174, 4.6606223 51.2149528, 4.6606893 51.2148825, 4.6607875 51.2148071, 4.661042 51.2147908, 4.661201 51.214803, 4.6613064 51.2148178, 4.6614086 51.2148351)",
38917495,Amelbergastraat,tertiary,30,False,False,76.042,,"LINESTRING (4.6602898 51.215386, 4.6604011 51.2154385, 4.6604432 51.2154584, 4.6605303 51.2154995, 4.6606237 51.2155436, 4.660698 51.2155642, 4.6612398 51.2157143)",
38914919,De Linden,residential,,False,True,119.06,,"LINESTRING (4.6614086 51.2148351, 4.6613064 51.2148178, 4.661201 51.214803, 4.661042 51.2147908, 4.6607875 51.2148071, 4.6606893 51.2148825, 4.6606223 51.2149528, 4.6605872 51.2150174, 4.6605249 51.2152221, 4.6603856 51.2153192, 4.6602898 51.215386)",
"[39434378, 38917500]",De Linden,residential,,False,False,19.837,,"LINESTRING (4.6614086 51.2148351, 4.661466 51.2147002, 4.661501 51.2146682)",
39434379,De Linden,residential,,False,False,78.636,,"LINESTRING (4.6614086 51.2148351, 4.6614963 51.2149089, 4.6615562 51.2149783, 4.6615883 51.2150547, 4.6615849 51.2151249, 4.6615413 51.2152065, 4.6613895 51.2153732, 4.66134 51.2154778)",
39435820,De Linden,residential,,False,False,6.611,,"LINESTRING (4.6622861 51.2141796, 4.6623501 51.2141357)",
39435645,De Linden,residential,,True,False,79.937,,"LINESTRING (4.6622861 51.2141796, 4.6622787 51.214251, 4.6616131 51.2146443, 4.661501 51.2146682)",
"[1154826641, 544125374]",Schriekweg,residential,30,False,True,149.615,,"LINESTRING (4.6622595 51.2190599, 4.661983 51.2184988, 4.6616865 51.2178046, 4.6617025 51.2177662)",
124771875,Schriekweg,residential,30,False,True,46.313,,"LINESTRING (4.6617025 51.2177662, 4.6616527 51.2175222, 4.6616288 51.2174407, 4.6616043 51.2173544)",
543930554,Schriekweg,residential,30,False,True,125.51899999999999,,"LINESTRING (4.6617025 51.2177662, 4.6622139 51.2175393, 4.662327 51.2174892, 4.6624675 51.2174269, 4.6631178 51.2171384, 4.6631733 51.2171139)",
"[1154826641, 544125374]",Schriekweg,residential,30,False,False,149.615,,"LINESTRING (4.6617025 51.2177662, 4.6616865 51.2178046, 4.661983 51.2184988, 4.6622595 51.2190599)",
37566612,Amelbergastraat,tertiary,30,False,True,109.87,,"LINESTRING (4.6631733 51.2171139, 4.6629468 51.2168476, 4.6628581 51.2167354, 4.662453 51.2162349)",
