osmid,bridge,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,access
"[23104936, 23104937]",yes,True,3,N4,trunk,90,False,89.09700000000001,"LINESTRING (5.3371703 50.2250433, 5.3375832 50.2247691, 5.3380446 50.2244696)",,,
52366504,,True,1,N004163,trunk_link,,False,327.01,"LINESTRING (5.3380446 50.2244696, 5.3380711 50.224369, 5.3381503 50.2243107, 5.3382191 50.2242492, 5.3382922 50.2241694, 5.3383418 50.2241057, 5.3383725 50.2240097, 5.3383848 50.2239278, 5.3383673 50.22383, 5.3383297 50.223737, 5.33824 50.2236152, 5.3381228 50.2235122, 5.3379754 50.2234275, 5.3378073 50.2233666, 5.3376311 50.2233265, 5.33741 50.2233134, 5.3372097 50.2233295, 5.3369972 50.2233787, 5.3368285 50.2234465, 5.3366765 50.2235376, 5.3365808 50.2236251, 5.3365039 50.2237309, 5.3364617 50.2238499, 5.3364579 50.2239741, 5.3364959 50.2240911, 5.3365214 50.2241444, 5.3365327 50.2242669, 5.3365228 50.2243379)",,,
"[23104934, 6057927]",yes,True,3,N4,trunk,90,False,74.241,"LINESTRING (5.3380821 50.224558, 5.3376712 50.2248284, 5.3373564 50.2250378)",,,
"[1246254941, 1160826158]",yes,True,2,N4,trunk,90,False,185.447,"LINESTRING (5.3373564 50.2250378, 5.3372449 50.2251131, 5.3361069 50.2258811, 5.3355519 50.2262413)",,,
"[99025082, 1246254942]",yes,True,1,N004164,trunk_link,,False,252.31599999999995,"LINESTRING (5.3373564 50.2250378, 5.3372591 50.2251297, 5.3370798 50.2252989, 5.3369726 50.2253906, 5.336876 50.2254897, 5.3368014 50.225582, 5.3367668 50.2256666, 5.3367582 50.2257511, 5.3367827 50.2258375, 5.3368279 50.2259142, 5.3368995 50.2259874, 5.3369937 50.2260412, 5.3370939 50.2260816, 5.3372261 50.2261153, 5.3373874 50.226129, 5.3375473 50.2261183, 5.3376743 50.2260874, 5.337797 50.2260395, 5.3381267 50.2258146, 5.3382079 50.2257524, 5.3382429 50.2256784, 5.3382455 50.2256352, 5.3382498 50.2255884)",,,
159082427,,True,1,N86,primary,50,False,197.018,"LINESTRING (5.3382498 50.2255884, 5.3370285 50.224785, 5.336902 50.2247064, 5.3362817 50.2243427)",Avenue de France,,
"[518617825, 518617826, 29566692, 766753943]",,True,1,N86,primary,50,False,255.43500000000003,"LINESTRING (5.3418501 50.2276437, 5.3419788 50.2277482, 5.3421911 50.227939, 5.3423479 50.2281059, 5.3424639 50.2282671, 5.3425747 50.2284569, 5.3427121 50.228651, 5.3429255 50.2288884, 5.3430408 50.2289957, 5.3436325 50.2294869, 5.343706 50.2295221, 5.343791 50.2295454)",Boulevard du Nord,,
704637947,,False,,N856,secondary,,False,18.494,"LINESTRING (5.3418501 50.2276437, 5.341966 50.2275933, 5.3420689 50.227554)",Rue du Manoir,,
"[311085464, 29566695]",,True,1,N86,primary,50,False,106.235,"LINESTRING (5.3415977 50.2276084, 5.3414633 50.2275025, 5.3407507 50.2269305, 5.3406521 50.2268698)",Avenue de France,,
51747863,,False,,N856,secondary,,False,137.03799999999998,"LINESTRING (5.3415977 50.2276084, 5.3415055 50.2276477, 5.3414235 50.2276682, 5.3407965 50.227792, 5.3401916 50.2279099, 5.339771 50.2279905)",Rue Victor Libert,,
