osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,junction,access,lanes,tunnel
28706447,True,Diesterstraat,residential,30,False,14.759,"LINESTRING (5.0876133 51.0671039, 5.0875783 51.0671427, 5.0875359 51.0671689, 5.0874625 51.0671901)",,,,,
55149590,True,Diesterstraat,residential,30,False,41.924,"LINESTRING (5.0876133 51.0671039, 5.0876135 51.0671635, 5.0876076 51.0672999, 5.0876178 51.0673408, 5.087659 51.0673884, 5.087696 51.0674121, 5.0877659 51.0674403)",,,,,
55151830,True,Kolmen,residential,30,False,149.787,"LINESTRING (5.085875 51.0673392, 5.0858728 51.067275, 5.085906 51.0671939, 5.0859335 51.0671254, 5.0860576 51.066962, 5.0862432 51.0665008, 5.0862715 51.0662738, 5.0863643 51.0660369)",,,,,
"[731545712, 731545711]",False,Kolmen,residential,30,True,120.569,"LINESTRING (5.085875 51.0673392, 5.0858864 51.067362, 5.085915 51.0674276, 5.0860498 51.0681287, 5.0860648 51.0682053, 5.0860991 51.0684132)",,,,,
166728908,False,Geelsebaan,secondary,50,True,11.029,"LINESTRING (5.0863366 51.070369, 5.0864527 51.0703018)",N126,,,,
55143286,True,Kolmen,residential,30,False,39.352999999999994,"LINESTRING (5.0863366 51.070369, 5.086191 51.0702746, 5.0861639 51.0702522, 5.0861161 51.0701921, 5.086096 51.0701519, 5.0860871 51.0700671)",,,,,
"[166728908, 245883805]",False,Geelsebaan,secondary,50,False,240.37900000000002,"LINESTRING (5.0863366 51.070369, 5.0861746 51.0704741, 5.086144 51.0704975, 5.085975 51.0706268, 5.0849367 51.0715236, 5.0842801 51.0721)",N126,,,,
41406787,False,Neerstraat,secondary,50,True,6.147,"LINESTRING (5.0884394 51.0697786, 5.0884789 51.069828)",N725,,,,
41406785,True,Rode Heide,secondary,50,False,52.169,"LINESTRING (5.0884394 51.0697786, 5.0886755 51.0697466, 5.0888431 51.0697309, 5.089178 51.0697167)",N725,,,,
"[731545710, 246227131, 254561798, 54635351]",True,Neerstraat,residential,30,False,220.653,"LINESTRING (5.0884394 51.0697786, 5.0884223 51.0697544, 5.088407 51.0697295, 5.0882904 51.0694735, 5.0882001 51.0692743, 5.0880799 51.069009, 5.0880528 51.06895, 5.0880205 51.068877, 5.0879828 51.0688069, 5.0879136 51.0686932, 5.0877393 51.0684498, 5.0877023 51.0683921, 5.0876806 51.0683313, 5.0876717 51.0683029, 5.0876306 51.0681452, 5.0876031 51.0680328, 5.087567 51.0678793)",,,,,
161639473,True,Rode Heide,secondary,,False,11.807,"LINESTRING (5.0954885 51.0701553, 5.095462 51.0701178, 5.0954617 51.0700872, 5.0954683 51.0700529)",,roundabout,,,
178710925,True,Rode Heide,secondary,50,False,19.867,"LINESTRING (5.0954885 51.0701553, 5.0954204 51.0701437, 5.0953475 51.0701437, 5.0952071 51.0701509)",N725,,,,
55149587,False,Stationsstraat,tertiary,,False,5.288,"LINESTRING (5.0954887 51.067374, 5.0955603 51.0673586)",,,,,
41406788,True,Heilig Hartlaan,secondary,signals,False,111.504,"LINESTRING (5.0954887 51.067374, 5.0954523 51.0672635, 5.0952478 51.0666764, 5.0952065 51.0665508, 5.0951867 51.0663906)",N725,,,,
54640183,False,Begijnenwinning,residential,30,True,102.71000000000001,"LINESTRING (5.0963677 51.0722977, 5.0961869 51.0722945, 5.0956544 51.0723943, 5.0951835 51.0725107, 5.0949718 51.072563)",,,destination,,
477913272,False,Groenstraat,secondary,50,False,99.542,"LINESTRING (5.0953109 51.0710772, 5.0952236 51.0712533, 5.0951653 51.0713587, 5.0951441 51.071394, 5.0948597 51.0718687, 5.0948283 51.0719192)",,,,,
477913272,False,Groenstraat,secondary,50,True,63.638,"LINESTRING (5.0953109 51.0710772, 5.0953671 51.0709353, 5.0954218 51.0707754, 5.0954929 51.0705167)",,,,,
477913272,False,Groenstraat,secondary,50,False,49.681,"LINESTRING (5.0948283 51.0719192, 5.0945836 51.0723387)",,,,,
474175767,False,Hemelrijk,residential,50,True,264.209,"LINESTRING (5.0948283 51.0719192, 5.0947515 51.071907, 5.0923821 51.0715296, 5.0916989 51.0714136, 5.0912946 51.0713423, 5.091173 51.0713129)",,,,,
477913272,False,Groenstraat,secondary,50,True,99.542,"LINESTRING (5.0948283 51.0719192, 5.0948597 51.0718687, 5.0951441 51.071394, 5.0951653 51.0713587, 5.0952236 51.0712533, 5.0953109 51.0710772)",,,,,
178710690,True,Groenstraat,secondary,50,False,22.472,"LINESTRING (5.0955018 51.0703516, 5.0955188 51.0702566, 5.0955268 51.0702117, 5.0954885 51.0701553)",,,,,
178710761,True,,secondary_link,50,False,30.898999999999997,"LINESTRING (5.0955018 51.0703516, 5.0954776 51.0703172, 5.0954562 51.0702973, 5.0954334 51.070276, 5.0953824 51.0702371, 5.0953256 51.0702036, 5.0952922 51.0701883, 5.095246 51.0701673, 5.0952071 51.0701509)",,,,,
81757628,False,Neerstraat,secondary,30,False,131.805,"LINESTRING (5.0889697 51.0709712, 5.0888895 51.0707732, 5.0888607 51.070651, 5.0885025 51.0698672, 5.088496 51.0698521, 5.0884789 51.069828)",N725,,,,
474175766,True,Hemelrijk,residential,30,False,153.65,"LINESTRING (5.0889697 51.0709712, 5.0890674 51.0709569, 5.0896505 51.0709217, 5.0897545 51.0709192, 5.0898305 51.0709213, 5.0898916 51.0709258, 5.0899621 51.0709371, 5.0900269 51.0709483, 5.0901087 51.0709694, 5.0901727 51.0709869, 5.0902537 51.071016, 5.0906167 51.0711544, 5.0907153 51.0711881, 5.090818 51.0712171, 5.091027 51.071278)",,,,,
54635347,True,Markt,residential,30,False,35.757000000000005,"LINESTRING (5.0876457 51.0674784, 5.0876198 51.0674177, 5.0875699 51.0673601, 5.0875498 51.0673123, 5.0875483 51.0672515, 5.0875265 51.0672258, 5.0874625 51.0671901)",,,,,
