osmid,tunnel,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,bridge,width,access
24714174,,True,,secondary,50,False,18.009,"LINESTRING (4.6118569 50.6750358, 4.6118139 50.6750087, 4.611783 50.6749758, 4.6117674 50.6749444, 4.6117628 50.6749117, 4.611771 50.6748929)",,,roundabout,,,
24714174,,True,,secondary,50,False,9.527000000000001,"LINESTRING (4.611894 50.6747783, 4.6119579 50.6747643, 4.6120254 50.674762)",,,roundabout,,,
"[532476088, 532476089]",,True,Porte de Lauzelle-Vallons,residential,50,False,19.97,"LINESTRING (4.6120254 50.674762, 4.6120846 50.6747353, 4.6121294 50.6746973, 4.612218 50.674632)",,,,,,
532476090,,True,,secondary,50,False,12.498000000000001,"LINESTRING (4.6120254 50.674762, 4.6121108 50.6747771, 4.6121819 50.6748107)",,,roundabout,,,
498656699,,True,,secondary,50,False,8.143999999999998,"LINESTRING (4.6121819 50.6748107, 4.6122158 50.6748404, 4.6122375 50.6748743)",,,roundabout,,,
31992644,,True,Boulevard de Lauzelle,secondary,70,False,423.93600000000004,"LINESTRING (4.6122375 50.6748743, 4.6123447 50.6749244, 4.6125268 50.674976, 4.6138875 50.675392, 4.6144581 50.6755532, 4.6153363 50.6758051, 4.615908 50.6759762, 4.6162105 50.6760849, 4.616484 50.6761941, 4.6168113 50.6763424, 4.6173389 50.6766208, 4.6174868 50.6766983)",2,N250,,,,
498656699,,True,,secondary,50,False,18.429000000000002,"LINESTRING (4.6122375 50.6748743, 4.6122459 50.6749154, 4.6122367 50.6749564, 4.6122105 50.6749944, 4.6121692 50.6750265)",,,roundabout,,,
498656699,,True,,secondary,50,False,9.973,"LINESTRING (4.6121692 50.6750265, 4.6121109 50.6750519, 4.6120435 50.6750656)",,,roundabout,,,
194747880,,True,,secondary,50,False,13.903999999999998,"LINESTRING (4.6120435 50.6750656, 4.6119777 50.6750667, 4.6119139 50.6750565, 4.6118569 50.6750358)",,,roundabout,,,
498925663,,True,Avenue Athéna,unclassified,,False,17.412,"LINESTRING (4.6120435 50.6750656, 4.6119693 50.6751101, 4.6119276 50.6751777, 4.6119315 50.6751968)",,,,,,
24714185,,False,Route de Mont-Cornillon,residential,50,False,18.744,"LINESTRING (4.6111416 50.6734574, 4.6113437 50.673567)",,,,,,
24714185,,False,Route de Mont-Cornillon,residential,50,True,54.957,"LINESTRING (4.6125321 50.6741753, 4.6119297 50.6738614)",,,,,,
"[756789312, 192141815]",,False,Avenue des Mespeliers,residential,50,True,91.47300000000001,"LINESTRING (4.6125321 50.6741753, 4.6130844 50.6740912, 4.6131236 50.674086, 4.6136625 50.674012, 4.6137985 50.673995)",,,,,,
"[253139179, 250735613, 250735615]",,False,Porte de Lauzelle-Vallons,residential,50,False,55.40200000000001,"LINESTRING (4.6125321 50.6741753, 4.6123238 50.6744856, 4.6122563 50.6745776, 4.612218 50.674632)",,,,yes,,
24714185,,False,Route de Mont-Cornillon,residential,50,True,18.744,"LINESTRING (4.6113437 50.673567, 4.6111416 50.6734574)",,,,,,
24714185,,False,Route de Mont-Cornillon,residential,50,False,52.697,"LINESTRING (4.6113437 50.673567, 4.6118599 50.6738251, 4.6119297 50.6738614)",,,,,,
24714197,,False,Rue de Saint-Ghislain,living_street,20,False,152.655,"LINESTRING (4.6113437 50.673567, 4.6109396 50.6739154, 4.6108435 50.6740683, 4.6108756 50.674183, 4.6109271 50.6742903, 4.6113 50.6744055, 4.6117109 50.6745197)",,,,,,
24714197,,False,Rue de Saint-Ghislain,living_street,20,True,152.655,"LINESTRING (4.6117109 50.6745197, 4.6113 50.6744055, 4.6109271 50.6742903, 4.6108756 50.674183, 4.6108435 50.6740683, 4.6109396 50.6739154, 4.6113437 50.673567)",,,,,,
118243854,,False,Cours Charles Gheude,living_street,20,True,63.813,"LINESTRING (4.6134298 50.6731024, 4.6136516 50.6736588)",,,,,,
"[923991671, 250736023]",,False,Cours du Cramignon,residential,50,False,127.678,"LINESTRING (4.6134298 50.6731024, 4.6132373 50.6731325, 4.6131235 50.6731367, 4.6127585 50.6731924, 4.6124851 50.6734114, 4.6120693 50.6737552)",,,,,5,
250736023,,False,Cours du Cramignon,residential,50,True,44.225,"LINESTRING (4.6134298 50.6731024, 4.6135078 50.673082, 4.6140368 50.6730038)",,,,,5,
93371700,,False,Chemin du Bia Bouquet,residential,50,True,46.777,"LINESTRING (4.6159152 50.6730064, 4.6157785 50.6729587, 4.6157101 50.6729357, 4.6156417 50.6728907, 4.6154955 50.672702)",,,,,,
"[250738891, 94761749, 257021007]",,False,Rue Charles de Loupoigne,residential,50,True,59.852000000000004,"LINESTRING (4.6159152 50.6730064, 4.6159772 50.6729476, 4.6160711 50.6728997, 4.6161583 50.6728608, 4.6162028 50.6728428, 4.6164599 50.672735, 4.6165823 50.6726806)",2,,,yes,,
94761753,,False,Rue Charles de Loupoigne,residential,50,False,34.426,"LINESTRING (4.6159152 50.6730064, 4.6158953 50.6730593, 4.6158539 50.6731985, 4.6158283 50.6733109)",,,,,,destination
94761753,,False,Rue Charles de Loupoigne,residential,50,True,83.92099999999999,"LINESTRING (4.6155572 50.6740433, 4.6156098 50.6739421, 4.6157221 50.6737257, 4.6157429 50.6736686, 4.6158283 50.6733109)",,,,,,destination
118243855,,False,Cours d'Orval,living_street,20,False,185.092,"LINESTRING (4.6155572 50.6740433, 4.6155297 50.6740868, 4.6153717 50.674358, 4.6158329 50.6744623, 4.6160776 50.6745169, 4.6163642 50.6750213, 4.6167968 50.6749318, 4.6168409 50.6749227)",,,,,,
"[149366464, 756789313, 756789312]",,False,Avenue des Mespeliers,residential,50,False,127.046,"LINESTRING (4.6155572 50.6740433, 4.6153976 50.6740109, 4.6150933 50.6739474, 4.6149806 50.6739288, 4.61486 50.673916, 4.6146753 50.6739052, 4.6144599 50.6739098, 4.6142287 50.673934, 4.6139324 50.6739761, 4.6137985 50.673995)",,,,yes,,
149366464,,False,Avenue des Mespeliers,residential,50,True,34.96,"LINESTRING (4.6155572 50.6740433, 4.6156637 50.6740702, 4.6160136 50.6741665)",,,,,,
118243856,,False,Rue Marie d'Oignies,residential,50,False,72.65299999999999,"LINESTRING (4.6176092 50.6756574, 4.6176836 50.6756172, 4.6179746 50.675476, 4.618111 50.6754088, 4.6181584 50.6753872, 4.6182152 50.6753692, 4.6183727 50.6753397, 4.6184758 50.6753196)",,,,,,destination
"[121897440, 24714217]",,False,"['Cours de Bonne Espérance', 'Rue de Bonne Espérance']","['residential', 'living_street']",20,True,293.57599999999996,"LINESTRING (4.6176092 50.6756574, 4.6175281 50.6756977, 4.6172989 50.6758168, 4.6171828 50.675869, 4.6170838 50.6758914, 4.6169454 50.6758971, 4.6168056 50.6758808, 4.6159952 50.6756388, 4.6158338 50.6755874, 4.6156181 50.6755293, 4.6149524 50.6753336, 4.6147798 50.6752784, 4.6145876 50.675193, 4.6142561 50.6750442, 4.614155 50.6749951, 4.6141284 50.6749525, 4.6141014 50.6748527)",,,,,,
149366464,,False,Avenue des Mespeliers,residential,50,False,98.661,"LINESTRING (4.6176092 50.6756574, 4.6175314 50.675599, 4.6172054 50.6753288, 4.6170382 50.6751958, 4.6169802 50.6751282, 4.6168643 50.674963, 4.6168409 50.6749227)",,,,,,
149366464,,False,Avenue des Mespeliers,residential,50,True,93.49600000000001,"LINESTRING (4.6176092 50.6756574, 4.6176907 50.6757149, 4.6177894 50.6758028, 4.6178564 50.6758822, 4.6179016 50.6759906, 4.6180929 50.6764276)",,,,,,
584977551,,False,Rue de Clairvaux,residential,50,False,77.17,"LINESTRING (4.6192916 50.6768855, 4.6189669 50.6762227)",,,,,,
"[121897440, 24714217]",,False,"['Cours de Bonne Espérance', 'Rue de Bonne Espérance']","['living_street', 'residential']",20,False,293.57599999999996,"LINESTRING (4.6141014 50.6748527, 4.6141284 50.6749525, 4.614155 50.6749951, 4.6142561 50.6750442, 4.6145876 50.675193, 4.6147798 50.6752784, 4.6149524 50.6753336, 4.6156181 50.6755293, 4.6158338 50.6755874, 4.6159952 50.6756388, 4.6168056 50.6758808, 4.6169454 50.6758971, 4.6170838 50.6758914, 4.6171828 50.675869, 4.6172989 50.6758168, 4.6175281 50.6756977, 4.6176092 50.6756574)",,,,,,
118243862,,False,Rue d'Aulne,residential,50,True,97.73700000000001,"LINESTRING (4.6141014 50.6748527, 4.6138158 50.6740548, 4.6137985 50.673995)",,,,,,
252793651,,False,Cours de Valduc,living_street,20,True,140.30499999999998,"LINESTRING (4.6141014 50.6748527, 4.6137669 50.6748996, 4.6137099 50.6749065, 4.6136451 50.6749074, 4.6135833 50.6748958, 4.6128891 50.6746913, 4.6129886 50.6745453, 4.6129788 50.6745087, 4.6131034 50.6743298, 4.6131346 50.6742848)",,,,,,
258148701,,False,Cours du Bia Bouquet,residential,50,True,70.038,"LINESTRING (4.6158283 50.6733109, 4.614951 50.6730149)",,,,,,yes
94761753,,False,Rue Charles de Loupoigne,residential,50,False,83.92099999999999,"LINESTRING (4.6158283 50.6733109, 4.6157429 50.6736686, 4.6157221 50.6737257, 4.6156098 50.6739421, 4.6155572 50.6740433)",,,,,,destination
94761753,,False,Rue Charles de Loupoigne,residential,50,True,34.425999999999995,"LINESTRING (4.6158283 50.6733109, 4.6158539 50.6731985, 4.6158953 50.6730593, 4.6159152 50.6730064)",,,,,,destination
484240715,,True,Boulevard de Lauzelle,secondary,70,False,67.233,"LINESTRING (4.6196921 50.6780803, 4.6199682 50.6781934, 4.6201855 50.6782664, 4.620296 50.6782981, 4.6203659 50.6783077, 4.6204294 50.6783134, 4.6205472 50.6782921)",1,N250,,,,
341994642,,True,Chaussée de Wavre,primary,70,False,16.926,"LINESTRING (4.6205472 50.6782921, 4.6207705 50.678236)",1,N4,roundabout,,,
"[598988817, 598988819, 31992646]",,True,Boulevard de Lauzelle,secondary,"['70', '50']",False,175.69400000000002,"LINESTRING (4.6096549 50.6740971, 4.6099802 50.6742255, 4.6104237 50.6743783, 4.6116681 50.6747459, 4.6118237 50.6747735, 4.611894 50.6747783)",,N250,,,,
"[39724314, 37201852]",,False,,unclassified,,False,99.123,"LINESTRING (4.6148529 50.6772684, 4.615847 50.6777961, 4.615934 50.6777535)",,,,,,
399310872,,False,Avenue Athéna,unclassified,,False,382.02900000000005,"LINESTRING (4.6148529 50.6772684, 4.6137786 50.6780115, 4.6136442 50.6780429, 4.6135361 50.6780443, 4.6134389 50.6780219, 4.6118636 50.6771381, 4.6116543 50.6770239, 4.6115511 50.6769434, 4.6114989 50.6768952, 4.6111364 50.6764147)",,,,,,
"[39724312, 532476085]",,False,,unclassified,,False,31.947,"LINESTRING (4.6170706 50.676998, 4.6173714 50.676859, 4.6174201 50.6768179)",,,,,,
39724313,,True,,unclassified,,False,117.958,"LINESTRING (4.6170706 50.676998, 4.6170133 50.6770765, 4.6160233 50.6777456, 4.615934 50.6777535)",,,,,,
"[39724314, 37201852]",,False,,unclassified,,True,99.123,"LINESTRING (4.615934 50.6777535, 4.615847 50.6777961, 4.6148529 50.6772684)",,,,,,
39724318,,True,,unclassified,,False,118.292,"LINESTRING (4.615934 50.6777535, 4.6159601 50.6777014, 4.6169525 50.6770122, 4.6170706 50.676998)",,,,,,
39724350,,False,Rue de Prieuré,residential,50,True,127.42600000000002,"LINESTRING (4.6205709 50.6758915, 4.6203871 50.6755082, 4.6201392 50.6754182, 4.6193772 50.6751262)",,,,,,
64890196,,False,Avenue de Citeaux,residential,50,False,98.008,"LINESTRING (4.6205709 50.6758915, 4.6196495 50.67608, 4.6192473 50.6761623)",,,,,,
"[24714234, 756779284]",,False,Cours Marie d'Oignies,residential,50,False,210.56799999999998,"LINESTRING (4.6193772 50.6751262, 4.6193913 50.6750932, 4.619388 50.6750558, 4.6192527 50.674767, 4.6191367 50.674505, 4.618995 50.6742804, 4.6188756 50.6741105, 4.6188205 50.6740321, 4.6184619 50.6735123, 4.6183516 50.673426, 4.6182923 50.6733837)",,,,,,
39724350,,False,Rue de Prieuré,residential,50,False,127.426,"LINESTRING (4.6193772 50.6751262, 4.6201392 50.6754182, 4.6203871 50.6755082, 4.6205709 50.6758915)",,,,,,
118243856,,False,Rue Marie d'Oignies,residential,50,True,67.357,"LINESTRING (4.6193772 50.6751262, 4.6193218 50.6751535, 4.6191592 50.6751874, 4.6185734 50.6753007, 4.6184758 50.6753196)",,,,,,destination
48678933,,False,Rue de la Longue Haie,residential,50,False,169.82000000000002,"LINESTRING (4.6165823 50.6726806, 4.616436 50.672545, 4.6163926 50.672506, 4.6163592 50.6724597, 4.6163458 50.6724088, 4.6163707 50.672339, 4.6164197 50.6722646, 4.6165209 50.6720721, 4.61652 50.672019, 4.6164974 50.6719841, 4.6163962 50.6718874, 4.6161647 50.6716608, 4.6161084 50.6715265, 4.6158647 50.6713404)",2,,,,,
"[250738891, 94761749, 257021007]",,False,Rue Charles de Loupoigne,residential,50,False,59.852,"LINESTRING (4.6165823 50.6726806, 4.6164599 50.672735, 4.6162028 50.6728428, 4.6161583 50.6728608, 4.6160711 50.6728997, 4.6159772 50.6729476, 4.6159152 50.6730064)",2,,,yes,,
"[257021007, 756779284, 756779285, 756789371, 756789372]",,False,"['Rue Charles de Loupoigne', ""Cours Marie d'Oignies""]",residential,50,True,165.75900000000001,"LINESTRING (4.6165823 50.6726806, 4.6167385 50.6726105, 4.616813 50.6725847, 4.6169101 50.6725613, 4.6170167 50.672553, 4.6171146 50.6725596, 4.6172265 50.6725924, 4.6172972 50.6726356, 4.6176148 50.6728715, 4.6178009 50.673018, 4.6179115 50.6731045, 4.6181654 50.6732787, 4.6182923 50.6733837)",2,,,,,
48678933,,False,Rue de la Longue Haie,residential,50,True,169.82,"LINESTRING (4.6158647 50.6713404, 4.6161084 50.6715265, 4.6161647 50.6716608, 4.6163962 50.6718874, 4.6164974 50.6719841, 4.61652 50.672019, 4.6165209 50.6720721, 4.6164197 50.6722646, 4.6163707 50.672339, 4.6163458 50.6724088, 4.6163592 50.6724597, 4.6163926 50.672506, 4.616436 50.672545, 4.6165823 50.6726806)",2,,,,,
93371680,,False,Avenue de Citeaux,residential,,False,24.888,"LINESTRING (4.6191325 50.6759507, 4.6192173 50.6761144, 4.6192473 50.6761623)",,,,,,
93371693,,False,Cours du Cramignon,residential,50,True,35.812,"LINESTRING (4.6120693 50.6737552, 4.6116726 50.6735539)",,,,,,
923991671,,False,Cours du Cramignon,residential,50,False,15.373000000000001,"LINESTRING (4.6120693 50.6737552, 4.6119855 50.6738168, 4.6119297 50.6738614)",,,,,,
"[250736023, 923991671]",,False,Cours du Cramignon,residential,50,True,127.678,"LINESTRING (4.6120693 50.6737552, 4.6124851 50.6734114, 4.6127585 50.6731924, 4.6131235 50.6731367, 4.6132373 50.6731325, 4.6134298 50.6731024)",,,,,5,
93371693,,False,Cours du Cramignon,residential,50,False,35.812,"LINESTRING (4.6116726 50.6735539, 4.6120693 50.6737552)",,,,,,
250736023,,False,Cours du Cramignon,residential,50,False,44.225,"LINESTRING (4.6140368 50.6730038, 4.6135078 50.673082, 4.6134298 50.6731024)",,,,,5,
64890196,,False,Avenue de Citeaux,residential,50,False,20.875,"LINESTRING (4.6192473 50.6761623, 4.6191689 50.676177, 4.6189669 50.6762227)",,,,,,
64890196,,False,Avenue de Citeaux,residential,50,True,98.008,"LINESTRING (4.6192473 50.6761623, 4.6196495 50.67608, 4.6205709 50.6758915)",,,,,,
93371680,,False,Avenue de Citeaux,residential,,True,24.888,"LINESTRING (4.6192473 50.6761623, 4.6192173 50.6761144, 4.6191325 50.6759507)",,,,,,
188799828,,True,,secondary_link,50,False,22.145999999999997,"LINESTRING (4.6093483 50.6740956, 4.6092689 50.6740197, 4.6092273 50.6739695, 4.6091971 50.6739218)",1,,,,,
113020900,,False,,living_street,20,True,99.44800000000001,"LINESTRING (4.6169641 50.6735698, 4.6167625 50.6736453, 4.6165406 50.6737221, 4.6162304 50.6738346, 4.6160525 50.6741081, 4.6160136 50.6741665)",,,,,,
118243856,,False,Rue Marie d'Oignies,residential,50,False,67.357,"LINESTRING (4.6184758 50.6753196, 4.6185734 50.6753007, 4.6191592 50.6751874, 4.6193218 50.6751535, 4.6193772 50.6751262)",,,,,,destination
118243856,,False,Rue Marie d'Oignies,residential,50,True,72.653,"LINESTRING (4.6184758 50.6753196, 4.6183727 50.6753397, 4.6182152 50.6753692, 4.6181584 50.6753872, 4.618111 50.6754088, 4.6179746 50.675476, 4.6176836 50.6756172, 4.6176092 50.6756574)",,,,,,destination
252794258,,False,Rue de Villers,living_street,20,True,88.30799999999999,"LINESTRING (4.6184758 50.6753196, 4.6184546 50.6752652, 4.6184105 50.6751799, 4.6183887 50.6751592, 4.6181681 50.6747049, 4.6180993 50.6745633)",,,,,,
326617327,,False,Rue du Neufmoustier,living_street,20,True,105.92299999999999,"LINESTRING (4.6182923 50.6733837, 4.6178074 50.6736551, 4.6176149 50.6737622, 4.617614 50.6737793, 4.6176114 50.6738294, 4.6174843 50.6739038, 4.6172812 50.6739607, 4.6171917 50.6739873)",,,,,,
"[257021007, 756779284, 756779285, 756789371, 756789372]",,False,"['Rue Charles de Loupoigne', ""Cours Marie d'Oignies""]",residential,50,False,165.759,"LINESTRING (4.6182923 50.6733837, 4.6181654 50.6732787, 4.6179115 50.6731045, 4.6178009 50.673018, 4.6176148 50.6728715, 4.6172972 50.6726356, 4.6172265 50.6725924, 4.6171146 50.6725596, 4.6170167 50.672553, 4.6169101 50.6725613, 4.616813 50.6725847, 4.6167385 50.6726105, 4.6165823 50.6726806)",2,,,,,
"[24714234, 756779284]",,False,Cours Marie d'Oignies,residential,50,True,210.56799999999998,"LINESTRING (4.6182923 50.6733837, 4.6183516 50.673426, 4.6184619 50.6735123, 4.6188205 50.6740321, 4.6188756 50.6741105, 4.618995 50.6742804, 4.6191367 50.674505, 4.6192527 50.674767, 4.619388 50.6750558, 4.6193913 50.6750932, 4.6193772 50.6751262)",,,,,,
113020900,,False,,living_street,20,False,99.448,"LINESTRING (4.6160136 50.6741665, 4.6160525 50.6741081, 4.6162304 50.6738346, 4.6165406 50.6737221, 4.6167625 50.6736453, 4.6169641 50.6735698)",,,,,,
149366464,,False,Avenue des Mespeliers,residential,50,False,34.96,"LINESTRING (4.6160136 50.6741665, 4.6156637 50.6740702, 4.6155572 50.6740433)",,,,,,
149366464,,False,Avenue des Mespeliers,residential,50,True,105.75900000000001,"LINESTRING (4.6160136 50.6741665, 4.6162003 50.674245, 4.6163334 50.6743159, 4.6163808 50.6743411, 4.6165159 50.6744288, 4.6166142 50.6745281, 4.6168409 50.6749227)",,,,,,
252794258,,False,Rue de Villers,living_street,20,False,88.30799999999999,"LINESTRING (4.6180993 50.6745633, 4.6181681 50.6747049, 4.6183887 50.6751592, 4.6184105 50.6751799, 4.6184546 50.6752652, 4.6184758 50.6753196)",,,,,,
93371700,,False,Chemin du Bia Bouquet,residential,50,False,46.777,"LINESTRING (4.6154955 50.672702, 4.6156417 50.6728907, 4.6157101 50.6729357, 4.6157785 50.6729587, 4.6159152 50.6730064)",,,,,,
125830658,,False,Chemin Jean Lariguette,residential,50,False,50.219,"LINESTRING (4.6143496 50.6735677, 4.6136516 50.6736588)",,,,,,
"[598988816, 598988820, 598988821]",,True,Boulevard de Lauzelle,secondary,50,False,97.279,"LINESTRING (4.6105471 50.6745269, 4.6102834 50.6744527, 4.6098989 50.6743133, 4.6093483 50.6740956)","['2', '3']",N250,,,,
24642449,,True,Boulevard de Lauzelle,secondary,50,False,95.724,"LINESTRING (4.611771 50.6748929, 4.6116719 50.6748412, 4.611243 50.6747066, 4.6105471 50.6745269)",1,N250,,,,
24714174,,True,,secondary,50,False,15.943999999999999,"LINESTRING (4.611771 50.6748929, 4.6118142 50.6748201, 4.611894 50.6747783)",,,roundabout,,,
118243854,,False,Cours Charles Gheude,living_street,20,False,63.813,"LINESTRING (4.6136516 50.6736588, 4.6134298 50.6731024)",,,,,,
125830658,,False,Chemin Jean Lariguette,residential,50,True,50.219,"LINESTRING (4.6136516 50.6736588, 4.6143496 50.6735677)",,,,,,
118243854,,False,Cours Charles Gheude,living_street,20,True,39.301,"LINESTRING (4.6136516 50.6736588, 4.6136972 50.6736937, 4.613776 50.6739401, 4.6137985 50.673995)",,,,,,
"[258148701, 30942526]",,False,"['Place du Bia Bouquet', 'Cours du Bia Bouquet']",residential,50,False,110.526,"LINESTRING (4.6155283 50.6722556, 4.6152628 50.6723318, 4.614947 50.6724275, 4.6149485 50.672968, 4.614951 50.6730149)",,,,,,yes
128869528,,False,,unclassified,,True,75.454,"LINESTRING (4.61016 50.6766933, 4.6111364 50.6764147)",,,,,,
128869528,,False,,unclassified,,False,75.454,"LINESTRING (4.6111364 50.6764147, 4.61016 50.6766933)",,,,,,
399310872,,False,Avenue Athéna,unclassified,,False,69.184,"LINESTRING (4.6111364 50.6764147, 4.6108597 50.6760627, 4.6108313 50.6759828, 4.6108596 50.6759118, 4.6109274 50.6758518)",,,,,,
399310872,,False,Avenue Athéna,unclassified,,True,382.029,"LINESTRING (4.6111364 50.6764147, 4.6114989 50.6768952, 4.6115511 50.6769434, 4.6116543 50.6770239, 4.6118636 50.6771381, 4.6134389 50.6780219, 4.6135361 50.6780443, 4.6136442 50.6780429, 4.6137786 50.6780115, 4.6148529 50.6772684)",,,,,,
498656706,,True,Avenue Athéna,unclassified,,False,57.275999999999996,"LINESTRING (4.6119315 50.6751968, 4.6118699 50.6752785, 4.6116789 50.6755422, 4.6116478 50.6755645, 4.6116237 50.6755818, 4.611522 50.6756318)",,,,,,
118243854,,False,Cours Charles Gheude,living_street,20,False,39.301,"LINESTRING (4.6137985 50.673995, 4.613776 50.6739401, 4.6136972 50.6736937, 4.6136516 50.6736588)",,,,,,
118243862,,False,Rue d'Aulne,residential,50,False,97.73700000000001,"LINESTRING (4.6137985 50.673995, 4.6138158 50.6740548, 4.6141014 50.6748527)",,,,,,
"[756789312, 192141815]",,False,Avenue des Mespeliers,residential,50,False,91.47300000000001,"LINESTRING (4.6137985 50.673995, 4.6136625 50.674012, 4.6131236 50.674086, 4.6130844 50.6740912, 4.6125321 50.6741753)",,,,,,
"[756789312, 756789313, 149366464]",,False,Avenue des Mespeliers,residential,50,True,127.04599999999999,"LINESTRING (4.6137985 50.673995, 4.6139324 50.6739761, 4.6142287 50.673934, 4.6144599 50.6739098, 4.6146753 50.6739052, 4.61486 50.673916, 4.6149806 50.6739288, 4.6150933 50.6739474, 4.6153976 50.6740109, 4.6155572 50.6740433)",,,,yes,,
118243855,,False,Cours d'Orval,living_street,20,True,185.09200000000004,"LINESTRING (4.6168409 50.6749227, 4.6167968 50.6749318, 4.6163642 50.6750213, 4.6160776 50.6745169, 4.6158329 50.6744623, 4.6153717 50.674358, 4.6155297 50.6740868, 4.6155572 50.6740433)",,,,,,
149366464,,False,Avenue des Mespeliers,residential,50,False,105.759,"LINESTRING (4.6168409 50.6749227, 4.6166142 50.6745281, 4.6165159 50.6744288, 4.6163808 50.6743411, 4.6163334 50.6743159, 4.6162003 50.674245, 4.6160136 50.6741665)",,,,,,
