osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,ref,bridge,lanes,junction
44695010,Meidoornstraat,residential,30,False,False,16.631999999999998,"LINESTRING (4.132533 51.0045364, 4.132489 51.0045873, 4.1324765 51.0046034, 4.1324253 51.0046697)",,,,,
120512919,Lindelaan,secondary,50,False,True,146.123,"LINESTRING (4.132533 51.0045364, 4.1322877 51.0044656, 4.1319045 51.0043838, 4.1316165 51.0043371, 4.1312623 51.004298, 4.1308805 51.0042774, 4.1306134 51.0042696, 4.1305073 51.0042665)",,,,,
"[120512924, 191729734]",Lindelaan,secondary,"['50', '30']",False,False,58.681000000000004,"LINESTRING (4.132533 51.0045364, 4.1331421 51.0047486, 4.1332553 51.004803)",,,,,
"[120512924, 191729734]",Lindelaan,secondary,"['30', '50']",False,True,58.681000000000004,"LINESTRING (4.1332553 51.004803, 4.1331421 51.0047486, 4.132533 51.0045364)",,,,,
"[24751853, 191729735]",Stationsstraat,residential,"['50', '30']",False,True,107.09,"LINESTRING (4.1332553 51.004803, 4.1333631 51.0047094, 4.1333718 51.0046998, 4.1336663 51.0044104, 4.1340613 51.0039849)",,,,,
81553903,Koning Albert I-straat,residential,50,False,False,199.216,"LINESTRING (4.1375731 50.9986264, 4.1352772 50.9996857)",,,,,
"[189601456, 24751834, 189601455]",Oude Baan,residential,30,False,False,324.205,"LINESTRING (4.1375731 50.9986264, 4.1375307 50.9985582, 4.1368119 50.9984611, 4.1363268 50.9984029, 4.1361604 50.9983914, 4.1358518 50.9983825, 4.1352852 50.9983905, 4.135056 50.9983938, 4.1348329 50.998396, 4.1346027 50.9983959, 4.1341734 50.9983942, 4.1337829 50.9983921, 4.1331185 50.9986)",,,,,
24751756,Onze-Lieve-Vrouwstraat,residential,30,False,False,65.435,"LINESTRING (4.1302087 51.0010124, 4.1300935 51.0009841, 4.1298098 51.0009144, 4.1295958 51.0008606, 4.1293399 51.0007948)",,,,,
24751756,Onze-Lieve-Vrouwstraat,residential,30,False,True,206.22499999999997,"LINESTRING (4.1302087 51.0010124, 4.1303412 51.0009972, 4.1307422 51.0009265, 4.1312094 51.0008336, 4.1313754 51.0008196, 4.1322428 51.0006368, 4.1324581 51.0005886, 4.1326974 51.0005399, 4.1329314 51.0004926, 4.1329948 51.0005396)",,,,,
39373114,Kerkstraat,residential,30,True,False,53.167,"LINESTRING (4.1302087 51.0010124, 4.1301894 51.0009145, 4.1301651 51.0008136, 4.1301104 51.0005383)",,,,,
53349597,Stationsstraat,residential,30,True,False,124.78100000000002,"LINESTRING (4.1302087 51.0010124, 4.1302275 51.0010945, 4.1302959 51.0013364, 4.1303168 51.0014276, 4.13033 51.0014852, 4.1303395 51.0015119, 4.1303505 51.0015428, 4.130359 51.0015666, 4.130466 51.0018474, 4.1305339 51.0020289, 4.130529 51.0021134)",,,,,
44678187,Centrumstraat,residential,30,False,False,49.061,"LINESTRING (4.13339 51.0008499, 4.1333301 51.0012895)",,,,,
44678178,Vredesstraat,residential,30,False,False,47.269999999999996,"LINESTRING (4.13339 51.0008499, 4.1335791 51.0010243, 4.1337752 51.0011991)",,,,,
"[44678178, 44678172]",Vredesstraat,residential,30,False,True,44.331999999999994,"LINESTRING (4.13339 51.0008499, 4.1332065 51.000726, 4.1331768 51.0007053, 4.1331227 51.0006562, 4.1329948 51.0005396)",,,,,
24751687,Centrumstraat,residential,30,False,False,21.788,"LINESTRING (4.133173 51.0022518, 4.1334512 51.0021638)",,,,,
44678187,Centrumstraat,residential,30,False,True,20.298,"LINESTRING (4.133173 51.0022518, 4.1332068 51.0020705)",,,,,
131655430,,residential,,False,True,32.839,"LINESTRING (4.133173 51.0022518, 4.1329509 51.0023741, 4.1328516 51.0024093, 4.1328266 51.0024133, 4.1327932 51.0024185)",,,,,
24751687,Centrumstraat,residential,30,False,True,67.569,"LINESTRING (4.1354054 51.001401, 4.1349382 51.0015985, 4.1346038 51.0017398)",,,,,
"[39373113, 191706737, 191706739]",Konkelgoedstraat,residential,30,False,False,160.454,"LINESTRING (4.1354054 51.001401, 4.1347832 51.0008627, 4.1344599 51.0004562, 4.134325 51.0002819, 4.1342012 51.0001792)",,,,,
121897479,Konkelgoedstraat,residential,30,False,True,131.65800000000002,"LINESTRING (4.1354054 51.001401, 4.1354855 51.001437, 4.1355857 51.001482, 4.1363496 51.0018331, 4.1365427 51.0019144, 4.1369429 51.0020831)",,,,,
"[52645865, 44678116, 191706740]","['Koning Albert I-straat', 'Koningin Astridplein']",residential,30,False,False,73.258,"LINESTRING (4.1342012 51.0001792, 4.1340156 51.0002548, 4.1338983 51.0003027, 4.1337112 51.0003407, 4.133571 51.0003945, 4.133495 51.0004243, 4.1333652 51.0004736, 4.1333031 51.000438)",,,,,
