osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,geometry,bridge,ref,access,tunnel
501029306,False,,Oude Steenweg,residential,,,True,33.758,"LINESTRING (3.8867349 50.7741044, 3.8872144 50.7740895)",,,,
147154156,False,,Vesten,residential,,,False,25.023,"LINESTRING (3.8867349 50.7741044, 3.8867529 50.7740162, 3.8868384 50.7738913)",,,,
553770309,False,,Abdijstraat,residential,30,,True,52.64,"LINESTRING (3.8867349 50.7741044, 3.8864692 50.7741045, 3.8861024 50.7741028, 3.8859863 50.7741022)",,,,
86502349,False,2,Vesten,residential,30,4,True,277.426,"LINESTRING (3.8868384 50.7738913, 3.8866107 50.7737183, 3.8865315 50.7736538, 3.8864489 50.7735772, 3.886384 50.7734599, 3.885997 50.7731415, 3.8854045 50.772654, 3.8853438 50.7726046, 3.8853032 50.7725854, 3.8852694 50.7725755, 3.8850636 50.77252, 3.8850364 50.7725025, 3.8850186 50.7724825, 3.8849847 50.7724175, 3.8848858 50.772228, 3.8848131 50.7720887, 3.8846977 50.7718675)",,,,
127709175,False,,Oudebergstraat,residential,,4,False,56.577,"LINESTRING (3.8868384 50.7738913, 3.8869182 50.7737978, 3.8870442 50.7736855, 3.8871941 50.7735817, 3.8873414 50.7734994)",,,,
147154156,False,,Vesten,residential,,,True,25.023,"LINESTRING (3.8868384 50.7738913, 3.8867529 50.7740162, 3.8867349 50.7741044)",,,,
"[1012073449, 1012073586, 127709179]",False,,Pachtersstraat,residential,,,True,301.213,"LINESTRING (3.8868916 50.7672443, 3.8869447 50.767324, 3.8869715 50.7673673, 3.8869768 50.767609, 3.8869648 50.7679186, 3.8869634 50.7680094, 3.8869661 50.7681578, 3.8869948 50.7684493, 3.8870018 50.7685208, 3.887039 50.768768, 3.8870564 50.7688964, 3.8870826 50.7690621, 3.8870806 50.7691778, 3.8870797 50.7692315, 3.8870757 50.7692719, 3.8870113 50.7699386)",,,,
499867804,False,2,Guilleminlaan,secondary,50,,False,596.1149999999999,"LINESTRING (3.8868916 50.7672443, 3.886801 50.7674715, 3.8867529 50.7677417, 3.8866413 50.7685541, 3.8865754 50.7689116, 3.8865144 50.7691914, 3.886375 50.7698656, 3.8863585 50.7700017, 3.8863492 50.7706862, 3.8863425 50.7707795, 3.8863069 50.7708936, 3.8862642 50.7709593, 3.8862296 50.7709977, 3.8861912 50.771028, 3.8861437 50.7710555, 3.8860847 50.7710826, 3.886015 50.771101, 3.8859059 50.771118, 3.8858454 50.7711211, 3.8856872 50.7711036, 3.8856234 50.7710858, 3.8855518 50.7710535, 3.8854961 50.7710259, 3.8854001 50.7709257, 3.8853754 50.7708394, 3.8853718 50.7707457, 3.8855055 50.770007)",,N496,,
127709175,False,,Oudebergstraat,residential,,4,True,56.577,"LINESTRING (3.8873414 50.7734994, 3.8871941 50.7735817, 3.8870442 50.7736855, 3.8869182 50.7737978, 3.8868384 50.7738913)",,,,
147154153,False,,Oudebergstraat,residential,,4,False,16.323,"LINESTRING (3.8873414 50.7734994, 3.8874209 50.7734712, 3.8875571 50.7734482)",,,,
147154159,False,,Pachtersstraat,residential,,,False,397.865,"LINESTRING (3.8873414 50.7734994, 3.8872437 50.7732276, 3.8872242 50.7731486, 3.8871662 50.7728989, 3.8871357 50.772659, 3.8871169 50.7725069, 3.887088 50.7721238, 3.8870846 50.7720789, 3.8870907 50.7716473, 3.8870884 50.7715724, 3.8870859 50.7714928, 3.8870762 50.7712249, 3.8870095 50.7708703, 3.8869579 50.7704319, 3.8870039 50.7699989, 3.8870113 50.7699386)",,,,
117042625,False,,Klein-Frankrijkstraat,unclassified,,2.5,True,96.84200000000001,"LINESTRING (3.8875571 50.7734482, 3.8876816 50.7734702, 3.8879423 50.773531, 3.8880662 50.7735517, 3.8881854 50.7735527, 3.8884713 50.7735532, 3.8885721 50.7735554, 3.8886693 50.7735771, 3.8887741 50.7735858, 3.8888587 50.7735927, 3.8889004 50.7735951)",,,,
147154153,False,,Oudebergstraat,residential,,4,True,16.323,"LINESTRING (3.8875571 50.7734482, 3.8874209 50.7734712, 3.8873414 50.7734994)",,,,
365912740,False,,Oudebergstraat,residential,,,False,148.74,"LINESTRING (3.8875571 50.7734482, 3.8876481 50.7733833, 3.8878214 50.7731859, 3.8878844 50.773097, 3.887905 50.7730372, 3.8879026 50.7729506, 3.8878752 50.7726621, 3.8878953 50.7726181, 3.8879161 50.7725897, 3.8879804 50.7725434, 3.8881506 50.7724788, 3.8883566 50.7723995, 3.8883889 50.772375, 3.8884052 50.7723616, 3.888427 50.7723404)",,,,
365912740,False,,Oudebergstraat,residential,,,True,148.74,"LINESTRING (3.888427 50.7723404, 3.8884052 50.7723616, 3.8883889 50.772375, 3.8883566 50.7723995, 3.8881506 50.7724788, 3.8879804 50.7725434, 3.8879161 50.7725897, 3.8878953 50.7726181, 3.8878752 50.7726621, 3.8879026 50.7729506, 3.887905 50.7730372, 3.8878844 50.773097, 3.8878214 50.7731859, 3.8876481 50.7733833, 3.8875571 50.7734482)",,,,
31295090,False,2,Brugstraat,residential,30,,True,17.302,"LINESTRING (3.8809962 50.7715257, 3.8809097 50.7715335, 3.8807518 50.7715434)",,,,
31295211,True,1,Brugstraat,residential,30,,False,93.62400000000001,"LINESTRING (3.8809962 50.7715257, 3.8819143 50.7715462, 3.8819867 50.7715399, 3.8822185 50.7715225, 3.882317 50.7714974)",,,,
127709178,False,,Molenstraat,residential,,,False,94.13100000000001,"LINESTRING (3.8809962 50.7715257, 3.8809955 50.7714869, 3.8810102 50.7713373, 3.881016 50.7712584, 3.8812678 50.7709788, 3.8814141 50.770789, 3.8814409 50.7707463)",,,,
86502371,False,,Molenstraat,residential,,,False,40.577,"LINESTRING (3.8823565 50.7704581, 3.882766 50.77052, 3.8829219 50.7705231)",,,,
"[86502371, 86502363]",False,,Molenstraat,residential,,,True,94.01400000000001,"LINESTRING (3.8823565 50.7704581, 3.8822588 50.7704411, 3.8820332 50.7703967, 3.8818775 50.7703615, 3.8818236 50.7703476, 3.8817391 50.7703755, 3.8817063 50.7703919, 3.8816354 50.7704434, 3.8815328 50.7705173, 3.8814912 50.7705838, 3.8814628 50.7706926, 3.8814409 50.7707463)",,,,
111221877,False,,Duivenstraat,residential,,,False,92.66300000000001,"LINESTRING (3.8823565 50.7704581, 3.8823932 50.7710824, 3.8824233 50.7712002, 3.8824753 50.7712832)",,,,
86502371,False,,Molenstraat,residential,,,True,40.577,"LINESTRING (3.8829219 50.7705231, 3.882766 50.77052, 3.8823565 50.7704581)",,,,
147154139,True,,Buizemontstraat,residential,,,False,29.529,"LINESTRING (3.8829219 50.7705231, 3.8829331 50.7704426, 3.8829152 50.7702582)",,,,
31295118,False,,Oude Steenweg,residential,,,False,66.775,"LINESTRING (3.8881581 50.7740877, 3.8880167 50.7740684, 3.8878297 50.774059, 3.8877104 50.7740611, 3.8872144 50.7740895)",,,,
1051388919,False,,Meerminstraat,residential,,,False,99.043,"LINESTRING (3.8881581 50.7740877, 3.8881637 50.7743227, 3.8881999 50.7744749, 3.8883286 50.7747157, 3.8884645 50.7749479)",,,,
147154160,True,,Steenstraat,residential,,,False,187.554,"LINESTRING (3.8859863 50.7741022, 3.8859819 50.77405, 3.885962 50.774013, 3.8851323 50.7734931, 3.8848109 50.7732918, 3.8847227 50.7732562, 3.8841448 50.7730447, 3.8840323 50.7730035)",,,,
553770309,False,,Abdijstraat,residential,30,,False,52.64,"LINESTRING (3.8859863 50.7741022, 3.8861024 50.7741028, 3.8864692 50.7741045, 3.8867349 50.7741044)",,,,
553770309,False,,Abdijstraat,residential,30,,True,136.823,"LINESTRING (3.8859863 50.7741022, 3.8853772 50.7741276, 3.8851125 50.7741304, 3.8849704 50.7741258, 3.8848197 50.7741145, 3.8846791 50.774094, 3.884606 50.7740839, 3.8843564 50.7740432, 3.8842873 50.7740304, 3.8840721 50.7739833)",,,,
86502351,True,,Markt,residential,,4,False,49.759,"LINESTRING (3.882317 50.7714974, 3.8825666 50.7714127, 3.8827617 50.771345, 3.8829457 50.7712926)",,,,
147154167,True,,Markt,residential,30,3,False,12.111,"LINESTRING (3.882317 50.7714974, 3.8823257 50.7715144, 3.8823368 50.7715518, 3.8823823 50.7715963)",,,,
1001091377,False,,Meersstraat,residential,,,True,8.455,"LINESTRING (3.8782475 50.7678303, 3.8781402 50.7678646)",,,,
550953599,True,,Meersstraat,residential,,,False,53.431,"LINESTRING (3.8782475 50.7678303, 3.8782859 50.7677762, 3.8783509 50.7677346, 3.8787588 50.7676023, 3.8788655 50.767575)",,,,
"[910985896, 31975162]",False,2,Guilleminlaan,secondary,50,,False,19.060000000000002,"LINESTRING (3.8788655 50.767575, 3.8788782 50.7676731, 3.87889 50.7677457)",,N496,,
140834449,True,,Grotestraat,residential,30,,False,103.11500000000001,"LINESTRING (3.8762733 50.7717497, 3.8763995 50.7717658, 3.8768895 50.7717791, 3.8770396 50.7717705, 3.8771493 50.7717718, 3.8771841 50.7717721, 3.8773978 50.7717749, 3.8776213 50.7717621, 3.8777346 50.7717556)",,,,
32530818,False,,Sasweg,unclassified,30,,False,188.624,"LINESTRING (3.8796966 50.7716374, 3.8797042 50.7715857, 3.8797212 50.771491, 3.8797763 50.7711621, 3.8797994 50.7711285, 3.8798865 50.7710861, 3.8799039 50.7710431, 3.8799601 50.7708146, 3.8800532 50.7705382, 3.8801192 50.770351, 3.8802438 50.7699975)",,,,
"[229368632, 51812713, 1049733123, 51812708]",False,,Brugstraat,residential,,,True,41.961,"LINESTRING (3.8796966 50.7716374, 3.879787 50.7716283, 3.8801604 50.7715934, 3.8802285 50.7715872, 3.8802863 50.77158)",yes,,,
121791848,False,,Grotestraat,residential,30,,False,57.479,"LINESTRING (3.8796966 50.7716374, 3.879589 50.7716407, 3.8793121 50.7716492, 3.8789826 50.771665, 3.8788809 50.7716699)",,,,
226829598,True,,Grotestraat,residential,30,,False,17.073,"LINESTRING (3.8777346 50.7717556, 3.8779756 50.771737)",,,,
226829593,True,,Gasthuisstraat,residential,30,,False,222.243,"LINESTRING (3.8764693 50.769927, 3.8764933 50.7699583, 3.8765172 50.7699895, 3.8766593 50.7701747, 3.876795 50.7703516, 3.8768176 50.7703815, 3.8768373 50.7704062, 3.8771614 50.7708269, 3.8772717 50.7709702, 3.8773021 50.771014, 3.8774458 50.7712321, 3.8774845 50.7713016, 3.877713 50.7717115, 3.8777346 50.7717556)",,,,
"[1139530141, 226829614]",False,,Gustaaf Verhaeghelaan,secondary,30,,True,95.373,"LINESTRING (3.8764693 50.769927, 3.8765768 50.7698911, 3.8770849 50.7697184, 3.877584 50.7695356, 3.8776556 50.7695116)",,N496,,
33210658,True,,Kattestraat,residential,30,,False,255.657,"LINESTRING (3.8788809 50.7716699, 3.8788637 50.7716286, 3.8787836 50.7714365, 3.8786247 50.7710556, 3.8786029 50.7710035, 3.87852 50.7708047, 3.878509 50.7707784, 3.8784832 50.7707408, 3.8784704 50.7707222, 3.8784617 50.7707094, 3.8784368 50.7706732, 3.8783512 50.7705484, 3.8783305 50.7705182, 3.8781218 50.7702143, 3.8780474 50.770106, 3.8779885 50.7700202, 3.8779541 50.7699701, 3.8778586 50.769831, 3.8776816 50.7695599, 3.8776732 50.7695444, 3.8776556 50.7695116)",,,,
121791848,False,,Grotestraat,residential,30,,True,57.479,"LINESTRING (3.8788809 50.7716699, 3.8789826 50.771665, 3.8793121 50.7716492, 3.879589 50.7716407, 3.8796966 50.7716374)",,,,
"[31975162, 140894061]",False,2,Guilleminlaan,secondary,50,,True,172.51799999999997,"LINESTRING (3.8776556 50.7695116, 3.8777724 50.7694703, 3.878205 50.7693145, 3.878434 50.7692192, 3.8785286 50.7691661, 3.8786041 50.7691237, 3.8787358 50.7690223, 3.8788538 50.7689033, 3.8789175 50.7688084, 3.8789862 50.7686695, 3.8790267 50.7685194, 3.8790466 50.7683577)",,N496,,
226829604,True,,Kattestraat,residential,,,False,144.893,"LINESTRING (3.8776556 50.7695116, 3.8776186 50.7694691, 3.8774608 50.7692617, 3.8773101 50.7690638, 3.8770938 50.7687801, 3.8768797 50.7684992, 3.8767992 50.7683936, 3.8767583 50.7683387)",,,,
"[1139530141, 226829614]",False,,Gustaaf Verhaeghelaan,secondary,30,,False,95.37299999999999,"LINESTRING (3.8776556 50.7695116, 3.877584 50.7695356, 3.8770849 50.7697184, 3.8765768 50.7698911, 3.8764693 50.769927)",,N496,,
"[147154152, 609861810, 499877134]",True,,"['Buizemontstraat', 'Markt']",residential,30,4,False,119.55099999999999,"LINESTRING (3.8829457 50.7712926, 3.8831796 50.7712126, 3.8834885 50.7710526, 3.8835024 50.771028, 3.8834986 50.7710043, 3.8834753 50.770981, 3.8834509 50.7709556, 3.8832856 50.7708035, 3.8829219 50.7705231)",,,,
"[501773779, 1116471189]",False,,Markt,residential,30,6,False,101.012,"LINESTRING (3.8829457 50.7712926, 3.8832242 50.7716491, 3.8832602 50.7716679, 3.8833055 50.7716823, 3.8833725 50.7716821, 3.8835331 50.7716761, 3.8840147 50.7716583)",,,,
106618643,False,2,Guilleminlaan,residential,,4,True,196.85199999999998,"LINESTRING (3.8845955 50.7716297, 3.8847867 50.7715143, 3.8848579 50.7714401, 3.8848957 50.7713733, 3.8849403 50.7711668, 3.8849585 50.7710918, 3.884969 50.7710487, 3.8850078 50.770889, 3.8850886 50.7706693, 3.8851549 50.7705272, 3.8852374 50.7703495, 3.8853219 50.7701519, 3.8854203 50.770037, 3.8855055 50.770007)",,,,
147154162,False,,Markt,residential,30,6,True,29.839000000000002,"LINESTRING (3.8845955 50.7716297, 3.8845155 50.771634, 3.8841727 50.7716524)",,,,
439546912,False,2,Vesten,residential,30,4,False,27.406,"LINESTRING (3.8845955 50.7716297, 3.8846684 50.7717921, 3.8846977 50.7718675)",,,,
"[499020728, 140834639]",False,1,Vesten,residential,,4,True,135.23600000000002,"LINESTRING (3.8845955 50.7716297, 3.8845577 50.7714995, 3.8843829 50.7711846, 3.8843434 50.7710973, 3.8843112 50.7710232, 3.8842338 50.7708822, 3.8841801 50.7707874, 3.8842613 50.7707501, 3.8843249 50.770722, 3.8843729 50.7706977, 3.884324 50.7706087, 3.8843102 50.7705223)",,,,
38353926,False,,Wijngaardstraat,residential,30,,False,20.749,"LINESTRING (3.8785951 50.7731687, 3.8787178 50.7731762, 3.8788867 50.7731961)",,,,
91582540,True,,Wijngaardstraat,residential,30,,False,145.469,"LINESTRING (3.8785951 50.7731687, 3.8785078 50.7731636, 3.8774219 50.773109, 3.8766812 50.7730627, 3.8765344 50.7730543)",,,,
"[51812712, 226829616, 117051765]",False,,Wijngaardstraat,residential,,,True,41.217,"LINESTRING (3.8794691 50.7732379, 3.8794169 50.7732341, 3.8793561 50.7732297, 3.8789812 50.7732018, 3.8788867 50.7731961)",yes,,,
140834077,True,,Zakkaai,residential,,,False,236.071,"LINESTRING (3.8794691 50.7732379, 3.8794228 50.7733077, 3.8793651 50.7735267, 3.8793629 50.7736213, 3.8793758 50.7736929, 3.8794271 50.7740159, 3.8794613 50.7742129, 3.879534 50.7746595, 3.8795969 50.7750326, 3.8796211 50.7751586, 3.8796472 50.7753426)",,,,
147154143,False,,Denderstraat,residential,30,,False,34.306,"LINESTRING (3.8794691 50.7732379, 3.8795753 50.7732467, 3.8799503 50.7732884)",,,,
"[365952394, 111221875]",True,"['1', '2']",Dierkoststraat,residential,,"['2', '4']",False,91.093,"LINESTRING (3.8829152 50.7702582, 3.8830394 50.7702488, 3.8831076 50.770265, 3.883721 50.770399, 3.8838716 50.7704099, 3.8841115 50.77048, 3.8841427 50.770486)",,,,
147154139,True,,Buizemontstraat,residential,,,False,309.296,"LINESTRING (3.8829152 50.7702582, 3.8828815 50.7701492, 3.8828515 50.7699644, 3.8828184 50.7697603, 3.8828223 50.7695655, 3.8829011 50.7689159, 3.8828915 50.7688585, 3.8828649 50.7688074, 3.8827654 50.7687504, 3.8825854 50.7686575, 3.8825238 50.7686006, 3.8824811 50.7685257, 3.8824117 50.7682087, 3.8823718 50.7679324, 3.8823864 50.7677585, 3.8823982 50.767589)",,,,
32530818,False,,Sasweg,unclassified,30,,True,188.62400000000002,"LINESTRING (3.8802438 50.7699975, 3.8801192 50.770351, 3.8800532 50.7705382, 3.8799601 50.7708146, 3.8799039 50.7710431, 3.8798865 50.7710861, 3.8797994 50.7711285, 3.8797763 50.7711621, 3.8797212 50.771491, 3.8797042 50.7715857, 3.8796966 50.7716374)",,,,
"[86502363, 86502371]",False,,Molenstraat,residential,,,False,94.01400000000001,"LINESTRING (3.8814409 50.7707463, 3.8814628 50.7706926, 3.8814912 50.7705838, 3.8815328 50.7705173, 3.8816354 50.7704434, 3.8817063 50.7703919, 3.8817391 50.7703755, 3.8818236 50.7703476, 3.8818775 50.7703615, 3.8820332 50.7703967, 3.8822588 50.7704411, 3.8823565 50.7704581)",,,,
127709178,False,,Molenstraat,residential,,,True,94.131,"LINESTRING (3.8814409 50.7707463, 3.8814141 50.770789, 3.8812678 50.7709788, 3.881016 50.7712584, 3.8810102 50.7713373, 3.8809955 50.7714869, 3.8809962 50.7715257)",,,,
365952939,False,1,Brandstraat,residential,,2.5,True,63.805,"LINESTRING (3.8814409 50.7707463, 3.8817719 50.7707646, 3.881827 50.7707776, 3.8818343 50.7708085, 3.8818534 50.7709202, 3.8818732 50.7709871, 3.881895 50.7710093, 3.8819244 50.7710296, 3.8819953 50.7710712)",,,,
31295090,False,2,Brugstraat,residential,30,,False,17.302,"LINESTRING (3.8807518 50.7715434, 3.8809097 50.7715335, 3.8809962 50.7715257)",,,,
31295090,False,2,Brugstraat,residential,30,,True,32.992,"LINESTRING (3.8807518 50.7715434, 3.8803937 50.7715693, 3.8802863 50.77158)",,,,
32530817,True,,Collegestraat,residential,30,,False,146.46699999999998,"LINESTRING (3.8765344 50.7730543, 3.8765178 50.7727266, 3.8765094 50.7726781, 3.8764304 50.7723163, 3.8762929 50.7718043, 3.8762733 50.7717497)",,,,
140833044,True,,Karmelietenstraat,residential,,,False,78.882,"LINESTRING (3.8784687 50.7738677, 3.8785743 50.7736347, 3.8785956 50.7735028, 3.878607 50.7733303, 3.8786002 50.7732229, 3.8785951 50.7731687)",,,,
480227334,False,,Karmelietenstraat,residential,,,True,86.08200000000001,"LINESTRING (3.8784687 50.7738677, 3.8783697 50.7741784, 3.8783043 50.7743446, 3.8781637 50.7745794, 3.8781251 50.7746043)",,,,
91582538,True,,Penitentenstraat,residential,30,,False,28.207,"LINESTRING (3.8799503 50.7732884, 3.8799977 50.7732357, 3.8801038 50.7730547)",,,,
147154143,False,,Denderstraat,residential,30,,False,106.75800000000001,"LINESTRING (3.8799503 50.7732884, 3.8801573 50.7733069, 3.8803878 50.7733331, 3.8808158 50.7733695, 3.8813372 50.7734288, 3.8814433 50.773454)",,,,
147154143,False,,Denderstraat,residential,30,,True,34.306,"LINESTRING (3.8799503 50.7732884, 3.8795753 50.7732467, 3.8794691 50.7732379)",,,,
91582539,True,,Kleine Gaffelstraat,residential,,,False,74.398,"LINESTRING (3.8761677 50.7739709, 3.8761368 50.7741884, 3.8761053 50.7744408, 3.8760806 50.7746377)",,,,
140832598,True,,Gaffelstraat,residential,,,False,162.216,"LINESTRING (3.8761677 50.7739709, 3.8771973 50.7739289, 3.8777514 50.7738981, 3.8783395 50.773873, 3.8783763 50.7738709, 3.8784687 50.7738677)",,,,
117050595,True,1,Penitentenstraat,residential,30,3,False,88.646,"LINESTRING (3.8801818 50.7729451, 3.8807119 50.7722218)",,,,
501773779,False,,Markt,residential,30,6,True,11.13,"LINESTRING (3.8841727 50.7716524, 3.8840147 50.7716583)",,,,
118904581,False,,Markt,residential,,,True,76.63499999999999,"LINESTRING (3.8841727 50.7716524, 3.8841528 50.7714656, 3.8841305 50.7714162, 3.8840933 50.7713731, 3.8839905 50.7713101, 3.8838597 50.7712395, 3.8837017 50.7711424, 3.8836227 50.7711042)",,,,
147154162,False,,Markt,residential,30,6,False,29.839000000000002,"LINESTRING (3.8841727 50.7716524, 3.8845155 50.771634, 3.8845955 50.7716297)",,,,
117774258,False,,Polderstraat,residential,,,False,153.56900000000002,"LINESTRING (3.8767583 50.7683387, 3.8761984 50.7677346, 3.8759892 50.7675132, 3.8758095 50.7673232, 3.8756546 50.7671471)",,,,
1001091377,False,,Meersstraat,residential,,,False,110.669,"LINESTRING (3.8767583 50.7683387, 3.8774522 50.7680757, 3.8781402 50.7678646)",,,,
25397828,True,1,Kaai,residential,30,2.5,False,48.788000000000004,"LINESTRING (3.879665 50.7728184, 3.879527 50.7731585, 3.8795089 50.7731903, 3.8794691 50.7732379)",,,,
91582533,True,1,Patersstraat,residential,30,,False,38.977000000000004,"LINESTRING (3.879665 50.7728184, 3.8797038 50.7728279, 3.8801818 50.7729451)",,,,
480227334,False,,Karmelietenstraat,residential,,,False,86.082,"LINESTRING (3.8781251 50.7746043, 3.8781637 50.7745794, 3.8783043 50.7743446, 3.8783697 50.7741784, 3.8784687 50.7738677)",,,,
"[1093772846, 488873550]",True,,Kleine Karmelietenstraat,residential,,,False,144.131,"LINESTRING (3.8781251 50.7746043, 3.8780049 50.7746267, 3.8778417 50.7746254, 3.8774577 50.7746283, 3.8772443 50.7746298, 3.8760806 50.7746377)",,,,
117050595,True,1,Penitentenstraat,residential,30,3,False,26.43,"LINESTRING (3.8807119 50.7722218, 3.8808154 50.7719933)",,,,
91582530,True,2,Laverdijstraat,residential,30,4,False,44.662,"LINESTRING (3.8807119 50.7722218, 3.8801694 50.7720914, 3.8801182 50.7720791)",,,,
117050595,True,1,Penitentenstraat,residential,30,3,False,13.364,"LINESTRING (3.8801038 50.7730547, 3.8801818 50.7729451)",,,,
140834217,True,1,Nieuwstraat,residential,30,3,False,144.75,"LINESTRING (3.8801038 50.7730547, 3.8802645 50.7730822, 3.8820876 50.7727623)",,,,
117774258,False,,Polderstraat,residential,,,True,153.569,"LINESTRING (3.8756546 50.7671471, 3.8758095 50.7673232, 3.8759892 50.7675132, 3.8761984 50.7677346, 3.8767583 50.7683387)",,,,
25397828,True,1,Kaai,residential,30,2.5,False,88.17,"LINESTRING (3.8801182 50.7720791, 3.8799558 50.7723362, 3.879665 50.7728184)",,,,
97418420,False,,Kloefstraat,residential,,,True,8.811,"LINESTRING (3.8870113 50.7699386, 3.8871322 50.7699178)",,,,
147154159,False,,Pachtersstraat,residential,,,True,397.865,"LINESTRING (3.8870113 50.7699386, 3.8870039 50.7699989, 3.8869579 50.7704319, 3.8870095 50.7708703, 3.8870762 50.7712249, 3.8870859 50.7714928, 3.8870884 50.7715724, 3.8870907 50.7716473, 3.8870846 50.7720789, 3.887088 50.7721238, 3.8871169 50.7725069, 3.8871357 50.772659, 3.8871662 50.7728989, 3.8872242 50.7731486, 3.8872437 50.7732276, 3.8873414 50.7734994)",,,,
"[1012073449, 1012073586, 127709179]",False,,Pachtersstraat,residential,,,False,301.213,"LINESTRING (3.8870113 50.7699386, 3.8870757 50.7692719, 3.8870797 50.7692315, 3.8870806 50.7691778, 3.8870826 50.7690621, 3.8870564 50.7688964, 3.887039 50.768768, 3.8870018 50.7685208, 3.8869948 50.7684493, 3.8869661 50.7681578, 3.8869634 50.7680094, 3.8869648 50.7679186, 3.8869768 50.767609, 3.8869715 50.7673673, 3.8869447 50.767324, 3.8868916 50.7672443)",,,,
127709176,False,,Vierwindenstraat,residential,,,False,7.965,"LINESTRING (3.8896966 50.7694563, 3.8897508 50.7695192)",,,,
97418420,False,,Kloefstraat,residential,,,False,187.744,"LINESTRING (3.8896966 50.7694563, 3.8895712 50.7694765, 3.8894217 50.7694963, 3.8885642 50.7696542, 3.8882825 50.7697081, 3.8876169 50.7698018, 3.8871322 50.7699178)",,,,
121515108,False,,Meerminstraat,residential,,,False,14.78,"LINESTRING (3.8884645 50.7749479, 3.88856 50.7750042, 3.8886115 50.7750426)",,,destination,
"[508232952, 120395011, 501034364]",False,,"['Sint-Adriaanstraat', 'Lorreinestraat']",unclassified,,,False,205.669,"LINESTRING (3.8884645 50.7749479, 3.8883769 50.7749946, 3.8883179 50.7750244, 3.8882446 50.7750454, 3.8881997 50.775055, 3.888095 50.7750775, 3.8878997 50.7751193, 3.8876395 50.7751787, 3.8874992 50.7752219, 3.8874566 50.7752187, 3.8874314 50.7752052, 3.8874197 50.7751872, 3.8873483 50.7749831, 3.8873262 50.7748765, 3.8872863 50.7747068, 3.8872528 50.7744633, 3.8872455 50.7743793, 3.8872209 50.7741813, 3.8872144 50.7740895)",,,destination,
1051388919,False,,Meerminstraat,residential,,,True,99.043,"LINESTRING (3.8884645 50.7749479, 3.8883286 50.7747157, 3.8881999 50.7744749, 3.8881637 50.7743227, 3.8881581 50.7740877)",,,,
"[499020728, 140834639]",False,1,Vesten,residential,,4,False,135.23600000000002,"LINESTRING (3.8843102 50.7705223, 3.884324 50.7706087, 3.8843729 50.7706977, 3.8843249 50.770722, 3.8842613 50.7707501, 3.8841801 50.7707874, 3.8842338 50.7708822, 3.8843112 50.7710232, 3.8843434 50.7710973, 3.8843829 50.7711846, 3.8845577 50.7714995, 3.8845955 50.7716297)",,,,
