osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,width,maxspeed,junction
101269906,Hasseltsesteenweg,secondary,False,False,445.08200000000005,"LINESTRING (5.1978392 50.8239993, 5.1979823 50.8245277, 5.1980927 50.8249234, 5.1981762 50.8252128, 5.1982139 50.8253553, 5.1982265 50.8254001, 5.1983397 50.8257414, 5.1984348 50.8259438, 5.198546 50.8261176, 5.198676 50.8262673, 5.1987916 50.8263893, 5.1989654 50.8265444, 5.199164 50.8267005, 5.1991766 50.8267104, 5.2003509 50.8275462)",2,N722,6,,
101269913,Meigaar,residential,False,False,40.398,"LINESTRING (5.1998436 50.8237057, 5.2001946 50.8234179)",,,,,
101269908,Meigaar,residential,False,False,123.93,"LINESTRING (5.1998436 50.8237057, 5.1992803 50.8235141, 5.1990327 50.8237342, 5.1988547 50.8236718, 5.1986444 50.8235981, 5.1984013 50.8235537)",,,,,
101269913,Meigaar,residential,False,True,132.755,"LINESTRING (5.1998436 50.8237057, 5.1988837 50.8244859, 5.1986234 50.8243622)",,,,,
101269913,Meigaar,residential,False,False,132.755,"LINESTRING (5.1986234 50.8243622, 5.1988837 50.8244859, 5.1998436 50.8237057)",,,,,
101269908,Meigaar,residential,False,True,123.93,"LINESTRING (5.1984013 50.8235537, 5.1986444 50.8235981, 5.1988547 50.8236718, 5.1990327 50.8237342, 5.1992803 50.8235141, 5.1998436 50.8237057)",,,,,
244650187,Hasseltsesteenweg,secondary,True,False,38.829,"LINESTRING (5.1975738 50.8225089, 5.1975785 50.8226363, 5.1976174 50.8228567)",2,N722,,,
758773013,Terbiest,residential,False,True,46.725,"LINESTRING (5.1975738 50.8225089, 5.1977369 50.8225734, 5.1978467 50.8226101, 5.1981513 50.8227171)",,,,,
"[244650187, 101269909]",Hasseltsesteenweg,secondary,True,False,128.147,"LINESTRING (5.1976174 50.8228567, 5.1976396 50.8229521, 5.1976859 50.8231517, 5.1978282 50.8237616, 5.1978392 50.8239993)",2,N722,,,
32425494,Melveren-Centrum,secondary,False,False,264.27900000000005,"LINESTRING (5.2008875 50.8314087, 5.2015043 50.8305125, 5.2016503 50.8303128, 5.2017203 50.8302052, 5.2018252 50.8300686, 5.201943 50.8299421, 5.2024161 50.8294693, 5.2025199 50.8293534, 5.2025778 50.8292912)",2,,,70,
167812749,Hasseltsesteenweg,secondary,False,False,151.026,"LINESTRING (5.2011611 50.8281261, 5.2020256 50.8287479, 5.2025017 50.8290951, 5.2025744 50.8291497)",2,N722,6,50,
167812756,Hasseltsesteenweg,secondary,True,False,86.905,"LINESTRING (5.2011611 50.8281261, 5.2010197 50.8280605, 5.2009266 50.8280173, 5.2006501 50.8278283, 5.2005534 50.8277567, 5.2003509 50.8275462)",1,N722,3,,
583020523,Duifhuisstraat,residential,False,True,105.09400000000001,"LINESTRING (5.2099296 50.8254093, 5.2089324 50.8249526, 5.2087715 50.8250852)",,,,,
583020524,Duifhuisstraat,residential,False,False,51.163,"LINESTRING (5.2087715 50.8250852, 5.2093501 50.8253647)",,,,,
583020523,Duifhuisstraat,residential,False,False,105.09400000000001,"LINESTRING (5.2087715 50.8250852, 5.2089324 50.8249526, 5.2099296 50.8254093)",,,,,
583020524,Duifhuisstraat,residential,False,True,57.221000000000004,"LINESTRING (5.2087715 50.8250852, 5.2087325 50.8250674, 5.2081111 50.8247839)",,,,,
583020524,Duifhuisstraat,residential,False,True,51.163,"LINESTRING (5.2093501 50.8253647, 5.2087715 50.8250852)",,,,,
