osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,width,maxspeed,junction
29171865,Terbiest,residential,False,True,163.31799999999998,"LINESTRING (5.1981513 50.8227171, 5.1982949 50.8227664, 5.1990767 50.823035, 5.2001946 50.8234179)",,,,,
101278454,Terbiest,residential,True,False,47.468,"LINESTRING (5.1981513 50.8227171, 5.1980304 50.8226916, 5.1979642 50.8226826, 5.1978802 50.8226894, 5.1978214 50.8226983, 5.1977569 50.8227194, 5.197708 50.8227516, 5.1976646 50.8227831, 5.1976484 50.8228014, 5.1976174 50.8228567)",,,,,
758773013,Terbiest,residential,False,False,46.724999999999994,"LINESTRING (5.1981513 50.8227171, 5.1978467 50.8226101, 5.1977369 50.8225734, 5.1975738 50.8225089)",,,,,
101269906,Hasseltsesteenweg,secondary,False,True,445.08199999999994,"LINESTRING (5.2003509 50.8275462, 5.1991766 50.8267104, 5.199164 50.8267005, 5.1989654 50.8265444, 5.1987916 50.8263893, 5.198676 50.8262673, 5.198546 50.8261176, 5.1984348 50.8259438, 5.1983397 50.8257414, 5.1982265 50.8254001, 5.1982139 50.8253553, 5.1981762 50.8252128, 5.1980927 50.8249234, 5.1979823 50.8245277, 5.1978392 50.8239993)",2,N722,6,,
167812753,Hasseltsesteenweg,secondary,True,False,86.56,"LINESTRING (5.2003509 50.8275462, 5.2006483 50.8277056, 5.2009222 50.8279015, 5.2009869 50.8279557, 5.2011611 50.8281261)",1,N722,3,,
167812749,Hasseltsesteenweg,secondary,False,True,151.026,"LINESTRING (5.2025744 50.8291497, 5.2025017 50.8290951, 5.2020256 50.8287479, 5.2011611 50.8281261)",2,N722,6,50,
244650189,,secondary,True,False,19.349,"LINESTRING (5.2025744 50.8291497, 5.2026191 50.8291294, 5.2026722 50.82912, 5.2027271 50.8291226, 5.2027773 50.829137, 5.2028166 50.8291614)",1,,,,roundabout
244650190,,secondary,True,False,17.161,"LINESTRING (5.2028166 50.8291614, 5.2028385 50.829189, 5.2028459 50.8292195, 5.2028383 50.82925, 5.2028163 50.8292776, 5.2027821 50.8292996)",1,,,,roundabout
"[239061769, 244650202, 444406419, 31646007]",Terbiest,residential,False,True,420.5409999999999,"LINESTRING (5.2028166 50.8291614, 5.2029106 50.8291382, 5.2031748 50.8290619, 5.2033181 50.8290122, 5.2034607 50.8289563, 5.2036251 50.8288651, 5.2037533 50.8287814, 5.2039194 50.8286441, 5.2040162 50.8285427, 5.2041931 50.8283225, 5.204603 50.8278183, 5.2048279 50.8275261, 5.2048505 50.8274967, 5.2049789 50.8273299, 5.2050177 50.8272886, 5.2051087 50.8271918, 5.2052548 50.8270565, 5.2055264 50.8268811, 5.2057082 50.826789, 5.2058937 50.8267045, 5.2061122 50.826634, 5.2063723 50.8265434, 5.2066012 50.8264784, 5.2066905 50.8264571)",,,6,30,
28698194,,secondary,True,False,15.587,"LINESTRING (5.2027821 50.8292996, 5.2027431 50.829313, 5.2026997 50.829319, 5.2026554 50.8293172, 5.2026137 50.8293077, 5.2025778 50.8292912)",1,,,,roundabout
29171862,Boudewijnlaan,residential,False,False,97.321,"LINESTRING (5.204588 50.8252362, 5.2038177 50.8259637)",,,5,,
29171865,Terbiest,residential,False,True,22.772,"LINESTRING (5.204588 50.8252362, 5.2048588 50.8253488)",,,,,
29171865,Terbiest,residential,False,False,169.228,"LINESTRING (5.204588 50.8252362, 5.2039467 50.8249567, 5.2026096 50.8243677)",,,,,
29171862,Boudewijnlaan,residential,False,True,97.321,"LINESTRING (5.2038177 50.8259637, 5.204588 50.8252362)",,,5,,
100903912,Fabiolalaan,residential,False,False,88.592,"LINESTRING (5.2038177 50.8259637, 5.2027871 50.8255044)",,,4,,
29171862,Boudewijnlaan,residential,False,False,219.678,"LINESTRING (5.2038177 50.8259637, 5.2033987 50.8263827, 5.203252 50.8264858, 5.2031192 50.8265493, 5.2028673 50.8266202, 5.201637 50.8269109, 5.2015329 50.8269165, 5.2014037 50.8268848, 5.2013212 50.8268258)",,,5,,
100903907,Filipslaan,residential,False,True,179.418,"LINESTRING (5.2027871 50.8255044, 5.2013212 50.8268258)",,,,,
100903912,Fabiolalaan,residential,False,False,88.213,"LINESTRING (5.2027871 50.8255044, 5.2017611 50.8250469)",,,4,,
100903912,Fabiolalaan,residential,False,True,88.592,"LINESTRING (5.2027871 50.8255044, 5.2038177 50.8259637)",,,4,,
29171865,Terbiest,residential,False,False,22.772,"LINESTRING (5.2048588 50.8253488, 5.204588 50.8252362)",,,,,
29171865,Terbiest,residential,False,True,146.898,"LINESTRING (5.2048588 50.8253488, 5.2060982 50.825919, 5.2064415 50.8260845, 5.2065379 50.826136)",,,,,
"[29171928, 559134911]",Sint-Jorisstraat,"['residential', 'tertiary']",False,False,320.118,"LINESTRING (5.2048588 50.8253488, 5.2053403 50.8249068, 5.2055548 50.824686, 5.2056606 50.8245523, 5.2057643 50.8243832, 5.2058846 50.8241276, 5.2060778 50.8237273, 5.2064908 50.822824, 5.2065363 50.8227002)",,,,"['70', '50']",
"[29171928, 559134911]",Sint-Jorisstraat,"['residential', 'tertiary']",False,True,320.118,"LINESTRING (5.2065363 50.8227002, 5.2064908 50.822824, 5.2060778 50.8237273, 5.2058846 50.8241276, 5.2057643 50.8243832, 5.2056606 50.8245523, 5.2055548 50.824686, 5.2053403 50.8249068, 5.2048588 50.8253488)",,,,"['70', '50']",
31623453,Kommanderijstraat,residential,False,False,148.981,"LINESTRING (5.2070973 50.8263593, 5.2071795 50.8263429, 5.2072694 50.826332, 5.2073768 50.8263301, 5.2075464 50.8263387, 5.2081119 50.8264288, 5.2085934 50.8265075, 5.2091586 50.8266032)",,,,,
244759104,,residential,True,False,18.509999999999998,"LINESTRING (5.2070973 50.8263593, 5.2071079 50.8263919, 5.2071057 50.8264252, 5.207091 50.8264571, 5.2070645 50.8264859, 5.2070279 50.8265099)",,,,,roundabout
28697402,Terbiest,residential,False,False,125.821,"LINESTRING (5.2070279 50.8265099, 5.2071337 50.8265813, 5.2072774 50.8266868, 5.2075263 50.8268874, 5.2078096 50.8271043, 5.2080771 50.8273176, 5.2081668 50.8273828)",,,6,,
244759107,,residential,True,False,28.152,"LINESTRING (5.2070279 50.8265099, 5.2069701 50.8265311, 5.2069049 50.8265403, 5.2068384 50.8265365, 5.2067768 50.8265202, 5.2067259 50.8264929, 5.2066905 50.8264571)",,,,,roundabout
"[239061769, 244650202, 444406419, 31646007]",Terbiest,residential,False,False,420.541,"LINESTRING (5.2066905 50.8264571, 5.2066012 50.8264784, 5.2063723 50.8265434, 5.2061122 50.826634, 5.2058937 50.8267045, 5.2057082 50.826789, 5.2055264 50.8268811, 5.2052548 50.8270565, 5.2051087 50.8271918, 5.2050177 50.8272886, 5.2049789 50.8273299, 5.2048505 50.8274967, 5.2048279 50.8275261, 5.204603 50.8278183, 5.2041931 50.8283225, 5.2040162 50.8285427, 5.2039194 50.8286441, 5.2037533 50.8287814, 5.2036251 50.8288651, 5.2034607 50.8289563, 5.2033181 50.8290122, 5.2031748 50.8290619, 5.2029106 50.8291382, 5.2028166 50.8291614)",,,6,30,
"[247015332, 244650213]",,residential,True,False,20.628,"LINESTRING (5.2066905 50.8264571, 5.2066762 50.8264268, 5.2066732 50.8263952, 5.2066818 50.8263639, 5.2067131 50.8263232, 5.2067637 50.8262912)",,,,,roundabout
29171865,Terbiest,residential,False,False,23.468000000000004,"LINESTRING (5.2067637 50.8262912, 5.2067075 50.8262456, 5.2065379 50.826136)",,,,,
"[247015333, 29383910]",,residential,True,False,28.507999999999996,"LINESTRING (5.2067637 50.8262912, 5.2068238 50.826272, 5.2068903 50.8262653, 5.2069569 50.8262718, 5.2070171 50.8262909, 5.2070658 50.8263211, 5.2070973 50.8263593)",,,,,roundabout
835549337,Kampveld,residential,True,False,27.128,"LINESTRING (5.2087201 50.8273988, 5.2086788 50.8274134, 5.2086408 50.8274286, 5.208609 50.827448, 5.2085728 50.8274841, 5.208547 50.8275172, 5.2084934 50.8275876)",,,,,
29171920,Duifhuisstraat,residential,False,False,24.544,"LINESTRING (5.210006 50.8230098, 5.2099909 50.8230736, 5.2099639 50.8231333, 5.2098722 50.8232075)",,,,,
29171865,Terbiest,residential,False,False,146.898,"LINESTRING (5.2065379 50.826136, 5.2064415 50.8260845, 5.2060982 50.825919, 5.2048588 50.8253488)",,,,,
29171865,Terbiest,residential,False,True,23.468000000000004,"LINESTRING (5.2065379 50.826136, 5.2067075 50.8262456, 5.2067637 50.8262912)",,,,,
29171920,Duifhuisstraat,residential,False,True,186.601,"LINESTRING (5.2065379 50.826136, 5.2066551 50.8260273, 5.2075846 50.8252419, 5.2081111 50.8247839)",,,,,
31623453,Kommanderijstraat,residential,False,True,148.981,"LINESTRING (5.2091586 50.8266032, 5.2085934 50.8265075, 5.2081119 50.8264288, 5.2075464 50.8263387, 5.2073768 50.8263301, 5.2072694 50.826332, 5.2071795 50.8263429, 5.2070973 50.8263593)",,,,,
28697402,Terbiest,residential,False,True,32.363,"LINESTRING (5.2084934 50.8275876, 5.208343 50.8275033, 5.2081668 50.8273828)",,,6,,
29171920,Duifhuisstraat,residential,False,False,214.58999999999997,"LINESTRING (5.2098722 50.8232075, 5.2091678 50.8238047, 5.208618 50.8243081, 5.2085831 50.8243401, 5.2081111 50.8247839)",,,,,
29171920,Duifhuisstraat,residential,False,True,24.544000000000004,"LINESTRING (5.2098722 50.8232075, 5.2099639 50.8231333, 5.2099909 50.8230736, 5.210006 50.8230098)",,,,,
32425494,Melveren-Centrum,secondary,False,True,264.279,"LINESTRING (5.2025778 50.8292912, 5.2025199 50.8293534, 5.2024161 50.8294693, 5.201943 50.8299421, 5.2018252 50.8300686, 5.2017203 50.8302052, 5.2016503 50.8303128, 5.2015043 50.8305125, 5.2008875 50.8314087)",2,,,70,
244759025,,secondary,True,False,17.412999999999997,"LINESTRING (5.2025778 50.8292912, 5.202548 50.8292661, 5.2025319 50.8292365, 5.2025312 50.8292052, 5.2025458 50.8291753, 5.2025744 50.8291497)",1,,,,roundabout
28697402,Terbiest,residential,False,False,32.363,"LINESTRING (5.2081668 50.8273828, 5.208343 50.8275033, 5.2084934 50.8275876)",,,6,,
28697402,Terbiest,residential,False,True,125.821,"LINESTRING (5.2081668 50.8273828, 5.2080771 50.8273176, 5.2078096 50.8271043, 5.2075263 50.8268874, 5.2072774 50.8266868, 5.2071337 50.8265813, 5.2070279 50.8265099)",,,6,,
99919173,Kampveld,residential,True,False,39.198,"LINESTRING (5.2081668 50.8273828, 5.2083402 50.8273727, 5.2086187 50.8273813, 5.2087201 50.8273988)",,,,,
29171920,Duifhuisstraat,residential,False,False,186.601,"LINESTRING (5.2081111 50.8247839, 5.2075846 50.8252419, 5.2066551 50.8260273, 5.2065379 50.826136)",,,,,
29171920,Duifhuisstraat,residential,False,True,214.58999999999997,"LINESTRING (5.2081111 50.8247839, 5.2085831 50.8243401, 5.208618 50.8243081, 5.2091678 50.8238047, 5.2098722 50.8232075)",,,,,
583020524,Duifhuisstraat,residential,False,False,57.221000000000004,"LINESTRING (5.2081111 50.8247839, 5.2087325 50.8250674, 5.2087715 50.8250852)",,,,,
29171862,Boudewijnlaan,residential,False,True,96.208,"LINESTRING (5.2026096 50.8243677, 5.2017611 50.8250469)",,,5,,
29171865,Terbiest,residential,False,False,200.07799999999997,"LINESTRING (5.2026096 50.8243677, 5.2017981 50.8240028, 5.2016488 50.8239393, 5.2014825 50.8238744, 5.2010619 50.8237225, 5.2001946 50.8234179)",,,,,
29171865,Terbiest,residential,False,True,169.228,"LINESTRING (5.2026096 50.8243677, 5.2039467 50.8249567, 5.204588 50.8252362)",,,,,
101269913,Meigaar,residential,False,True,40.398,"LINESTRING (5.2001946 50.8234179, 5.1998436 50.8237057)",,,,,
29171865,Terbiest,residential,False,False,163.31799999999998,"LINESTRING (5.2001946 50.8234179, 5.1990767 50.823035, 5.1982949 50.8227664, 5.1981513 50.8227171)",,,,,
29171865,Terbiest,residential,False,True,200.07799999999997,"LINESTRING (5.2001946 50.8234179, 5.2010619 50.8237225, 5.2014825 50.8238744, 5.2016488 50.8239393, 5.2017981 50.8240028, 5.2026096 50.8243677)",,,,,
100903907,Filipslaan,residential,False,False,179.418,"LINESTRING (5.2013212 50.8268258, 5.2027871 50.8255044)",,,,,
29171862,Boudewijnlaan,residential,False,False,248.83899999999997,"LINESTRING (5.2013212 50.8268258, 5.2005385 50.8262222, 5.2004931 50.826188, 5.2004819 50.8261344, 5.2005091 50.8260775, 5.2005615 50.8260229, 5.2017611 50.8250469)",,,5,,
29171862,Boudewijnlaan,residential,False,True,219.678,"LINESTRING (5.2013212 50.8268258, 5.2014037 50.8268848, 5.2015329 50.8269165, 5.201637 50.8269109, 5.2028673 50.8266202, 5.2031192 50.8265493, 5.203252 50.8264858, 5.2033987 50.8263827, 5.2038177 50.8259637)",,,5,,
29171862,Boudewijnlaan,residential,False,False,96.208,"LINESTRING (5.2017611 50.8250469, 5.2026096 50.8243677)",,,5,,
100903912,Fabiolalaan,residential,False,True,88.213,"LINESTRING (5.2017611 50.8250469, 5.2027871 50.8255044)",,,4,,
29171862,Boudewijnlaan,residential,False,True,248.839,"LINESTRING (5.2017611 50.8250469, 5.2005615 50.8260229, 5.2005091 50.8260775, 5.2004819 50.8261344, 5.2004931 50.826188, 5.2005385 50.8262222, 5.2013212 50.8268258)",,,5,,
