osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,ref,width,bridge,junction
315150218,Schoolstraat,residential,50,False,True,306.48199999999997,"LINESTRING (4.4603262 50.9798638, 4.4606351 50.9801016, 4.460987 50.9803934, 4.4613819 50.9807284, 4.461811 50.9810796, 4.462286 50.9814364, 4.4627306 50.9817429, 4.4631065 50.9819895)",,,,5,,
"[23214220, 322741182]",Armstraat,tertiary,50,False,False,172.531,"LINESTRING (4.4599552 50.9801227, 4.4598948 50.9801698, 4.4598483 50.9802061, 4.4595505 50.9804046, 4.4582728 50.9812561)",,,,6,,
23227534,Edgard Tinelstraat,residential,50,False,True,38.885999999999996,"LINESTRING (4.4599552 50.9801227, 4.460033 50.980055, 4.4600638 50.9800282, 4.4600986 50.9800064, 4.4603262 50.9798638)",,,,6,,
"[295408512, 295408504, 201673495]",Brusselsesteenweg,primary,50,False,False,312.004,"LINESTRING (4.4599552 50.9801227, 4.4600513 50.9802449, 4.4601008 50.9803054, 4.4603623 50.9806285, 4.4609782 50.981365, 4.4611995 50.981688, 4.4616676 50.9822356, 4.4617765 50.9823525, 4.4618391 50.9824225, 4.4620041 50.9826131)","['2', '3']",,N1,,,
"[295408504, 319719099]",Brusselsesteenweg,primary,50,False,False,26.961,"LINESTRING (4.4632739 50.984183, 4.46333 50.9842347, 4.4634465 50.9843334, 4.4635018 50.9843784)",2,,N1,,,
295408504,Brusselsesteenweg,primary,50,False,True,184.567,"LINESTRING (4.4632739 50.984183, 4.4630792 50.9839522, 4.4627268 50.9835139, 4.462076 50.9827044)",2,,N1,,,
23214470,Kloosterstraat,residential,30,False,True,76.43,"LINESTRING (4.4684471 50.9840172, 4.4676174 50.984464)",,,,,,
"[106060801, 1017507107, 23572395, 23572396, 201630513, 319719098, 319719100]",Brusselsesteenweg,primary,50,False,True,140.722,"LINESTRING (4.4707909 50.9872656, 4.4706695 50.9872107, 4.4705932 50.9871736, 4.4705666 50.987159, 4.4705471 50.9871492, 4.4704105 50.9870806, 4.4703775 50.9870628, 4.4697284 50.9867256, 4.4696261 50.9866627, 4.4694873 50.9865498, 4.4692738 50.986441)",2,,N1,,yes,
25524066,Brusselsesteenweg,primary,50,False,False,80.104,"LINESTRING (4.4707909 50.9872656, 4.4710328 50.9873875, 4.4713859 50.987526, 4.4714511 50.9875387, 4.4717856 50.9876041)",2,,N1,,,
40143057,Jaak Lemmenslaan,residential,50,False,True,259.532,"LINESTRING (4.462738 50.9800151, 4.4635453 50.9805796, 4.4640325 50.9809203, 4.4652185 50.9817497)",,,,6,,
40143057,Jaak Lemmenslaan,residential,50,False,True,49.711,"LINESTRING (4.4652185 50.9817497, 4.4657249 50.9820631)",,,,6,,
40143058,Jaak Lemmenslaan,residential,50,False,True,125.203,"LINESTRING (4.4652185 50.9817497, 4.4640426 50.9825981)",,,,,,
40143057,Jaak Lemmenslaan,residential,50,False,False,259.532,"LINESTRING (4.4652185 50.9817497, 4.4640325 50.9809203, 4.4635453 50.9805796, 4.462738 50.9800151)",,,,6,,
40143057,Jaak Lemmenslaan,residential,50,False,False,49.711,"LINESTRING (4.4657249 50.9820631, 4.4652185 50.9817497)",,,,6,,
40143058,Jaak Lemmenslaan,residential,50,False,False,125.203,"LINESTRING (4.4640426 50.9825981, 4.4652185 50.9817497)",,,,,,
315150218,Schoolstraat,residential,50,False,False,85.39900000000002,"LINESTRING (4.4640426 50.9825981, 4.463882 50.9824807, 4.4633841 50.9821472, 4.4632787 50.982101, 4.463195 50.9820483)",,,,5,,
"[315150218, 23213814]",Schoolstraat,residential,50,False,True,192.166,"LINESTRING (4.4640426 50.9825981, 4.4642486 50.9827169, 4.4645962 50.982931, 4.4645958 50.9829329, 4.4647951 50.9830521, 4.4650013 50.9831743, 4.4653114 50.9833348, 4.465785 50.9835707, 4.4660891 50.9837466)",,,,5,,
23227638,Jacob Jordaenslaan,residential,50,True,False,54.083000000000006,"LINESTRING (4.4620041 50.9826131, 4.4621025 50.9825608, 4.4621201 50.9825515, 4.4625881 50.9822947)",,,,,,
295408504,Brusselsesteenweg,primary,50,False,False,11.331,"LINESTRING (4.4620041 50.9826131, 4.4620486 50.9826696, 4.462076 50.9827044)",2,,N1,,,
"[295408504, 295408512, 201673495]",Brusselsesteenweg,primary,50,False,True,312.004,"LINESTRING (4.4620041 50.9826131, 4.4618391 50.9824225, 4.4617765 50.9823525, 4.4616676 50.9822356, 4.4611995 50.981688, 4.4609782 50.981365, 4.4603623 50.9806285, 4.4601008 50.9803054, 4.4600513 50.9802449, 4.4599552 50.9801227)","['2', '3']",,N1,,,
23227638,Jacob Jordaenslaan,residential,50,True,False,49.686,"LINESTRING (4.4625881 50.9822947, 4.4631065 50.9819895)",,,,,,
23227665,Jacob Jordaenslaan,residential,50,False,False,8.083,"LINESTRING (4.4625881 50.9822947, 4.4626654 50.9823487)",,,,,,
315150218,Schoolstraat,residential,50,False,True,9.007,"LINESTRING (4.4631065 50.9819895, 4.463195 50.9820483)",,,,5,,
315150218,Schoolstraat,residential,50,False,False,306.48199999999997,"LINESTRING (4.4631065 50.9819895, 4.4627306 50.9817429, 4.462286 50.9814364, 4.461811 50.9810796, 4.4613819 50.9807284, 4.460987 50.9803934, 4.4606351 50.9801016, 4.4603262 50.9798638)",,,,5,,
23227639,Jacob Jordaenslaan,residential,50,True,False,49.902,"LINESTRING (4.463195 50.9820483, 4.4626654 50.9823487)",,,,,,
315150218,Schoolstraat,residential,50,False,False,9.007,"LINESTRING (4.463195 50.9820483, 4.4631065 50.9819895)",,,,5,,
315150218,Schoolstraat,residential,50,False,True,85.399,"LINESTRING (4.463195 50.9820483, 4.4632787 50.982101, 4.4633841 50.9821472, 4.463882 50.9824807, 4.4640426 50.9825981)",,,,5,,
295408504,Brusselsesteenweg,primary,50,False,False,184.567,"LINESTRING (4.462076 50.9827044, 4.4627268 50.9835139, 4.4630792 50.9839522, 4.4632739 50.984183)",2,,N1,,,
295408504,Brusselsesteenweg,primary,50,False,True,11.331,"LINESTRING (4.462076 50.9827044, 4.4620486 50.9826696, 4.4620041 50.9826131)",2,,N1,,,
23227665,Jacob Jordaenslaan,residential,50,False,True,8.083,"LINESTRING (4.4626654 50.9823487, 4.4625881 50.9822947)",,,,,,
23227639,Jacob Jordaenslaan,residential,50,True,False,57.15599999999999,"LINESTRING (4.4626654 50.9823487, 4.462233 50.9826096, 4.4621964 50.9826317, 4.462174 50.9826452, 4.462076 50.9827044)",,,,,,
24330519,Bovenweg,residential,50,False,True,61.65,"LINESTRING (4.4592026 50.9871815, 4.4590977 50.9871258, 4.4585294 50.986824)",,destination,,,,
650737552,Hoogstraat,tertiary,50,False,True,214.12599999999998,"LINESTRING (4.4592026 50.9871815, 4.4596246 50.9870166, 4.4599851 50.9868761, 4.4602681 50.9867619, 4.4603198 50.986741, 4.4609979 50.9864492, 4.4616306 50.9861846, 4.461761 50.9861265)",,,,,,
24288377,Sint-Pietersstraat,residential,50,False,True,246.902,"LINESTRING (4.4656531 50.9808179, 4.4665076 50.9813021, 4.4667171 50.9814779, 4.4667558 50.9815151, 4.4669652 50.9817161, 4.4672093 50.9819497, 4.4674023 50.9821421, 4.4674891 50.9822489, 4.4676353 50.9824738, 4.4676869 50.9825346, 4.4677407 50.9825753)",,,,,,
51812382,Boskerkweg,residential,,False,True,38.586,"LINESTRING (4.4583535 50.9824546, 4.4580325 50.9827367)",1,,,,,
927156702,Boskerkweg,residential,50,False,False,8.271,"LINESTRING (4.4583535 50.9824546, 4.4582618 50.9824077)",1,destination,,,,
"[24302465, 24293157, 927156702]","['Boskerkweg', 'Bovenweg']",residential,"['50', '30']",False,"[False, True]",429.112,"LINESTRING (4.4583535 50.9824546, 4.4599208 50.9832026, 4.4605873 50.9835207, 4.4628228 50.9847093, 4.462531 50.9848822)",1,destination,,,,
51812382,Boskerkweg,residential,,False,False,38.586,"LINESTRING (4.4580325 50.9827367, 4.4583535 50.9824546)",1,,,,,
24330651,Tarweveld,residential,,False,True,188.733,"LINESTRING (4.4580325 50.9827367, 4.4599808 50.9837525, 4.4600135 50.9838552)",,,,,,
927156702,Boskerkweg,residential,50,False,True,8.271,"LINESTRING (4.4582618 50.9824077, 4.4583535 50.9824546)",1,destination,,,,
24302387,Kerkstraat,residential,30,True,False,99.954,"LINESTRING (4.4658784 50.9839042, 4.4656291 50.9838723, 4.4653539 50.9838095, 4.4651573 50.9837785, 4.4650275 50.9837775, 4.464891 50.9837978, 4.4646193 50.9838914, 4.4645696 50.9839448)",,,,,,
366532480,Stationslaan,tertiary,30,False,True,60.981,"LINESTRING (4.4658784 50.9839042, 4.4657677 50.9839832, 4.4657012 50.9840516, 4.4655701 50.9841864, 4.4654406 50.9843743)",,,,,,
879850740,Stationslaan,tertiary,30,False,False,22.906,"LINESTRING (4.4658784 50.9839042, 4.465948 50.9838508, 4.4660891 50.9837466)",,,,,,
24302431,De Griet,unclassified,,True,False,58.879999999999995,"LINESTRING (4.4646435 50.984253, 4.4647231 50.9842945, 4.4647686 50.9843125, 4.4648135 50.9843303, 4.4652741 50.9843631, 4.4654406 50.9843743)",,,,,,
187095876,Kerkstraat,residential,30,False,False,27.662,"LINESTRING (4.4642066 50.9838565, 4.4644171 50.9839303, 4.4645696 50.9839448)",,,,,,
24302431,De Griet,unclassified,,True,False,98.643,"LINESTRING (4.4636092 50.9843238, 4.4637726 50.9843611, 4.4638162 50.984391, 4.4639644 50.9844553, 4.4642917 50.9842015, 4.4645524 50.9843246, 4.4646435 50.984253)",,,,,,
315150215,Kerkstraat,residential,30,True,False,66.703,"LINESTRING (4.4636092 50.9843238, 4.4640417 50.9839815, 4.4642066 50.9838565)",,,,5,,
24302389,Kerkstraat,residential,30,True,False,9.665,"LINESTRING (4.4635018 50.9843784, 4.463557 50.9843493, 4.4636092 50.9843238)",,,,5,,
"[295320579, 295320580]",Brusselsesteenweg,primary,50,False,False,125.299,"LINESTRING (4.4635018 50.9843784, 4.4635497 50.9844253, 4.4636251 50.9844803, 4.463809 50.9845802, 4.4642221 50.9847802, 4.4645684 50.9849517, 4.4647361 50.9850385, 4.4648666 50.9851013)","['2', '3']",,N1,,,
"[295408504, 319719099]",Brusselsesteenweg,primary,50,False,True,26.961,"LINESTRING (4.4635018 50.9843784, 4.4634465 50.9843334, 4.46333 50.9842347, 4.4632739 50.984183)",2,,N1,,,
366532480,Stationslaan,tertiary,30,False,False,60.980999999999995,"LINESTRING (4.4654406 50.9843743, 4.4655701 50.9841864, 4.4657012 50.9840516, 4.4657677 50.9839832, 4.4658784 50.9839042)",,,,,,
"[366532480, 23209217, 1155222476]",Stationslaan,tertiary,"['30', '50']",False,True,90.957,"LINESTRING (4.4654406 50.9843743, 4.4654244 50.9843993, 4.4653724 50.9844858, 4.4652947 50.9846173, 4.4651931 50.9847891, 4.4649933 50.9850044, 4.4649502 50.9850396, 4.4649299 50.9850542, 4.4649035 50.9850739, 4.4648666 50.9851013)",3,,,,,
24302510,Bovenweg,residential,50,False,True,223.731,"LINESTRING (4.4585294 50.986824, 4.458763 50.986649, 4.4591321 50.9864599, 4.459587 50.9863032, 4.4600335 50.9861681, 4.4605119 50.9860257, 4.4608659 50.9859088, 4.461136 50.985711)",,,,,,
24330519,Bovenweg,residential,50,False,False,61.65,"LINESTRING (4.4585294 50.986824, 4.4590977 50.9871258, 4.4592026 50.9871815)",,destination,,,,
24330475,Smiskensweg,residential,30,False,True,134.185,"LINESTRING (4.465468 50.9864205, 4.4653877 50.9863912, 4.4649765 50.9861069, 4.4646012 50.9857803, 4.4642534 50.9854936)",,,,,,
24330482,Graaf de Bailletstraat,residential,,True,False,63.649,"LINESTRING (4.461761 50.9861265, 4.4617061 50.9860897, 4.4613877 50.9858683, 4.4611893 50.9857443, 4.461136 50.985711)",,,,2.5,,
366532477,Hoogstraat,tertiary,30,False,True,127.485,"LINESTRING (4.461761 50.9861265, 4.4622199 50.9859363, 4.462462 50.9858234, 4.4626098 50.9857729, 4.4627721 50.9857355, 4.4631085 50.9856876, 4.463391 50.9856656)",,,,,,
650737552,Hoogstraat,tertiary,50,False,False,214.126,"LINESTRING (4.461761 50.9861265, 4.4616306 50.9861846, 4.4609979 50.9864492, 4.4603198 50.986741, 4.4602681 50.9867619, 4.4599851 50.9868761, 4.4596246 50.9870166, 4.4592026 50.9871815)",,,,,,
926869255,Graaf de Bailletstraat,residential,,False,True,48.323,"LINESTRING (4.4595689 50.9849196, 4.4590281 50.9846495)",,,,,,
926869253,Graaf de Bailletstraat,residential,,False,False,140.929,"LINESTRING (4.4595689 50.9849196, 4.4600152 50.9851543, 4.4602819 50.9852596, 4.4610704 50.9856616, 4.461136 50.985711)",,,,,,
24330661,Tarweveld,residential,,False,False,8.595,"LINESTRING (4.4600135 50.9838552, 4.4600133 50.9839325)",,,,,,
"[927117864, 926869256, 927117863]",Tarweveld,residential,,True,False,111.536,"LINESTRING (4.4600135 50.9838552, 4.4601697 50.9838498, 4.4606417 50.9840767, 4.460513 50.9841794, 4.4600133 50.9839325)",,,,,,
24330651,Tarweveld,residential,,False,False,188.733,"LINESTRING (4.4600135 50.9838552, 4.4599808 50.9837525, 4.4580325 50.9827367)",,,,,,
24330661,Tarweveld,residential,,False,True,8.595,"LINESTRING (4.4600133 50.9839325, 4.4600135 50.9838552)",,,,,,
926869254,Tarweveld,residential,,True,False,106.527,"LINESTRING (4.4600133 50.9839325, 4.4592008 50.9845933, 4.4590281 50.9846495)",,,,,,
926869255,Graaf de Bailletstraat,residential,,False,False,48.323,"LINESTRING (4.4590281 50.9846495, 4.4595689 50.9849196)",,,,,,
24330642,Tarweveld,residential,,True,False,113.487,"LINESTRING (4.4590281 50.9846495, 4.4590907 50.9845522, 4.4599122 50.9838822, 4.4600135 50.9838552)",,,,,,
"[23214220, 322741182]",Armstraat,tertiary,50,False,True,172.531,"LINESTRING (4.4582728 50.9812561, 4.4595505 50.9804046, 4.4598483 50.9802061, 4.4598948 50.9801698, 4.4599552 50.9801227)",,,,6,,
25524066,Brusselsesteenweg,primary,50,False,True,80.104,"LINESTRING (4.4717856 50.9876041, 4.4714511 50.9875387, 4.4713859 50.987526, 4.4710328 50.9873875, 4.4707909 50.9872656)",2,,N1,,,
186985489,Kerkstraat,residential,30,True,False,34.659,"LINESTRING (4.4645696 50.9839448, 4.4646228 50.9841683, 4.4646435 50.984253)",,,,,,
187095876,Kerkstraat,residential,30,False,True,27.662,"LINESTRING (4.4645696 50.9839448, 4.4644171 50.9839303, 4.4642066 50.9838565)",,,,,,
477674505,Vredelaan,residential,50,False,True,10.971,"LINESTRING (4.4708472 50.980377, 4.4707423 50.9804503)",,,,,,
"[295320577, 295320578, 476603691]",Brusselsesteenweg,primary,50,False,True,196.75,"LINESTRING (4.4674731 50.9856579, 4.4672513 50.9856172, 4.4669437 50.9855867, 4.4663449 50.985539, 4.4661292 50.9855239, 4.465895 50.9854882, 4.465685 50.9854416, 4.4654265 50.985358, 4.4652801 50.985302, 4.4650509 50.9851887, 4.4648666 50.9851013)","['2', '3']",,N1,,,
319719101,Brusselsesteenweg,primary,50,True,False,32.141,"LINESTRING (4.4674731 50.9856579, 4.4676854 50.9856877, 4.4679148 50.9857355)",2,,N1,,,
319719100,Brusselsesteenweg,primary,50,False,True,26.271,"LINESTRING (4.4692738 50.986441, 4.4689858 50.9862895)",2,,N1,,,
"[106060801, 1017507107, 23572395, 23572396, 201630513, 319719098, 319719100]",Brusselsesteenweg,primary,50,False,False,140.72199999999998,"LINESTRING (4.4692738 50.986441, 4.4694873 50.9865498, 4.4696261 50.9866627, 4.4697284 50.9867256, 4.4703775 50.9870628, 4.4704105 50.9870806, 4.4705471 50.9871492, 4.4705666 50.987159, 4.4705932 50.9871736, 4.4706695 50.9872107, 4.4707909 50.9872656)",2,,N1,,yes,
"[187055393, 1055297558]",Pater van Beverweg,residential,50,False,False,76.11699999999999,"LINESTRING (4.4692738 50.986441, 4.4692148 50.9864736, 4.4691069 50.9865373, 4.46864 50.9867906, 4.4684639 50.9868975)",,,,,,
"[187055393, 1055297558]",Pater van Beverweg,residential,50,False,True,76.117,"LINESTRING (4.4684639 50.9868975, 4.46864 50.9867906, 4.4691069 50.9865373, 4.4692148 50.9864736, 4.4692738 50.986441)",,,,,,
187054750,Achter de Melkerij,residential,30,False,True,140.17200000000003,"LINESTRING (4.4693923 50.984818, 4.4694433 50.984837, 4.4695079 50.9849421, 4.4694585 50.9850401, 4.4693219 50.9851229, 4.4691738 50.9851285, 4.4689875 50.985097, 4.4687297 50.9850879, 4.4684944 50.9851428, 4.468259 50.9852313, 4.4681047 50.9853011, 4.4680116 50.9853174)",,,,,,
317405846,Achter de Melkerij,residential,30,True,False,55.932999999999986,"LINESTRING (4.4693923 50.984818, 4.46935 50.9848023, 4.4692924 50.9847959, 4.4691841 50.9847818, 4.4691552 50.9847742, 4.4691105 50.9847394, 4.4691166 50.98472, 4.4691217 50.9847039, 4.469148 50.9846851, 4.4691716 50.9846801, 4.4692011 50.9846739, 4.4692392 50.9846809, 4.4692745 50.9846884, 4.4693114 50.984705, 4.4693414 50.9847245, 4.4693553 50.9847448, 4.4693826 50.9847728, 4.4693923 50.984818)",,,,,,roundabout
319719100,Brusselsesteenweg,primary,50,False,False,26.271,"LINESTRING (4.4689858 50.9862895, 4.4692738 50.986441)",2,,N1,,,
"[520502012, 520502013, 319719102]",Brusselsesteenweg,primary,50,True,False,95.93300000000002,"LINESTRING (4.4689858 50.9862895, 4.4687544 50.9861871, 4.4685797 50.9860959, 4.4683613 50.9859818, 4.468295 50.9859491, 4.4681843 50.9858944, 4.4680488 50.9858359, 4.4680186 50.9858272, 4.4678781 50.9857869)",2,,N1,,,
