osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes
"[196795354, 252362132]",Hellekens,residential,30,3,False,True,103.79700000000001,"LINESTRING (4.9167676 50.9330502, 4.9166866 50.9330868, 4.9165942 50.9331472, 4.9162617 50.9333814, 4.9159965 50.9335497, 4.9159329 50.9335996, 4.9158829 50.9336652, 4.915862 50.9337303, 4.9158549 50.9337621)",
"[954414568, 1011827361, 194213166]",Ralisweg,unclassified,50,3,False,False,415.63100000000003,"LINESTRING (4.9113975 50.9390506, 4.9113396 50.9387663, 4.9113786 50.9383513, 4.9114261 50.9380223, 4.9114482 50.9379796, 4.9114951 50.9379363, 4.911591 50.9378872, 4.9116986 50.937841, 4.9118958 50.937758, 4.9120512 50.9376969, 4.9121398 50.9376481, 4.9121931 50.9376069, 4.9122427 50.9375331, 4.9122698 50.9374494, 4.9122956 50.9372668, 4.9123068 50.9370243, 4.9122962 50.9367928, 4.9122643 50.9365518, 4.9122033 50.9362411, 4.9121126 50.9359642, 4.9120311 50.9357559, 4.9119519 50.9355825)",
47040008,Kruisstraat,tertiary,50,,False,False,314.715,"LINESTRING (4.9119519 50.9355825, 4.9129559 50.9353578, 4.9131975 50.9352846, 4.913359 50.9352227, 4.913528 50.9351417, 4.9136826 50.9350462, 4.9146353 50.9344369, 4.9154629 50.9339047)",
52329555,Kruisstraat,tertiary,50,,False,True,209.257,"LINESTRING (4.9119519 50.9355825, 4.9106509 50.9358717, 4.9104904 50.9359112, 4.9103697 50.9359458, 4.9102273 50.9359924, 4.9101515 50.9360212, 4.9097408 50.9361773, 4.9094605 50.9362838, 4.9094022 50.9363029, 4.909331 50.9363107, 4.9092712 50.9363113, 4.9092231 50.9363119)",
"[954414568, 1011827361, 194213166]",Ralisweg,unclassified,50,3,False,True,415.631,"LINESTRING (4.9119519 50.9355825, 4.9120311 50.9357559, 4.9121126 50.9359642, 4.9122033 50.9362411, 4.9122643 50.9365518, 4.9122962 50.9367928, 4.9123068 50.9370243, 4.9122956 50.9372668, 4.9122698 50.9374494, 4.9122427 50.9375331, 4.9121931 50.9376069, 4.9121398 50.9376481, 4.9120512 50.9376969, 4.9118958 50.937758, 4.9116986 50.937841, 4.911591 50.9378872, 4.9114951 50.9379363, 4.9114482 50.9379796, 4.9114261 50.9380223, 4.9113786 50.9383513, 4.9113396 50.9387663, 4.9113975 50.9390506)",
1134233743,Heuvelstraat,residential,50,,False,False,5.514,"LINESTRING (4.9156508 50.9337889, 4.9156908 50.9338316)",
118485805,Heuvelstraat,residential,50,,False,True,108.66499999999999,"LINESTRING (4.9156508 50.9337889, 4.9156259 50.9337675, 4.9155446 50.9336997, 4.9154875 50.9336757, 4.9153781 50.9336527, 4.914695 50.9335436, 4.9142248 50.9334686)",
1134233742,Kruisstraat,tertiary,50,,True,False,14.843,"LINESTRING (4.9156508 50.9337889, 4.9157161 50.93377, 4.9157953 50.9337615, 4.9158549 50.9337621)",
34335161,Hellekens,residential,,,False,True,5.483,"LINESTRING (4.9158549 50.9337621, 4.9158561 50.9338114)",
81056723,Heuvelstraat,tertiary,50,,True,False,17.822,"LINESTRING (4.9158549 50.9337621, 4.9160137 50.9337843, 4.9160943 50.9338118)",
"[196795354, 252362132]",Hellekens,residential,30,3,False,False,103.79700000000001,"LINESTRING (4.9158549 50.9337621, 4.915862 50.9337303, 4.9158829 50.9336652, 4.9159329 50.9335996, 4.9159965 50.9335497, 4.9162617 50.9333814, 4.9165942 50.9331472, 4.9166866 50.9330868, 4.9167676 50.9330502)",
146276276,Keulestraat,residential,50,5,False,False,16.073,"LINESTRING (4.9053352 50.9317967, 4.9051774 50.9316918)",
34335435,Keulestraat,residential,50,5,False,True,296.698,"LINESTRING (4.9053352 50.9317967, 4.9060323 50.9322525, 4.9061482 50.9322989, 4.9063303 50.9323539, 4.9064918 50.932386, 4.9066756 50.9324108, 4.9070769 50.9324387, 4.9086282 50.9325464, 4.909114 50.9325821, 4.9091927 50.9325879)",
61871604,Zonnedrieslaan,residential,,,False,False,86.25,"LINESTRING (4.9042353 50.9386085, 4.9041739 50.9378338)",
61871604,Zonnedrieslaan,residential,,,False,True,86.25,"LINESTRING (4.9041739 50.9378338, 4.9042353 50.9386085)",
34510963,Sint-Annastraat,residential,30,5,False,True,204.58099999999996,"LINESTRING (4.9041739 50.9378338, 4.9043616 50.9378399, 4.9068271 50.9379117, 4.9069566 50.9379449, 4.9070592 50.9379885)",
146276276,Keulestraat,residential,50,5,False,True,16.073,"LINESTRING (4.9051774 50.9316918, 4.9053352 50.9317967)",
96359027,Keulestraat,unclassified,30,3,False,False,111.30600000000001,"LINESTRING (4.9051774 50.9316918, 4.904756 50.9319445, 4.9045853 50.9320776, 4.9043986 50.9322535, 4.9041732 50.9324612)",
96359027,Keulestraat,unclassified,30,3,False,True,111.30600000000001,"LINESTRING (4.9041732 50.9324612, 4.9043986 50.9322535, 4.9045853 50.9320776, 4.904756 50.9319445, 4.9051774 50.9316918)",
81361954,Postweg,residential,30,3,False,True,116.36,"LINESTRING (4.9074132 50.9342719, 4.9077928 50.9343415, 4.9079918 50.9343657, 4.9081411 50.9343536, 4.9087031 50.934241, 4.9090168 50.9341946)",
105318350,Armand de Keyzerstraat,residential,,,False,False,82.887,"LINESTRING (4.9142248 50.9334686, 4.9142386 50.933435, 4.9145208 50.9327469)",
118485805,Heuvelstraat,residential,50,,False,False,108.665,"LINESTRING (4.9142248 50.9334686, 4.914695 50.9335436, 4.9153781 50.9336527, 4.9154875 50.9336757, 4.9155446 50.9336997, 4.9156259 50.9337675, 4.9156508 50.9337889)",
118485805,Heuvelstraat,residential,50,,False,True,365.2419999999999,"LINESTRING (4.9142248 50.9334686, 4.9127054 50.9332076, 4.9099173 50.9327428, 4.9098809 50.9327371, 4.9093067 50.9326473, 4.9092518 50.9326446, 4.9091831 50.9326413)",
105318314,Hellekens,residential,30,3,False,True,12.6,"LINESTRING (4.9169434 50.9330273, 4.9168667 50.9330341, 4.9167676 50.9330502)",
105318350,Armand de Keyzerstraat,residential,,,False,True,82.887,"LINESTRING (4.9145208 50.9327469, 4.9142386 50.933435, 4.9142248 50.9334686)",
34299414,Blerebergstraat,tertiary,50,6,False,False,5.976,"LINESTRING (4.9091831 50.9326413, 4.9091927 50.9325879)",
34299414,Blerebergstraat,tertiary,50,6,False,True,173.425,"LINESTRING (4.9091831 50.9326413, 4.909072 50.9332542, 4.9090203 50.9335568, 4.9089997 50.9337704, 4.9090014 50.9339726, 4.9090168 50.9341946)",
118485805,Heuvelstraat,residential,50,,False,False,365.242,"LINESTRING (4.9091831 50.9326413, 4.9092518 50.9326446, 4.9093067 50.9326473, 4.9098809 50.9327371, 4.9099173 50.9327428, 4.9127054 50.9332076, 4.9142248 50.9334686)",
34335161,Hellekens,residential,,,False,False,5.483,"LINESTRING (4.9158561 50.9338114, 4.9158549 50.9337621)",
242831129,Kruisstraat,tertiary,,,True,False,11.823,"LINESTRING (4.9158561 50.9338114, 4.9157599 50.9338198, 4.9156908 50.9338316)",
252355484,Heuvelstraat,tertiary,,,True,False,16.725,"LINESTRING (4.9160943 50.9338118, 4.9159607 50.9338069, 4.9158561 50.9338114)",
1134233743,Heuvelstraat,residential,50,,False,True,5.514,"LINESTRING (4.9156908 50.9338316, 4.9156508 50.9337889)",
1134233741,Kruisstraat,tertiary,,,True,False,17.935,"LINESTRING (4.9156908 50.9338316, 4.9155556 50.9338713, 4.9154629 50.9339047)",
47040008,Kruisstraat,tertiary,50,,False,True,314.71500000000003,"LINESTRING (4.9154629 50.9339047, 4.9146353 50.9344369, 4.9136826 50.9350462, 4.913528 50.9351417, 4.913359 50.9352227, 4.9131975 50.9352846, 4.9129559 50.9353578, 4.9119519 50.9355825)",
242831128,Kruisstraat,tertiary,50,,True,False,18.511,"LINESTRING (4.9154629 50.9339047, 4.9155484 50.9338403, 4.9156508 50.9337889)",
