osmid,oneway,name,highway,reversed,length,geometry,ref,bridge,lanes,access,maxspeed,width
23053581,True,Rue du Village,residential,False,174.82999999999998,"LINESTRING (4.5683079 50.6423169, 4.5683779 50.6423762, 4.5684816 50.6424063, 4.5686071 50.6424218, 4.5691531 50.6423989, 4.5692326 50.6423874, 4.569346 50.6423511, 4.5694782 50.6422999, 4.5698168 50.6421646, 4.5698915 50.6421331, 4.570011 50.6420831, 4.5700795 50.642047, 4.5701351 50.6420147, 4.5702047 50.6419746, 4.5703211 50.6419031, 4.57039 50.6418623, 4.5704394 50.6418385)",,,,,,
"[458971945, 33741930, 33741947, 235868483]",False,Rue Defalque,secondary,True,233.729,"LINESTRING (4.5683079 50.6423169, 4.5682055 50.642282, 4.5679406 50.6421722, 4.5673505 50.6419368, 4.5672159 50.6418773, 4.5671268 50.6418223, 4.5670476 50.6417634, 4.5670024 50.64173, 4.5666991 50.6415101, 4.5662287 50.6411821, 4.566042 50.6410668, 4.5658352 50.640943)",N275,yes,,,,
96920322,False,Place Communale,secondary,False,104.94899999999998,"LINESTRING (4.5683079 50.6423169, 4.5682056 50.6424625, 4.5677097 50.6429049, 4.5675908 50.6429923, 4.5675169 50.6431095)",N275,,,,,
498221860,False,Rue Coussin Ruelle,tertiary,False,138.40099999999998,"LINESTRING (4.5683079 50.6423169, 4.5683841 50.6422595, 4.5685118 50.642155, 4.5686851 50.642019, 4.5689736 50.6418176, 4.5690975 50.6417564, 4.569163 50.641728, 4.5693829 50.6416581, 4.5697829 50.6415291)",,,,,,
"[498225136, 498225137, 498227052]",False,"['Avenue de Wisterzée', 'Rue Émile Henricot']",secondary,False,64.955,"LINESTRING (4.5660111 50.6461495, 4.5658835 50.6462507, 4.5657677 50.6463287, 4.5657249 50.6463603, 4.5656454 50.6464206, 4.5655288 50.6465256, 4.5654856 50.6465658, 4.5654392 50.6466064)",N275,,2,,,
498225136,False,Rue Émile Henricot,secondary,True,97.811,"LINESTRING (4.5660111 50.6461495, 4.5661832 50.6459707, 4.5662825 50.6458747, 4.5663693 50.6457908, 4.5665929 50.6455746, 4.5667691 50.645413)",N275,,2,,,
23053586,False,Rue Coussin Ruelle,tertiary,False,143.65,"LINESTRING (4.5704394 50.6418385, 4.5707891 50.6422118, 4.5709141 50.6422801, 4.57101 50.6422773, 4.5714595 50.6420445, 4.5717432 50.641866, 4.5718525 50.6418522)",,,,,,
23053586,False,Rue Coussin Ruelle,tertiary,True,64.601,"LINESTRING (4.5704394 50.6418385, 4.5701778 50.6415672, 4.5700318 50.6415182, 4.5697829 50.6415291)",,,,,,
23053586,False,Rue Coussin Ruelle,tertiary,False,64.601,"LINESTRING (4.5697829 50.6415291, 4.5700318 50.6415182, 4.5701778 50.6415672, 4.5704394 50.6418385)",,,,,,
27165192,False,Rue de Suzeril,residential,False,134.013,"LINESTRING (4.5697829 50.6415291, 4.5696128 50.6413044, 4.5695733 50.6412616, 4.5692145 50.6410051, 4.5690037 50.6408743, 4.568856 50.6408131, 4.5685843 50.6407295, 4.5684765 50.6407038)",,,,destination,,
498221860,False,Rue Coussin Ruelle,tertiary,True,138.40099999999998,"LINESTRING (4.5697829 50.6415291, 4.5693829 50.6416581, 4.569163 50.641728, 4.5690975 50.6417564, 4.5689736 50.6418176, 4.5686851 50.642019, 4.5685118 50.642155, 4.5683841 50.6422595, 4.5683079 50.6423169)",,,,,,
23053586,False,Rue Coussin Ruelle,tertiary,True,143.65,"LINESTRING (4.5718525 50.6418522, 4.5717432 50.641866, 4.5714595 50.6420445, 4.57101 50.6422773, 4.5709141 50.6422801, 4.5707891 50.6422118, 4.5704394 50.6418385)",,,,,,
186651851,False,Rue de Beaurieux,tertiary,False,273.961,"LINESTRING (4.5718525 50.6418522, 4.5726435 50.6420405, 4.5729099 50.6421039, 4.5732419 50.6421605, 4.5745465 50.6420571, 4.5753019 50.6419078, 4.5754592 50.6419066, 4.5756023 50.6419319)",,,,,,
186651851,False,Rue de Beaurieux,tertiary,True,273.96099999999996,"LINESTRING (4.5756023 50.6419319, 4.5754592 50.6419066, 4.5753019 50.6419078, 4.5745465 50.6420571, 4.5732419 50.6421605, 4.5729099 50.6421039, 4.5726435 50.6420405, 4.5718525 50.6418522)",,,,,,
26633165,False,,unclassified,False,30.680999999999997,"LINESTRING (4.5684765 50.6407038, 4.5684765 50.6405665, 4.5685397 50.6404338)",,,,,,
27165192,False,Rue de Suzeril,residential,True,134.013,"LINESTRING (4.5684765 50.6407038, 4.5685843 50.6407295, 4.568856 50.6408131, 4.5690037 50.6408743, 4.5692145 50.6410051, 4.5695733 50.6412616, 4.5696128 50.6413044, 4.5697829 50.6415291)",,,,destination,,
1173096650,False,Avenue des Prisonniers de Guerre,tertiary,False,33.121,"LINESTRING (4.5671309 50.6429429, 4.5673206 50.6430443, 4.5675169 50.6431095)",,,,,,
"[1173096650, 1185992612, 263093114]",False,Avenue des Prisonniers de Guerre,tertiary,True,437.072,"LINESTRING (4.5671309 50.6429429, 4.5670169 50.642909, 4.5667105 50.6428219, 4.5665738 50.6428088, 4.5665216 50.6428056, 4.5664715 50.6428034, 4.566087 50.6427915, 4.5655199 50.6427774, 4.5651275 50.6427863, 4.5648063 50.6428486, 4.5645401 50.6429332, 4.5642806 50.6430291, 4.5638294 50.6433419, 4.5637609 50.6433946, 4.563725 50.6434213, 4.5635965 50.6435239, 4.5634162 50.6436634, 4.5631881 50.6438352, 4.5628933 50.643978, 4.5626613 50.6441105, 4.562411 50.6442654, 4.5623178 50.6443278, 4.562212 50.6444191, 4.562176 50.6444544, 4.562155 50.6445335)",,,,,30,
"[1173096650, 263093114, 1185992612]",False,Avenue des Prisonniers de Guerre,tertiary,False,437.072,"LINESTRING (4.562155 50.6445335, 4.562176 50.6444544, 4.562212 50.6444191, 4.5623178 50.6443278, 4.562411 50.6442654, 4.5626613 50.6441105, 4.5628933 50.643978, 4.5631881 50.6438352, 4.5634162 50.6436634, 4.5635965 50.6435239, 4.563725 50.6434213, 4.5637609 50.6433946, 4.5638294 50.6433419, 4.5642806 50.6430291, 4.5645401 50.6429332, 4.5648063 50.6428486, 4.5651275 50.6427863, 4.5655199 50.6427774, 4.566087 50.6427915, 4.5664715 50.6428034, 4.5665216 50.6428056, 4.5665738 50.6428088, 4.5667105 50.6428219, 4.5670169 50.642909, 4.5671309 50.6429429)",,,,,30,
33741799,True,Rue du Werchai,residential,False,91.406,"LINESTRING (4.5662921 50.6469049, 4.5661968 50.6467724, 4.5662417 50.6465972, 4.5662896 50.6464733, 4.566283 50.646446, 4.5662599 50.6464062, 4.566132 50.6462745, 4.566093 50.6462355, 4.5660111 50.6461495)",,,,,,
97206528,False,Rue du Werchai,residential,False,110.13,"LINESTRING (4.5662921 50.6469049, 4.5664617 50.6471851, 4.566679 50.6475297, 4.5668808 50.6477978, 4.5668942 50.6478182)",,,,,,
111184432,False,Rue de la Taverne,residential,True,113.55,"LINESTRING (4.5693326 50.6441567, 4.5691691 50.6443702, 4.5691119 50.6445232, 4.569019 50.644652, 4.5688685 50.644692, 4.5685452 50.6449051, 4.5684212 50.6449394)",,,,,,
"[648034912, 243514690, 648034911]",False,Rue des Écoles,tertiary,False,125.431,"LINESTRING (4.5693326 50.6441567, 4.569534 50.6442441, 4.5696206 50.6443132, 4.5696941 50.6443718, 4.5698364 50.6445501, 4.5702676 50.6450957)",,yes,2,,,
243514690,False,Rue des Écoles,tertiary,True,106.617,"LINESTRING (4.5693326 50.6441567, 4.5690249 50.6440412, 4.568828 50.6439627, 4.568461 50.6438243, 4.5683198 50.6437622, 4.56813 50.6436867, 4.5680427 50.6436571)",,,,,,
96920322,False,Place Communale,secondary,False,33.744,"LINESTRING (4.5675169 50.6431095, 4.5675145 50.6432225, 4.5675675 50.6433447, 4.567599 50.6434052)",N275,,,,,
96920322,False,Place Communale,secondary,True,104.949,"LINESTRING (4.5675169 50.6431095, 4.5675908 50.6429923, 4.5677097 50.6429049, 4.5682056 50.6424625, 4.5683079 50.6423169)",N275,,,,,
1173096650,False,Avenue des Prisonniers de Guerre,tertiary,True,33.121,"LINESTRING (4.5675169 50.6431095, 4.5673206 50.6430443, 4.5671309 50.6429429)",,,,,,
342181415,False,Place Communale,secondary,True,39.53,"LINESTRING (4.5678215 50.6437315, 4.567599 50.6434052)",N275,,,,,
