osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes
"[26690684, 1071024405]",Baalsesteenweg,tertiary,"['50', '30']",5,False,False,142.45700000000002,"LINESTRING (4.7807844 51.0181677, 4.7810368 51.0182285, 4.7812606 51.0183121, 4.7816096 51.0184427, 4.7817181 51.0184776, 4.7817724 51.018495, 4.7821553 51.018609, 4.7823146 51.0186549, 4.7825232 51.0187203, 4.7825625 51.0187283, 4.7826061 51.0187316)",
26690684,Baalsesteenweg,tertiary,50,5,False,True,311.874,"LINESTRING (4.7807844 51.0181677, 4.7806336 51.0181514, 4.7804891 51.0181197, 4.7803296 51.0180705, 4.7801466 51.0179961, 4.7796344 51.0177, 4.7789631 51.0173834, 4.7788638 51.0173362, 4.778475 51.0171622, 4.7783231 51.0171128, 4.7781867 51.0170804, 4.7780381 51.0170542, 4.7779096 51.0170343, 4.7777624 51.0170234, 4.7776588 51.0170238, 4.7775482 51.0170252, 4.7771841 51.0170507, 4.7770382 51.0170552, 4.7768959 51.017053)",
91280801,Vissendijk,residential,,,False,False,275.23,"LINESTRING (4.7807844 51.0181677, 4.7807974 51.0180951, 4.7807783 51.0180073, 4.7807905 51.0179609, 4.7808247 51.0179139, 4.7810764 51.0177482, 4.7811446 51.0177032, 4.7813759 51.0175682, 4.7815222 51.0174963, 4.781789 51.0173362, 4.7818876 51.0172668, 4.781956 51.0172181, 4.7820089 51.0171649, 4.7821223 51.0170681, 4.7822006 51.0170127, 4.7823224 51.0169348, 4.7824402 51.0168643, 4.7825527 51.0167935, 4.7825717 51.0167717, 4.7825757 51.0167458, 4.7825615 51.0167192, 4.782499 51.0166732, 4.7823729 51.0165838, 4.782171 51.0164383, 4.781969 51.0162875)",
25644615,Dreef,residential,50,,False,False,204.605,"LINESTRING (4.7842328 51.0199507, 4.7842745 51.0199041, 4.7856667 51.0183469)",
35083154,Kerkstraat,residential,50,5,False,True,62.448,"LINESTRING (4.7842328 51.0199507, 4.7841204 51.0199075, 4.7835211 51.0196124)",
35083157,Kerkstraat,residential,50,,False,False,62.67100000000001,"LINESTRING (4.7842328 51.0199507, 4.7843434 51.0199886, 4.784908 51.0201767, 4.7850238 51.0202154)",
25644635,Saffraanberg,residential,,,False,False,25.049,"LINESTRING (4.7887051 51.0214532, 4.7887035 51.0213495, 4.78861 51.0212431)",
35083157,Kerkstraat,residential,50,,False,True,76.74900000000001,"LINESTRING (4.7887051 51.0214532, 4.7878471 51.0211616, 4.7877379 51.0211273)",
34992009,Nieuwstraat,residential,,,False,False,55.351,"LINESTRING (4.7835211 51.0196124, 4.7834556 51.0196658, 4.7830381 51.0200067)",
35083154,Kerkstraat,residential,50,5,False,False,62.448,"LINESTRING (4.7835211 51.0196124, 4.7841204 51.0199075, 4.7842328 51.0199507)",
