osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,bridge,width
72230087,Bosdreef,residential,50,False,True,8.591,,,"LINESTRING (3.8377785 51.0975029, 3.8378259 51.0974316)",,
1243795689,Dorp-Oost,primary,50,True,False,79.452,1,N70,"LINESTRING (3.8377785 51.0975029, 3.8376089 51.0974573, 3.8375693 51.0974467, 3.8374151 51.0974088, 3.8370541 51.0973202, 3.8367191 51.0972426)",,
72230087,Bosdreef,residential,50,False,False,8.591,,,"LINESTRING (3.8378259 51.0974316, 3.8377785 51.0975029)",,
24557804,Bosdreef,residential,50,False,True,200.62099999999998,,,"LINESTRING (3.8378259 51.0974316, 3.8378425 51.0974085, 3.8378721 51.0973672, 3.8379723 51.0972353, 3.8380745 51.0971007, 3.8383154 51.0967737, 3.8383951 51.0966615, 3.8384105 51.096639, 3.8384793 51.0965427, 3.8390302 51.0957936)",,
355455100,Dorp-Oost,primary,50,True,False,176.154,1,N70,"LINESTRING (3.8378259 51.0974316, 3.8380368 51.0974871, 3.8380764 51.0974975, 3.8386796 51.097656, 3.839114 51.0977947, 3.8392828 51.0978402, 3.8395178 51.0978971, 3.8397212 51.0979466, 3.8401108 51.0980416, 3.8401464 51.0980503)",,
130564754,Koning Albertlaan,tertiary,50,False,False,208.07399999999998,,,"LINESTRING (3.829741 51.1007542, 3.8297752 51.1006447, 3.8301851 51.0993313, 3.8303067 51.098917)",,
29330620,Dekenijstraat,residential,50,False,True,146.749,,,"LINESTRING (3.8337612 51.0932479, 3.8337456 51.0933622, 3.8335813 51.0945628)",,
152440342,Kerkwegelakker,residential,30,False,False,63.667,,,"LINESTRING (3.8337612 51.0932479, 3.8338643 51.0932847, 3.8345539 51.0935307)",,
71009101,Dekenijstraat,residential,50,False,False,7.328,,,"LINESTRING (3.8330634 51.0961907, 3.8330218 51.0962512)",,
"[520192170, 520192171, 71009106]",Dorp-Oost,primary,50,True,False,281.13,1,N70,"LINESTRING (3.8330634 51.0961907, 3.8331774 51.0962214, 3.8332116 51.0962306, 3.8332378 51.096239, 3.8335364 51.0963208, 3.8339394 51.0964349, 3.8340163 51.0964571, 3.8347411 51.0966619, 3.8350179 51.0967371, 3.8351909 51.0967653, 3.8353399 51.0968042, 3.8355216 51.0968517, 3.8356621 51.0968884, 3.836173 51.0970161, 3.8366137 51.0971282, 3.8367726 51.0971694)",,
"[739054427, 29330620]",Dekenijstraat,residential,50,False,False,186.275,2,,"LINESTRING (3.8330634 51.0961907, 3.8330817 51.0961667, 3.833091 51.096154, 3.833122 51.0961044, 3.8331358 51.0960836, 3.833276 51.0958603, 3.8334265 51.0955326, 3.833464 51.0954507, 3.8335066 51.0953351, 3.8335214 51.0952214, 3.8335705 51.0946275, 3.8335813 51.0945628)",,
43176690,Charles Vuylstekehof,residential,30,False,False,92.266,,,"LINESTRING (3.8375178 51.0937987, 3.8372967 51.0943073, 3.83711 51.0945862)",,
"[882801101, 152440342]",Kerkwegelakker,residential,30,False,"[False, True]",250.43800000000002,,,"LINESTRING (3.8375178 51.0937987, 3.8383581 51.0939406, 3.8385783 51.0939802, 3.8387054 51.0939811, 3.8388644 51.093972, 3.838914 51.0939691, 3.8391045 51.0940012, 3.8393911 51.0940853, 3.8394456 51.0941146, 3.8394662 51.0941575, 3.8394662 51.0941966, 3.8392679 51.0944583, 3.8391835 51.0945708, 3.8391732 51.0946192, 3.8391879 51.0946587, 3.8392365 51.0946938, 3.8392969 51.094713, 3.8397502 51.0948262)",,
152440342,Kerkwegelakker,residential,30,False,True,214.04600000000002,,,"LINESTRING (3.8375178 51.0937987, 3.8369261 51.0936987, 3.8366101 51.0936724, 3.8362328 51.0936944, 3.835536 51.0937389, 3.8351975 51.0937186, 3.8349401 51.0936699, 3.8345539 51.0935307)",,
43176690,Charles Vuylstekehof,residential,30,False,True,65.698,,,"LINESTRING (3.836749 51.0951318, 3.83711 51.0945862)",,
29330620,Dekenijstraat,residential,50,False,False,146.749,,,"LINESTRING (3.8335813 51.0945628, 3.8337456 51.0933622, 3.8337612 51.0932479)",,
