osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,access,junction
5038967,True,1,Paveestraße,residential,30,False,199.101,"LINESTRING (6.0290243 50.6315322, 6.0290541 50.6314515, 6.0293715 50.6310857, 6.029399 50.6310516, 6.0294189 50.6310269, 6.0295391 50.6309108, 6.0296153 50.6308371, 6.0297624 50.6307411, 6.0299828 50.6306462, 6.03022 50.6305796, 6.0303999 50.6305255, 6.0307195 50.6304633, 6.0309054 50.6304262, 6.0310076 50.6304067)",,,
"[27005880, 871896145, 1038294704]",False,"['2', '3']",Rathausplatz,primary,50,False,98.22300000000001,"LINESTRING (6.0290243 50.6315322, 6.0290966 50.6315589, 6.0291954 50.6315976, 6.0297517 50.6318595, 6.0298613 50.6319103, 6.029997 50.6319638, 6.030171 50.632032)",N61,,
96935121,False,2,Vervierser Straße,primary,50,False,45.991,"LINESTRING (6.0290243 50.6315322, 6.0289092 50.6315223, 6.0287785 50.6315143, 6.0283751 50.6315341)",N61,,
27005874,False,,Klötzerbahn,living_street,20,False,109.456,"LINESTRING (6.0330822 50.6300496, 6.0334221 50.6302351, 6.033649 50.630362, 6.0338578 50.6304995, 6.0340308 50.6306367, 6.0341559 50.6307538)",,,
"[523075825, 34724532, 133468702]",False,2,Bergstraße,living_street,20,False,146.125,"LINESTRING (6.0330822 50.6300496, 6.0333088 50.6298953, 6.0333574 50.6298575, 6.033366 50.6298343, 6.0333862 50.6297751, 6.0334095 50.6296936, 6.0334315 50.6296253, 6.0334353 50.6295988, 6.033392 50.6293426, 6.0333841 50.6292516, 6.0333934 50.6291487, 6.0334287 50.6288104)",,yes,
781126007,False,2,Hookstraße,primary,50,True,8.149,"LINESTRING (6.0382868 50.6327591, 6.0382558 50.6328297)",N68,,
895925806,False,,Hisselsgasse,residential,30,False,34.614,"LINESTRING (6.0381084 50.6309947, 6.0381285 50.630928, 6.0382721 50.6307023)",,,
37867322,False,2,Aachener Straße,primary,50,False,14.445,"LINESTRING (6.0359082 50.6348469, 6.0360751 50.6349222)",N68,,
5038952,False,3,Hookstraße,primary,50,False,93.57,"LINESTRING (6.0359082 50.6348469, 6.0360095 50.6347607, 6.0367059 50.6341745)",N68,,
"[871901072, 151496343]",False,"['2', '3']",Aachener Straße,primary,50,True,166.613,"LINESTRING (6.0359082 50.6348469, 6.0357576 50.6347776, 6.0355085 50.6346544, 6.0345337 50.6341812, 6.0343226 50.6340759, 6.0341372 50.6339831, 6.0340341 50.6339348)",N61,,
36557351,False,,Am Berg,living_street,,False,25.904,"LINESTRING (6.0334287 50.6288104, 6.0337934 50.6288378)",,,
"[545437979, 133468702]",False,2,"['Neustraße', 'Bergstraße']",living_street,20,"[False, True]",69.352,"LINESTRING (6.0334287 50.6288104, 6.0334029 50.6287031, 6.0332876 50.6284369, 6.0332056 50.6282965, 6.033153 50.6282136)",,yes,
"[523075825, 34724532, 133468702]",False,2,Bergstraße,living_street,20,True,146.125,"LINESTRING (6.0334287 50.6288104, 6.0333934 50.6291487, 6.0333841 50.6292516, 6.033392 50.6293426, 6.0334353 50.6295988, 6.0334315 50.6296253, 6.0334095 50.6296936, 6.0333862 50.6297751, 6.033366 50.6298343, 6.0333574 50.6298575, 6.0333088 50.6298953, 6.0330822 50.6300496)",,yes,
551533713,False,,Schulstraße,living_street,,True,10.711,"LINESTRING (6.0342426 50.6303071, 6.0341041 50.6303466)",,,
551533713,False,,Schulstraße,living_street,,False,7.407,"LINESTRING (6.0342426 50.6303071, 6.0342676 50.6303009, 6.0343408 50.6302835)",,,
551533714,False,1,Schulstraße,living_street,20,True,32.935,"LINESTRING (6.0342426 50.6303071, 6.0343067 50.6303585, 6.0345421 50.6305343)",,,
523074157,False,,Maria-Theresia-Straße,residential,,False,4.653,"LINESTRING (6.0363753 50.6279266, 6.0363824 50.627885)",,,
25131582,False,,Obere Ibern,residential,50,True,183.489,"LINESTRING (6.0363753 50.6279266, 6.0363793 50.6280146, 6.0364082 50.6280762, 6.0368133 50.6284665, 6.037368 50.6288513, 6.0377207 50.6290115, 6.0380072 50.6291588)",,,
523075069,False,,Untere Ibern,residential,50,True,120.60000000000001,"LINESTRING (6.0363753 50.6279266, 6.0362106 50.6279932, 6.0360901 50.6280482, 6.0353914 50.6284912, 6.0353403 50.6285454, 6.0353118 50.6286103, 6.0353022 50.6286466, 6.0353009 50.6286797, 6.0353026 50.6287191)",,,
103521110,True,,Bahnhofsgasse,residential,30,False,95.806,"LINESTRING (6.0373099 50.6338267, 6.0373493 50.6339009, 6.0373741 50.6339558, 6.0374555 50.6342154, 6.0375279 50.63447, 6.0375613 50.6345552, 6.0376245 50.634663)",,,
