osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel,access
428777612,2,N14,Hoogstraatsesteenweg,primary,50,False,False,11.603,"LINESTRING (4.7603103 51.3501764, 4.7602125 51.3500918)",,,
"[685523833, 39293934]",1,,Bavelstraat,tertiary,,True,False,245.267,"LINESTRING (4.7603103 51.3501764, 4.7604427 51.3501765, 4.7605256 51.3501958, 4.7606019 51.3502379, 4.7628106 51.3514835, 4.762902 51.3515351, 4.7629806 51.3515831)",,,
"[377312112, 428777612]",2,N14,Hoogstraatsesteenweg,primary,50,False,True,259.535,"LINESTRING (4.7603103 51.3501764, 4.7602226 51.3508498, 4.7602073 51.3509947, 4.7602086 51.3510369, 4.7601748 51.3512654, 4.7600386 51.3521889, 4.7600246 51.352277, 4.7599941 51.3525018)",,,
428777612,2,N14,Hoogstraatsesteenweg,primary,50,False,True,11.603,"LINESTRING (4.7602125 51.3500918, 4.7603103 51.3501764)",,,
23088181,1,,Dorp,primary,,True,False,43.336999999999996,"LINESTRING (4.7602125 51.3500918, 4.7601534 51.3501035, 4.7599798 51.3500916, 4.7598567 51.3500756, 4.7597121 51.3500442, 4.7596741 51.3500244, 4.7596391 51.3499947)",roundabout,,
540395271,2,N14,Dorp,primary,,False,False,7.788,"LINESTRING (4.7600814 51.3496771, 4.7601151 51.3496103)",,,
251563158,1,,Dorp,primary,,True,False,52.308,"LINESTRING (4.7600814 51.3496771, 4.7601266 51.3496919, 4.7601735 51.3497211, 4.7602188 51.3498193, 4.7602738 51.3499855, 4.7602803 51.350031, 4.7602596 51.3500747, 4.7602125 51.3500918)",roundabout,,
23088183,2,N14,Dorp,primary,,False,False,21.264000000000003,"LINESTRING (4.7604658 51.3493031, 4.760566 51.3491738, 4.7605942 51.3491296)",,,
80438531,,,Doelenpad,residential,,False,False,217.37,"LINESTRING (4.7604658 51.3493031, 4.7606768 51.3493468, 4.7607357 51.3493611, 4.7607787 51.349372, 4.7609233 51.3494038, 4.7634844 51.3498159)",,,
540395271,2,N14,Dorp,primary,,False,True,42.294,"LINESTRING (4.7604658 51.3493031, 4.7602176 51.3494802, 4.7601151 51.3496103)",,,
23088183,2,N14,Dorp,primary,,False,True,99.90200000000002,"LINESTRING (4.7606327 51.3482331, 4.7606532 51.3484731, 4.7606532 51.3485635, 4.7606411 51.3487454, 4.760621 51.349007, 4.7606017 51.349099, 4.7605942 51.3491296)",,,
23088198,,N131,Bochtenstraat,secondary,,False,False,99.97100000000002,"LINESTRING (4.7606327 51.3482331, 4.7610219 51.3481804, 4.7611831 51.3481722, 4.7614482 51.3482206, 4.7617423 51.3482827, 4.7619014 51.3482946, 4.7620332 51.3482856)",,,
23893624,2,N14,Hoek,primary,70,False,False,74.62,"LINESTRING (4.7606327 51.3482331, 4.7605573 51.3480197, 4.7604949 51.3478012, 4.7604394 51.3476546, 4.7603594 51.3475922)",,,
23088198,,N131,Bochtenstraat,secondary,,False,False,158.221,"LINESTRING (4.7620332 51.3482856, 4.7621285 51.3482476, 4.7622484 51.3481659, 4.762361 51.3480597, 4.7626152 51.3478354, 4.7628108 51.347698, 4.7628676 51.3476641, 4.7631081 51.3475303, 4.7633912 51.3473836, 4.7636047 51.3472696)",,,
23088198,,N131,Bochtenstraat,secondary,,False,True,99.971,"LINESTRING (4.7620332 51.3482856, 4.7619014 51.3482946, 4.7617423 51.3482827, 4.7614482 51.3482206, 4.7611831 51.3481722, 4.7610219 51.3481804, 4.7606327 51.3482331)",,,
53154425,,,Merelstraat,residential,,False,False,81.677,"LINESTRING (4.7644943 51.3469129, 4.7638652 51.3462923)",,,
23088198,,N131,Bochtenstraat,secondary,,False,True,73.429,"LINESTRING (4.7644943 51.3469129, 4.7640129 51.3471001, 4.7636047 51.3472696)",,,
346098531,1,,Dorp,primary,,True,False,51.371,"LINESTRING (4.7596391 51.3499947, 4.7596338 51.3499675, 4.7596474 51.3499209, 4.7598092 51.349787, 4.759957 51.3496828, 4.7600183 51.3496703, 4.7600814 51.3496771)",roundabout,,
540395270,,N131,Sint-Lenaartsesteenweg,secondary,,False,True,14.216,"LINESTRING (4.7596391 51.3499947, 4.7595231 51.3500061, 4.7594369 51.3500146)",,,
80501290,,,Looiweg,residential,,False,False,122.327,"LINESTRING (4.7600971 51.3463939, 4.7601969 51.3466704, 4.76026 51.3468601, 4.7604564 51.3473504, 4.7605118 51.3474627)",,,
53154424,,,Vinkenpad,residential,,False,False,15.695,"LINESTRING (4.7605118 51.3474627, 4.7603801 51.3475774)",,,
53154424,,,Vinkenpad,residential,,False,True,89.676,"LINESTRING (4.7605118 51.3474627, 4.7606074 51.3474055, 4.7609595 51.347106, 4.7611828 51.3469252, 4.7613199 51.3468357)",,,
80501290,,,Looiweg,residential,,False,True,122.32699999999998,"LINESTRING (4.7605118 51.3474627, 4.7604564 51.3473504, 4.76026 51.3468601, 4.7601969 51.3466704, 4.7600971 51.3463939)",,,
53154424,,,Vinkenpad,residential,,False,False,86.539,"LINESTRING (4.7622067 51.346289, 4.7613199 51.3468357)",,,
53154458,,,Nachtegaalweg,residential,,False,True,146.098,"LINESTRING (4.7622067 51.346289, 4.7629865 51.3468005, 4.7636047 51.3472696)",,,
53154424,,,Vinkenpad,residential,,False,True,2.185,"LINESTRING (4.7603594 51.3475922, 4.7603801 51.3475774)",,,
23893624,2,N14,Hoek,primary,70,False,False,58.914,"LINESTRING (4.7603594 51.3475922, 4.7602653 51.3475457, 4.7600872 51.3474593, 4.759794 51.3473203, 4.759691 51.3472661)",,,
23893624,2,N14,Hoek,primary,70,False,True,74.62,"LINESTRING (4.7603594 51.3475922, 4.7604394 51.3476546, 4.7604949 51.3478012, 4.7605573 51.3480197, 4.7606327 51.3482331)",,,
23088198,,N131,Bochtenstraat,secondary,,False,False,73.429,"LINESTRING (4.7636047 51.3472696, 4.7640129 51.3471001, 4.7644943 51.3469129)",,,
23088198,,N131,Bochtenstraat,secondary,,False,True,158.221,"LINESTRING (4.7636047 51.3472696, 4.7633912 51.3473836, 4.7631081 51.3475303, 4.7628676 51.3476641, 4.7628108 51.347698, 4.7626152 51.3478354, 4.762361 51.3480597, 4.7622484 51.3481659, 4.7621285 51.3482476, 4.7620332 51.3482856)",,,
53154458,,,Nachtegaalweg,residential,,False,False,146.098,"LINESTRING (4.7636047 51.3472696, 4.7629865 51.3468005, 4.7622067 51.346289)",,,
80438482,,,Vonderstraat,residential,,False,False,25.4,"LINESTRING (4.7564946 51.3546875, 4.7563468 51.3545806, 4.7562525 51.3545163)",,,
80438509,,,Sint-Willebrordusstraat,residential,,False,False,85.261,"LINESTRING (4.7562525 51.3545163, 4.756976 51.3538968)",,,
80438482,,,Vonderstraat,residential,,False,False,154.471,"LINESTRING (4.7562525 51.3545163, 4.7558886 51.3543514, 4.7552549 51.3540892, 4.754642 51.3538159, 4.7544374 51.3537141)",,,
80438482,,,Vonderstraat,residential,,False,True,25.4,"LINESTRING (4.7562525 51.3545163, 4.7563468 51.3545806, 4.7564946 51.3546875)",,,
80438482,,,Vonderstraat,residential,,False,True,154.471,"LINESTRING (4.7544374 51.3537141, 4.754642 51.3538159, 4.7552549 51.3540892, 4.7558886 51.3543514, 4.7562525 51.3545163)",,,
1157191553,,,Molenstraat,residential,,False,False,110.905,"LINESTRING (4.7544374 51.3537141, 4.7540748 51.3535382, 4.7539097 51.3534797, 4.7534235 51.3533299, 4.7530487 51.3532325)",,,
