osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,junction,access,tunnel
23007500,Rue Léon Simon,tertiary,False,False,22.029,"LINESTRING (5.1060376 50.2960568, 5.1058062 50.2959249)",,,,,,
23007498,Avenue Schlogel,tertiary,False,True,60.456999999999994,"LINESTRING (5.1060376 50.2960568, 5.1062192 50.2962081, 5.1065644 50.2964838)",,,,,,
23007501,Rue du Centre,secondary,False,False,64.083,"LINESTRING (5.1027126 50.2972354, 5.1026051 50.2972298, 5.102536 50.2972072, 5.1023429 50.2971108, 5.1021153 50.2969739, 5.1019979 50.2969054)",N957,,,,,
31727287,Rue Piconette,residential,False,True,61.417,"LINESTRING (5.1027126 50.2972354, 5.1027003 50.2973682, 5.1026844 50.2974001, 5.1028083 50.2975293, 5.1029374 50.2975947, 5.1031256 50.2976416)",,,,,,
591878164,Rue du Condroz,secondary,False,True,71.422,"LINESTRING (5.1027126 50.2972354, 5.1027935 50.2972071, 5.103193 50.2967927, 5.1032769 50.2967122)",N957,,,,,
23007501,Rue du Centre,secondary,False,True,64.083,"LINESTRING (5.1019979 50.2969054, 5.1021153 50.2969739, 5.1023429 50.2971108, 5.102536 50.2972072, 5.1026051 50.2972298, 5.1027126 50.2972354)",N957,,,,,
23007502,Rue du Centre,tertiary,True,False,32.9,"LINESTRING (5.1019979 50.2969054, 5.1018663 50.2968227, 5.1016653 50.2966995)",,,,,,
32530772,Rue du Bonbonnier,secondary,False,True,83.07000000000001,"LINESTRING (5.1019979 50.2969054, 5.1019038 50.2969743, 5.1017325 50.2971027, 5.1014475 50.29733, 5.1012513 50.2974803)",N921,,,,,
"[327860398, 235255239]","['Rue du 11 Février', 'Rue du Centre']",tertiary,True,False,80.97,"LINESTRING (5.1007331 50.2961318, 5.1004004 50.295899, 5.1002534 50.295738, 5.1001458 50.2956196, 5.1000873 50.2955381)",,,,,,
23126037,Rue du Commerce,tertiary,True,False,39.3,"LINESTRING (5.0981753 50.2935975, 5.0979519 50.2934233, 5.0979208 50.293399, 5.0978247 50.2933241)",,,,,,
93522763,Rue Charles Capelle,residential,False,False,259.875,"LINESTRING (5.0981753 50.2935975, 5.0982192 50.2935681, 5.0991298 50.2929586, 5.0991878 50.2928838, 5.0992179 50.2928449, 5.0992206 50.2928051, 5.0992259 50.2927262, 5.0992239 50.2926395, 5.0992678 50.2925693, 5.0993467 50.2925216, 5.0994555 50.2924558, 5.099739 50.2923334, 5.0999634 50.2922412, 5.1000465 50.2922071, 5.1002142 50.2921395, 5.1006863 50.2921246)",,,,,,
23567076,Rue Saint-Pierre,unclassified,True,False,92.98100000000001,"LINESTRING (5.0979987 50.2955779, 5.0980705 50.2956251, 5.0984505 50.2958752, 5.0988386 50.2961194, 5.098921 50.2961712)",,,,,,
"[103053768, 226869357]",Rue d'Omalius,residential,True,False,49.876999999999995,"LINESTRING (5.0979987 50.2955779, 5.0980479 50.2955443, 5.098473 50.295264, 5.0984867 50.2952554)",,1,,,,
103189599,Rue d'Omalius,residential,False,True,303.867,"LINESTRING (5.0979987 50.2955779, 5.0979447 50.2956162, 5.0967103 50.2964918, 5.0966432 50.2965207, 5.0966213 50.2965301, 5.0965249 50.2965716, 5.0963833 50.2965811, 5.0944619 50.2962586)",,,,,,
23126037,Rue du Commerce,tertiary,True,False,36.692,"LINESTRING (5.0994293 50.2946354, 5.0991486 50.2943584)",,,,,,
226845604,Rue des Stations,residential,False,False,125.51399999999998,"LINESTRING (5.0957588 50.2931006, 5.0961038 50.2934598, 5.0963692 50.2937361, 5.0965314 50.2938895, 5.0967358 50.2940384)",,,30,,,
374743926,Rue Sainte-Barbe,unclassified,True,False,86.533,"LINESTRING (5.0957588 50.2931006, 5.0965266 50.2925665, 5.0965827 50.2925274)",,,,,,
23240856,Rue Sainte-Barbe,unclassified,True,False,81.237,"LINESTRING (5.0949775 50.293634, 5.0950086 50.2936135, 5.095253 50.2934529, 5.0957588 50.2931006)",,,,,,
23566991,Rue Piervenne,residential,True,False,22.666,"LINESTRING (5.0949775 50.293634, 5.0950457 50.2936824, 5.0951908 50.2937856)",,,,,,
31028194,Rue Walter Soeur,residential,False,False,316.64199999999994,"LINESTRING (5.098921 50.2961712, 5.0988352 50.2962315, 5.0986175 50.2963845, 5.0981958 50.2967017, 5.0980155 50.2968446, 5.0973777 50.2973478, 5.0971897 50.2974939, 5.0969216 50.2977432, 5.096832 50.2978265, 5.0964646 50.298173, 5.0964624 50.2981759, 5.096326 50.2983418, 5.0962876 50.2984495)",,,,,,
"[842449034, 150358543]",Rue Saint-Pierre,unclassified,False,False,24.118,"LINESTRING (5.098921 50.2961712, 5.0989521 50.2962069, 5.0990859 50.2963608)",,,,,,
23567078,Place Monseu,unclassified,False,False,14.335,"LINESTRING (5.0994696 50.2968445, 5.0995491 50.2968151, 5.0996436 50.2967792)",,,,,,
23567079,Square Omer Bertrand,unclassified,True,False,85.628,"LINESTRING (5.0994696 50.2968445, 5.0999158 50.2973492, 5.0999766 50.2974287, 5.1000467 50.2975203)",,,,,,
23567078,Place Monseu,unclassified,False,True,14.335,"LINESTRING (5.0996436 50.2967792, 5.0995491 50.2968151, 5.0994696 50.2968445)",,,,,,
151079557,Place Monseu,unclassified,True,False,36.188,"LINESTRING (5.0996436 50.2967792, 5.0997066 50.2967482, 5.1000472 50.2965806)",,,,,,
81581605,Rue des Héros,residential,True,False,47.944,"LINESTRING (5.1002573 50.2964376, 5.1003022 50.2964086, 5.1006666 50.2961733, 5.1007331 50.2961318)",,,,,,
150358547,Place Monseu,unclassified,False,True,21.876,"LINESTRING (5.1002573 50.2964376, 5.1002292 50.2964652, 5.1000472 50.2965806)",,,,,,
226846272,Place Monseu,unclassified,False,False,65.613,"LINESTRING (5.1002573 50.2964376, 5.1001319 50.2963572, 5.0999505 50.2962409, 5.0997845 50.2961345, 5.0996616 50.2960557, 5.099586 50.2960395)",,,,,,
"[23567077, 344196495]",Place Monseu,unclassified,True,False,60.315,"LINESTRING (5.0990859 50.2963608, 5.0991965 50.296514, 5.0992841 50.296622, 5.0994696 50.2968445)",,,,,,
"[842449034, 150358543]",Rue Saint-Pierre,unclassified,False,True,24.118,"LINESTRING (5.0990859 50.2963608, 5.0989521 50.2962069, 5.098921 50.2961712)",,,,,,
426521217,Avenue de Namur,secondary,False,True,25.142,"LINESTRING (5.1012199 50.2983835, 5.1012166 50.2981574)",N921,,,,,
23567080,Avenue de Namur,secondary,False,False,90.214,"LINESTRING (5.1012199 50.2983835, 5.1012188 50.2984809, 5.1012126 50.2991948)",N921,,50,,,
"[151091858, 467812635]",Rue Notre-Dame de Hal,unclassified,True,False,114.84400000000001,"LINESTRING (5.1012199 50.2983835, 5.1010031 50.2982518, 5.1009263 50.2982051, 5.1008446 50.2981477, 5.1006908 50.2980398, 5.1005147 50.2979163, 5.1002448 50.2977361, 5.100064 50.2976681)",,1,50,,,
23567080,Avenue de Namur,secondary,False,True,90.214,"LINESTRING (5.1012126 50.2991948, 5.1012188 50.2984809, 5.1012199 50.2983835)",N921,,50,,,
96575704,Avenue de Namur,residential,False,False,241.907,"LINESTRING (5.1012126 50.2991948, 5.1019464 50.2991948, 5.1022012 50.2992154, 5.1025981 50.2992154, 5.1027174 50.2992505, 5.1027529 50.2993391, 5.1028594 50.2999841, 5.1028981 50.3000336, 5.1034885 50.3001943)",,,,,,
23567084,Rue Édouard Dinot,unclassified,False,False,169.776,"LINESTRING (5.1006863 50.2921246, 5.1007111 50.2925241, 5.1007627 50.2929657, 5.100738 50.2931293, 5.1006885 50.2932596, 5.1006585 50.293319, 5.1005685 50.2934014, 5.1003255 50.2935613)",,,,,,
93522763,Rue Charles Capelle,residential,False,True,259.875,"LINESTRING (5.1006863 50.2921246, 5.1002142 50.2921395, 5.1000465 50.2922071, 5.0999634 50.2922412, 5.099739 50.2923334, 5.0994555 50.2924558, 5.0993467 50.2925216, 5.0992678 50.2925693, 5.0992239 50.2926395, 5.0992259 50.2927262, 5.0992206 50.2928051, 5.0992179 50.2928449, 5.0991878 50.2928838, 5.0991298 50.2929586, 5.0982192 50.2935681, 5.0981753 50.2935975)",,,,,,
386941939,,unclassified,False,False,25.473,"LINESTRING (5.1003255 50.2935613, 5.100066 50.2934032)",,,,,,
23567084,Rue Édouard Dinot,unclassified,False,True,169.77599999999998,"LINESTRING (5.1003255 50.2935613, 5.1005685 50.2934014, 5.1006585 50.293319, 5.1006885 50.2932596, 5.100738 50.2931293, 5.1007627 50.2929657, 5.1007111 50.2925241, 5.1006863 50.2921246)",,,,,,
23126037,Rue du Commerce,tertiary,True,False,109.27700000000002,"LINESTRING (5.0991486 50.2943584, 5.0990569 50.2942911, 5.0986622 50.293983, 5.0984482 50.2938076, 5.0981753 50.2935975)",,,,,,
377585266,Rue Édouard Dinot,unclassified,True,False,121.858,"LINESTRING (5.0991486 50.2943584, 5.099745 50.2939672, 5.1003255 50.2935613)",,,,,,
32530772,Rue du Bonbonnier,secondary,False,True,13.891,"LINESTRING (5.1012204 50.2980325, 5.1012166 50.2981574)",N921,,,,,
32530772,Rue du Bonbonnier,secondary,False,False,22.853,"LINESTRING (5.1012204 50.2980325, 5.1012266 50.2979151, 5.1012313 50.2978271)",N921,,,,,
95421221,Rue du Tilleul,residential,True,False,185.188,"LINESTRING (5.1012204 50.2980325, 5.101084 50.2980358, 5.1009277 50.2979959, 5.1006992 50.2978413, 5.1002533 50.2973983, 5.0996436 50.2967792)",,,,,,
32530282,Rempart des Béguines,residential,False,False,33.519,"LINESTRING (5.1012831 50.2945694, 5.1013939 50.2946174, 5.1016017 50.2947141, 5.1016157 50.294765)",,,,,,
32530282,Rempart des Béguines,residential,False,True,33.519,"LINESTRING (5.1016157 50.294765, 5.1016017 50.2947141, 5.1013939 50.2946174, 5.1012831 50.2945694)",,,,,,
84472173,Rue Famenne,residential,True,False,56.869,"LINESTRING (5.1016157 50.294765, 5.1015105 50.29483, 5.100986 50.2950798)",,,,,,
226875139,Rempart des Béguines,residential,False,False,54.048,"LINESTRING (5.1016157 50.294765, 5.1016944 50.294808, 5.1022431 50.2950392)",,,,,,
226874783,Rue Verte Voie,residential,False,True,55.993,"LINESTRING (5.1071961 50.2940607, 5.1070628 50.2938536, 5.1068048 50.2936277)",,,,,,
842449033,,secondary,True,False,16.634999999999998,"LINESTRING (5.1071961 50.2940607, 5.1072339 50.2940543, 5.1072729 50.2940548, 5.1073102 50.2940621, 5.1073429 50.2940756, 5.1073687 50.2940944, 5.1073854 50.2941169)",,,,roundabout,,
27654198,Chemin du Tersoit,secondary,False,False,24.675,"LINESTRING (5.1073854 50.2941169, 5.1075244 50.2940839, 5.1076887 50.2940121)",N957,,,,,
842448988,,secondary,True,False,7.537999999999999,"LINESTRING (5.1073854 50.2941169, 5.1073916 50.2941392, 5.107389 50.2941617, 5.1073777 50.2941831)",,,,roundabout,,
27654196,Rue Saint-Hubert,secondary,False,True,228.20200000000003,"LINESTRING (5.1071559 50.2942107, 5.1069621 50.2943242, 5.106595 50.2945017, 5.1065163 50.2945429, 5.1062689 50.2946624, 5.1054798 50.2950612, 5.1048164 50.2954533, 5.1047591 50.2954894, 5.1047256 50.2955406)",N957,,,,,
