osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,bridge,maxspeed,junction,tunnel
221491548,Rue des 3 Escabelles,living_street,False,False,115.92299999999999,,"LINESTRING (4.9144641 50.2567182, 4.9145116 50.2566788, 4.9146213 50.2566206, 4.9148847 50.2565054, 4.9153435 50.2563739, 4.9157251 50.2563007, 4.915779 50.2562891, 4.9158953 50.2562478)",,,,,
108014065,Rue de la Grêle,residential,True,False,26.821,,"LINESTRING (4.9164246 50.2560923, 4.9167705 50.255996)",,,,,
234571510,,residential,False,False,13.127,,"LINESTRING (4.9164246 50.2560923, 4.9162559 50.2560443)",,,,,
"[444646026, 444646027]","['Avenue Colonel Cadoux', 'Rue Colonel Cadoux']",residential,False,"[False, True]",396.574,,"LINESTRING (4.9099738 50.2607854, 4.9098612 50.260874, 4.90941 50.261157, 4.9086137 50.261695, 4.9084642 50.2618617, 4.9080315 50.2622023, 4.9072707 50.2629146, 4.9070718 50.2631271, 4.9067037 50.2635653, 4.9066504 50.2636254)",,,,,
235269323,Quai Jean-Baptiste Culot,primary,False,False,29.091,N92,"LINESTRING (4.9090452 50.2626622, 4.908798 50.2628707)",,,,,
93759101,Place Patenier,residential,True,False,54.117999999999995,,"LINESTRING (4.9090452 50.2626622, 4.9091419 50.2626951, 4.9091664 50.2627034, 4.9097184 50.2628895)",,,,,
235269323,Quai Jean-Baptiste Culot,primary,False,True,49.709,N92,"LINESTRING (4.9090452 50.2626622, 4.909211 50.2625362, 4.9095275 50.2623392)",,,,,
235269323,Quai Jean-Baptiste Culot,primary,False,True,87.489,N92,"LINESTRING (4.9081854 50.263553, 4.9085052 50.2631866, 4.9087858 50.2628819, 4.908798 50.2628707)",,,,,
221491548,Rue des 3 Escabelles,living_street,False,True,115.923,,"LINESTRING (4.9158953 50.2562478, 4.915779 50.2562891, 4.9157251 50.2563007, 4.9153435 50.2563739, 4.9148847 50.2565054, 4.9146213 50.2566206, 4.9145116 50.2566788, 4.9144641 50.2567182)",,,,,
234571654,Rue Saint-Roch,living_street,False,True,27.294,,"LINESTRING (4.9171846 50.2553074, 4.9168318 50.2552106)",,,,,
99258551,Rue de la Grêle,residential,True,False,55.208,,"LINESTRING (4.9171846 50.2553074, 4.9172488 50.2551299, 4.9172909 50.2549745, 4.9173211 50.2548191)",,,,,
93759101,Place Patenier,residential,True,False,43.675,,"LINESTRING (4.9097184 50.2628895, 4.9102599 50.2630751)",,,,,
93759098,Place Patenier,residential,True,False,27.991,,"LINESTRING (4.9102599 50.2630751, 4.9101886 50.2631702, 4.91009 50.2633022)",,,,,
93759102,Place Patenier,residential,True,False,46.208,,"LINESTRING (4.91009 50.2633022, 4.909513 50.2631108)",,,,,
27842839,Rue Pierre-Joseph Lion,residential,False,True,45.991,,"LINESTRING (4.9151146 50.2579727, 4.914643 50.2578225, 4.9145413 50.2577817)",,,,,
235269324,Rue de la Station,primary,False,False,35.298,N96,"LINESTRING (4.9094224 50.2602998, 4.90959 50.2602, 4.9098061 50.2600992)",,,,,
235269324,Rue de la Station,primary,False,True,80.18,N96,"LINESTRING (4.9094224 50.2602998, 4.9092788 50.2603852, 4.9090837 50.2605319, 4.9089407 50.2606611, 4.9087329 50.2608668)",,,,,
643386944,Square de la Brigade Piron,unclassified,False,True,103.13000000000001,,"LINESTRING (4.9094224 50.2602998, 4.909223 50.2602706, 4.9090741 50.2603725, 4.908926 50.2604894, 4.9087721 50.2606377, 4.9085516 50.2606899, 4.9085141 50.260751, 4.9085261 50.2607886, 4.9085975 50.2608475)",,,,,
"[444646026, 444646027]","['Avenue Colonel Cadoux', 'Rue Colonel Cadoux']",residential,False,"[False, True]",396.574,,"LINESTRING (4.9066504 50.2636254, 4.9067037 50.2635653, 4.9070718 50.2631271, 4.9072707 50.2629146, 4.9080315 50.2622023, 4.9084642 50.2618617, 4.9086137 50.261695, 4.90941 50.261157, 4.9098612 50.260874, 4.9099738 50.2607854)",,,,,
694449326,Pont Charles de Gaulle,primary,True,False,5.079,,"LINESTRING (4.9119246 50.2604883, 4.9119958 50.2604921)",1,yes,,,
"[799465896, 25672371]",Pont Charles de Gaulle,primary,False,True,107.735,N936,"LINESTRING (4.9119246 50.2604883, 4.9118382 50.2604718, 4.910585 50.26023, 4.9104734 50.260209)",2,yes,40,,
"[650976705, 693118749]","['Pont Charles de Gaulle', 'Avenue Winston Churchill']",primary,True,False,18.485,N95,"LINESTRING (4.9119958 50.2604921, 4.9120453 50.2604908, 4.9120818 50.2604851, 4.9121263 50.260468, 4.912155 50.2604491, 4.9121757 50.2604295, 4.9121908 50.2604039)",1,yes,,,
"[650978065, 650978062]","['Pont Charles de Gaulle', 'Place Reine Astrid']",primary,True,False,14.925,,"LINESTRING (4.9119958 50.2604921, 4.9120401 50.2605135, 4.9120955 50.2605407, 4.9121172 50.2605521, 4.9121672 50.2605689)",,yes,,,
694449324,Place Reine Astrid,primary,True,False,1.758,,"LINESTRING (4.9122327 50.2606781, 4.9122089 50.2606824)",,,,roundabout,
650976710,Place Reine Astrid,primary,True,False,14.081,,"LINESTRING (4.9122089 50.2606824, 4.9121597 50.2607682, 4.9121196 50.2607924)",,,,,
693118748,Place Reine Astrid,primary,True,False,7.669,,"LINESTRING (4.9122089 50.2606824, 4.9121873 50.2606826, 4.9121663 50.2606797, 4.9121469 50.2606736, 4.9121302 50.2606649, 4.9121173 50.2606538)",,,,roundabout,
1188247417,Place Reine Astrid,primary,True,False,4.154999999999999,,"LINESTRING (4.9121173 50.2606538, 4.9121093 50.2606425, 4.9121053 50.2606303, 4.9121054 50.2606178)",,,,roundabout,
650976712,Place Reine Astrid,primary,True,False,18.468,,"LINESTRING (4.9121672 50.2605689, 4.9121657 50.260554, 4.9121736 50.2605154, 4.9121874 50.2604586, 4.9121908 50.2604039)",,,,,
650976713,Place Reine Astrid,primary,True,False,19.822000000000003,,"LINESTRING (4.9121672 50.2605689, 4.9121947 50.2605659, 4.9122223 50.2605683, 4.9122476 50.2605759, 4.912268 50.260588, 4.9122819 50.2606035, 4.9122878 50.2606209, 4.9122852 50.2606386, 4.9122743 50.2606551, 4.9122563 50.2606687, 4.9122327 50.2606781)",,,,roundabout,
"[650976706, 650976707]","['Pont Charles de Gaulle', 'Place Reine Astrid']",primary,True,False,19.759,,"LINESTRING (4.9121054 50.2606178, 4.9120907 50.2605957, 4.9120729 50.2605774, 4.9120541 50.2605552, 4.9120245 50.2605369, 4.911979 50.2605103, 4.9119246 50.2604883)",1,yes,,,
694449325,Place Reine Astrid,primary,True,False,7.36,,"LINESTRING (4.9121054 50.2606178, 4.9121097 50.2606057, 4.9121178 50.2605944, 4.9121295 50.2605844, 4.9121469 50.2605752, 4.9121672 50.2605689)",,,,roundabout,
"[77894131, 1062959036]",Rue André Sodar,residential,False,True,74.15299999999999,,"LINESTRING (4.9097528 50.2593086, 4.9097699 50.2593632, 4.9097918 50.2594755, 4.9098119 50.2596008, 4.9098288 50.2598592, 4.9099238 50.259955)",,,,,
1241396092,Rue en Rhée,residential,False,True,21.293,,"LINESTRING (4.9151954 50.2592507, 4.9149144 50.2591844)",,,,,
