osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge,junction,access,tunnel
8063787,,Rue Saint-Hubert,residential,True,False,99.321,"LINESTRING (5.5680863 50.6452382, 5.5682733 50.6452568, 5.5688913 50.6453488, 5.5693741 50.645449, 5.5694462 50.6454652)",,,,,,
223727052,,Mont Saint-Martin,residential,False,False,21.976,"LINESTRING (5.5680863 50.6452382, 5.5680937 50.6453064, 5.5680934 50.6453399, 5.5680855 50.6453693, 5.5680745 50.6454098, 5.5680679 50.6454343)",50,,,,,
1133807112,,Square Saint-Léonard,residential,False,True,13.026,"LINESTRING (5.5679644 50.645765, 5.5679943 50.6456494)",50,,,,,
99050490,,Rue des Bons Enfants,residential,True,False,56.31,"LINESTRING (5.5679644 50.645765, 5.5679164 50.6458347, 5.5677915 50.6462577)",30,,,,,
99050493,,Rue Léon Mignon,residential,False,False,5.17,"LINESTRING (5.5679644 50.645765, 5.5679991 50.6457705, 5.568034 50.6457793)",,,,,,
99050493,,Rue Léon Mignon,residential,False,True,5.17,"LINESTRING (5.568034 50.6457793, 5.5679991 50.6457705, 5.5679644 50.645765)",,,,,,
99050542,,Rue Léon Mignon,residential,True,False,32.601,"LINESTRING (5.568034 50.6457793, 5.5681427 50.6457987, 5.5682286 50.6458198, 5.5683347 50.6458365, 5.5684147 50.6458372, 5.5684827 50.6458369)",,,,,,
353402366,2,Place des Bons Enfants,primary,True,False,42.56100000000001,"LINESTRING (5.5686878 50.6458386, 5.5687224 50.6458016, 5.5687409 50.6457856, 5.5687571 50.645777, 5.5687865 50.6457688, 5.5688259 50.64576, 5.5688721 50.6457566, 5.5689244 50.6457597, 5.5690733 50.6458031, 5.5692106 50.6458356)",50,N3,,roundabout,,
39544593,2,Rue de Bruxelles,primary,True,False,170.27300000000002,"LINESTRING (5.5692106 50.6458356, 5.5693351 50.6457818, 5.5695677 50.6456863, 5.5696133 50.645677, 5.5696675 50.6456667, 5.569733 50.645665, 5.5698023 50.6456754, 5.5698504 50.6456877, 5.5699679 50.6457187, 5.5703032 50.6458395, 5.5706136 50.645941, 5.5707306 50.6459754, 5.5708309 50.6459993, 5.5708928 50.6460115, 5.5710367 50.6460399, 5.5712005 50.6460514, 5.5714158 50.6460564)",50,N3,,,,
"[353402361, 353402364]",,Place des Bons Enfants,primary,True,False,17.905,"LINESTRING (5.5692106 50.6458356, 5.5692519 50.6458581, 5.5692778 50.6458967, 5.5693346 50.6459732)",50,N3,,roundabout,,
28670471,1,Place Notger,primary_link,True,False,25.552,"LINESTRING (5.5720023 50.6460474, 5.5721153 50.6460722, 5.5721612 50.6460972, 5.5722039 50.6461371, 5.5722232 50.6461684, 5.5722268 50.6462021)",,N3,,,,
55804109,2,Rue de Bruxelles,primary,True,False,56.054,"LINESTRING (5.5720023 50.6460474, 5.5720723 50.6460335, 5.572144 50.6460089, 5.5722598 50.6459544, 5.5724422 50.6457394, 5.5724924 50.6456767)",50,N3,,,,
39544591,3,Place Saint-Lambert,residential,False,True,113.067,"LINESTRING (5.5726316 50.644563, 5.5726675 50.6446488, 5.572646 50.6447146, 5.5725149 50.6450235, 5.5724705 50.6451431, 5.5724532 50.645289, 5.5724706 50.6454135, 5.572491 50.6454662, 5.57252 50.6455569)",50,,,,,
"[1233058769, 1183576986]",1,"[""Place de l'Opéra"", 'Rue Joffre']",residential,True,False,152.532,"LINESTRING (5.5726316 50.644563, 5.5725845 50.6445331, 5.5724981 50.6444916, 5.5715789 50.6440177, 5.5715035 50.6439865, 5.5714492 50.6439693, 5.5713262 50.6439413, 5.5712525 50.643931, 5.5711664 50.6439247, 5.5710782 50.6439243, 5.5709984 50.6439244, 5.5709417 50.6439294, 5.5708098 50.6439467)",50,,,,,
8106825,,Rue des Mineurs,residential,True,False,89.978,"LINESTRING (5.5769502 50.6458474, 5.5768446 50.6458941, 5.5768211 50.6459045, 5.5767205 50.6460175, 5.5764851 50.6462684, 5.5763363 50.6463959, 5.5762889 50.6465214)",,,,,,
1245659743,3,Rue Saint-Pholien,primary,False,True,7.49,"LINESTRING (5.5796405 50.643303, 5.5797282 50.643265)",50,,,,,
"[1245659746, 635310119, 8063762, 131406518, 1000889341]",3,"['Pont des Arches', 'Rue Léopold']",primary,False,True,180.511,"LINESTRING (5.5796405 50.643303, 5.5795967 50.6433168, 5.579518 50.6433393, 5.5794729 50.6433538, 5.5794407 50.6433641, 5.5780326 50.6438087, 5.5780051 50.6438175, 5.5779729 50.6438288, 5.5774892 50.6439934, 5.5773568 50.6440361)",50,N3,yes,,,
1194764899,,Place Xavier Neujean,residential,False,True,5.406,"LINESTRING (5.5696687 50.6433088, 5.569624 50.6433483)",30,,,,,
244164485,2,Rue des Dominicains,residential,False,True,44.227000000000004,"LINESTRING (5.5696687 50.6433088, 5.5699174 50.6430784, 5.570023 50.6429806)",,,,,,
346666321,,Rue Hamal,residential,True,False,99.13300000000001,"LINESTRING (5.5696687 50.6433088, 5.5704096 50.6436462, 5.5704926 50.6436839, 5.5706283 50.6437465, 5.570704 50.6437954, 5.5707553 50.6438612)",,,,,,
156701453,,Rue Georges Clemenceau,residential,False,False,19.545,"LINESTRING (5.5711399 50.6433988, 5.5709136 50.6432973)",,,,,no,
"[37341976, 9931683]",,"['Place Verte', 'Rue Haute Sauvenière']",residential,True,False,187.37299999999996,"LINESTRING (5.5694462 50.6454652, 5.5695517 50.6453526, 5.5700788 50.6449459, 5.5701444 50.6448971, 5.5704917 50.6447409, 5.5706432 50.6446708, 5.5706951 50.644657, 5.5707364 50.6446551, 5.5707858 50.6446454, 5.5708191 50.6446258, 5.5708499 50.6445972, 5.5708676 50.6445633, 5.5708745 50.6445208, 5.5708689 50.6444554, 5.5708309 50.6442607, 5.570799 50.6441871)",,,,,,
"[99345289, 185060962]",,"['Rue Saint-Pierre', 'Rue Sainte-Croix']",living_street,False,False,119.13399999999999,"LINESTRING (5.5694462 50.6454652, 5.5696335 50.6454988, 5.5704477 50.6456222, 5.5705832 50.6456441, 5.5706811 50.6456617, 5.5710699 50.6457559)",,,,,,
27818144,2,,primary,True,False,68.318,"LINESTRING (5.5676546 50.6467066, 5.5681137 50.6464973, 5.5681566 50.6464732, 5.5682064 50.6464422, 5.5682534 50.6464116, 5.5682928 50.6463811, 5.5683373 50.6463432, 5.568378 50.6463053)",50,N3,,,,
27434279,2,Place des Bons Enfants,primary,True,False,15.176,"LINESTRING (5.568525 50.6460969, 5.5686046 50.6459701)",50,N3,,roundabout,,
99050522,,Rue Léon Mignon,residential,True,False,46.163,"LINESTRING (5.5686046 50.6459701, 5.568491 50.6459152, 5.5682267 50.6458513, 5.5680704 50.6458086, 5.568034 50.6457793)",,,,,,
353402365,2,Place des Bons Enfants,primary,True,False,15.756,"LINESTRING (5.5686046 50.6459701, 5.5686383 50.6459143, 5.5686878 50.6458386)",50,N3,,roundabout,,
39544587,2,,primary,True,False,94.053,"LINESTRING (5.568767 50.646192, 5.5687255 50.6462016, 5.5686853 50.6462239, 5.5686624 50.6462348, 5.5685629 50.646389, 5.5685238 50.6464448, 5.5684919 50.6464787, 5.5684375 50.6465149, 5.5683773 50.6465487, 5.5683103 50.6465798, 5.5678813 50.646792)",50,N3,,,,
"[353402362, 353402363]",,Place des Bons Enfants,primary,True,False,20.171999999999997,"LINESTRING (5.568767 50.646192, 5.5686947 50.6461729, 5.5686207 50.6461401, 5.568525 50.6460969)",50,N3,,roundabout,,
9931895,,Rue Fond Saint-Servais,residential,False,False,30.517999999999994,"LINESTRING (5.5690896 50.6462401, 5.5691342 50.6462691, 5.5691891 50.6462922, 5.5692932 50.6463261, 5.5693669 50.6463478, 5.5694573 50.6463814)",30,,,,,
353402367,2,Place des Bons Enfants,primary,True,False,23.513,"LINESTRING (5.5690896 50.6462401, 5.5690488 50.6462413, 5.5690147 50.6462381, 5.5688301 50.6462039, 5.568767 50.646192)",50,N3,,roundabout,,
353402367,2,Place des Bons Enfants,primary,True,False,35.278,"LINESTRING (5.5693346 50.6459732, 5.5692635 50.646083, 5.5692289 50.6461366, 5.5692054 50.6461638, 5.5691756 50.6461955, 5.5691542 50.6462155, 5.5691265 50.6462311, 5.5690896 50.6462401)",50,N3,,roundabout,,
28670474,1,Place Notger,primary_link,True,False,37.663999999999994,"LINESTRING (5.5714089 50.6463307, 5.5713299 50.6462819, 5.5713018 50.646259, 5.5712822 50.6462292, 5.5712774 50.6461993, 5.5712799 50.6461663, 5.5712885 50.6461406, 5.5713118 50.6461134, 5.5714158 50.6460564)",,,,,,
55804118,2,Rue de Bruxelles,primary,True,False,163.98399999999995,"LINESTRING (5.5714089 50.6463307, 5.571175 50.6462856, 5.5710612 50.6462612, 5.570943 50.646229, 5.570549 50.6460845, 5.570134 50.6459484, 5.5699464 50.645884, 5.5698792 50.6458601, 5.5698042 50.6458411, 5.5697599 50.6458362, 5.5697156 50.6458357, 5.5696721 50.645838, 5.5696304 50.6458445, 5.5694788 50.6458926, 5.5693767 50.6459407, 5.5693346 50.6459732)",50,N3,,,,
55804122,2,Rue de Bruxelles,primary,True,False,18.209,"LINESTRING (5.5722268 50.6462021, 5.5721941 50.646243, 5.5721451 50.6462844, 5.5720565 50.6463193)",50,N3,,,,
908046446,,Square Saint-Léonard,residential,False,False,24.475,"LINESTRING (5.5680679 50.6454343, 5.5679943 50.6456494)",50,,,,,
223727052,,Mont Saint-Martin,residential,False,True,21.976,"LINESTRING (5.5680679 50.6454343, 5.5680745 50.6454098, 5.5680855 50.6453693, 5.5680934 50.6453399, 5.5680937 50.6453064, 5.5680863 50.6452382)",50,,,,,
8063892,,Rue Agimont,residential,True,False,41.94799999999999,"LINESTRING (5.5677915 50.6462577, 5.5681781 50.6463085, 5.5682784 50.6463044, 5.568378 50.6463053)",30,,,,,
27818144,2,,primary,True,False,25.436,"LINESTRING (5.568378 50.6463053, 5.5684122 50.6462691, 5.5684332 50.6462426, 5.568525 50.6460969)",50,N3,,,,
42987730,,Rue Mère Dieu,residential,False,False,45.622,"LINESTRING (5.5772245 50.6468009, 5.5771658 50.646858, 5.5771276 50.6469007, 5.5768862 50.647147, 5.5768837 50.6471496)",,,,,,
635310097,,Rue Hors-Château,residential,False,False,73.008,"LINESTRING (5.5772245 50.6468009, 5.577164 50.6467821, 5.5770128 50.646742, 5.5763889 50.646562, 5.5762889 50.6465214)",30,,,,,
"[635310097, 530525926, 635310105]",,Rue Hors-Château,residential,False,True,131.526,"LINESTRING (5.5772245 50.6468009, 5.5779687 50.6469953, 5.5780416 50.6470132, 5.5782267 50.6470586, 5.5783731 50.6470898, 5.5789665 50.6472229)",30,,,,,
27087103,,Rue du Palais,residential,True,False,157.11599999999999,"LINESTRING (5.5762889 50.6465214, 5.5761572 50.6465583, 5.5760773 50.6465557, 5.5757903 50.6465172, 5.5752966 50.646517, 5.5747553 50.6465268, 5.5747311 50.6465272, 5.5744054 50.6465535, 5.5742849 50.6465632, 5.5742652 50.6465648, 5.574084 50.6465748)",30,,,,,
635310097,,Rue Hors-Château,residential,False,True,73.008,"LINESTRING (5.5762889 50.6465214, 5.5763889 50.646562, 5.5770128 50.646742, 5.577164 50.6467821, 5.5772245 50.6468009)",30,,,,,
32380351,,Rue Velbruck,residential,False,True,79.252,"LINESTRING (5.5789665 50.6472229, 5.5790237 50.6471446, 5.5794721 50.6465864)",,,,,,
"[635310105, 635310097, 530525926]",,Rue Hors-Château,residential,False,False,131.526,"LINESTRING (5.5789665 50.6472229, 5.5783731 50.6470898, 5.5782267 50.6470586, 5.5780416 50.6470132, 5.5779687 50.6469953, 5.5772245 50.6468009)",30,,,,,
8106827,,Rue de la Madeleine,residential,True,False,116.876,"LINESTRING (5.5753004 50.6447006, 5.5752484 50.6446242, 5.5752594 50.6445836, 5.5752864 50.6445452, 5.5755598 50.644277, 5.5755685 50.6442685, 5.5757252 50.6441134, 5.5760433 50.6438021)",,,,,,
"[74543531, 74543533]",2,Rue Léopold,primary,False,False,128.89999999999998,"LINESTRING (5.5753004 50.6447006, 5.575774 50.6445476, 5.5759143 50.6445023, 5.5762781 50.6443847, 5.5765929 50.644283, 5.5769292 50.6441743)",50,N3,,,,
"[8038944, 931420994, 74543531, 25069042, 323754099]","['2', '4']","['Place Saint-Lambert', 'Rue Léopold']",primary,False,True,228.215,"LINESTRING (5.5753004 50.6447006, 5.5748203 50.6448551, 5.5745133 50.6449558, 5.5743928 50.6450638, 5.5742929 50.6451853, 5.5742697 50.6452208, 5.5741165 50.6454594, 5.5740813 50.6454986, 5.5739947 50.6455674, 5.5739277 50.6455969, 5.5738517 50.6456168, 5.5737627 50.6456351, 5.5736632 50.645647, 5.5736383 50.6456486, 5.5735531 50.6456542, 5.5734194 50.6456592, 5.5733082 50.6456611, 5.5730753 50.6456551, 5.5728789 50.6456465, 5.5727732 50.6456377)",50,N3,,,,
31695864,2,Rue Jamin Saint-Roch,residential,False,True,51.67,"LINESTRING (5.5760433 50.6438021, 5.5756212 50.6436713, 5.5755526 50.6436426, 5.5754024 50.6435788)",,,,,,
40028207,,Rue de Gueldre,residential,True,False,74.985,"LINESTRING (5.5760433 50.6438021, 5.5768289 50.6441224, 5.5769292 50.6441743)",,,,,,
58563880,,Rue de la Madeleine,residential,True,False,53.682,"LINESTRING (5.5760433 50.6438021, 5.5761923 50.6436761, 5.5764687 50.6434586, 5.5765169 50.6434243)",,,,,,
74543533,2,Rue Léopold,primary,False,False,33.841,"LINESTRING (5.5769292 50.6441743, 5.5772113 50.6440832, 5.5773568 50.6440361)",50,N3,,,,
"[74543531, 74543533]",2,Rue Léopold,primary,False,True,128.9,"LINESTRING (5.5769292 50.6441743, 5.5765929 50.644283, 5.5762781 50.6443847, 5.5759143 50.6445023, 5.575774 50.6445476, 5.5753004 50.6447006)",50,N3,,,,
"[244164497, 244164500]",,Quai sur Meuse,tertiary,True,False,101.61800000000001,"LINESTRING (5.5771152 50.6424441, 5.5770694 50.6424027, 5.5769421 50.6422877, 5.5768072 50.642168, 5.5767436 50.6421083, 5.5766686 50.6420405, 5.5765397 50.641924, 5.5764566 50.6418733, 5.576371 50.64185, 5.5762022 50.6417984, 5.5761619 50.6417884)",50,,,,,
"[8106834, 1192459389]",1,Rue Chéravoie,residential,True,False,74.227,"LINESTRING (5.5771152 50.6424441, 5.5764516 50.6428735, 5.5763763 50.6429195)",,,,,,
193766301,,Rue Pierreuse,residential,False,True,11.324,"LINESTRING (5.5726196 50.6479822, 5.5726741 50.648078)",30,,,,,
156702232,,Rue Volière,residential,True,False,170.969,"LINESTRING (5.5726196 50.6479822, 5.5725308 50.6479486, 5.5718986 50.6475314, 5.5716724 50.64738, 5.5716456 50.6473233, 5.5716463 50.6472303, 5.5716475 50.6472049, 5.5716273 50.6471731, 5.5715951 50.6471391, 5.5713451 50.6469618, 5.5712586 50.646908, 5.5711391 50.6468167)",30,,,,,
9931864,,Rue Fond Saint-Servais,residential,False,False,72.513,"LINESTRING (5.5690883 50.6465716, 5.5691399 50.6465924, 5.5692 50.6465964, 5.5696366 50.6465295, 5.5699752 50.6465715, 5.570024 50.6465507, 5.5700607 50.6465257)",30,,,,,
9931891,,Rue des Anglais,residential,True,False,304.338,"LINESTRING (5.5690883 50.6465716, 5.5689713 50.6465988, 5.5689209 50.6466182, 5.5688919 50.6466515, 5.5688479 50.6467732, 5.5686358 50.6473072, 5.5685637 50.6474919, 5.5684436 50.6476225, 5.5682807 50.6477589, 5.5676727 50.6481455, 5.5676257 50.6481631, 5.5675666 50.6481776, 5.5674936 50.6481763, 5.5674363 50.6481504, 5.566784 50.6477926, 5.5667387 50.6477806, 5.5666846 50.6477776, 5.5665835 50.6478064)",30,,,,,
9931898,,Rue des Anglais,residential,False,True,34.9,"LINESTRING (5.5690883 50.6465716, 5.5691608 50.6465524, 5.5692899 50.6465144, 5.5693292 50.6464991, 5.569365 50.6464803, 5.5694067 50.6464413, 5.5694573 50.6463814)",30,,,,,
9931895,,Rue Fond Saint-Servais,residential,False,False,45.517,"LINESTRING (5.5694573 50.6463814, 5.5696211 50.6464119, 5.5698106 50.6464602, 5.5700607 50.6465257)",30,,,,,
9931895,,Rue Fond Saint-Servais,residential,False,True,30.518,"LINESTRING (5.5694573 50.6463814, 5.5693669 50.6463478, 5.5692932 50.6463261, 5.5691891 50.6462922, 5.5691342 50.6462691, 5.5690896 50.6462401)",30,,,,,
9931898,,Rue des Anglais,residential,False,False,34.9,"LINESTRING (5.5694573 50.6463814, 5.5694067 50.6464413, 5.569365 50.6464803, 5.5693292 50.6464991, 5.5692899 50.6465144, 5.5691608 50.6465524, 5.5690883 50.6465716)",30,,,,,
9931864,,Rue Fond Saint-Servais,residential,False,False,51.479,"LINESTRING (5.5700607 50.6465257, 5.5702141 50.6465645, 5.5702791 50.6466093, 5.5707213 50.6467083)",30,,,,,
9931864,,Rue Fond Saint-Servais,residential,False,True,72.513,"LINESTRING (5.5700607 50.6465257, 5.570024 50.6465507, 5.5699752 50.6465715, 5.5696366 50.6465295, 5.5692 50.6465964, 5.5691399 50.6465924, 5.5690883 50.6465716)",30,,,,,
9931895,,Rue Fond Saint-Servais,residential,False,True,45.517,"LINESTRING (5.5700607 50.6465257, 5.5698106 50.6464602, 5.5696211 50.6464119, 5.5694573 50.6463814)",30,,,,,
193766301,,Rue Pierreuse,residential,False,False,11.324,"LINESTRING (5.5726741 50.648078, 5.5726196 50.6479822)",30,,,,,
"[36880048, 9931933]",,"['Au Pèrî', 'Cour des Minimes']","['residential', 'living_street']",False,False,183.344,"LINESTRING (5.5726741 50.648078, 5.5727642 50.6480479, 5.5728605 50.6480093, 5.5729603 50.647966, 5.5729752 50.6479257, 5.5730372 50.6477872, 5.5733029 50.6477082, 5.5733665 50.6476894, 5.5734466 50.647692, 5.5735241 50.6476946, 5.5739569 50.6476006, 5.5743762 50.6475488, 5.5745284 50.6474481, 5.5748585 50.6475122)",,,,,,
315544296,3,Rue Saint-Pholien,residential,False,False,43.268,"LINESTRING (5.5804358 50.6430393, 5.579885 50.6432108)",50,,,,,
131409035,,Place Saint-Pholien,residential,True,False,34.282000000000004,"LINESTRING (5.5804358 50.6430393, 5.5803297 50.6429642, 5.5801641 50.6428657, 5.5800993 50.6428173)",,,,,,
10700130,,Quai des Tanneurs,residential,True,False,90.12899999999999,"LINESTRING (5.5804344 50.6439356, 5.5799942 50.6436305, 5.5797738 50.6434277, 5.5797271 50.6433868, 5.5797078 50.6433699, 5.5796405 50.643303)",,,,,,
315544296,3,Rue Saint-Pholien,residential,False,True,43.268,"LINESTRING (5.579885 50.6432108, 5.5804358 50.6430393)",50,,,,,
10700160,,Place Saint-Pholien,primary,True,False,47.608999999999995,"LINESTRING (5.579885 50.6432108, 5.5798635 50.6431349, 5.5800872 50.6428327, 5.5800993 50.6428173)",,N3,,,,
1245659743,3,Rue Saint-Pholien,primary,False,False,12.593,"LINESTRING (5.579885 50.6432108, 5.5798656 50.6432174, 5.5798423 50.6432251, 5.5798165 50.6432344, 5.5797282 50.643265)",50,,,,,
10700163,,Rue Saint-Éloi,residential,False,False,63.778,"LINESTRING (5.5805047 50.642289, 5.5804099 50.6421726, 5.580162 50.6417589)",,,,,,
1179860379,,Quai de la Goffe,secondary,True,False,36.642999999999994,"LINESTRING (5.5788718 50.6448097, 5.5788347 50.6448239, 5.5787929 50.6448312, 5.5787496 50.644831, 5.578708 50.6448235, 5.5786711 50.6448091, 5.5786417 50.6447889, 5.578622 50.6447645, 5.5786134 50.6447376, 5.5786165 50.6447102, 5.5786312 50.6446844, 5.5786564 50.644662, 5.5786901 50.6446448)",,N671,,roundabout,,
"[28660193, 1215954219, 1196711591]",2,Place Cockerill,residential,True,False,115.60499999999999,"LINESTRING (5.5771289 50.6410094, 5.5770958 50.6410753, 5.5770123 50.6412417, 5.5769695 50.6413264, 5.5769355 50.6413729, 5.5768941 50.6414211, 5.5768447 50.6414668, 5.5767822 50.6415178, 5.5767349 50.6415507, 5.5766742 50.641589, 5.5765711 50.6416407, 5.5764415 50.6416892, 5.5763479 50.6417215, 5.5761619 50.6417884)",50,,,,,
536656854,2,Quai sur Meuse,secondary,False,True,202.206,"LINESTRING (5.5771289 50.6410094, 5.577125 50.6411817, 5.5771595 50.6413477, 5.5772472 50.6417283, 5.5773496 50.6421724, 5.5773857 50.6423276, 5.5774464 50.642524, 5.5774883 50.6426546, 5.5775509 50.6428044)",50,N671,,,,
8063785,,Place Xavier Neujean,residential,True,False,113.267,"LINESTRING (5.5681201 50.6430838, 5.5683503 50.6431741, 5.5685534 50.6432276, 5.5687328 50.6432637, 5.5689278 50.6433055, 5.5694109 50.6433866, 5.5695005 50.6433748, 5.569624 50.6433483)",30,,,,,
200488694,,Place Xavier Neujean,residential,False,False,35.212,"LINESTRING (5.5681201 50.6430838, 5.5682067 50.6430206, 5.5684444 50.642843)",30,,,,,
"[8038944, 931420994, 74543531, 25069042, 323754099]","['2', '4']","['Place Saint-Lambert', 'Rue Léopold']",primary,False,False,228.21499999999997,"LINESTRING (5.5727732 50.6456377, 5.5728789 50.6456465, 5.5730753 50.6456551, 5.5733082 50.6456611, 5.5734194 50.6456592, 5.5735531 50.6456542, 5.5736383 50.6456486, 5.5736632 50.645647, 5.5737627 50.6456351, 5.5738517 50.6456168, 5.5739277 50.6455969, 5.5739947 50.6455674, 5.5740813 50.6454986, 5.5741165 50.6454594, 5.5742697 50.6452208, 5.5742929 50.6451853, 5.5743928 50.6450638, 5.5745133 50.6449558, 5.5748203 50.6448551, 5.5753004 50.6447006)",50,N3,,,,
25069052,,Place Notger,primary,True,False,16.299,"LINESTRING (5.5727732 50.6456377, 5.5727726 50.6456522, 5.5727516 50.645679, 5.5727309 50.6456975, 5.5726972 50.6457131, 5.572658 50.6457224, 5.5726164 50.6457246)",,N3,,roundabout,,
25069052,,Place Notger,primary,True,False,10.623,"LINESTRING (5.5726164 50.6457246, 5.5725674 50.6457178, 5.5725245 50.6457012, 5.5724924 50.6456767)",,N3,,roundabout,,
55804122,2,Rue de Bruxelles,primary,True,False,59.782000000000004,"LINESTRING (5.5726164 50.6457246, 5.5725718 50.6457802, 5.5723856 50.6460119, 5.5722268 50.6462021)",50,N3,,,,
25069052,,Place Notger,primary,True,False,14.471,"LINESTRING (5.5724924 50.6456767, 5.5724743 50.6456463, 5.5724731 50.6456138, 5.5724889 50.6455828, 5.57252 50.6455569)",,N3,,roundabout,,
25069052,,Place Notger,primary,True,False,25.996000000000002,"LINESTRING (5.57252 50.6455569, 5.5725558 50.6455411, 5.5725972 50.6455323, 5.5726499 50.6455321, 5.5726996 50.6455432, 5.5727404 50.6455644, 5.5727674 50.6455931, 5.5727732 50.6456377)",,N3,,roundabout,,
39544591,3,Place Saint-Lambert,residential,False,False,113.06699999999998,"LINESTRING (5.57252 50.6455569, 5.572491 50.6454662, 5.5724706 50.6454135, 5.5724532 50.645289, 5.5724705 50.6451431, 5.5725149 50.6450235, 5.572646 50.6447146, 5.5726675 50.6446488, 5.5726316 50.644563)",50,,,,,
55804122,2,Rue de Bruxelles,primary,True,False,45.85900000000001,"LINESTRING (5.5720565 50.6463193, 5.57192 50.6463327, 5.5715122 50.6463399, 5.5714089 50.6463307)",50,N3,,,,
