osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,access,junction
101028387,True,2,Hoevensebaan,primary,50,False,64.13900000000001,"LINESTRING (4.4293586 51.3149926, 4.4291983 51.3149209, 4.42893 51.3147697, 4.4286568 51.3146189)",,,
289101135,False,2,Dorpsstraat,primary,50,True,168.542,"LINESTRING (4.4293586 51.3149926, 4.4292739 51.3150818, 4.4292543 51.3151059, 4.4289284 51.3155067, 4.4286931 51.3158079, 4.4285627 51.3159537, 4.4282806 51.3162867, 4.4282355 51.3163355)",N11,,
289101135,False,2,Dorpsstraat,primary,50,False,168.542,"LINESTRING (4.4282355 51.3163355, 4.4282806 51.3162867, 4.4285627 51.3159537, 4.4286931 51.3158079, 4.4289284 51.3155067, 4.4292543 51.3151059, 4.4292739 51.3150818, 4.4293586 51.3149926)",N11,,
289101135,False,2,Dorpsstraat,primary,50,True,34.174,"LINESTRING (4.4282355 51.3163355, 4.4280268 51.3165556, 4.4279815 51.3165986)",N11,,
147486487,True,,Kerkstraat,residential,,False,112.343,"LINESTRING (4.4279815 51.3165986, 4.4279132 51.3165691, 4.4269849 51.3161315, 4.4268099 51.3160504, 4.4267027 51.3159823)",,,
289101135,False,2,Dorpsstraat,primary,50,False,34.174,"LINESTRING (4.4279815 51.3165986, 4.4280268 51.3165556, 4.4282355 51.3163355)",N11,,
289101135,False,2,Dorpsstraat,primary,50,True,33.498,"LINESTRING (4.4279815 51.3165986, 4.4279254 51.3166641, 4.427728 51.3168546)",N11,,
"[289101137, 284956921]",False,3,Dorpsstraat,primary,50,False,141.693,"LINESTRING (4.4260124 51.3186163, 4.4260554 51.3185732, 4.4269761 51.3176165, 4.4270572 51.3175222)",N11,,
101028388,True,,Christiaan Pallemansstraat,tertiary,,False,25.439999999999998,"LINESTRING (4.4294992 51.3147195, 4.4295673 51.3147809, 4.4295991 51.3148269, 4.4296546 51.3149249)",,,
185298041,True,2,,primary,50,False,32.51,"LINESTRING (4.4294992 51.3147195, 4.4294988 51.3147846, 4.4294714 51.3148534, 4.4294249 51.3149219, 4.4294153 51.3149321, 4.4293586 51.3149926)",N11,,
289101132,False,2,Antwerpsesteenweg,primary,50,True,19.067,"LINESTRING (4.4302955 51.3112245, 4.4302312 51.3113912)",N11,,
32397876,True,1,Antwerpsesteenweg,residential,,False,29.058,"LINESTRING (4.4302955 51.3112245, 4.4302563 51.3111987, 4.4302456 51.3111534, 4.4302618 51.3110738, 4.4302659 51.3110537, 4.4303064 51.3109784)",,,
147455849,False,,Hoevensebaan,tertiary,50,False,49.054,"LINESTRING (4.4223432 51.3121652, 4.42252 51.312228, 4.4229222 51.3124162)",,,
83287781,False,,Hoevensebaan,tertiary,variable,False,114.49900000000001,"LINESTRING (4.4229222 51.3124162, 4.4230333 51.3124554, 4.4237742 51.3127654, 4.4242875 51.3129918)",,,
147455849,False,,Hoevensebaan,tertiary,50,True,49.054,"LINESTRING (4.4229222 51.3124162, 4.42252 51.312228, 4.4223432 51.3121652)",,,
150655906,True,1,Hoevensebaan,tertiary,50,False,25.761,"LINESTRING (4.4286568 51.3146189, 4.4284188 51.3145171, 4.4283596 51.3144814)",,,
150655907,True,1,Korte Vredestraat,primary,50,False,21.008000000000003,"LINESTRING (4.4286568 51.3146189, 4.4286043 51.314553, 4.4285951 51.3145204, 4.4285927 51.3144804, 4.4286141 51.3144404)",,,
28941570,False,,Platanendreef,residential,,False,121.333,"LINESTRING (4.423334 51.3117301, 4.4234032 51.3116545, 4.4236788 51.3113707, 4.4239572 51.3110651, 4.4242095 51.3107862)",,,
101028360,False,,Essenhoutstraat,tertiary,50,False,86.82900000000001,"LINESTRING (4.423334 51.3117301, 4.4232382 51.3116876, 4.4228572 51.311494, 4.4223705 51.3112335)",,,
101028360,False,,Essenhoutstraat,tertiary,50,True,169.14000000000001,"LINESTRING (4.423334 51.3117301, 4.4245136 51.3122478, 4.4251777 51.3125392, 4.4253251 51.3126046)",,,
101028360,False,,Essenhoutstraat,tertiary,50,True,86.82900000000001,"LINESTRING (4.4223705 51.3112335, 4.4228572 51.311494, 4.4232382 51.3116876, 4.423334 51.3117301)",,,
28941570,False,,Platanendreef,residential,,True,121.333,"LINESTRING (4.4242095 51.3107862, 4.4239572 51.3110651, 4.4236788 51.3113707, 4.4234032 51.3116545, 4.423334 51.3117301)",,,
32264267,False,,Rubensheide,residential,30,True,203.085,"LINESTRING (4.4333034 51.3137022, 4.4332511 51.31365, 4.4331986 51.3135908, 4.4330642 51.3135306, 4.4329378 51.3134371, 4.4328697 51.3133572, 4.4325552 51.3127473, 4.4323839 51.312438, 4.4321848 51.3120445)",,,
32264272,False,,Koning Albertlei,residential,50,False,167.09799999999998,"LINESTRING (4.4333034 51.3137022, 4.4333696 51.3137587, 4.4339503 51.314283, 4.4343259 51.3146143, 4.4345186 51.3147979, 4.434608 51.3148816, 4.4346559 51.3149435)",,,
147455844,False,,Gasstraat,tertiary,30,False,47.599,"LINESTRING (4.4333034 51.3137022, 4.4331788 51.3137483, 4.4331493 51.3137605, 4.4330559 51.3138036, 4.4330237 51.3138146, 4.4329885 51.3138239, 4.432937 51.3138363, 4.4328409 51.3138595, 4.4328009 51.3138696, 4.4327312 51.3138916, 4.4326983 51.3138976)",,,
