osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,access
8239805,4,Avenue des Nerviens - Nerviërslaan,tertiary,False,False,33.022,"LINESTRING (4.3853911 50.8396037, 4.3855417 50.8395715, 4.385649 50.8395486, 4.3856902 50.8395398, 4.3858366 50.8395086)",,
40506844,3,Rue Belliard - Belliardstraat,tertiary,False,True,30.341,"LINESTRING (4.3853911 50.8396037, 4.3852769 50.8396235, 4.3851884 50.8396346, 4.3851382 50.8396396, 4.3849673 50.8396549)",30,
"[452101333, 532086999]","['4', '3']",Avenue d'Auderghem - Oudergemlaan,secondary,False,True,29.826999999999998,"LINESTRING (4.3853911 50.8396037, 4.3854524 50.8394881, 4.3854651 50.8394639, 4.3854831 50.8394298, 4.3855285 50.8393499)",30,
"[1107425808, 40353885]",3,Avenue d'Auderghem - Oudergemselaan,secondary,False,False,17.607,"LINESTRING (4.3853911 50.8396037, 4.3853459 50.8396882, 4.3853315 50.839715, 4.3853203 50.839736, 4.3853108 50.8397537)",30,
30799971,,Rue Louis Hap - Louis Hapstraat,residential,False,True,78.922,"LINESTRING (4.3903883 50.835752, 4.3903132 50.8357313, 4.3898818 50.8355982, 4.3894568 50.8354632, 4.3893763 50.835444)",30,
30799972,,Rue Louis Hap - Louis Hapstraat,residential,False,False,159.658,"LINESTRING (4.3903883 50.835752, 4.3904645 50.835773, 4.3916833 50.8360918, 4.3917452 50.8361072, 4.3924007 50.8362822, 4.3924881 50.8363023)",30,
"[974446939, 974446940]",,Rue Colonel Van Gele - Kolonel Van Gelestraat,residential,True,False,137.63,"LINESTRING (4.3903883 50.835752, 4.3904513 50.8357049, 4.3909813 50.8352553, 4.3914087 50.8348913, 4.3915967 50.8347805)",30,
14363321,,Chaussée de Wavre - Steenweg op Waver,residential,True,False,32.75,"LINESTRING (4.3827153 50.8352177, 4.3826717 50.8351557, 4.3825592 50.8350226, 4.382537 50.8349975, 4.3825007 50.8349564)",30,
"[30777600, 8250436]",2,Place Jourdan - Jourdanplein,residential,False,True,70.866,"LINESTRING (4.3806352 50.8377367, 4.3807817 50.8376632, 4.380806 50.8376505, 4.380857 50.8376245, 4.3809171 50.8375978, 4.38097 50.8375847, 4.3810317 50.8375784, 4.3814168 50.8375788, 4.3815634 50.8375862)",30,
"[509660634, 35692062]",3,Avenue du Maelbeek - Maalbeeklaan,tertiary,False,True,220.565,"LINESTRING (4.3806352 50.8377367, 4.3805792 50.8376938, 4.380493 50.8376239, 4.3804674 50.8375956, 4.3804353 50.83756, 4.3803363 50.8374506, 4.380131 50.8372148, 4.3801203 50.837203, 4.3799516 50.8370199, 4.3798942 50.8369532, 4.379766 50.8367735, 4.3795689 50.8362977, 4.3795219 50.836169, 4.3795089 50.8361356, 4.3795056 50.8361272, 4.3794937 50.8360966, 4.3794631 50.836018, 4.3794527 50.8359877, 4.3794319 50.8359272)",30,
"[660320697, 14363437]",2,Chaussée d'Etterbeek - Steenweg op Etterbeek,tertiary,False,False,264.326,"LINESTRING (4.3806352 50.8377367, 4.3806819 50.837786, 4.3807064 50.8378436, 4.3807076 50.8378793, 4.3807094 50.8379205, 4.3807113 50.8379493, 4.3807288 50.8382192, 4.3807448 50.8384092, 4.3807594 50.8385827, 4.3807784 50.838806, 4.3808024 50.8390507, 4.3807836 50.8391942, 4.3807104 50.8394204, 4.3806591 50.8395166, 4.3806289 50.8395612, 4.3805154 50.8397296, 4.3804568 50.8398119, 4.3804288 50.8398512, 4.380413 50.8398736, 4.3803531 50.8400553)",30,
8240892,,Rue des Boers - Boerenstraat,residential,False,True,99.07600000000001,"LINESTRING (4.3924881 50.8363023, 4.3924279 50.8363362, 4.3914946 50.8369348)",30,
30799972,,Rue Louis Hap - Louis Hapstraat,residential,False,True,159.658,"LINESTRING (4.3924881 50.8363023, 4.3924007 50.8362822, 4.3917452 50.8361072, 4.3916833 50.8360918, 4.3904645 50.835773, 4.3903883 50.835752)",30,
30324730,,Rue Colonel Van Gele - Kolonel Van Gelestraat,residential,True,False,45.684000000000005,"LINESTRING (4.3896183 50.8363425, 4.3892424 50.836574, 4.3892229 50.8366117, 4.3892318 50.8366509)",30,
30798053,,Chaussée Saint-Pierre - Sint-Pieterssteenweg,residential,True,False,59.159000000000006,"LINESTRING (4.3896183 50.8363425, 4.3893993 50.8363092, 4.3887993 50.8362179)",30,
662866560,,Rue Colonel Van Gele - Kolonel Van Gelestraat,residential,True,False,85.136,"LINESTRING (4.3896183 50.8363425, 4.3896968 50.8362958, 4.3902946 50.8358263, 4.3903199 50.8358031, 4.3903883 50.835752)",30,
141632618,,Rue Général Leman - Generaal Lemanstraat,residential,False,False,8.693,"LINESTRING (4.3869395 50.8367817, 4.3868158 50.8367787)",30,
141632618,,Rue Général Leman - Generaal Lemanstraat,residential,False,True,112.98299999999999,"LINESTRING (4.3869395 50.8367817, 4.3870144 50.8367835, 4.3870508 50.8367849, 4.3871173 50.8367873, 4.387351 50.8367933, 4.3885004 50.8368212, 4.3885471 50.8368223)",30,
"[532088475, 532088479]",2,Avenue d'Auderghem - Oudergemlaan,secondary,True,False,38.333,"LINESTRING (4.3869395 50.8367817, 4.3868775 50.8368991, 4.3868419 50.8369503, 4.38671 50.8370928)",30,
8250488,,Avenue de la Chasse - Jachtlaan,tertiary,True,False,88.429,"LINESTRING (4.3911876 50.8317248, 4.3917875 50.832424)",30,
30798011,,Rue des Érables - Ahornbomenstraat,residential,True,False,8.11,"LINESTRING (4.3911876 50.8317248, 4.3911558 50.8317389, 4.3911418 50.8317451, 4.3911241 50.8317529, 4.3910931 50.8317667)",30,
8250484,,Rue des Platanes - Platanenstraat,residential,True,False,85.765,"LINESTRING (4.3902247 50.8328549, 4.3892659 50.8327127, 4.3892195 50.8327058, 4.3891833 50.8327003, 4.3890515 50.8326532)",30,
8250473,,Rue Louis Hap - Louis Hapstraat,residential,True,False,7.825,"LINESTRING (4.3878244 50.8350937, 4.3877151 50.83508)",30,
