osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access,lanes,junction
35005497,Van Paesschenstraat,residential,False,False,34.995,"LINESTRING (5.3674973 50.9949041, 5.3673248 50.9948574, 5.367237 50.9948311, 5.3670688 50.9947468)",,,,,
35005499,Van Paesschenstraat,residential,False,False,34.177,"LINESTRING (5.3674973 50.9949041, 5.3676934 50.9949186, 5.3678521 50.9948993, 5.3679748 50.9948737)",,,,,
67188237,Engstegenseweg,tertiary,False,False,166.819,"LINESTRING (5.3626886 50.9935666, 5.3649456 50.994049)",,,,,
67188237,Engstegenseweg,tertiary,False,True,24.018,"LINESTRING (5.3626886 50.9935666, 5.3623625 50.9934993)",,,,,
171957436,Rosalie De Blockstraat,residential,False,False,95.034,"LINESTRING (5.3626886 50.9935666, 5.3625845 50.9937561, 5.3620419 50.9939109, 5.3616404 50.9940296)",,,,,
8043479,Windmolenweg,residential,False,True,169.683,"LINESTRING (5.3631493 50.9920559, 5.3623625 50.9934993)",,,,,
"[8043483, 67188141, 1061536799]","['Hoge-Valweg', 'Klodsbergweg']",residential,False,True,666.6849999999998,"LINESTRING (5.3631493 50.9920559, 5.3624089 50.9918732, 5.3620963 50.9918111, 5.3615471 50.9917809, 5.3601364 50.9916885, 5.360048 50.9915692, 5.3596248 50.9908798, 5.3596015 50.9908298, 5.3596372 50.9907866, 5.3597097 50.990753, 5.360435 50.990764, 5.3606417 50.9907774, 5.3613374 50.9908291, 5.3616972 50.9908655, 5.3626128 50.990998, 5.362686 50.9910086, 5.3631397 50.9910742, 5.3634524 50.991143, 5.3636409 50.9911978, 5.3639362 50.9912928, 5.3640222 50.9913205, 5.3643467 50.9914091)",,,,,
67188236,Klodsbergweg,residential,False,False,216.09199999999998,"LINESTRING (5.3631493 50.9920559, 5.3634052 50.9921193, 5.3642204 50.9923213, 5.3643753 50.9923525, 5.3645153 50.9923711, 5.3646698 50.9923671, 5.3648075 50.9923423, 5.3649472 50.992291, 5.3650343 50.992245, 5.3651664 50.9921575, 5.3652986 50.9920523, 5.3654708 50.9918328, 5.3655807 50.991682)",,,,,
8043486,Hoge-Valweg,residential,False,False,92.54800000000002,"LINESTRING (5.3655807 50.991682, 5.3654048 50.9916337, 5.3647896 50.9914646, 5.3646084 50.9914665, 5.3645337 50.9914561, 5.3643467 50.9914091)",,,,,
23437584,Kerkplein,residential,False,False,40.549,"LINESTRING (5.3655807 50.991682, 5.3657302 50.9917367, 5.3657847 50.991781, 5.365807 50.9917991, 5.3659144 50.9918648, 5.3660392 50.9918904)",,,,,
