osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,junction,geometry
71222686,Leonardstraat,residential,50,False,True,159.591,,,,"LINESTRING (5.2612275 51.117742, 5.2609563 51.1191671)"
161639458,Bevrijdingsplein,primary,50,True,False,17.401,1,N73,roundabout,"LINESTRING (5.2632723 51.1177567, 5.2633238 51.1177638, 5.2633683 51.117777, 5.2633953 51.1177894, 5.2634216 51.1178059, 5.2634505 51.1178336, 5.2634601 51.1178474)"
1075780937,Koningin Louisa-Marialaan,tertiary,50,False,True,6.798,,,,"LINESTRING (5.2645334 51.1179582, 5.2645194 51.1180187)"
144886147,Hechtelsesteenweg,primary,50,True,False,141.112,1,N73,,"LINESTRING (5.2645334 51.1179582, 5.2647749 51.1179769, 5.2656631 51.1180448, 5.2660896 51.1180788, 5.2665352 51.1181323)"
1015107399,Koningin Louisa-Marialaan,tertiary,50,False,True,49.485,,,,"LINESTRING (5.264282 51.1191906, 5.2641917 51.119632)"
"[1075780937, 70532919]",Koningin Louisa-Marialaan,tertiary,50,False,False,131.361,,,,"LINESTRING (5.264282 51.1191906, 5.2645048 51.1180811, 5.2645098 51.1180566, 5.2645194 51.1180187)"
88284852,Michellaan,unclassified,,False,True,429.087,,,,"LINESTRING (5.264282 51.1191906, 5.2644311 51.1192049, 5.2653843 51.119296, 5.2654711 51.1193031, 5.2669657 51.1194471, 5.2703525 51.1197993)"
71222754,Englebert Adanglaan,residential,50,False,False,16.001,,,,"LINESTRING (5.2607448 51.1202092, 5.2605171 51.1201925)"
71222686,Leonardstraat,residential,50,False,False,116.842,,,,"LINESTRING (5.2607448 51.1202092, 5.2607804 51.1200924, 5.2609563 51.1191671)"
71222754,Englebert Adanglaan,residential,50,False,True,142.28900000000002,,,,"LINESTRING (5.2607448 51.1202092, 5.2620447 51.1203092, 5.2627683 51.1203649)"
289861248,Generaal Lemanstraat,secondary,50,False,False,55.586,,N18,,"LINESTRING (5.2627683 51.1203649, 5.2628637 51.1198686)"
71222754,Englebert Adanglaan,residential,50,False,False,142.28900000000002,,,,"LINESTRING (5.2627683 51.1203649, 5.2620447 51.1203092, 5.2607448 51.1202092)"
71222754,Englebert Adanglaan,residential,50,False,True,88.832,,,,"LINESTRING (5.2627683 51.1203649, 5.263433 51.1204166, 5.2640314 51.1204631)"
170425668,Generaal de Krahestraat,secondary,50,True,False,244.62300000000002,,N18,,"LINESTRING (5.2627683 51.1203649, 5.2626986 51.1207135, 5.2625712 51.1210014, 5.2624652 51.1211764, 5.2623749 51.1212947, 5.2621076 51.1216057, 5.2618341 51.1218277, 5.2616696 51.1219687, 5.261479 51.122088, 5.2611819 51.12226)"
71222673,Vander Elststraat,residential,50,False,True,98.147,,,,"LINESTRING (5.262354 51.1192638, 5.2609563 51.1191671)"
70532920,Koningin Astridplein,residential,50,True,False,104.74,,,,"LINESTRING (5.262354 51.1192638, 5.2624548 51.1187237, 5.2630038 51.1187621, 5.2630857 51.1187617)"
71222673,Vander Elststraat,residential,50,False,False,98.147,,,,"LINESTRING (5.2609563 51.1191671, 5.262354 51.1192638)"
71222686,Leonardstraat,residential,50,False,False,159.591,,,,"LINESTRING (5.2609563 51.1191671, 5.2612275 51.117742)"
71222673,Vander Elststraat,residential,50,False,True,202.599,,,,"LINESTRING (5.2609563 51.1191671, 5.2595119 51.1190597, 5.2580743 51.1189501)"
71222686,Leonardstraat,residential,50,False,True,116.842,,,,"LINESTRING (5.2609563 51.1191671, 5.2607804 51.1200924, 5.2607448 51.1202092)"
1251092263,Nicolaylaan,primary,50,False,False,81.233,2,N746,,"LINESTRING (5.2578684 51.1200021, 5.2577332 51.1207277)"
71222754,Englebert Adanglaan,residential,50,False,True,186.077,,,,"LINESTRING (5.2578684 51.1200021, 5.2603243 51.1201784, 5.2605171 51.1201925)"
295219236,Nicolaylaan,primary,50,False,True,117.85600000000001,2,N746,,"LINESTRING (5.2578684 51.1200021, 5.2580546 51.1190508, 5.2580743 51.1189501)"
77384411,Romain Defeuterstraat,residential,,False,True,152.004,,,,"LINESTRING (5.2600004 51.1228489, 5.2618636 51.1235568)"
"[1093517656, 170425668]",Generaal de Krahestraat,secondary,50,True,False,267.477,,N18,,"LINESTRING (5.2600004 51.1228489, 5.2576375 51.1241538, 5.2574187 51.124281, 5.2573599 51.1243076, 5.2572944 51.1243289, 5.2571619 51.1243512, 5.2571221 51.1243576, 5.2570616 51.1243674)"
1015107399,Koningin Louisa-Marialaan,tertiary,50,False,False,90.058,,,,"LINESTRING (5.2640374 51.1204361, 5.2641917 51.119632)"
1015107399,Koningin Louisa-Marialaan,tertiary,50,False,True,3.031,,,,"LINESTRING (5.2640374 51.1204361, 5.2640314 51.1204631)"
88284824,Bernheimlaan,unclassified,,False,False,191.10199999999998,,,,"LINESTRING (5.2640374 51.1204361, 5.2641852 51.1204469, 5.2666869 51.12063, 5.2667574 51.1206322)"
77384410,Koningin Louisa-Marialaan,tertiary,50,False,False,176.29199999999997,2,,,"LINESTRING (5.2632305 51.1240696, 5.2632936 51.1239726, 5.2633661 51.1238583, 5.2633956 51.1237559, 5.2634413 51.1235074, 5.2635335 51.1230565, 5.2636444 51.1225121)"
77384411,Romain Defeuterstraat,residential,,False,False,111.139,,,,"LINESTRING (5.2632305 51.1240696, 5.2623747 51.1237486, 5.2618636 51.1235568)"
294758196,Hechtelsesteenweg,primary,70,False,True,95.55,2,N73,,"LINESTRING (5.2678948 51.1182325, 5.2665352 51.1181323)"
294758196,Hechtelsesteenweg,primary,70,False,False,183.414,2,N73,,"LINESTRING (5.2678948 51.1182325, 5.2697681 51.1183676, 5.2705056 51.1184196)"
88284824,Bernheimlaan,unclassified,,False,True,138.316,,,,"LINESTRING (5.2701676 51.120878, 5.2681991 51.1207344)"
88284842,Keizerin Charlottelaan,unclassified,,False,True,120.638,,,,"LINESTRING (5.2701676 51.120878, 5.2703525 51.1197993)"
88284842,Keizerin Charlottelaan,unclassified,,False,False,185.961,,,,"LINESTRING (5.2701676 51.120878, 5.2701934 51.1209509, 5.2699281 51.1225399)"
