osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel,access,junction
28296982,Rue de l'Église,unclassified,,False,True,96.591,"LINESTRING (4.1377069 50.612966, 4.1375787 50.6128914, 4.1373735 50.6127872, 4.1372267 50.6127396, 4.1370265 50.612709, 4.1368915 50.6127092, 4.1367699 50.6126979, 4.1364699 50.6126688)",,,,,
28298931,Rue des Dominicains,residential,,True,False,132.92899999999997,"LINESTRING (4.1351822 50.6099559, 4.1354911 50.6098742, 4.1358061 50.6098279, 4.1359832 50.6098206, 4.1361179 50.6098192, 4.1362846 50.6098233, 4.1364805 50.6098495, 4.1365129 50.6098583, 4.1365822 50.6098773, 4.1368021 50.6099212, 4.1369969 50.6099624)",,,,,
28346680,Rue Saint-Georges,residential,,True,False,173.03400000000002,"LINESTRING (4.1351822 50.6099559, 4.1349887 50.609983, 4.1347065 50.6100412, 4.1347619 50.6102739, 4.1348303 50.6104434, 4.1348659 50.6105208, 4.1349044 50.6106004, 4.135008 50.6107806, 4.1350551 50.6108807, 4.1351018 50.6110034, 4.1351912 50.6111384, 4.1352704 50.6112236)",,,,,
359024365,Rue Mayeur Etienne,primary,50,False,False,75.32900000000001,"LINESTRING (4.1351822 50.6099559, 4.1351573 50.6099132, 4.1349674 50.6095786, 4.1348693 50.609433, 4.1347844 50.6093281)",2,N6,,,
359024365,Rue Mayeur Etienne,primary,50,False,True,66.983,"LINESTRING (4.1351822 50.6099559, 4.1354313 50.6104493, 4.135478 50.6105282)",2,N6,,,
28346696,Rue Saint-Georges,residential,,False,False,16.816,"LINESTRING (4.1352704 50.6112236, 4.1354952 50.6111734)",,,,,
28346680,Rue Saint-Georges,residential,,True,False,48.016999999999996,"LINESTRING (4.1352704 50.6112236, 4.1352779 50.611238, 4.1353166 50.6113075, 4.1353785 50.6114168, 4.1354254 50.6115334, 4.1354394 50.6115687, 4.1354254 50.6116382)",,,,,
28346696,Rue Saint-Georges,residential,,False,True,16.816,"LINESTRING (4.1354952 50.6111734, 4.1352704 50.6112236)",,,,,
28296798,Rue des Déportés,residential,,False,False,180.725,"LINESTRING (4.1328972 50.6069411, 4.1327351 50.6069609, 4.1324733 50.6069715, 4.1314037 50.6069362, 4.1312808 50.6069329, 4.1307126 50.6069177, 4.1306208 50.6069152, 4.1305932 50.6069145, 4.1305553 50.6069135, 4.1305298 50.6069128, 4.1303446 50.6068928)",,,,,
314950543,Rue de Mons,primary,30,False,False,83.974,"LINESTRING (4.1328972 50.6069411, 4.1330207 50.6071427, 4.1333622 50.6076361)",2,N6,,,
713102125,,tertiary,50,True,False,5.203,"LINESTRING (4.1380895 50.6063302, 4.1380194 50.6063157)",,,,,roundabout
28763421,Rue Emile Heuchon,tertiary,50,True,False,10.615,"LINESTRING (4.138209 50.606303, 4.1382361 50.6063969)",,,,,
713102124,,tertiary,50,True,False,9.224,"LINESTRING (4.138209 50.606303, 4.1381833 50.6063158, 4.138154 50.6063249, 4.1381222 50.6063298, 4.1380895 50.6063302)",,,,,roundabout
16943343,Rue Emile Heuchon,tertiary,50,False,True,69.982,"LINESTRING (4.1382361 50.6063969, 4.1390691 50.6067384)",,,,,
232408107,Rue Emile Heuchon,tertiary,50,True,False,12.729,"LINESTRING (4.1382361 50.6063969, 4.1380895 50.6063302)",,,,,
16943340,Rue des Digues,secondary,50,False,False,82.329,"LINESTRING (4.1379735 50.6132876, 4.1381935 50.6132354, 4.1385011 50.613187, 4.1387862 50.6131561, 4.1391103 50.6131351)",2,N533,,,
16943340,Rue des Digues,secondary,50,False,True,139.026,"LINESTRING (4.1379735 50.6132876, 4.137723 50.6133759, 4.137574 50.6134599, 4.1375118 50.613495, 4.1371662 50.6137113, 4.1369999 50.6138154, 4.1366315 50.614029, 4.1364557 50.6140617)",2,N533,,,
11290246,Rue de la Station,residential,,True,False,83.57300000000001,"LINESTRING (4.1380194 50.6063157, 4.137955 50.6063475, 4.1379332 50.6063646, 4.1379115 50.6063845, 4.1378836 50.6064367, 4.1377532 50.6070031, 4.1377473 50.6070289)",1,,,,
28267920,Rue Edouard Etienne,residential,,True,False,148.132,"LINESTRING (4.1369988 50.6103667, 4.1371252 50.6104564, 4.137226 50.6105068, 4.1374068 50.6105935, 4.1375978 50.6106654, 4.1377766 50.610727, 4.1379961 50.6107918, 4.1381243 50.6108157, 4.1382478 50.6108327, 4.1384552 50.6108327, 4.1386667 50.6108184, 4.1388714 50.6107987)",,,,,
144443530,,unclassified,,False,True,50.867,"LINESTRING (4.1369988 50.6103667, 4.1369849 50.610531, 4.1370064 50.6108236)",,,,,
144443530,,unclassified,,False,False,50.867,"LINESTRING (4.1370064 50.6108236, 4.1369849 50.610531, 4.1369988 50.6103667)",,,,,
24013445,Rue Mayeur Etienne,primary,30,False,False,112.849,"LINESTRING (4.1364699 50.6126688, 4.1363826 50.6124757, 4.1362196 50.6121138, 4.1360498 50.6117413, 4.1360256 50.6116939)",2,N6,,,
28296982,Rue de l'Église,unclassified,,False,False,96.591,"LINESTRING (4.1364699 50.6126688, 4.1367699 50.6126979, 4.1368915 50.6127092, 4.1370265 50.612709, 4.1372267 50.6127396, 4.1373735 50.6127872, 4.1375787 50.6128914, 4.1377069 50.612966)",,,,,
"[204936738, 28298907]",Rue Saint-Géry,residential,50,False,True,121.705,"LINESTRING (4.1364699 50.6126688, 4.1362803 50.6127003, 4.1359101 50.6128238, 4.1358068 50.612846, 4.1356261 50.6128684, 4.1355327 50.6128785, 4.1354011 50.6129083, 4.1349951 50.6129964, 4.1348688 50.6130522)",,,,destination,
618781789,Rue de Bruxelles,primary,30,False,True,110.82700000000001,"LINESTRING (4.1364699 50.6126688, 4.1365342 50.6128238, 4.1365562 50.6129202, 4.136538 50.6129892, 4.1365057 50.6130648, 4.1363986 50.6132528, 4.1363099 50.6134399, 4.136285 50.6135117, 4.1362783 50.6135694, 4.1362888 50.6136331)",2,N6,,,
"[28296865, 28278956]","['Rue Haute', 'Grand Place']",residential,,False,False,84.301,"LINESTRING (4.136119 50.6111058, 4.1362232 50.6111317, 4.1363305 50.6111164, 4.1367571 50.6110627, 4.1368447 50.6110587, 4.1369342 50.6110605, 4.1370612 50.6110823, 4.1371011 50.6111134, 4.1371807 50.6112057)",,,,,
712134705,Rue de Mons,primary,30,False,False,10.302,"LINESTRING (4.1347066 50.6092497, 4.1347844 50.6093281)",2,N6,,,
16944687,Rue Adolphe Gillis,residential,,False,False,93.182,"LINESTRING (4.1347066 50.6092497, 4.1348122 50.6092102, 4.1355005 50.6088672, 4.1356808 50.6087795, 4.1357567 50.6087426)",,,,,
314950541,Rue de Mons,primary,30,False,True,203.812,"LINESTRING (4.1347066 50.6092497, 4.1346464 50.609208, 4.1345608 50.6091441, 4.1344338 50.6090351, 4.134334 50.6089394, 4.1342497 50.6088447, 4.1341254 50.6086791, 4.1340163 50.6085311, 4.1335154 50.6078438, 4.1333622 50.6076361)",2,N6,,,
16943340,Rue des Digues,secondary,50,False,False,91.68900000000001,"LINESTRING (4.1391103 50.6131351, 4.139602 50.6131051, 4.1401222 50.6130758, 4.1404041 50.6130583)",2,N533,,,
16943340,Rue des Digues,secondary,50,False,True,82.32900000000001,"LINESTRING (4.1391103 50.6131351, 4.1387862 50.6131561, 4.1385011 50.613187, 4.1381935 50.6132354, 4.1379735 50.6132876)",2,N533,,,
379779367,Avenue du Champ du Caillau,residential,30,False,True,119.06500000000001,"LINESTRING (4.1391103 50.6131351, 4.1391265 50.6132437, 4.1392458 50.6139592, 4.1392511 50.614007, 4.1392475 50.6140511, 4.1392354 50.6141266, 4.1392057 50.6141984)",,,,,
28267961,Rue Henri Neuman,residential,,True,False,129.719,"LINESTRING (4.1402877 50.6104769, 4.1395474 50.6100568, 4.1389256 50.6096935)",,,,,
28267920,Rue Edouard Etienne,residential,,True,False,21.332,"LINESTRING (4.1402452 50.6106237, 4.1405451 50.6105995)",,,,,
205384536,Rue Henri Neuman,residential,,True,False,18.48,"LINESTRING (4.1402452 50.6106237, 4.1402954 50.6105802, 4.1403141 50.6105666, 4.1403195 50.6105377, 4.1403136 50.6105079, 4.1402877 50.6104769)",,,,,
379779367,Avenue du Champ du Caillau,residential,30,False,False,119.065,"LINESTRING (4.1392057 50.6141984, 4.1392354 50.6141266, 4.1392475 50.6140511, 4.1392511 50.614007, 4.1392458 50.6139592, 4.1391265 50.6132437, 4.1391103 50.6131351)",,,,,
379779367,Avenue du Champ du Caillau,residential,30,False,True,68.117,"LINESTRING (4.1392057 50.6141984, 4.139136 50.6142767, 4.139098 50.6142959, 4.1390287 50.6143311, 4.1386317 50.6144264, 4.1384869 50.6144843, 4.1384463 50.6145358)",,,,,
698528001,avenue du Champ du Caillou,residential,,False,True,105.63999999999999,"LINESTRING (4.1392057 50.6141984, 4.1383551 50.6141993, 4.1383086 50.6142033, 4.1382622 50.6142268, 4.1382498 50.6142563, 4.1382498 50.6142819, 4.1383226 50.6144241, 4.1383674 50.6144764, 4.1384463 50.6145358)",,,,,
379779367,Avenue du Champ du Caillau,residential,30,False,False,68.11699999999999,"LINESTRING (4.1384463 50.6145358, 4.1384869 50.6144843, 4.1386317 50.6144264, 4.1390287 50.6143311, 4.139098 50.6142959, 4.139136 50.6142767, 4.1392057 50.6141984)",,,,,
698528001,avenue du Champ du Caillou,residential,,False,False,105.64,"LINESTRING (4.1384463 50.6145358, 4.1383674 50.6144764, 4.1383226 50.6144241, 4.1382498 50.6142819, 4.1382498 50.6142563, 4.1382622 50.6142268, 4.1383086 50.6142033, 4.1383551 50.6141993, 4.1392057 50.6141984)",,,,,
"[206884952, 314950575, 206884951]","['Chemin de Feluy', 'Rue du Viaduc']",secondary,50,False,True,103.914,"LINESTRING (4.1425936 50.6078471, 4.1425533 50.6078738, 4.1423938 50.607961, 4.1418495 50.6082309, 4.141684 50.6083245, 4.1415933 50.6083768, 4.141486 50.6084595)",2,N533,yes,,
