osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction,lanes
1222704455,Schrieksebaan,tertiary,50,False,False,185.813,"LINESTRING (4.7064118 50.9962984, 4.7064947 50.9956313, 4.7066423 50.9947779, 4.7066507 50.9947184, 4.7066874 50.9946379)",,,
25706728,Schrieksebaan,tertiary,30,False,False,134.00300000000001,"LINESTRING (4.7066874 50.9946379, 4.7067734 50.9944997, 4.7073234 50.9936114, 4.7073728 50.9935686, 4.7074279 50.993532)",,,
30766974,Baalsebaan,tertiary,50,False,True,132.029,"LINESTRING (4.7066874 50.9946379, 4.7064806 50.9946525, 4.7048066 50.9947292)",,,
485039908,Baalsebaan,tertiary,50,False,False,151.361,"LINESTRING (4.7066874 50.9946379, 4.706951 50.9946124, 4.708836 50.9944838)",,,
1222704455,Schrieksebaan,tertiary,50,False,True,185.813,"LINESTRING (4.7066874 50.9946379, 4.7066507 50.9947184, 4.7066423 50.9947779, 4.7064947 50.9956313, 4.7064118 50.9962984)",,,
20402530,Schrieksebaan,tertiary,30,False,False,87.603,"LINESTRING (4.7074279 50.993532, 4.7065993 50.9929415)",,,
25706728,Schrieksebaan,tertiary,30,False,True,134.00300000000001,"LINESTRING (4.7074279 50.993532, 4.7073728 50.9935686, 4.7073234 50.9936114, 4.7067734 50.9944997, 4.7066874 50.9946379)",,,
348424030,Grote Bollostraat,tertiary,30,False,True,144.613,"LINESTRING (4.7074279 50.993532, 4.7084405 50.9942197, 4.708836 50.9944838)",,,
116911343,Veldonkstraat,tertiary,50,False,False,203.88299999999998,"LINESTRING (4.7089664 50.98886, 4.7077573 50.9893086, 4.7075245 50.9893883, 4.7074393 50.989416, 4.7073002 50.989459, 4.7071481 50.9894951, 4.7070278 50.9895141, 4.7069149 50.9895272, 4.7065251 50.9895547, 4.7063259 50.9895652)",,,
116911343,Veldonkstraat,tertiary,50,False,True,158.812,"LINESTRING (4.7089664 50.98886, 4.7100509 50.9884742, 4.7104096 50.9883555, 4.7105578 50.9883012, 4.7108062 50.9881958, 4.7108869 50.9881575, 4.7109235 50.9881401)",,,
116911344,Astridstraat,residential,30,False,True,99.192,"LINESTRING (4.7089664 50.98886, 4.7090129 50.9889437, 4.709077 50.9892016, 4.7090533 50.989482, 4.7089921 50.9897407)",,,
116911343,Veldonkstraat,tertiary,50,False,True,203.88299999999998,"LINESTRING (4.7063259 50.9895652, 4.7065251 50.9895547, 4.7069149 50.9895272, 4.7070278 50.9895141, 4.7071481 50.9894951, 4.7073002 50.989459, 4.7074393 50.989416, 4.7075245 50.9893883, 4.7077573 50.9893086, 4.7089664 50.98886)",,,
845725586,Veldonkstraat,tertiary,50,False,False,16.47,"LINESTRING (4.7063259 50.9895652, 4.7062289 50.9895921, 4.7061271 50.9896423)",,,
14100585,Pastoor Van Winkelstraat,residential,30,True,False,188.88,"LINESTRING (4.7061271 50.9896423, 4.7061525 50.9896755, 4.7067815 50.9904759, 4.7068202 50.9905144, 4.7068891 50.9905645, 4.707084 50.9906781, 4.7071305 50.9907176, 4.7071831 50.9907717, 4.7074307 50.9911152)",,,
845725586,Veldonkstraat,tertiary,50,False,True,16.47,"LINESTRING (4.7061271 50.9896423, 4.7062289 50.9895921, 4.7063259 50.9895652)",,,
"[106526405, 949156287]",Veldonkstraat,tertiary,50,False,True,220.58599999999996,"LINESTRING (4.7061271 50.9896423, 4.7059808 50.989728, 4.7055666 50.9899707, 4.7053781 50.9900812, 4.7050762 50.9902582, 4.7043003 50.9907342, 4.704191 50.9907987, 4.7039654 50.990934, 4.7038878 50.9909775, 4.7038479 50.9910113)",,,
20402695,Astridstraat,residential,30,False,True,181.99200000000002,"LINESTRING (4.7074307 50.9911152, 4.7068156 50.9913306, 4.7063128 50.9915067, 4.7059151 50.9916443, 4.7054003 50.9918166, 4.7053327 50.9918389, 4.7051602 50.9919118)",,,
26614159,Astridstraat,residential,30,False,False,52.304,"LINESTRING (4.7074307 50.9911152, 4.7074612 50.9911547, 4.7075935 50.9913259, 4.7076592 50.9914954, 4.7077052 50.9915498)",,,
255018545,Astridstraat,residential,30,False,False,195.653,"LINESTRING (4.7074307 50.9911152, 4.7077813 50.9909847, 4.7080636 50.990875, 4.7082706 50.9907467, 4.7084998 50.9905413, 4.708658 50.9903133, 4.708939 50.9898885, 4.7089921 50.9897407)",,,
348424030,Grote Bollostraat,tertiary,30,False,False,144.613,"LINESTRING (4.708836 50.9944838, 4.7084405 50.9942197, 4.7074279 50.993532)",,,
485039908,Baalsebaan,tertiary,50,False,True,151.361,"LINESTRING (4.708836 50.9944838, 4.706951 50.9946124, 4.7066874 50.9946379)",,,
1184844395,Grote Bollostraat,tertiary,50,False,True,165.07699999999997,"LINESTRING (4.708836 50.9944838, 4.7089329 50.9945842, 4.709077 50.994693, 4.7090895 50.9947022, 4.7096174 50.9951648, 4.7096708 50.9952116, 4.710037 50.9955315, 4.7102172 50.9956863)",,,
24039700,Hilstraat,unclassified,30,False,False,132.043,"LINESTRING (4.7023489 50.9891634, 4.7022133 50.989194, 4.7020613 50.9892679, 4.7019672 50.9893286, 4.7019084 50.9893888, 4.701857 50.9894631, 4.7018032 50.9895511, 4.7017833 50.9896067, 4.7017698 50.9896994, 4.7017887 50.9897823, 4.7018556 50.9899538, 4.7019187 50.9901119, 4.7019471 50.9901813)",,,
"[106526409, 106526391]",Werchtersebaan,tertiary,,False,True,223.13299999999995,"LINESTRING (4.7023489 50.9891634, 4.7024821 50.9893645, 4.7025593 50.9894959, 4.7027648 50.9897714, 4.7030393 50.9901492, 4.703073 50.9901962, 4.7036207 50.9909169, 4.7036395 50.9909413, 4.7036529 50.9909612, 4.7036715 50.9909885)",,,
24039700,Hilstraat,unclassified,30,False,True,132.043,"LINESTRING (4.7019471 50.9901813, 4.7019187 50.9901119, 4.7018556 50.9899538, 4.7017887 50.9897823, 4.7017698 50.9896994, 4.7017833 50.9896067, 4.7018032 50.9895511, 4.701857 50.9894631, 4.7019084 50.9893888, 4.7019672 50.9893286, 4.7020613 50.9892679, 4.7022133 50.989194, 4.7023489 50.9891634)",,,
24039702,Hilstraat,unclassified,30,False,False,172.18700000000004,"LINESTRING (4.7019471 50.9901813, 4.7021576 50.9904465, 4.7024687 50.9909328, 4.7024974 50.9909512, 4.7025625 50.9909595, 4.7033557 50.9909965, 4.7034393 50.990998, 4.7035277 50.9910119, 4.7035978 50.9910345)",,,
"[24040844, 24040845]",Hilstraat,"['unclassified', 'residential']",,False,True,321.038,"LINESTRING (4.7019471 50.9901813, 4.7015799 50.9901807, 4.7011405 50.9901853, 4.7006839 50.9902183, 4.7003914 50.9902488, 4.7002704 50.9902685, 4.7001276 50.9902641, 4.6999826 50.9902325, 4.6991674 50.9895886, 4.6984172 50.9889245)",,,
"[24040844, 24040845]",Hilstraat,"['residential', 'unclassified']",,False,False,321.03800000000007,"LINESTRING (4.6984172 50.9889245, 4.6991674 50.9895886, 4.6999826 50.9902325, 4.7001276 50.9902641, 4.7002704 50.9902685, 4.7003914 50.9902488, 4.7006839 50.9902183, 4.7011405 50.9901853, 4.7015799 50.9901807, 4.7019471 50.9901813)",,,
116911344,Astridstraat,residential,30,False,False,99.192,"LINESTRING (4.7089921 50.9897407, 4.7090533 50.989482, 4.709077 50.9892016, 4.7090129 50.9889437, 4.7089664 50.98886)",,,
255018545,Astridstraat,residential,30,False,True,195.653,"LINESTRING (4.7089921 50.9897407, 4.708939 50.9898885, 4.708658 50.9903133, 4.7084998 50.9905413, 4.7082706 50.9907467, 4.7080636 50.990875, 4.7077813 50.9909847, 4.7074307 50.9911152)",,,
20402530,Schrieksebaan,tertiary,30,False,True,87.603,"LINESTRING (4.7065993 50.9929415, 4.7074279 50.993532)",,,
26614158,Vinneweg,residential,30,True,False,96.09,"LINESTRING (4.7065993 50.9929415, 4.7077674 50.9924874)",,,
