osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,access,bridge
978104845,True,3,R53,Rue d'Acoz,primary,50,False,62.587,"LINESTRING (4.5177858 50.4044057, 4.518217 50.4039145)",,,
116869646,True,,,Rue de Pitié,residential,,False,116.95700000000001,"LINESTRING (4.5199794 50.4020676, 4.5199092 50.4019537, 4.5196984 50.4015465, 4.5195634 50.4012571, 4.5195862 50.4010589)",,,
283180228,True,2,R53,Rue d'Acoz,primary,50,False,211.62199999999999,"LINESTRING (4.5199794 50.4020676, 4.5210934 50.4008053, 4.5214572 50.400414)",,,
217167462,True,2,R53,Rue de la Station,primary,50,False,44.897,"LINESTRING (4.5294077 50.4013397, 4.5293528 50.4014138, 4.5293626 50.4014853, 4.529432 50.4017314)",,,
466919133,True,,,Rond-Point Saint-Roch,primary,,False,10.64,"LINESTRING (4.5294077 50.4013397, 4.5293363 50.401325, 4.5292795 50.4012937)",roundabout,,
294432395,True,2,R53,Rue de la Station,primary,50,False,71.32100000000001,"LINESTRING (4.5301298 50.4022739, 4.5301445 50.4025078, 4.5300871 50.4026535, 4.5300031 50.4028167, 4.5299677 50.402899)",,,
68895812,False,,,,unclassified,,False,89.925,"LINESTRING (4.5276822 50.4062768, 4.5286511 50.406799)",,,
466919140,True,1,R53,Rue de la Station,primary,50,False,72.619,"LINESTRING (4.5276822 50.4062768, 4.5272837 50.406495, 4.5268791 50.4066815)",,,
61500636,False,,,Rue du Collège,residential,,True,63.698,"LINESTRING (4.5268791 50.4066815, 4.5268295 50.4066506, 4.526779 50.4066191, 4.5262366 50.4062809)",,,
466919140,True,1,R53,Rue de la Station,primary,50,False,195.152,"LINESTRING (4.5268791 50.4066815, 4.5265543 50.406832, 4.5246515 50.4077133)",,,
466919140,True,1,R53,Rue de la Station,primary,50,False,81.236,"LINESTRING (4.5246515 50.4077133, 4.5240346 50.4080234, 4.523763 50.4081746)",,,
25403492,True,,,Rue du Pige,residential,,False,35.248,"LINESTRING (4.5226537 50.4062528, 4.5229861 50.4064886)",,,
61500602,True,,,Rue du Marché,residential,,False,105.453,"LINESTRING (4.5226537 50.4062528, 4.5226487 50.4062165, 4.5226437 50.4061457, 4.5222616 50.4058811, 4.522187 50.4057698, 4.5218105 50.4055009)",,,
25403492,True,,,Rue du Pige,residential,,False,87.418,"LINESTRING (4.52384 50.4071212, 4.5246018 50.407677, 4.5246515 50.4077133)",,,
25403495,True,,,Rue Paulus,residential,,False,194.015,"LINESTRING (4.5262366 50.4062809, 4.5256378 50.4065271, 4.52384 50.4071212)",,,
