osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref
8117013,Ephrem de Malanderplein - Place Ephrem de Malander,tertiary,50,roundabout,True,False,15.661999999999999,"LINESTRING (3.6046306 50.7443465, 3.604683 50.7443346, 3.6047386 50.7443361, 3.6047891 50.7443508, 3.6048272 50.7443765)",,
8117588,Joseph Ferrantstraat - Rue Joseph Ferrant,tertiary,50,,False,True,137.64,"LINESTRING (3.6046306 50.7443465, 3.6045321 50.7442328, 3.6043591 50.7440483, 3.6036289 50.7432834)",,
8590347,Nieuwe Brugstraat - Rue du Nouveau Pont,residential,30,,False,False,210.287,"LINESTRING (3.6048272 50.7443765, 3.6049898 50.7443138, 3.6050603 50.7443089, 3.6064926 50.7442985, 3.6077874 50.7442881)",,
963716765,Ephrem de Malanderplein - Place Ephrem de Malander,tertiary,50,roundabout,True,False,16.189999999999998,"LINESTRING (3.6048272 50.7443765, 3.6048473 50.7444106, 3.6048449 50.744447, 3.6048202 50.7444799, 3.6047772 50.744504)",,
8117037,Olifantstraat - Rue de l'Éléphant,tertiary,50,,False,False,129.132,"LINESTRING (3.6047772 50.744504, 3.6048828 50.7446046, 3.605165 50.7448983, 3.6057279 50.7454972)",,
225977065,Ephrem de Malanderplein - Place Ephrem de Malander,tertiary,50,roundabout,True,False,12.934000000000001,"LINESTRING (3.6047772 50.744504, 3.6047343 50.7445145, 3.6046884 50.7445158, 3.6046441 50.744508, 3.604606 50.7444918)",,
8117181,Zuidstraat - Rue du Midi,residential,30,,False,False,125.484,"LINESTRING (3.604606 50.7444918, 3.6045162 50.7445526, 3.6044457 50.7446024, 3.6043621 50.7447543, 3.6040353 50.7453907, 3.603966 50.7455325)",,
226011540,Ephrem de Malanderplein - Place Ephrem de Malander,tertiary,50,roundabout,True,False,18.72,"LINESTRING (3.604606 50.7444918, 3.6045745 50.7444647, 3.6045606 50.7444322, 3.6045663 50.7443987, 3.6045907 50.7443688, 3.6046306 50.7443465)",,
37131858,Michel Portoisstraat - Rue Michel Portois,residential,30,,False,True,65.795,"LINESTRING (3.6057279 50.7454972, 3.6049263 50.7458019)",,
"[313880322, 8117037]",Olifantstraat - Rue de l'Éléphant,tertiary,50,,False,False,143.42,"LINESTRING (3.6057279 50.7454972, 3.6058388 50.7456121, 3.6058877 50.7456638, 3.6065296 50.7463449, 3.6067058 50.7465245, 3.6067733 50.7466043)",3,
8117037,Olifantstraat - Rue de l'Éléphant,tertiary,50,,False,True,129.132,"LINESTRING (3.6057279 50.7454972, 3.605165 50.7448983, 3.6048828 50.7446046, 3.6047772 50.744504)",,
"[8117600, 799843091, 313880311]",Bredestraat - Rue Large,residential,50,,False,False,52.837,"LINESTRING (3.6067733 50.7466043, 3.6068171 50.7466954, 3.6068661 50.7467277, 3.6069341 50.7467759, 3.6070061 50.7468059, 3.6071421 50.7468619, 3.6073013 50.7469139)",3,
"[225977064, 922726329]",Elzelestraat - Rue d'Ellezelles,primary,50,,False,False,101.18199999999999,"LINESTRING (3.6067733 50.7466043, 3.6069372 50.7465299, 3.6071125 50.7464395, 3.6079034 50.7460418)","['2', '3']",N57
"[631225199, 313880319]",Elzelestraat - Rue d'Ellezelles,primary,50,,False,True,129.18,"LINESTRING (3.6067733 50.7466043, 3.6066354 50.7466826, 3.6065688 50.7467252, 3.6064616 50.7467646, 3.6064163 50.7467864, 3.6063588 50.7468141, 3.6062449 50.7468477, 3.6061041 50.7468983, 3.6058436 50.7469925, 3.6056766 50.7470543, 3.6055411 50.7471107, 3.6054526 50.7471555, 3.6053602 50.7472094, 3.6052766 50.7472644)","['2', '3']",N57
"[313880322, 8117037]",Olifantstraat - Rue de l'Éléphant,tertiary,50,,False,True,143.42,"LINESTRING (3.6067733 50.7466043, 3.6067058 50.7465245, 3.6065296 50.7463449, 3.6058877 50.7456638, 3.6058388 50.7456121, 3.6057279 50.7454972)",3,
"[8117600, 799843091, 313880311]",Bredestraat - Rue Large,residential,50,,False,True,52.837,"LINESTRING (3.6073013 50.7469139, 3.6071421 50.7468619, 3.6070061 50.7468059, 3.6069341 50.7467759, 3.6068661 50.7467277, 3.6068171 50.7466954, 3.6067733 50.7466043)",3,
8117541,Ninovestraat - Rue de Ninove,primary,50,,False,False,82.54400000000001,"LINESTRING (3.6090319 50.7509686, 3.6087104 50.7509147, 3.6085991 50.7508947, 3.6084119 50.75085, 3.6081666 50.7507848, 3.607932 50.7507156)",2,N48
8117541,Ninovestraat - Rue de Ninove,primary,50,,False,False,152.98700000000002,"LINESTRING (3.607932 50.7507156, 3.6077066 50.7506467, 3.6070677 50.7504543, 3.6067836 50.7503616, 3.6065765 50.7502946, 3.6064101 50.7502449, 3.6062511 50.7502053, 3.6060888 50.7501725, 3.6059545 50.7501495)",2,N48
8117541,Ninovestraat - Rue de Ninove,primary,50,,False,True,82.544,"LINESTRING (3.607932 50.7507156, 3.6081666 50.7507848, 3.6084119 50.75085, 3.6085991 50.7508947, 3.6087104 50.7509147, 3.6090319 50.7509686)",2,N48
"[313880321, 8117541]",Ninovestraat - Rue de Ninove,primary,50,,False,False,128.625,"LINESTRING (3.6059545 50.7501495, 3.6057837 50.7501219, 3.6047831 50.7499606, 3.6044666 50.7499153, 3.604387 50.7499022, 3.6042972 50.7498807, 3.6042564 50.7498723, 3.6041928 50.7498487)",2,N48
8117541,Ninovestraat - Rue de Ninove,primary,50,,False,True,152.987,"LINESTRING (3.6059545 50.7501495, 3.6060888 50.7501725, 3.6062511 50.7502053, 3.6064101 50.7502449, 3.6065765 50.7502946, 3.6067836 50.7503616, 3.6070677 50.7504543, 3.6077066 50.7506467, 3.607932 50.7507156)",2,N48
113873526,Adolf Demetsstraat - Rue Albert Demets,residential,,,False,True,109.40100000000001,"LINESTRING (3.6059545 50.7501495, 3.605994 50.7501031, 3.606112 50.7499342, 3.6066019 50.7492551)",,
225977092,Eugène Soudansquare - Square Eugène Soudan,primary,50,roundabout,True,False,9.213000000000001,"LINESTRING (3.6041928 50.7498487, 3.6041589 50.7498661, 3.6041199 50.7498785, 3.6040776 50.7498853)",1,
"[313880321, 8117541]",Ninovestraat - Rue de Ninove,primary,50,,False,True,128.62499999999997,"LINESTRING (3.6041928 50.7498487, 3.6042564 50.7498723, 3.6042972 50.7498807, 3.604387 50.7499022, 3.6044666 50.7499153, 3.6047831 50.7499606, 3.6057837 50.7501219, 3.6059545 50.7501495)",2,N48
