osmid,bridge,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,access
588501300,,True,1,,secondary_link,,False,31.673000000000002,"LINESTRING (5.5122434 50.6182081, 5.512275 50.6182662, 5.5122959 50.6183094, 5.5123198 50.6183656, 5.5123504 50.618484)",,,
239849842,,True,,,tertiary,,False,8.457,"LINESTRING (5.5098609 50.6177288, 5.5097489 50.6177017)",,,
142773567,,True,,,tertiary,,False,17.957,"LINESTRING (5.5098609 50.6177288, 5.50983 50.6177913, 5.5098122 50.6178303, 5.5097826 50.6178824)",Esplanade du Pont,,
103328822,,True,1,,secondary_link,,False,16.802,"LINESTRING (5.5121054 50.618087, 5.5121585 50.6181192, 5.5121812 50.6181352, 5.5121976 50.6181513, 5.5122434 50.6182081)",,,
175910851,,True,1,N617,secondary,70,False,188.446,"LINESTRING (5.5121054 50.618087, 5.5130535 50.618261, 5.5136658 50.6183601, 5.5140271 50.6184055, 5.5142425 50.6184273, 5.5145384 50.6184499, 5.514705 50.618462)",Quai des Carmes,,
188710764,,True,,,tertiary,,False,19.602,"LINESTRING (5.5091366 50.6174917, 5.5091279 50.6174543, 5.5091033 50.6173919, 5.5090542 50.6173246)",,,
"[28774720, 24498183]",yes,True,1,,secondary_link,,False,208.078,"LINESTRING (5.50897 50.6172422, 5.5092033 50.6172794, 5.509574 50.6173949, 5.5099291 50.6174902, 5.5106429 50.6176771, 5.5109888 50.6177533, 5.5110785 50.6177661, 5.5111682 50.6177721, 5.511239 50.6177674, 5.5113109 50.6177559, 5.5113722 50.6177423, 5.5114484 50.617716, 5.5115153 50.6176846, 5.5115755 50.617646, 5.5116596 50.6175883)",,,
"[142772028, 946464812]",,True,2,N617,secondary,70,False,137.254,"LINESTRING (5.50897 50.6172422, 5.5092693 50.6173644, 5.5094719 50.6174385, 5.509683 50.6175063, 5.5099264 50.6175743, 5.5105854 50.6177434, 5.5107171 50.6177775)",Quai Jules Destrée,,
"[588501290, 1198100291]",,True,2,N617,secondary,70,False,103.83,"LINESTRING (5.5107171 50.6177775, 5.5115392 50.6179647, 5.5118898 50.6180445, 5.5121054 50.618087)","['Quai des Carmes', 'Quai Jules Destrée']",,
946464810,,True,2,N617,secondary,70,False,54.963,"LINESTRING (5.5090542 50.6173246, 5.5086869 50.617183, 5.5084016 50.6170552)",Quai Jules Destrée,,
588501289,,True,1,,secondary_link,,False,14.188,"LINESTRING (5.5103208 50.6178276, 5.5102395 50.6177109)",,,
"[588501288, 946464798]",,True,,,tertiary,,False,34.257999999999996,"LINESTRING (5.5103208 50.6178276, 5.5100608 50.6177731, 5.5098609 50.6177288)",,,
142772022,,True,1,N617,secondary,70,False,44.053,"LINESTRING (5.511186 50.6179639, 5.5111232 50.6179347, 5.5107892 50.6178569, 5.5106127 50.617811)",Quai Jules Destrée,,
142774277,,True,,,tertiary,,False,48.964000000000006,"LINESTRING (5.511186 50.6179639, 5.5110775 50.617955, 5.5110156 50.6179453, 5.5109415 50.6179385, 5.5107854 50.6179296, 5.5107211 50.6179226, 5.51066 50.6179111, 5.5105107 50.6178741)",,,
588501287,,True,1,N617,secondary,70,False,94.228,"LINESTRING (5.5102395 50.6177109, 5.5097986 50.617592, 5.5094701 50.6174895, 5.5090542 50.6173246)",Quai Jules Destrée,,
588501294,,True,,,tertiary,,False,14.361,"LINESTRING (5.5105107 50.6178741, 5.5103208 50.6178276)",,,
588501295,,True,2,,secondary_link,50,False,10.051,"LINESTRING (5.5105107 50.6178741, 5.5106127 50.617811)",,,
"[142772745, 588501282, 588501286]",,True,1,,secondary_link,,False,29.11,"LINESTRING (5.5103518 50.6180885, 5.5103329 50.6179712, 5.5103313 50.6179072, 5.5103208 50.6178276)",,,
"[588501281, 588501284]",,True,2,,secondary_link,50,False,26.516,"LINESTRING (5.5103518 50.6180885, 5.5104176 50.6179725, 5.51046 50.6179183, 5.5105107 50.6178741)",,,
588501296,,True,1,N617,secondary,70,False,28.586,"LINESTRING (5.5106127 50.617811, 5.5102395 50.6177109)",Quai Jules Destrée,,
588501297,,True,2,,secondary_link,50,False,8.254,"LINESTRING (5.5106127 50.617811, 5.5107171 50.6177775)",,,
142773563,,True,,,tertiary,,False,8.035,"LINESTRING (5.5091847 50.6175572, 5.5091366 50.6174917)",,,
"[239849841, 946464799]",,True,,,tertiary,,False,52.375,"LINESTRING (5.5091847 50.6175572, 5.509328 50.6175809, 5.509744 50.6176603, 5.5098084 50.6176915, 5.5098609 50.6177288)",,,
103323565,,False,,,tertiary,,True,89.503,"LINESTRING (5.5097826 50.6178824, 5.5096143 50.6186802)",Esplanade du Pont,,
"[315750512, 142773561]",,True,,,tertiary,,False,20.39,"LINESTRING (5.5097826 50.6178824, 5.5097736 50.6178, 5.5097754 50.6177723, 5.5097712 50.6177435, 5.5097489 50.6177017)",Esplanade du Pont,,
239849842,,True,,,tertiary,,False,25.937,"LINESTRING (5.5097489 50.6177017, 5.5093939 50.6176411)",,,
142772026,,True,,,tertiary,,False,39.604,"LINESTRING (5.5093939 50.6176411, 5.5092908 50.617631, 5.5091257 50.6176104, 5.5090179 50.6175981, 5.5088391 50.6176059)",,,
142773563,,True,,,tertiary,,False,17.512,"LINESTRING (5.5093939 50.6176411, 5.5093056 50.6176076, 5.5092468 50.6175883, 5.5091847 50.6175572)",,,
"[24498155, 103323547, 946464822]",yes,True,1,,secondary_link,50,False,137.32900000000004,"LINESTRING (5.51105 50.6180057, 5.5109536 50.6179879, 5.5109033 50.617981, 5.5108487 50.6179782, 5.5108042 50.6179802, 5.5107598 50.6179876, 5.510732 50.6179925, 5.5106593 50.6180196, 5.5106149 50.6180408, 5.510579 50.6180593, 5.5105255 50.6181035, 5.5104807 50.6181965, 5.5104542 50.618337, 5.5104764 50.6184102, 5.5105368 50.6184681, 5.5106253 50.6185136, 5.5106935 50.6185333, 5.510743 50.6185433, 5.5108098 50.6185484, 5.5108669 50.6185447, 5.5109345 50.6185286, 5.5110341 50.6184905, 5.5110786 50.6184717, 5.5111727 50.6184095)",,,
142775035,,True,,,residential,,False,181.61599999999999,"LINESTRING (5.51105 50.6180057, 5.5109164 50.6180422, 5.5108532 50.6180722, 5.510798 50.6181432, 5.5107416 50.6182198, 5.5107057 50.61829, 5.5107089 50.6183247, 5.5107229 50.6183525, 5.5107462 50.6183721, 5.5107781 50.6183904, 5.5108854 50.6184177, 5.5110179 50.6184478, 5.5111483 50.6184789, 5.5112555 50.6185062, 5.511372 50.6185312, 5.5114685 50.6185533, 5.5115865 50.6185754, 5.5116686 50.6185896, 5.5117544 50.6185913, 5.5118027 50.6185623, 5.5118322 50.6185249, 5.5118617 50.6184738, 5.5119073 50.6184041, 5.5119368 50.6183479, 5.5119439 50.6182896, 5.5119421 50.6182662, 5.5119028 50.61814)",,,no
170082133,,False,,,residential,,False,70.71,"LINESTRING (5.5086218 50.6185962, 5.5093341 50.6186509, 5.5094009 50.6186637, 5.5094557 50.6186683, 5.5096143 50.6186802)",Rue Frankinoulle,,
103323565,,False,,,tertiary,,False,89.503,"LINESTRING (5.5096143 50.6186802, 5.5097826 50.6178824)",Esplanade du Pont,,
103323565,,False,,,tertiary,,True,49.568,"LINESTRING (5.5096143 50.6186802, 5.509542 50.6190256, 5.5095285 50.6190855, 5.5095207 50.619122)",Esplanade du Pont,,
170082133,,False,,,residential,,True,70.71,"LINESTRING (5.5096143 50.6186802, 5.5094557 50.6186683, 5.5094009 50.6186637, 5.5093341 50.6186509, 5.5086218 50.6185962)",Rue Frankinoulle,,
439361736,,True,,,residential,,False,27.612000000000002,"LINESTRING (5.5050989 50.6156285, 5.5050738 50.6156552, 5.5050222 50.6157124, 5.504999 50.6157261, 5.5049728 50.6157337, 5.5049294 50.6157373, 5.5048845 50.6157318, 5.5048029 50.6157101)",Place des Quatre Grands,,
170083370,,False,,,residential,,False,69.274,"LINESTRING (5.5028598 50.6137505, 5.5029458 50.6139054, 5.5030203 50.6140346, 5.5030931 50.6141646, 5.5031574 50.6142762, 5.5031934 50.6143364)",Rue Haut-Vinâve,,
170083364,,True,,,residential,,False,119.82799999999999,"LINESTRING (5.5077607 50.6169757, 5.5078251 50.616998, 5.5078605 50.6170075, 5.5080029 50.6170539, 5.5082988 50.6171434, 5.5083357 50.6171508, 5.5084308 50.6171798, 5.5085126 50.6172057, 5.5085474 50.6172182, 5.508692 50.617283, 5.5088263 50.6173422, 5.5088599 50.617361, 5.5088937 50.6173845, 5.5089173 50.6174105, 5.5089337 50.617443, 5.5089396 50.6174716, 5.5089367 50.6175003, 5.5089229 50.6175307, 5.5088989 50.6175592, 5.5088777 50.6175783, 5.5088391 50.6176059)",Quai de la Saulx,,
170083365,,True,,,residential,,False,240.632,"LINESTRING (5.5077607 50.6169757, 5.5077056 50.6169557, 5.5076775 50.6169365, 5.5076425 50.6169209, 5.5075001 50.6168608, 5.5073288 50.6167879, 5.507162 50.6167161, 5.5070977 50.6166887, 5.5070405 50.616662, 5.5069411 50.6166128, 5.506756 50.616521, 5.5066196 50.6164534, 5.5065513 50.616417, 5.5064939 50.6163879, 5.5062845 50.6162818, 5.5061286 50.6162018, 5.5058632 50.6160645, 5.5057733 50.6160188, 5.5056674 50.6159606, 5.505397 50.6158032, 5.5052329 50.6157082, 5.5050989 50.6156285)",Quai de la Saulx,,
170083362,,False,,,residential,,True,40.451,"LINESTRING (5.5031934 50.6143364, 5.5033112 50.6142979, 5.5034397 50.614251, 5.5036918 50.6141568)",Rue Haut-Vinâve,,
170083370,,False,,,residential,,False,174.996,"LINESTRING (5.5031934 50.6143364, 5.5032679 50.6144761, 5.5032957 50.6145311, 5.5033434 50.614608, 5.5033836 50.6146649, 5.5034539 50.6147602, 5.503501 50.6148108, 5.5036092 50.6149203, 5.5037337 50.6150448, 5.5038916 50.6152069, 5.5039808 50.6152966, 5.5040416 50.615362, 5.5040744 50.6154199, 5.5041159 50.6154689, 5.5041963 50.6155525, 5.5042305 50.6155741, 5.5042603 50.6155825, 5.5042925 50.6155826, 5.5043308 50.6155742, 5.504459 50.61552)",Rue Haut-Vinâve,,
170083370,,False,,,residential,,True,69.274,"LINESTRING (5.5031934 50.6143364, 5.5031574 50.6142762, 5.5030931 50.6141646, 5.5030203 50.6140346, 5.5029458 50.6139054, 5.5028598 50.6137505)",Rue Haut-Vinâve,,
170083370,,False,,,residential,,True,174.99599999999998,"LINESTRING (5.504459 50.61552, 5.5043308 50.6155742, 5.5042925 50.6155826, 5.5042603 50.6155825, 5.5042305 50.6155741, 5.5041963 50.6155525, 5.5041159 50.6154689, 5.5040744 50.6154199, 5.5040416 50.615362, 5.5039808 50.6152966, 5.5038916 50.6152069, 5.5037337 50.6150448, 5.5036092 50.6149203, 5.503501 50.6148108, 5.5034539 50.6147602, 5.5033836 50.6146649, 5.5033434 50.614608, 5.5032957 50.6145311, 5.5032679 50.6144761, 5.5031934 50.6143364)",Rue Haut-Vinâve,,
439361736,,True,,,residential,,False,55.208,"LINESTRING (5.504459 50.61552, 5.5045374 50.6154807, 5.5046364 50.6154388, 5.5046931 50.6154372, 5.5047211 50.6154457, 5.5047448 50.6154528, 5.504836 50.6154964, 5.5049478 50.6155522, 5.5050381 50.6155977, 5.5050823 50.6156195, 5.5050989 50.6156285)",Place des Quatre Grands,,
25081127,,False,,,tertiary,30,True,103.91099999999999,"LINESTRING (5.5088391 50.6176059, 5.5087798 50.6176045, 5.5087155 50.6176005, 5.5086283 50.6175909, 5.5085253 50.6175773, 5.5083731 50.6175523, 5.5082052 50.6175189, 5.5079191 50.6174467, 5.5078298 50.6174221, 5.507734 50.6173888, 5.507612 50.6173443, 5.5074673 50.6172917)",Rue du Pont,,
239849841,,True,,,tertiary,,False,15.413,"LINESTRING (5.5088391 50.6176059, 5.5089276 50.6175829, 5.5090453 50.6175606)",,,
170083362,,False,,,residential,,False,40.451,"LINESTRING (5.5036918 50.6141568, 5.5034397 50.614251, 5.5033112 50.6142979, 5.5031934 50.6143364)",Rue Haut-Vinâve,,
"[5021658, 1198100292, 1198100293]",,False,"['4', '3']",N617,secondary,70,False,467.69399999999996,"LINESTRING (5.5036918 50.6141568, 5.5039398 50.6143955, 5.5041597 50.6145983, 5.5043753 50.6147924, 5.5046184 50.6149914, 5.5047008 50.6150385, 5.5051183 50.6153509, 5.5053317 50.615499, 5.5055795 50.6156603, 5.5058686 50.6158456, 5.5061117 50.6159959, 5.50636 50.6161428, 5.5065223 50.6162335, 5.5066617 50.6163108, 5.5068785 50.6164198, 5.5071602 50.6165513, 5.5073829 50.6166487, 5.5076058 50.6167399, 5.5077421 50.6167915, 5.5084016 50.6170552)",Quai Jules Destrée,,
1198100293,,False,4,N617,secondary,70,True,103.30099999999999,"LINESTRING (5.5036918 50.6141568, 5.503152 50.6135964, 5.5029432 50.6133586)",Quai Jules Destrée,,
239849841,,True,,,tertiary,,False,9.842,"LINESTRING (5.5090453 50.6175606, 5.5091847 50.6175572)",,,
188710764,,True,,,tertiary,,False,10.015,"LINESTRING (5.5090453 50.6175606, 5.5090843 50.6175287, 5.5091366 50.6174917)",,,
170083368,,False,,,residential,,True,30.876,"LINESTRING (5.5048029 50.6157101, 5.5046581 50.6158489, 5.5046217 50.6158927, 5.5045812 50.6159488)",Place des Quatre Grands,,
439361736,,True,,,residential,,False,32.695,"LINESTRING (5.5048029 50.6157101, 5.5047132 50.6156697, 5.504587 50.6156174, 5.5045396 50.6155963, 5.504459 50.61552)",Place des Quatre Grands,,
25081127,,False,,,tertiary,30,True,9.599,"LINESTRING (5.5074673 50.6172917, 5.5073509 50.617247)",Rue du Pont,,
25081127,,False,,,tertiary,30,False,103.91099999999999,"LINESTRING (5.5074673 50.6172917, 5.507612 50.6173443, 5.507734 50.6173888, 5.5078298 50.6174221, 5.5079191 50.6174467, 5.5082052 50.6175189, 5.5083731 50.6175523, 5.5085253 50.6175773, 5.5086283 50.6175909, 5.5087155 50.6176005, 5.5087798 50.6176045, 5.5088391 50.6176059)",Rue du Pont,,
170083366,,True,,,residential,,False,40.782000000000004,"LINESTRING (5.5074673 50.6172917, 5.5075171 50.6172373, 5.5075624 50.6171891, 5.5076981 50.6170418, 5.5077292 50.6170086, 5.5077607 50.6169757)",Place de la Saulx,,
757649022,,True,,,tertiary,50,False,7.4350000000000005,"LINESTRING (5.5094189 50.6191357, 5.5094681 50.6191237, 5.5095207 50.619122)",Esplanade du Pont,roundabout,
403584041,,True,1,N683a,tertiary,,False,20.11,"LINESTRING (5.5148338 50.6166572, 5.5149147 50.6166151, 5.5149541 50.6165946, 5.5150658 50.6165531)",Rue Jean Potier,,
1085151159,,True,2,,primary,50,False,12.815,"LINESTRING (5.5148338 50.6166572, 5.5148786 50.6166624, 5.5149187 50.6166758, 5.5149508 50.6166961, 5.514972 50.6167216)",,roundabout,
"[611864845, 389662415]",,False,"['2', '3']",N683a,tertiary,50,False,461.4479999999999,"LINESTRING (5.5119036 50.6144751, 5.5120791 50.6145, 5.5122251 50.614519, 5.5132212 50.6146584, 5.5133183 50.6146723, 5.5135194 50.6147009, 5.5139676 50.6147631, 5.514321 50.6148131, 5.5144431 50.6148246, 5.5145876 50.614834, 5.5153404 50.6148616, 5.5154227 50.6148696, 5.5155004 50.6148968, 5.5155451 50.6149337, 5.5155682 50.6149716, 5.5155686 50.6151926, 5.5155559 50.6155988, 5.5155225 50.6161071, 5.5155099 50.6162991, 5.5154733 50.6163825, 5.5153798 50.616459, 5.5152891 50.6164933, 5.5151523 50.6165183, 5.5150658 50.6165531)",Rue Jean Potier,,
423734378,,True,1,N683,secondary,50,False,24.205,"LINESTRING (5.5119036 50.6144751, 5.5118797 50.6145159, 5.5118333 50.614548, 5.5117712 50.6145666, 5.5117027 50.6145689, 5.5116379 50.6145547)",,roundabout,
245204327,,True,1,N90,primary,50,False,19.306,"LINESTRING (5.5149727 50.6167839, 5.5151652 50.6169073)",Avenue Greiner,,
1244757334,,True,2,,primary,50,False,6.11,"LINESTRING (5.5149727 50.6167839, 5.5149533 50.6168085, 5.5149237 50.6168285)",,roundabout,
389662431,,True,2,,primary,50,False,19.028000000000002,"LINESTRING (5.5149237 50.6168285, 5.5148847 50.6168429, 5.5148408 50.6168494, 5.5147959 50.6168474, 5.5147538 50.6168371, 5.5147183 50.6168194, 5.514693 50.6167964)",,roundabout,
429243456,,False,2,N90,primary,50,True,185.86100000000002,"LINESTRING (5.5140154 50.616596, 5.5139633 50.6165535, 5.5139311 50.6165351, 5.5138838 50.6165194, 5.5134474 50.6164782, 5.5127804 50.6164151, 5.5116665 50.6162854, 5.511468 50.6162538)",Avenue Greiner,,
1085151154,,True,2,,primary,50,False,21.865000000000002,"LINESTRING (5.5140154 50.616596, 5.514054 50.6165742, 5.5141018 50.6165617, 5.5141533 50.61656, 5.5142029 50.6165693, 5.5142448 50.6165884, 5.5142743 50.6166153)",,roundabout,
390005932,,True,2,N90,primary,50,False,34.298,"LINESTRING (5.5142743 50.6166153, 5.5143885 50.6166463, 5.5144877 50.6166583, 5.5146079 50.6166712, 5.5147469 50.6166723)",,,
1085151155,,True,2,,primary,50,False,15.010000000000002,"LINESTRING (5.5142743 50.6166153, 5.5142883 50.6166479, 5.5142839 50.6166815, 5.5142617 50.6167122, 5.5142244 50.6167362)",,roundabout,
389662414,,True,2,,primary,50,False,16.506,"LINESTRING (5.5142244 50.6167362, 5.5141826 50.6167495, 5.5141364 50.6167542, 5.5140901 50.6167499, 5.514048 50.6167369, 5.514014 50.6167165)",,roundabout,
389662424,,False,2,N683,busway,50,False,230.85199999999998,"LINESTRING (5.5117622 50.6143462, 5.511786 50.6142859, 5.5118088 50.6142283, 5.5120245 50.6136302, 5.5121894 50.6131663, 5.5122151 50.6130929, 5.5124592 50.6124124, 5.5124937 50.6123227)",Rue Cockerill,,
1044370526,,True,1,N683,secondary,50,False,8.711,"LINESTRING (5.5117622 50.6143462, 5.5118106 50.6143567, 5.511868 50.6143846)",,roundabout,
1085151158,,True,1,N683,secondary,50,False,10.602,"LINESTRING (5.511868 50.6143846, 5.5118889 50.6144086, 5.5119042 50.6144411, 5.5119036 50.6144751)",,roundabout,
421744080,,False,,,living_street,20,False,89.80099999999999,"LINESTRING (5.510808 50.615017, 5.5106616 50.6149753, 5.5106214 50.614958, 5.5105914 50.6149436, 5.5103464 50.6148737, 5.5099006 50.6147401, 5.5098052 50.6147115, 5.5097603 50.6147042, 5.5097237 50.6146985, 5.5096916 50.6146949, 5.5096528 50.6146842)",Rue de Colard-Trouillet,,
421744083,,False,,,living_street,20,False,101.853,"LINESTRING (5.5106879 50.615458, 5.5103106 50.6153464, 5.5099206 50.615236, 5.5098843 50.6152257, 5.5093719 50.6150816)",Rue Brialmont,,
530634103,,True,,,residential,,False,161.387,"LINESTRING (5.5123402 50.6122149, 5.5122046 50.6121828, 5.5111736 50.6119365, 5.5109366 50.6118788, 5.5106776 50.6118187, 5.5104415 50.6117618, 5.5103172 50.6117329, 5.5101986 50.6117054)",Rue Jean de Seraing,,
611845976,,True,1,N683,secondary,50,False,10.649000000000001,"LINESTRING (5.5123402 50.6122149, 5.5123482 50.6121673, 5.5123845 50.6121253)",,roundabout,
"[439360197, 439360206]",,False,2,,busway,50,True,178.062,"LINESTRING (5.5116379 50.6145547, 5.5115678 50.6146473, 5.5113976 50.614857, 5.5111779 50.6151226, 5.5111386 50.6151931, 5.5110617 50.6154121, 5.5110194 50.6155286, 5.5109908 50.6156074, 5.5108695 50.6159414, 5.5108505 50.6159865, 5.5108218 50.616058)",Place Kuborn,,
"[611845993, 611845990]",,True,1,N683,secondary,50,False,23.839,"LINESTRING (5.5116379 50.6145547, 5.511589 50.6145281, 5.5115615 50.6144981, 5.5115496 50.6144642, 5.5115545 50.6144297, 5.5115756 50.6143976, 5.511611 50.6143712)",,roundabout,
611845976,,True,1,N683,secondary,50,False,8.594000000000001,"LINESTRING (5.5123884 50.6122848, 5.5123554 50.6122523, 5.5123402 50.6122149)",,roundabout,
529572285,,True,1,N683,secondary,50,False,31.057000000000002,"LINESTRING (5.5125899 50.6120883, 5.5126505 50.6121092, 5.5126955 50.6121424, 5.5127191 50.6121835, 5.5127181 50.6122273, 5.5126998 50.61226, 5.5126677 50.6122882, 5.5126244 50.6123094)",,roundabout,
"[389662428, 1085099974]",,True,1,N683,secondary,50,False,236.898,"LINESTRING (5.5126244 50.6123094, 5.5125932 50.6123673, 5.5125643 50.6124273, 5.512322 50.6131087, 5.5119172 50.6142458, 5.511868 50.6143846)",Rue Cockerill,,
1044370527,,True,1,N683,secondary,50,False,9.485,"LINESTRING (5.5126244 50.6123094, 5.5125609 50.6123234, 5.5124937 50.6123227)",,roundabout,
611845986,,True,1,N683,secondary,50,False,11.378,"LINESTRING (5.511611 50.6143712, 5.5116535 50.6143539, 5.511702 50.6143449, 5.5117622 50.6143462)",,roundabout,
1085099973,,True,1,N683,secondary,50,False,27.909999999999997,"LINESTRING (5.511611 50.6143712, 5.5116667 50.6142978, 5.5116991 50.6142107, 5.511726 50.6141325)",Rue Cockerill,,
1044370528,,True,1,N683,secondary,50,False,8.833,"LINESTRING (5.5124664 50.6120894, 5.512528 50.6120824, 5.5125899 50.6120883)",,roundabout,
611845983,,True,1,N683,secondary,50,False,7.085,"LINESTRING (5.5123845 50.6121253, 5.5124217 50.6121039, 5.5124664 50.6120894)",,roundabout,
389662407,,True,1,N683,secondary,50,False,129.89600000000002,"LINESTRING (5.511726 50.6141325, 5.5119129 50.6136135, 5.5121033 50.6130763, 5.5121314 50.612993)",Rue Cockerill,,
"[1085099971, 1085099972]",,False,,,residential,,False,74.426,"LINESTRING (5.511726 50.6141325, 5.5116828 50.614125, 5.5116234 50.6141078, 5.5115799 50.6140949, 5.5109161 50.6138958, 5.5107692 50.6138517)",Rue François,,
390005933,,True,2,N90,primary,50,False,34.028,"LINESTRING (5.514693 50.6167964, 5.5145849 50.6167692, 5.514464 50.616748, 5.5143533 50.6167391, 5.5142244 50.6167362)",,,
1085151160,,True,2,,primary,50,False,15.618000000000002,"LINESTRING (5.514693 50.6167964, 5.5146792 50.6167697, 5.5146782 50.6167416, 5.5146899 50.6167145, 5.5147135 50.6166908, 5.5147469 50.6166723)",,roundabout,
1085151157,,True,2,,primary,50,False,6.428,"LINESTRING (5.5147469 50.6166723, 5.5147885 50.6166606, 5.5148338 50.6166572)",,roundabout,
"[32938980, 611864822]",yes,True,,N90z,primary,50,False,64.49600000000001,"LINESTRING (5.5129939 50.6166238, 5.5128193 50.6166243, 5.5126969 50.6166345, 5.5126201 50.6166473, 5.5125476 50.6166649, 5.5124886 50.616683, 5.5124241 50.6167094, 5.5123658 50.6167401, 5.5123183 50.6167715, 5.5122033 50.616853)",,,
389834508,,False,3,N90z,primary,50,False,74.79899999999999,"LINESTRING (5.5129939 50.6166238, 5.5132498 50.6166666, 5.513486 50.616704, 5.5137697 50.6167494, 5.5138353 50.6167569, 5.5138988 50.6167535, 5.514014 50.6167165)",,,
429243456,,False,2,N90,primary,50,False,185.861,"LINESTRING (5.511468 50.6162538, 5.5116665 50.6162854, 5.5127804 50.6164151, 5.5134474 50.6164782, 5.5138838 50.6165194, 5.5139311 50.6165351, 5.5139633 50.6165535, 5.5140154 50.616596)",Avenue Greiner,,
611864842,,True,1,N90,primary,50,False,28.494,"LINESTRING (5.511468 50.6162538, 5.5113742 50.6162496, 5.5113074 50.6162421, 5.5110701 50.616212)",Avenue Greiner,,
403584047,,True,2,N90,primary,50,False,19.16,"LINESTRING (5.5151652 50.6169073, 5.5149237 50.6168285)",Avenue Greiner,,
611864823,yes,True,1,N90z,primary,50,False,21.732,"LINESTRING (5.5122129 50.6166592, 5.5122227 50.6167109, 5.5122262 50.6167591, 5.512219 50.6168033, 5.5122033 50.616853)",,,
"[1055896616, 5028499]",yes,True,2,N90z,primary,50,False,60.215999999999994,"LINESTRING (5.5122129 50.6166592, 5.5122553 50.616638, 5.5123484 50.6165915, 5.5124465 50.6165584, 5.5125468 50.616545, 5.5126562 50.6165487, 5.5127419 50.6165673, 5.5129939 50.6166238)",,,
389834508,,False,3,N90z,primary,50,True,74.799,"LINESTRING (5.514014 50.6167165, 5.5138988 50.6167535, 5.5138353 50.6167569, 5.5137697 50.6167494, 5.513486 50.616704, 5.5132498 50.6166666, 5.5129939 50.6166238)",,,
1244757333,,True,2,,primary,50,False,14.378,"LINESTRING (5.514014 50.6167165, 5.5139913 50.6166905, 5.5139818 50.6166579, 5.5139902 50.6166251, 5.5140154 50.616596)",,roundabout,
1085151156,,True,2,,primary,50,False,7.037,"LINESTRING (5.514972 50.6167216, 5.5149804 50.6167498, 5.514979 50.6167671, 5.5149727 50.6167839)",,roundabout,
142770962,,True,1,,busway,50,False,14.921999999999999,"LINESTRING (5.5108455 50.6161859, 5.5108241 50.6161631, 5.5108092 50.6161389, 5.5108091 50.6160998, 5.5108218 50.616058)",,,
1055896618,,True,1,N90,primary,50,False,37.476,"LINESTRING (5.5108455 50.6161859, 5.510635 50.616162, 5.5103303 50.6161058)",Avenue Greiner,,
103328841,,True,1,,secondary_link,50,False,61.11,"LINESTRING (5.5130903 50.6183335, 5.5128622 50.6183411, 5.512706 50.6183322, 5.5126183 50.6183254, 5.5125689 50.6183288, 5.5125297 50.6183345, 5.5125018 50.6183453, 5.5124439 50.6183751, 5.5123504 50.618484)",,,
946464809,,True,2,N617,secondary,70,False,61.385,"LINESTRING (5.5130903 50.6183335, 5.5124128 50.6182403, 5.5122434 50.6182081)",Quai des Carmes,,
"[1198100290, 142807293]",,True,2,N617,secondary,70,False,54.289,"LINESTRING (5.5119028 50.61814, 5.5116347 50.6180623, 5.5114963 50.6180319, 5.511186 50.6179639)","['Quai des Carmes', 'Quai Jules Destrée']",,
1044426311,,True,1,,secondary_link,50,False,62.772000000000006,"LINESTRING (5.5119028 50.61814, 5.5116502 50.6181413, 5.51105 50.6180057)",Pont de Seraing,,
389662424,,False,2,N683,busway,50,True,230.852,"LINESTRING (5.5124937 50.6123227, 5.5124592 50.6124124, 5.5122151 50.6130929, 5.5121894 50.6131663, 5.5120245 50.6136302, 5.5118088 50.6142283, 5.511786 50.6142859, 5.5117622 50.6143462)",Rue Cockerill,,
611845979,,True,1,N683,secondary,50,False,8.655,"LINESTRING (5.5124937 50.6123227, 5.5124362 50.6123092, 5.5123884 50.6122848)",,roundabout,
1055896618,,True,1,N90,primary,50,False,16.11,"LINESTRING (5.5110701 50.616212, 5.5108455 50.6161859)",Avenue Greiner,,
"[429243459, 1055896615]",yes,True,1,N90z,primary,50,False,97.271,"LINESTRING (5.5110701 50.616212, 5.5111599 50.6162476, 5.5112177 50.6162662, 5.511269 50.6162806, 5.5118393 50.6164262, 5.5119261 50.6164538, 5.5119948 50.6164822, 5.5120512 50.6165128, 5.5120969 50.6165434, 5.5121558 50.6165895, 5.5121854 50.6166229, 5.5122129 50.6166592)",,,
1198100293,,False,4,N617,secondary,70,False,103.30099999999999,"LINESTRING (5.5029432 50.6133586, 5.503152 50.6135964, 5.5036918 50.6141568)",Quai Jules Destrée,,
389662407,,True,1,N683,secondary,50,False,80.815,"LINESTRING (5.5121314 50.612993, 5.5122648 50.6126308, 5.5122791 50.6125913, 5.5123528 50.612397, 5.5123884 50.6122848)",Rue Cockerill,,
429243457,,True,2,N90,primary,70,False,40.768,"LINESTRING (5.5103006 50.6158999, 5.5105311 50.6159662, 5.5106405 50.6159998, 5.5106968 50.6160189, 5.5107609 50.6160392, 5.5108218 50.616058)",Quai Sadoine,,
