osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,ref,lanes,tunnel
"[46777321, 46774325]",Square Georges Marlow - Georges Marlowsquare,residential,30,False,False,66.14,"LINESTRING (4.3406368 50.801965, 4.3409464 50.801885, 4.3407455 50.8015718, 4.3406926 50.801541)",,,,,
243609005,Rue Joseph Bens - Joseph Bensstraat,residential,30,True,False,158.368,"LINESTRING (4.3368545 50.8078576, 4.3368364 50.8078581, 4.3367563 50.8078603, 4.3363257 50.8077561, 4.3354802 50.8075573, 4.3347423 50.807375)",,,,,
320387485,Chaussée d'Alsemberg - Alsembergsesteenweg,secondary,30,False,False,55.84,"LINESTRING (4.3368545 50.8078576, 4.3368371 50.8076378, 4.3368248 50.8073558)",,,,,
320387485,Chaussée d'Alsemberg - Alsembergsesteenweg,secondary,30,False,False,192.094,"LINESTRING (4.3367128 50.8052078, 4.3367079 50.805123, 4.3366889 50.8047219, 4.3366742 50.8043627, 4.3366668 50.8042337, 4.336655 50.8040243, 4.336639 50.8036366, 4.3366377 50.803607, 4.3366369 50.8035857, 4.3366348 50.803481)",,,,,
320387485,Chaussée d'Alsemberg - Alsembergsesteenweg,secondary,30,False,True,238.97799999999998,"LINESTRING (4.3367128 50.8052078, 4.3367363 50.8057662, 4.3367664 50.806389, 4.3367881 50.8067473, 4.3367943 50.8068495, 4.3368144 50.807182, 4.3368212 50.8072935, 4.3368248 50.8073558)",,,,,
14383964,Avenue de l'Aulne - Elzeboomlaan,residential,30,False,True,266.876,"LINESTRING (4.3306412 50.8037115, 4.3306472 50.803787, 4.3307992 50.8050675, 4.3309165 50.8060299, 4.3309426 50.8061032)",6.5,,,,
36857269,Avenue Docteur Decroly - Dokter Decrolylaan,residential,30,False,True,187.982,"LINESTRING (4.3306412 50.8037115, 4.3304765 50.8037359, 4.3293855 50.8039176, 4.3292751 50.8039336, 4.3292232 50.803941, 4.328472 50.8040538, 4.3281657 50.8041, 4.3281197 50.8041091, 4.3280472 50.8041234)",,,,,
40529609,Avenue Docteur Decroly - Dokter Decrolylaan,residential,30,False,False,163.957,"LINESTRING (4.3306412 50.8037115, 4.3308369 50.8036827, 4.3311753 50.803638, 4.3316102 50.8035894, 4.3327895 50.8035598, 4.3329539 50.8035543)",6.8,,,,
40529610,Avenue de l'Aulne - Elzeboomlaan,residential,30,False,False,78.752,"LINESTRING (4.3306412 50.8037115, 4.3306329 50.8036087, 4.3305633 50.803005)",,,,,
14372819,Place Jean Vander Elst - Jean Vander Elstplein,residential,30,True,False,28.654000000000003,"LINESTRING (4.3329539 50.8035543, 4.3329477 50.8034664, 4.3329456 50.8032967)",,,,,
