osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,tunnel
62217340,Tuinwijk,residential,50,False,True,140.388,"LINESTRING (3.9846157 50.9635223, 3.9844899 50.9633699, 3.9843881 50.9632682, 3.9843342 50.9632274, 3.9842354 50.9632328, 3.9837123 50.9633521, 3.983272 50.9634797, 3.9829889 50.9635689)",,,
943008447,Bellaertstraat,residential,50,False,False,20.106,"LINESTRING (3.9825221 50.9629488, 3.9824309 50.9628695, 3.9823367 50.9628116)",,,
943008447,Bellaertstraat,residential,50,False,True,20.106,"LINESTRING (3.9823367 50.9628116, 3.9824309 50.9628695, 3.9825221 50.9629488)",,,
129298601,Bellaertstraat,residential,50,True,False,28.349,"LINESTRING (3.9829889 50.9635689, 3.9828146 50.9633388)",,,
62217340,Tuinwijk,residential,50,False,False,140.388,"LINESTRING (3.9829889 50.9635689, 3.983272 50.9634797, 3.9837123 50.9633521, 3.9842354 50.9632328, 3.9843342 50.9632274, 3.9843881 50.9632682, 3.9844899 50.9633699, 3.9846157 50.9635223)",,,
29733564,Kleine Ommegangweg,residential,30,True,False,76.828,"LINESTRING (3.9841941 50.9665491, 3.9842327 50.9664195, 3.984213 50.9662146, 3.9841401 50.9658638)",,,
62217350,Kasteeldreef,residential,30,True,False,253.37300000000002,"LINESTRING (3.9841941 50.9665491, 3.9840305 50.9665245, 3.983534 50.966484, 3.9823082 50.9664039, 3.9810855 50.9663296, 3.9805975 50.9663148)",,,
62227504,Kasteelstraat,residential,50,False,True,272.22700000000003,"LINESTRING (3.9841941 50.9665491, 3.9841574 50.9665818, 3.9841376 50.9666366, 3.984127 50.9666835, 3.9841348 50.9667215, 3.9840394 50.9669963, 3.9840046 50.9670946, 3.983781 50.9676819, 3.9837158 50.9678645, 3.9833349 50.968931)",,,
"[62217350, 659492223]",Kasteeldreef,residential,"['30', '50']",True,False,99.39400000000002,"LINESTRING (3.9799833 50.9662972, 3.9797804 50.9662975, 3.9789075 50.9664515, 3.9788583 50.966472, 3.9788386 50.9664885, 3.9788203 50.9665145, 3.9788124 50.9665331, 3.9788124 50.9666228)",,,
62217353,Kerkevijverstraat,residential,30,False,True,111.62199999999999,"LINESTRING (3.9799833 50.9662972, 3.979981 50.9663478, 3.9800959 50.9666857, 3.9800606 50.9667869, 3.980084 50.9668481, 3.9802351 50.9672788)",,,
62217355,Stationsweg,residential,20,True,False,90.897,"LINESTRING (3.9792601 50.9680189, 3.9796893 50.9680924, 3.9801831 50.9681674, 3.9804572 50.9681657, 3.980525 50.9681794)",,,
657452713,Kerkevijverstraat,residential,,False,False,56.217999999999996,"LINESTRING (3.9792601 50.9680189, 3.9791829 50.9682002, 3.9791568 50.9683106, 3.9791379 50.9684374, 3.9790905 50.9684792, 3.9790548 50.9684951)",,,
657452713,Kerkevijverstraat,residential,,False,True,64.07199999999999,"LINESTRING (3.9792601 50.9680189, 3.9792763 50.9679682, 3.9792978 50.9678548, 3.9792611 50.9677826, 3.979171 50.9675006, 3.9791798 50.9674541)",,,
185670044,Rammelstraat,residential,50,False,False,74.703,"LINESTRING (3.9771771 50.9672787, 3.9770275 50.9672559, 3.9768464 50.9672807, 3.9766864 50.9673413, 3.976237 50.9675308)",,,
"[185670043, 185670045]","['Rammelstraat', 'Markt']",secondary,50,False,True,160.15,"LINESTRING (3.9771771 50.9672787, 3.9773429 50.9668224, 3.9773737 50.9666534, 3.9773921 50.9665662, 3.9774136 50.9663902, 3.9774312 50.9661675, 3.9774426 50.96598, 3.9774493 50.9658531)",N442,,
185670046,Wichelse steenweg,secondary,50,False,False,229.68900000000002,"LINESTRING (3.9771771 50.9672787, 3.9769806 50.9678027, 3.9768308 50.9681465, 3.9765237 50.9687065, 3.9762181 50.9692518)",N442,,
659488534,Vijverstraat,residential,,False,False,62.332,"LINESTRING (3.9771771 50.9672787, 3.9773325 50.9673536, 3.9774876 50.9674588, 3.9777924 50.9676812)",,,
62217347,Bellaertstraat,residential,30,True,False,218.808,"LINESTRING (3.9840205 50.9654173, 3.9839826 50.9653931, 3.9838856 50.965164, 3.9836416 50.964606, 3.9835077 50.9643433, 3.9834482 50.9642179, 3.983351 50.96405, 3.9829889 50.9635689)",,,
343995321,Hoogstraat,secondary,50,False,True,17.436,"LINESTRING (3.9774493 50.9658531, 3.9774338 50.9656966)",N442,,
62227501,Nieuwstraat,residential,30,True,False,55.993,"LINESTRING (3.9774493 50.9658531, 3.9775556 50.9658577, 3.9776796 50.9658367, 3.9780606 50.965758, 3.9782161 50.9657259)",,,
"[185670043, 185670045]","['Rammelstraat', 'Markt']",secondary,50,False,False,160.14999999999998,"LINESTRING (3.9774493 50.9658531, 3.9774426 50.96598, 3.9774312 50.9661675, 3.9774136 50.9663902, 3.9773921 50.9665662, 3.9773737 50.9666534, 3.9773429 50.9668224, 3.9771771 50.9672787)",N442,,
343995321,Hoogstraat,secondary,50,False,False,17.436,"LINESTRING (3.9774338 50.9656966, 3.9774493 50.9658531)",N442,,
326732985,Brilstraat,residential,30,True,False,75.364,"LINESTRING (3.9774338 50.9656966, 3.9772314 50.9656828, 3.9772084 50.9656785, 3.9770867 50.9656557, 3.9769611 50.9656303, 3.9767884 50.9655942, 3.9764067 50.9655039)",,,
430135074,Hoogstraat,secondary,50,False,True,59.144999999999996,"LINESTRING (3.9774338 50.9656966, 3.9773882 50.9654565, 3.9773357 50.9651683)",N442,,
130005721,Reymeersstraat,residential,30,True,False,86.513,"LINESTRING (3.9738472 50.9657047, 3.9736645 50.9657701, 3.9732938 50.9658984, 3.9727814 50.9660977)",,,
30803721,Hellinckxwegel,residential,50,True,False,194.327,"LINESTRING (3.9727814 50.9660977, 3.9728563 50.9661558, 3.972952 50.9666849, 3.9730149 50.9670434, 3.9731627 50.9678174)",,,
417176177,Hoogstraat,secondary,50,False,True,67.516,"LINESTRING (3.9773357 50.9651683, 3.9772915 50.9649931, 3.9772149 50.9646199, 3.9772062 50.9645667)",N442,,
430135074,Hoogstraat,secondary,50,False,False,59.144999999999996,"LINESTRING (3.9773357 50.9651683, 3.9773882 50.9654565, 3.9774338 50.9656966)",N442,,
130005719,Openveldstraat,residential,50,False,True,132.403,"LINESTRING (3.9748783 50.9681964, 3.9739387 50.9692297)",,,
29331051,Guido Gezellestraat,residential,50,False,False,127.33399999999999,"LINESTRING (3.9748783 50.9681964, 3.9747241 50.9681671, 3.9735901 50.9679187, 3.9731627 50.9678174)",,,
128396908,Openveldstraat,residential,50,False,True,57.337999999999994,"LINESTRING (3.9748783 50.9681964, 3.975153 50.9680306, 3.9755051 50.9678662)",,,
130005719,Openveldstraat,residential,50,False,False,132.403,"LINESTRING (3.9739387 50.9692297, 3.9748783 50.9681964)",,,
130005719,Openveldstraat,residential,50,False,True,90.435,"LINESTRING (3.9739387 50.9692297, 3.9735275 50.9696687, 3.973233 50.9699091)",,,
29331093,Hoogveld,residential,,True,False,143.01600000000002,"LINESTRING (3.9720035 50.9688559, 3.9721363 50.9688542, 3.9723353 50.9688621, 3.9727237 50.9689523, 3.9734311 50.9690951, 3.973721 50.969155, 3.97378 50.9691713, 3.9739387 50.9692297)",,,
29331127,Hoogveld,residential,,False,False,98.69,"LINESTRING (3.9720035 50.9688559, 3.9723412 50.9695075, 3.972424 50.9696178, 3.972363 50.9696881)",,,
"[130005720, 29331127]","['Hoogveld', 'Guido Gezellestraat']",residential,,False,True,207.08199999999997,"LINESTRING (3.9720035 50.9688559, 3.9718355 50.9684913, 3.9718731 50.9683908, 3.9718638 50.9683464, 3.9720412 50.9680339, 3.9722449 50.9676816, 3.9722886 50.9676428, 3.9723985 50.9676456, 3.9729972 50.9677781, 3.9731627 50.9678174)",,,
29331127,Hoogveld,residential,,False,True,98.69,"LINESTRING (3.972363 50.9696881, 3.972424 50.9696178, 3.9723412 50.9695075, 3.9720035 50.9688559)",,,
29354208,Openveldstraat,residential,,False,False,74.69800000000001,"LINESTRING (3.973233 50.9699091, 3.97394 50.9702496, 3.9741031 50.9702924)",,,
130005719,Openveldstraat,residential,50,False,False,90.435,"LINESTRING (3.973233 50.9699091, 3.9735275 50.9696687, 3.9739387 50.9692297)",,,
29354208,Openveldstraat,residential,,False,True,74.69800000000001,"LINESTRING (3.9741031 50.9702924, 3.97394 50.9702496, 3.973233 50.9699091)",,,
29354274,Rammelstraat,residential,50,False,False,93.326,"LINESTRING (3.9755051 50.9678662, 3.9754593 50.9686244, 3.9754548 50.9687049)",,,
128396908,Openveldstraat,residential,50,False,False,57.337999999999994,"LINESTRING (3.9755051 50.9678662, 3.975153 50.9680306, 3.9748783 50.9681964)",,,
185670044,Rammelstraat,residential,50,False,True,63.388,"LINESTRING (3.9755051 50.9678662, 3.9760027 50.9676351, 3.976237 50.9675308)",,,
29354282,Rammelstraat,residential,50,False,False,44.378,"LINESTRING (3.9753612 50.9702241, 3.9753486 50.9703297, 3.9753473 50.9704676, 3.9753756 50.9705094, 3.975419 50.9705377, 3.9755149 50.9705741)",,,
"[29354282, 29354274]",Rammelstraat,residential,50,False,True,169.055,"LINESTRING (3.9753612 50.9702241, 3.9754407 50.9689229, 3.9754548 50.9687049)",,,
29354294,Rammelstraat,residential,,True,False,25.728,"LINESTRING (3.9753612 50.9702241, 3.9754244 50.9703232, 3.9755484 50.9703559, 3.9756071 50.970371)",,,
659488535,Vijverstraat,residential,,False,False,95.969,"LINESTRING (3.9790776 50.9694667, 3.9788152 50.9686196)",,,
31055537,Dwarsstraat,residential,,False,True,150.66500000000002,"LINESTRING (3.9790776 50.9694667, 3.9784104 50.9695813, 3.9782688 50.969618, 3.9775205 50.9697429, 3.9773622 50.9697857, 3.9772449 50.9698304, 3.9770659 50.9699146)",,,
150009789,Dwarsstraat,residential,50,False,False,56.429,"LINESTRING (3.9790776 50.9694667, 3.979276 50.9694349, 3.9794466 50.9693946, 3.9796997 50.9693002, 3.9798154 50.9692708)",,,
657452713,Kerkevijverstraat,residential,,False,True,19.36,"LINESTRING (3.9787851 50.9685334, 3.9790548 50.9684951)",,,
659488535,Vijverstraat,residential,,False,True,9.814,"LINESTRING (3.9787851 50.9685334, 3.9788152 50.9686196)",,,
659488534,Vijverstraat,residential,,False,True,118.34100000000001,"LINESTRING (3.9787851 50.9685334, 3.9786887 50.9683826, 3.9785975 50.9682859, 3.978529 50.9682287, 3.9784278 50.9681523, 3.9777924 50.9676812)",,,
120560046,Kerkevijverstraat,residential,50,False,True,111.63999999999999,"LINESTRING (3.9798154 50.9692708, 3.9802078 50.9695883, 3.9804407 50.9697998, 3.9808091 50.9700542)",,,
150009789,Dwarsstraat,residential,50,False,False,126.485,"LINESTRING (3.9798154 50.9692708, 3.9800584 50.9692383, 3.9807719 50.9691494, 3.9810273 50.9691197, 3.9811003 50.9690934, 3.981131 50.9690438, 3.9812217 50.9688453, 3.9812549 50.9688035)",,,
150009789,Dwarsstraat,residential,50,False,True,56.429,"LINESTRING (3.9798154 50.9692708, 3.9796997 50.9693002, 3.9794466 50.9693946, 3.979276 50.9694349, 3.9790776 50.9694667)",,,
657692236,Kerkevijverstraat,residential,50,True,False,101.75999999999999,"LINESTRING (3.9798154 50.9692708, 3.979752 50.9692362, 3.9794408 50.9689439, 3.9790548 50.9684951)",,,
185670046,Wichelse steenweg,secondary,50,False,False,131.598,"LINESTRING (3.9762181 50.9692518, 3.9756071 50.970371)",N442,,
29733598,Bergstraat,residential,50,False,False,94.985,"LINESTRING (3.9762181 50.9692518, 3.9762988 50.9693378, 3.9764111 50.9693948, 3.9770659 50.9699146)",,,
128397308,Bergstraat,residential,50,False,False,82.726,"LINESTRING (3.9762181 50.9692518, 3.9761892 50.9692035, 3.9761225 50.9691638, 3.976048 50.9691088, 3.9759345 50.9690107, 3.9757327 50.9688592, 3.9755291 50.968711, 3.9754548 50.9687049)",,,
185670046,Wichelse steenweg,secondary,50,False,True,229.689,"LINESTRING (3.9762181 50.9692518, 3.9765237 50.9687065, 3.9768308 50.9681465, 3.9769806 50.9678027, 3.9771771 50.9672787)",N442,,
29733598,Bergstraat,residential,50,False,False,81.85,"LINESTRING (3.9770659 50.9699146, 3.9772861 50.9700746, 3.9776745 50.9703956, 3.9777524 50.970506)",,,
29733598,Bergstraat,residential,50,False,True,94.985,"LINESTRING (3.9770659 50.9699146, 3.9764111 50.9693948, 3.9762988 50.9693378, 3.9762181 50.9692518)",,,
31055537,Dwarsstraat,residential,,False,False,150.665,"LINESTRING (3.9770659 50.9699146, 3.9772449 50.9698304, 3.9773622 50.9697857, 3.9775205 50.9697429, 3.9782688 50.969618, 3.9784104 50.9695813, 3.9790776 50.9694667)",,,
30690442,Brilstraat,residential,30,True,False,8.997,"LINESTRING (3.9764067 50.9655039, 3.9762795 50.9654925)",,,
326681338,Julius De Geyterstraat,residential,30,True,False,75.405,"LINESTRING (3.9764067 50.9655039, 3.9765846 50.9654111, 3.9771062 50.9652272, 3.9771235 50.9652211, 3.9773357 50.9651683)",,,
30074295,Oudenhelweg,residential,50,False,True,159.854,"LINESTRING (3.9745262 50.9656163, 3.9744186 50.9641803)",,,
30443955,Rosselstraat,residential,30,True,False,48.57299999999999,"LINESTRING (3.9745262 50.9656163, 3.9741662 50.9656602, 3.9739347 50.9656957, 3.9738472 50.9657047)",,,
30074295,Oudenhelweg,residential,50,False,False,159.854,"LINESTRING (3.9744186 50.9641803, 3.9745262 50.9656163)",,,
30074321,Zuster Lambertinestraat,residential,50,True,False,169.22199999999998,"LINESTRING (3.9760512 50.9655031, 3.9761252 50.9661503, 3.9761544 50.9666368, 3.9761562 50.9667002, 3.9761578 50.9667579, 3.9761303 50.9668573, 3.9760113 50.9670033)",,,
30443955,Rosselstraat,residential,30,True,False,108.014,"LINESTRING (3.9760512 50.9655031, 3.9758 50.965511, 3.9751761 50.9655269, 3.9749329 50.9655476, 3.9745262 50.9656163)",,,
30074321,Zuster Lambertinestraat,residential,50,True,False,64.144,"LINESTRING (3.9760113 50.9670033, 3.9759662 50.9670978, 3.9759617 50.9671997, 3.9760504 50.9673527, 3.976237 50.9675308)",,,
128397353,Kerpelstraat,residential,50,False,True,106.138,"LINESTRING (3.9760113 50.9670033, 3.9758701 50.9670084, 3.9752302 50.9672594, 3.9748805 50.9674249, 3.9748425 50.9675376)",,,
