osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,bridge,access,tunnel
1201108924,True,1,Noordzandstraat,unclassified,30,False,38.412,"LINESTRING (3.2211776 51.2083532, 3.2208899 51.2080585)",,,,
3515194,True,,Hoogstraat,residential,30,False,12.592,"LINESTRING (3.2287392 51.2094478, 3.2285857 51.209388)",,,,
4332132,True,,Meestraat,residential,30,False,44.992,"LINESTRING (3.2287392 51.2094478, 3.2290417 51.2090903)",,,,
3515194,True,,Hoogstraat,residential,30,False,64.99000000000001,"LINESTRING (3.2295503 51.2097365, 3.2290092 51.2095482, 3.2287392 51.2094478)",,,,
62129605,True,,Groenerei,residential,30,False,63.622,"LINESTRING (3.2301209 51.2090361, 3.2293442 51.2087351)",,,,
4332453,False,,Groenerei,residential,30,False,82.017,"LINESTRING (3.2301209 51.2090361, 3.2308211 51.2093015, 3.2310659 51.2093679, 3.2311505 51.2093909)",,,,
"[29174803, 239999543, 29174823]",True,,"['Steenhouwersdijk', 'Vismarkt']",residential,30,False,161.16199999999998,"LINESTRING (3.2293442 51.2087351, 3.2283868 51.2083167, 3.2282178 51.2082158, 3.2285044 51.2080005, 3.2288024 51.2077767)",,,,
541785159,True,,Meestraat,residential,30,False,60.688,"LINESTRING (3.2293442 51.2087351, 3.2297361 51.2083124, 3.2297762 51.2082613)",,,,
"[541748067, 4332443]",True,,Boomgaardstraat,residential,30,False,128.92399999999998,"LINESTRING (3.2303489 51.2099155, 3.2297672 51.2103336, 3.2294746 51.2105518, 3.2293866 51.2106199, 3.2293583 51.2106442, 3.2291765 51.2108112)",5.2,,,
832611532,True,,Hoogstraat,residential,30,False,59.403999999999996,"LINESTRING (3.2303489 51.2099155, 3.2302296 51.2099055, 3.2300906 51.2098803, 3.2299585 51.2098528, 3.2298207 51.2098157, 3.2296976 51.2097808, 3.2295503 51.2097365)",,,,
183318234,True,,Wollestraat,residential,30,False,87.285,"LINESTRING (3.2256796 51.2078423, 3.2261752 51.2075567, 3.2265476 51.2073096, 3.2265707 51.2072914)",,,,
"[1113618004, 1113618005]",True,,Oude Burg,residential,30,False,69.82300000000001,"LINESTRING (3.2250841 51.2073399, 3.2252087 51.2074832, 3.2254413 51.2076626, 3.2256796 51.2078423)",,,,
100652395,False,,Sint-Niklaasstraat,residential,30,True,74.124,"LINESTRING (3.2248464 51.2070685, 3.2240127 51.2074827)",,,,
145419675,True,,Oude Burg,residential,30,False,34.423,"LINESTRING (3.2248464 51.2070685, 3.2250841 51.2073399)",,,,
830304357,True,,Sint-Salvatorskerkhof,residential,30,False,79.499,"LINESTRING (3.2206262 51.205673, 3.220772 51.2054456, 3.2208091 51.2053877, 3.2209516 51.2052036, 3.2210511 51.2051013, 3.2210699 51.2050894, 3.221098 51.2050804, 3.2211317 51.2050702, 3.2211662 51.205062)",,,,
183159044,False,,Eiermarkt,residential,30,True,53.763,"LINESTRING (3.2228441 51.2092201, 3.2230089 51.2092719, 3.2230819 51.2093216, 3.2231148 51.2093774, 3.2231203 51.2095259, 3.2231503 51.2096164)",4.7,,,
"[808144584, 145395609, 1113618000]",True,1,Geldmuntstraat,unclassified,30,False,151.44799999999998,"LINESTRING (3.2228441 51.2092201, 3.2226245 51.2091237, 3.2225108 51.2090686, 3.2222441 51.2089462, 3.2220012 51.2088209, 3.2217541 51.208702, 3.2214984 51.2085638, 3.2212875 51.2084468, 3.2212349 51.2084087, 3.2211776 51.2083532)",,,,
540421041,False,,Sint-Jansplein,residential,30,False,2.921,"LINESTRING (3.2261755 51.2107097, 3.2261378 51.2106982)",,,,
4329818,True,,Eekhoutstraat,residential,30,False,87.791,"LINESTRING (3.2271168 51.206948, 3.2272221 51.2068978, 3.227549 51.2066766, 3.2278697 51.2064409, 3.2279573 51.2063628)",,,,
226203096,False,,Dijver,residential,30,True,183.671,"LINESTRING (3.2271168 51.206948, 3.2270696 51.2069162, 3.2265961 51.2065577, 3.2261846 51.2062733, 3.2256894 51.2059417, 3.2253546 51.2057202)",,,,
247349826,True,,Rozenhoedkaai,residential,30,False,69.475,"LINESTRING (3.2271168 51.206948, 3.22763 51.2071956, 3.2279056 51.2073303)",,,,
27797865,False,,Pandreitje,residential,30,False,63.476,"LINESTRING (3.2279056 51.2073303, 3.2284945 51.2068947)",,,,
"[4332497, 62129607]",True,,Braambergstraat,residential,30,False,49.698,"LINESTRING (3.2279056 51.2073303, 3.2279542 51.2073527, 3.2284316 51.2075842, 3.2284714 51.2076025)",,,,
25013792,True,,Jozef Suvéestraat,residential,30,False,61.512,"LINESTRING (3.2284714 51.2076025, 3.2290689 51.2071952)",,,,
4332497,True,,Braambergstraat,residential,30,False,30.115,"LINESTRING (3.2284714 51.2076025, 3.2286302 51.2076861, 3.2288024 51.2077767)",,,,
"[1113618008, 226203096, 226203095]",False,,Dijver,residential,30,False,40.798,"LINESTRING (3.2248862 51.2055092, 3.2250369 51.2055523, 3.2250875 51.2055668, 3.2251423 51.2055875, 3.2251773 51.2056049, 3.2252328 51.2056381, 3.2253546 51.2057202)",6.1,yes,,
"[3515633, 263541791]",False,,"['Guido Gezelleplein', 'Gruuthusestraat']",residential,30,True,108.67599999999999,"LINESTRING (3.2248862 51.2055092, 3.2248378 51.2054791, 3.2242252 51.20512, 3.2240013 51.2049861, 3.223877 51.2049055, 3.2237628 51.2048314)",5.3,,,
"[3515633, 263541791]",False,,"['Guido Gezelleplein', 'Gruuthusestraat']",residential,30,False,108.67600000000002,"LINESTRING (3.2237628 51.2048314, 3.223877 51.2049055, 3.2240013 51.2049861, 3.2242252 51.20512, 3.2248378 51.2054791, 3.2248862 51.2055092)",5.3,,,
"[4329218, 1100586741]",True,,Mariastraat,residential,30,False,83.84,"LINESTRING (3.2237628 51.2048314, 3.2235671 51.2050039, 3.2235067 51.205074, 3.2234467 51.205159, 3.2232482 51.2055072)",,,,
60961195,True,,Nieuwe Gentweg,residential,30,False,18.549999999999997,"LINESTRING (3.2296983 51.2042108, 3.2298345 51.2042204, 3.2299618 51.2042342)",,,,
28262276,True,,Sint-Annarei,residential,30,False,40.458,"LINESTRING (3.2295425 51.2128137, 3.2296156 51.2127424, 3.229749 51.2126657, 3.2299103 51.2125344)",,,,
