osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel,bridge,access
623805329,2,N40,Chaussée d'Arlon,primary,30,False,True,6.937,"LINESTRING (5.435116 49.8403291, 5.4351685 49.8402767)",,,,
"[47515426, 455303900, 788244850]",,N864,"['Grand-Place', 'Rue Lucien Burnotte']",secondary,50,True,False,125.844,"LINESTRING (5.435116 49.8403291, 5.4351868 49.840349, 5.4355012 49.840459, 5.4357738 49.8405942, 5.4359085 49.8406937, 5.4360223 49.8407689, 5.4363687 49.8410914)",,,,
315566369,2,N40,Rue Franklin Roosevelt,primary,30,False,False,68.438,"LINESTRING (5.435116 49.8403291, 5.4349726 49.840523, 5.4348535 49.8407694, 5.4347863 49.8409052)",,,,
"[455273232, 788244875]",2,N40,Rue Saint-Roch,primary,50,False,True,160.49099999999999,"LINESTRING (5.4341871 49.8432288, 5.4341902 49.8428878, 5.434189 49.8425349, 5.4341921 49.8424262, 5.4342037 49.8421305, 5.4342338 49.8419821, 5.4342559 49.8419054, 5.4342772 49.8418551, 5.4343037 49.8417923)",,,,
1227615827,2,N40,Rue Saint-Roch,primary,50,True,False,53.635999999999996,"LINESTRING (5.4341871 49.8432288, 5.4342113 49.8433069, 5.4342192 49.8434533, 5.4342174 49.8435484, 5.4342186 49.8436247, 5.4342489 49.8436719, 5.4342659 49.8437038)",,,,
788244872,,N40,Chaussée de Recogne,primary,50,True,False,12.015,"LINESTRING (5.4343833 49.8438479, 5.4343534 49.8438783, 5.4343094 49.8439006, 5.4342565 49.843912)",roundabout,,,
792539180,,N85,Avenue de la Victoire,primary,50,False,True,91.487,"LINESTRING (5.4343833 49.8438479, 5.4344439 49.8438783, 5.4345661 49.8439396, 5.4351545 49.8443023, 5.4353385 49.8443916)",,,,
"[1001756184, 455301929, 315566363, 315566365]",,N85,"['Rue de la Bataille', 'Chaussée de France']",primary,"['70', '50']",False,False,485.33000000000004,"LINESTRING (5.4292219 49.8376352, 5.4292657 49.8376719, 5.4292922 49.837709, 5.4293075 49.8377593, 5.4293099 49.8378105, 5.4293024 49.8378557, 5.4292855 49.8379074, 5.4292215 49.838027, 5.4290621 49.8382679, 5.4288258 49.8386907, 5.4286195 49.8391359, 5.4285676 49.839281, 5.42855 49.8394517, 5.4285658 49.8395539, 5.4285967 49.8396704, 5.4287392 49.8399904, 5.4288734 49.840258, 5.4290295 49.8404828, 5.4292948 49.8407385, 5.4297996 49.8410226, 5.4304362 49.8413149, 5.4306075 49.8413817)",,,,
1227250984,2,N40,Rue Franklin Roosevelt,primary,50,False,True,7.755,"LINESTRING (5.4343037 49.8417923, 5.4343363 49.8417258)",,,,
"[455273232, 788244875]",2,N40,Rue Saint-Roch,primary,50,False,False,160.49099999999999,"LINESTRING (5.4343037 49.8417923, 5.4342772 49.8418551, 5.4342559 49.8419054, 5.4342338 49.8419821, 5.4342037 49.8421305, 5.4341921 49.8424262, 5.434189 49.8425349, 5.4341902 49.8428878, 5.4341871 49.8432288)",,,,
1190679764,,,Place de la Foire,primary,50,False,True,12.689,"LINESTRING (5.4343037 49.8417923, 5.434169 49.8417713, 5.4341319 49.841765)",,,,
163845861,,,Rue du Marché,unclassified,,False,True,190.98399999999998,"LINESTRING (5.432312 49.8430676, 5.4320242 49.8430336, 5.4314789 49.8428428, 5.4311618 49.8427283, 5.4310012 49.8426676, 5.4308818 49.8426313, 5.4307705 49.8426114, 5.4306431 49.8426097, 5.4304795 49.842627, 5.430281 49.8426503, 5.4300436 49.8427048, 5.4298706 49.8427773)",,,,
"[944388498, 623805323, 944388499, 944396182]",,,Rue du Marché,unclassified,,False,False,255.538,"LINESTRING (5.432312 49.8430676, 5.4322699 49.8431425, 5.4320412 49.8433331, 5.4316013 49.8436882, 5.4315028 49.843707, 5.4314452 49.8437099, 5.4313716 49.8437042, 5.4312815 49.8436793, 5.4307587 49.8434028, 5.4305705 49.8432996, 5.4300125 49.8430073, 5.4299314 49.8429172, 5.4298706 49.8427773)",,building_passage,,
938090027,,,Rue du Marché,unclassified,,False,True,65.786,"LINESTRING (5.432312 49.8430676, 5.4323785 49.8430629, 5.432471 49.8430465, 5.4326848 49.8429776, 5.4328484 49.8429361, 5.4329451 49.842928, 5.4330571 49.842937, 5.4331228 49.8429483, 5.4331775 49.8429663)",,,,
944388499,,,Rue du Marché,unclassified,,False,True,13.161,"LINESTRING (5.4298069 49.8426663, 5.4298706 49.8427773)",,,,
315841383,,N853,Chaussée de Bertrix,secondary,50,False,False,133.707,"LINESTRING (5.4298069 49.8426663, 5.4301438 49.8425558, 5.4304561 49.8424119, 5.4307243 49.8422454, 5.431107 49.8419764, 5.4312055 49.8418915)",,,,
47515424,,,Rue du Cimetière,unclassified,,False,False,112.497,"LINESTRING (5.4340774 49.8437711, 5.4340426 49.8437528, 5.4338941 49.8436746, 5.4337873 49.843593, 5.4337247 49.8435452, 5.4335985 49.8434411, 5.4334829 49.8433234, 5.4334458 49.8432704, 5.4332558 49.8429935, 5.4331775 49.8429663)",,,,
130737517,,N40,Chaussée de Recogne,primary,50,True,False,8.433,"LINESTRING (5.4340774 49.8437711, 5.4341071 49.8437384, 5.4341528 49.8437145)",roundabout,,,
"[1086665795, 55272299]",,,Cheravoie,residential,,False,"[False, True]",173.136,"LINESTRING (5.4333427 49.841262, 5.4329576 49.8410141, 5.4326567 49.8408158, 5.4325506 49.8407189, 5.4324473 49.8405788, 5.4323936 49.8404586, 5.4323856 49.8404197, 5.4323604 49.840297, 5.432353 49.8399644, 5.432339 49.8399314)",,,,
104058688,,,Rue du Clos des Seigneurs,residential,,False,True,166.95600000000002,"LINESTRING (5.4333427 49.841262, 5.4334592 49.8410776, 5.4335557 49.8409159, 5.4336691 49.8407323, 5.4337999 49.8405527, 5.4338805 49.8403431, 5.4339117 49.8402056, 5.4339232 49.8401582, 5.4339374 49.8400995, 5.4339475 49.840058, 5.4339611 49.8398936, 5.4339311 49.8398325)",,,,
1148341358,,,Cheravoie,residential,,False,False,66.964,"LINESTRING (5.4333427 49.841262, 5.4335987 49.84152, 5.4339095 49.8417377)",,,,
315566371,2,N40,Chaussée d'Arlon,primary,50,False,False,49.614,"LINESTRING (5.4392799 49.839735, 5.4385904 49.8397717)",,,,
