osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,tunnel
30985152,Kamiel Wautersstraat,tertiary,30,False,False,15.041,"LINESTRING (4.2133394 51.1246966, 4.2135493 51.1247273)",,,
24788057,Markt,residential,30,True,False,40.691,"LINESTRING (4.2133394 51.1246966, 4.2133306 51.1246067, 4.2132673 51.1243337)",,,
30985527,Oeverstraat,tertiary,30,False,True,83.316,"LINESTRING (4.2133394 51.1246966, 4.2127966 51.1247164, 4.2123703 51.124732, 4.2121559 51.1247707)",,,
30985152,Kamiel Wautersstraat,tertiary,30,False,True,16.151,"LINESTRING (4.2144662 51.1247226, 4.2144026 51.1247322, 4.2142386 51.1247484)",,,
30985154,Kasteelstraat,tertiary,30,True,False,69.138,"LINESTRING (4.2144662 51.1247226, 4.2152906 51.1246121, 4.215435 51.1245927)",,,
30956127,Houtkaai,residential,30,False,True,25.463,"LINESTRING (4.2071769 51.1259123, 4.2071465 51.1261405)",,,
30985527,Oeverstraat,tertiary,30,False,False,165.78900000000002,"LINESTRING (4.2071769 51.1259123, 4.2076727 51.1258287, 4.2094782 51.1255424)",,,
30985527,Oeverstraat,tertiary,30,False,False,208.48499999999999,"LINESTRING (4.2094782 51.1255424, 4.2099088 51.1254579, 4.21021 51.1253583, 4.2103584 51.1252606, 4.2104772 51.1251848, 4.2106183 51.1251223, 4.2109243 51.1250297, 4.2115737 51.1248931, 4.2121559 51.1247707)",,,
30985527,Oeverstraat,tertiary,30,False,True,165.78900000000002,"LINESTRING (4.2094782 51.1255424, 4.2076727 51.1258287, 4.2071769 51.1259123)",,,
375545641,Schipperslaan,unclassified,30,False,True,54.704,"LINESTRING (4.2094782 51.1255424, 4.2094275 51.1254405, 4.2091973 51.1252969, 4.2090504 51.1251944, 4.2090591 51.1251511)",,,
30956215,Paterstraat,tertiary,,False,False,301.153,"LINESTRING (4.2121559 51.1247707, 4.2121955 51.1250493, 4.2122108 51.1252296, 4.2121392 51.1253342, 4.2116743 51.1258053, 4.2115344 51.1259933, 4.2115135 51.1260214, 4.2112078 51.1264207, 4.2107065 51.1272624)",,,
30985527,Oeverstraat,tertiary,30,False,False,83.316,"LINESTRING (4.2121559 51.1247707, 4.2123703 51.124732, 4.2127966 51.1247164, 4.2133394 51.1246966)",,,
30985527,Oeverstraat,tertiary,30,False,True,208.485,"LINESTRING (4.2121559 51.1247707, 4.2115737 51.1248931, 4.2109243 51.1250297, 4.2106183 51.1251223, 4.2104772 51.1251848, 4.2103584 51.1252606, 4.21021 51.1253583, 4.2099088 51.1254579, 4.2094782 51.1255424)",,,
30985154,Kasteelstraat,tertiary,30,True,False,87.79,"LINESTRING (4.215435 51.1245927, 4.2157688 51.124554, 4.2162373 51.1244997, 4.216672 51.1244493)",,,
30985154,Kasteelstraat,tertiary,30,True,False,153.08100000000002,"LINESTRING (4.216672 51.1244493, 4.2166948 51.1244471, 4.2168 51.1244367, 4.2180021 51.1243183, 4.2183864 51.1242804, 4.2184724 51.1242725, 4.2188232 51.1241964)",,,
30985345,Veerstraat,residential,30,True,False,120.93799999999999,"LINESTRING (4.216672 51.1244493, 4.2166298 51.1242902, 4.2166091 51.1240647, 4.2165637 51.1236786, 4.2164903 51.1233687)",,,
30963326,Krijgsbaan,secondary,50,True,False,11.992,"LINESTRING (4.2191906 51.1287319, 4.2193619 51.1287405)",N419,,
26225628,Vrijheidstraat,tertiary,50,False,False,149.90499999999997,"LINESTRING (4.2191906 51.1287319, 4.2190609 51.1286752, 4.2190334 51.1286632, 4.2189535 51.1286282, 4.2187336 51.1285146, 4.2184608 51.128343, 4.2180692 51.1280692, 4.2177755 51.1278362, 4.2177462 51.1278037, 4.2177042 51.1277694)",,,
"[189052345, 621996089]",Wilfordkaai,"['unclassified', 'residential']",30,False,True,129.96,"LINESTRING (4.2203801 51.1227761, 4.2203164 51.1227606, 4.2202239 51.122753, 4.21979 51.1228791, 4.2196378 51.1229134, 4.2193883 51.1229739, 4.2189971 51.1230736, 4.2187573 51.1230916, 4.2186297 51.1231053)",,,
972811473,Wilfordkaai,residential,30,True,False,25.557,"LINESTRING (4.2164903 51.1233687, 4.2161283 51.123334)",,,
1076671086,Veerstraat,residential,30,True,False,10.293,"LINESTRING (4.2164903 51.1233687, 4.2165868 51.1232987)",,,
187648521,Consciencestraat,residential,30,False,False,59.267,"LINESTRING (4.2187926 51.1236284, 4.2186297 51.1231053)",,,
784003351,Nijsstraat,residential,30,True,False,115.997,"LINESTRING (4.2187926 51.1236284, 4.2171442 51.1234949)",,,
"[187648521, 183489539]",Consciencestraat,residential,30,False,True,52.678,"LINESTRING (4.2187926 51.1236284, 4.2188142 51.1236954, 4.2188624 51.1238774, 4.218871 51.1239097, 4.2189006 51.1240211, 4.2189145 51.1240958)",,,
24542639,Wilfordkaai,residential,30,True,False,32.311,"LINESTRING (4.2161283 51.123334, 4.216234 51.1233176, 4.2165868 51.1232987)",,,
"[621996090, 24788028]",Wilfordkaai,residential,30,False,False,183.72400000000002,"LINESTRING (4.2161283 51.123334, 4.2159466 51.123321, 4.2157284 51.1233174, 4.2157014 51.1233185, 4.2154367 51.1233538, 4.2150718 51.1233909, 4.214637 51.1233702, 4.2142837 51.1233642, 4.2141641 51.1233628, 4.2141172 51.1233796, 4.2140647 51.1234171, 4.2140155 51.1234754, 4.2139716 51.1235782, 4.2139757 51.1236833, 4.2139871 51.1237325)",,,
30985295,Priester Poppestraat,residential,30,True,False,148.411,"LINESTRING (4.2161283 51.123334, 4.2154559 51.1244835, 4.2154377 51.1245538, 4.215435 51.1245927)",,,
24788063,Markt,residential,30,True,False,67.54499999999999,"LINESTRING (4.2139871 51.1237325, 4.2141049 51.1237215, 4.2142267 51.1237297, 4.2143278 51.1237703, 4.2144426 51.1238529, 4.2144839 51.1239041, 4.2145111 51.1239553, 4.2145227 51.1240187, 4.214507 51.1240785, 4.2144976 51.1241131)",,,
"[621996090, 24788028]",Wilfordkaai,residential,30,False,True,183.72400000000002,"LINESTRING (4.2139871 51.1237325, 4.2139757 51.1236833, 4.2139716 51.1235782, 4.2140155 51.1234754, 4.2140647 51.1234171, 4.2141172 51.1233796, 4.2141641 51.1233628, 4.2142837 51.1233642, 4.214637 51.1233702, 4.2150718 51.1233909, 4.2154367 51.1233538, 4.2157014 51.1233185, 4.2157284 51.1233174, 4.2159466 51.123321, 4.2161283 51.123334)",,,
24788050,Markt,residential,30,True,False,72.14999999999999,"LINESTRING (4.2131598 51.1240633, 4.2132418 51.123947, 4.2134 51.1238612, 4.2136823 51.1238047, 4.2139871 51.1237325)",,,
"[24788091, 24788100]","['Frans Boelplein', 'Dijkstraat']",residential,30,False,False,81.48100000000001,"LINESTRING (4.2131598 51.1240633, 4.2130798 51.1240688, 4.2129133 51.1240891, 4.2124332 51.1240972, 4.2122788 51.1240921, 4.2121008 51.1240629, 4.2120093 51.1240399)",,,
24788057,Markt,residential,30,True,False,30.989,"LINESTRING (4.2132673 51.1243337, 4.2131598 51.1240633)",,,
30985113,Markt,residential,30,False,False,89.298,"LINESTRING (4.2132673 51.1243337, 4.2144976 51.1241131)",,,
30985113,Markt,residential,30,False,True,89.298,"LINESTRING (4.2144976 51.1241131, 4.2132673 51.1243337)",,,
24788063,Markt,residential,30,True,False,68.275,"LINESTRING (4.2144976 51.1241131, 4.2144256 51.1244185, 4.2144287 51.1244831, 4.2144662 51.1247226)",,,
30985152,Kamiel Wautersstraat,tertiary,30,False,False,16.151,"LINESTRING (4.2142386 51.1247484, 4.2144026 51.1247322, 4.2144662 51.1247226)",,,
30985152,Kamiel Wautersstraat,tertiary,30,False,True,48.486000000000004,"LINESTRING (4.2142386 51.1247484, 4.2140362 51.1247522, 4.2137456 51.1247561, 4.2135493 51.1247273)",,,
24906548,Philemon Haumanstraat,residential,,True,False,50.892,"LINESTRING (4.2193077 51.1246949, 4.2193441 51.1247414, 4.2195549 51.1251251)",,,
30964813,Vlietdam,residential,,False,True,109.78399999999999,"LINESTRING (4.2193077 51.1246949, 4.2191175 51.1247405, 4.2190102 51.1247714, 4.2188977 51.1248391, 4.2188664 51.124858, 4.2187737 51.1249137, 4.2186978 51.1249593, 4.2186706 51.1249757, 4.2183088 51.1250616, 4.2182457 51.1250991, 4.218117 51.1251925, 4.2180102 51.1252104)",,,
"[457061616, 1152713066, 457061613]",Philemon Haumanstraat,residential,,False,True,52.126999999999995,"LINESTRING (4.2193077 51.1246949, 4.219169 51.1244044, 4.2191513 51.1243553, 4.2190795 51.1242493)",,,
30985409,Wilfordkaai,residential,30,False,False,27.645,"LINESTRING (4.2171442 51.1234949, 4.2171321 51.1232464)",,,
