osmid,ref,name,highway,width,oneway,reversed,length,geometry,bridge,maxspeed,lanes,access
95933463,,Tier Moreau,residential,,False,True,15.5,"LINESTRING (5.4554669 50.35133, 5.4554793 50.3513871, 5.4555265 50.3514631)",,,,
149649379,,Tier Moreau,residential,,True,False,125.011,"LINESTRING (5.4554669 50.35133, 5.455442 50.3509847, 5.4554062 50.3508827, 5.4553333 50.3507689, 5.4551632 50.3506482, 5.4548346 50.3505528, 5.454744 50.3505234, 5.4546585 50.3504972, 5.4546071 50.3504931)",,,,
163972223,,Chemin touristique,unclassified,3,False,False,244.078,"LINESTRING (5.4568212 50.3546465, 5.456884 50.3548681, 5.4570617 50.3550929, 5.457346 50.3553464, 5.4575818 50.3555036, 5.4577802 50.3556389, 5.4580056 50.3557397, 5.4582462 50.3558355, 5.458524 50.3559001, 5.4587176 50.3559251, 5.4592383 50.3559201)",,,,
"[95933444, 480899741]",,Chemin touristique,unclassified,,False,True,85.02300000000001,"LINESTRING (5.4568212 50.3546465, 5.4568252 50.354565, 5.4568552 50.3544474, 5.4569005 50.3543639, 5.4569751 50.354271, 5.4570022 50.3542181, 5.4570144 50.35416, 5.4569969 50.354106, 5.4568042 50.353946)",,50,,
"[149649365, 95933437]",,Rue des Crêtes,residential,4,False,False,237.22899999999998,"LINESTRING (5.4587612 50.3506567, 5.4585033 50.3505809, 5.4579218 50.3504095, 5.4578626 50.3503954, 5.4574473 50.3502961, 5.4569732 50.350189, 5.4565371 50.3501092, 5.4563321 50.3500657, 5.4562897 50.3500514, 5.4561641 50.350009, 5.4558596 50.349882, 5.4558272 50.3498578, 5.4557523 50.3497854)",,,,
95933437,,Rue des Crêtes,residential,4,False,True,154.64600000000002,"LINESTRING (5.4587612 50.3506567, 5.4590129 50.3507154, 5.459269 50.3507663, 5.4594866 50.3508063, 5.459708 50.3508433, 5.4599901 50.3508809, 5.4602531 50.3509028, 5.4604468 50.3509164, 5.4606189 50.3509262, 5.4607753 50.3509376, 5.4608818 50.350954)",,,,
95933439,,Rue des Crêtes,residential,,False,False,108.12700000000001,"LINESTRING (5.4587612 50.3506567, 5.4589555 50.3504851, 5.4591485 50.3503395, 5.4591666 50.3503095, 5.4591711 50.3502689, 5.4586209 50.3499169)",,,,destination
437872072,,Rue du Plâtre,unclassified,,False,True,143.26799999999997,"LINESTRING (5.4608025 50.3521913, 5.4607326 50.352008, 5.4606291 50.3517658, 5.4605917 50.3516785, 5.460586 50.3516651, 5.4605733 50.3516023, 5.4605803 50.351546, 5.4606866 50.3512549, 5.4608818 50.350954)",,,,
95933437,,Rue des Crêtes,residential,4,False,False,154.64600000000004,"LINESTRING (5.4608818 50.350954, 5.4607753 50.3509376, 5.4606189 50.3509262, 5.4604468 50.3509164, 5.4602531 50.3509028, 5.4599901 50.3508809, 5.459708 50.3508433, 5.4594866 50.3508063, 5.459269 50.3507663, 5.4590129 50.3507154, 5.4587612 50.3506567)",,,,
437872072,,Rue du Plâtre,unclassified,,False,False,143.268,"LINESTRING (5.4608818 50.350954, 5.4606866 50.3512549, 5.4605803 50.351546, 5.4605733 50.3516023, 5.460586 50.3516651, 5.4605917 50.3516785, 5.4606291 50.3517658, 5.4607326 50.352008, 5.4608025 50.3521913)",,,,
437872073,,Rue du Plâtre,residential,4,False,True,70.693,"LINESTRING (5.4608818 50.350954, 5.4609564 50.3507661, 5.4610079 50.3506261, 5.4611065 50.3503347)",,,,
552670890,,Rue des Crêtes,residential,4,False,True,124.42999999999999,"LINESTRING (5.4608818 50.350954, 5.4609679 50.35098, 5.4610866 50.3510116, 5.4612247 50.351035, 5.4613654 50.3510523, 5.4616188 50.3510762, 5.4623596 50.3511254, 5.4624751 50.3511226, 5.4625997 50.3511065)",,,,
53294434,,Rue des Comtes du Luxembourg,tertiary,4,False,True,82.694,"LINESTRING (5.4601432 50.3486878, 5.4589923 50.3488049)",,,,
95933436,,Croix Bertholet,residential,3,False,False,144.876,"LINESTRING (5.4601432 50.3486878, 5.4602616 50.3487719, 5.4606556 50.3489557, 5.4611706 50.3491816, 5.461491 50.3493375, 5.4615193 50.3493733, 5.4614424 50.349549)",,,,destination
"[95933437, 149649365]",,Rue des Crêtes,residential,4,False,True,237.22899999999998,"LINESTRING (5.4557523 50.3497854, 5.4558272 50.3498578, 5.4558596 50.349882, 5.4561641 50.350009, 5.4562897 50.3500514, 5.4563321 50.3500657, 5.4565371 50.3501092, 5.4569732 50.350189, 5.4574473 50.3502961, 5.4578626 50.3503954, 5.4579218 50.3504095, 5.4585033 50.3505809, 5.4587612 50.3506567)",,,,
552670887,,Neuve Voie,tertiary,5,False,True,253.16500000000002,"LINESTRING (5.4557523 50.3497854, 5.4555429 50.3497895, 5.4553563 50.3497896, 5.4552026 50.34978, 5.4549867 50.3497565, 5.4548198 50.3497252, 5.4546027 50.3496814, 5.4544774 50.3496506, 5.4544273 50.3496383, 5.4537759 50.3494273, 5.4534851 50.3493377, 5.4529288 50.349177, 5.4527954 50.3491324, 5.452578 50.349057, 5.4525301 50.3490455, 5.4524798 50.3490478, 5.4524451 50.3490662)",,,,
552670888,,Neuve Voie,tertiary,5,False,False,255.646,"LINESTRING (5.4557523 50.3497854, 5.4560075 50.3497398, 5.4562439 50.349675, 5.4564418 50.349599, 5.4569593 50.3494001, 5.4575603 50.349169, 5.4575737 50.3491638, 5.4580042 50.3490388, 5.458432 50.3489199, 5.4589923 50.3488049)",,,,
552670890,,Rue des Crêtes,residential,4,False,False,124.43000000000002,"LINESTRING (5.4625997 50.3511065, 5.4624751 50.3511226, 5.4623596 50.3511254, 5.4616188 50.3510762, 5.4613654 50.3510523, 5.4612247 50.351035, 5.4610866 50.3510116, 5.4609679 50.35098, 5.4608818 50.350954)",,,,
570285198,,Rue de Saint-Amour,residential,4,False,True,137.13,"LINESTRING (5.4625997 50.3511065, 5.4620074 50.3508691, 5.4616739 50.3507038, 5.4615139 50.350613, 5.4611065 50.3503347)",,,,
54988036,,Rue de la Haie Himbe,residential,5,False,False,183.673,"LINESTRING (5.4514484 50.3521739, 5.4512413 50.3520122, 5.4510997 50.3519035, 5.4506821 50.351674, 5.4495199 50.3511657, 5.4494541 50.3511369)",,,,
"[1083712013, 135546855]",,Chemin des Houblonnières,residential,,False,True,140.822,"LINESTRING (5.4514484 50.3521739, 5.4520567 50.3518411, 5.4521101 50.3517889, 5.4521211 50.3517282, 5.452046 50.3515741, 5.4519655 50.3514612, 5.4518636 50.3513619, 5.4517295 50.351249, 5.4516529 50.3511783)",,,,
"[1174788432, 1083712014]",,Rue de la Haie Himbe,residential,5,False,True,336.153,"LINESTRING (5.4514484 50.3521739, 5.4515371 50.3522459, 5.4516281 50.3522825, 5.4519963 50.352434, 5.4522352 50.3525555, 5.4523281 50.3526083, 5.4524091 50.3526716, 5.4525709 50.3528149, 5.4527125 50.3529272, 5.4528643 50.3529982, 5.4530635 50.35304, 5.4531669 50.3530598, 5.4534348 50.3531245, 5.4539791 50.3532628, 5.4542792 50.3533151, 5.4544945 50.3533293, 5.45467 50.3533093, 5.4548233 50.3532666, 5.4550138 50.3532095, 5.4551122 50.3531876, 5.4551948 50.3531742, 5.4552742 50.3531706, 5.4553427 50.3531795, 5.4553999 50.3531953, 5.4554922 50.3532491)",,,,
163972223,,Chemin touristique,unclassified,3,False,True,244.078,"LINESTRING (5.4592383 50.3559201, 5.4587176 50.3559251, 5.458524 50.3559001, 5.4582462 50.3558355, 5.4580056 50.3557397, 5.4577802 50.3556389, 5.4575818 50.3555036, 5.457346 50.3553464, 5.4570617 50.3550929, 5.456884 50.3548681, 5.4568212 50.3546465)",,,,
95933439,,Rue des Crêtes,residential,,False,False,75.14399999999999,"LINESTRING (5.4586209 50.3499169, 5.4583681 50.3498752, 5.458249 50.3498432, 5.4582232 50.3497862, 5.4582661 50.3497315, 5.4583306 50.3497316, 5.4583734 50.3497417, 5.4584981 50.3498262, 5.4586209 50.3499169)",,,,destination
95933439,,Rue des Crêtes,residential,,False,True,75.144,"LINESTRING (5.4586209 50.3499169, 5.4584981 50.3498262, 5.4583734 50.3497417, 5.4583306 50.3497316, 5.4582661 50.3497315, 5.4582232 50.3497862, 5.458249 50.3498432, 5.4583681 50.3498752, 5.4586209 50.3499169)",,,,destination
95933439,,Rue des Crêtes,residential,,False,True,108.12700000000001,"LINESTRING (5.4586209 50.3499169, 5.4591711 50.3502689, 5.4591666 50.3503095, 5.4591485 50.3503395, 5.4589555 50.3504851, 5.4587612 50.3506567)",,,,destination
95933463,,Tier Moreau,residential,,False,False,15.5,"LINESTRING (5.4555265 50.3514631, 5.4554793 50.3513871, 5.4554669 50.35133)",,,,
"[149649372, 197248039]",,Place aux Foires,residential,,True,False,28.559,"LINESTRING (5.4555265 50.3514631, 5.4556069 50.3514433, 5.4556965 50.3514466, 5.4558056 50.3514691, 5.4558959 50.3515113)",,,,
"[1125677715, 37806684]",,Avenue Louis de Loncin,residential,,False,True,342.40900000000005,"LINESTRING (5.4548314 50.3562059, 5.4548598 50.3561134, 5.4548343 50.3559092, 5.4548314 50.3557208, 5.4548811 50.3555419, 5.4549372 50.3554487, 5.4550338 50.3552228, 5.4551903 50.3549313, 5.4552681 50.3547401, 5.4554135 50.3544464, 5.4555492 50.3541403, 5.4557281 50.3537578, 5.4557139 50.3535467, 5.4556436 50.3533893, 5.4554922 50.3532491)",,,,
149649389,N833,Fond de Vedeur,secondary,,False,True,352.037,"LINESTRING (5.4548314 50.3562059, 5.4546302 50.3559948, 5.4545452 50.3558443, 5.4544601 50.3555664, 5.45444 50.3552977, 5.4544559 50.3551478, 5.4544937 50.3550394, 5.4546257 50.3548375, 5.454741 50.3546917, 5.4548815 50.3544991, 5.4549339 50.3543947, 5.4549674 50.354281, 5.4550626 50.3538265, 5.4551022 50.3536282, 5.4551163 50.3535908, 5.4551556 50.3534991, 5.4551963 50.3534513, 5.455311 50.3533456, 5.455429 50.3532794, 5.4554922 50.3532491)",,50,2,
396079621,,Voi de Halage,residential,3,False,False,41.849,"LINESTRING (5.4546606 50.3517004, 5.4545184 50.3519804, 5.4544595 50.3520533)",,50,,
404302162,N833,Rue du Comte Théodule d'Ursel,secondary,5,False,False,27.405,"LINESTRING (5.4546606 50.3517004, 5.454926 50.3517881, 5.4550053 50.3518115)",,50,,
404302162,N833,Rue du Comte Théodule d'Ursel,secondary,5,False,True,55.509,"LINESTRING (5.4546606 50.3517004, 5.4544364 50.3515839, 5.4541873 50.3514051, 5.4541087 50.3513487)",,50,,
396079621,,Voi de Halage,residential,3,False,True,41.849,"LINESTRING (5.4544595 50.3520533, 5.4545184 50.3519804, 5.4546606 50.3517004)",,50,,
"[1083712013, 135546855]",,Chemin des Houblonnières,residential,,False,False,140.822,"LINESTRING (5.4516529 50.3511783, 5.4517295 50.351249, 5.4518636 50.3513619, 5.4519655 50.3514612, 5.452046 50.3515741, 5.4521211 50.3517282, 5.4521101 50.3517889, 5.4520567 50.3518411, 5.4514484 50.3521739)",,,,
95933436,,Croix Bertholet,residential,3,False,True,144.876,"LINESTRING (5.4614424 50.349549, 5.4615193 50.3493733, 5.461491 50.3493375, 5.4611706 50.3491816, 5.4606556 50.3489557, 5.4602616 50.3487719, 5.4601432 50.3486878)",,,,destination
474073626,,,residential,,False,True,25.211,"LINESTRING (5.4552252 50.3511638, 5.4554669 50.35133)",,,,
