osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,width,junction,tunnel
24239012,4,N84,Place Mac-Auliffe,primary,50,False,False,79.993,"LINESTRING (5.7152737 50.0005111, 5.715144 50.0006158, 5.715061 50.0006578, 5.7145325 50.0009375, 5.7144412 50.0009883)",,,,,
"[41525738, 302543791]","['2', '4']",N30,"['Place Mac-Auliffe', 'Rue du Sablon / Rue du Vivier']",secondary,50,False,False,105.336,"LINESTRING (5.7152737 50.0005111, 5.7154247 50.0006438, 5.7158742 50.0009903, 5.7159504 50.0010467, 5.7161933 50.0012509)",,,,,
295253807,2,N85,Rue de Neufchâteau,primary,50,False,True,250.593,"LINESTRING (5.7152737 50.0005111, 5.7151372 50.0003633, 5.7151122 50.0003419, 5.7149729 50.0002168, 5.7148561 50.0001248, 5.7130456 49.9990312, 5.7128354 49.9989042)",,,,,
"[361549249, 719298725]","['4', '3']",N30,Rue Joseph-Renquin,primary,50,False,True,37.265,"LINESTRING (5.7152737 50.0005111, 5.7154224 50.0003264, 5.7155113 50.0002128)",,,,,
221154605,,,Rue de la Halle,residential,,True,False,82.259,"LINESTRING (5.7181199 50.0028517, 5.7174214 50.0032948, 5.7173733 50.0033993)",,,,,
302543791,2,N30,Rue du Sablon / Rue du Vivier,secondary,50,False,True,46.532000000000004,"LINESTRING (5.7181199 50.0028517, 5.7180292 50.0027801, 5.7180224 50.0027747, 5.71773 50.0025167)",,,,,
721700788,2,N30,Rue du Sablon / Rue du Vivier,secondary,50,False,False,106.432,"LINESTRING (5.7181199 50.0028517, 5.7185255 50.003143, 5.71903 50.0035284, 5.7190965 50.0035741)",,,,,
69349887,,,Porte-de-Trèves,residential,,False,True,49.57,"LINESTRING (5.7209102 50.004946, 5.7209977 50.0048813, 5.7212439 50.0047058, 5.7213846 50.0046213)",,,,,
636609227,1,N30,Rue du Sablon / Rue du Vivier,secondary,50,True,False,122.03999999999999,"LINESTRING (5.7209102 50.004946, 5.7203184 50.004503, 5.720277 50.0044699, 5.7201913 50.0044031, 5.7200429 50.0042961, 5.7197974 50.0041136)",,,,,
"[737855521, 124097635, 295253804, 621568597]",2,N84,Route de Marche,primary,50,False,"[False, True]",73.08500000000001,"LINESTRING (5.713176 50.0015325, 5.7130657 50.0015436, 5.7129063 50.0015531, 5.7127331 50.0015615, 5.7123959 50.0015754, 5.7121592 50.0015978)",yes,,,,
"[295253804, 719448942]","['2', '3']",N84,Route de Marche,primary,50,False,True,109.975,"LINESTRING (5.713176 50.0015325, 5.7134099 50.001485, 5.7135919 50.0014271, 5.713744 50.0013596, 5.7138948 50.0012778, 5.7140688 50.0011817, 5.7144412 50.0009883)",,,,,
361549249,3,N30,Rue Joseph-Renquin,primary,50,False,True,17.001,"LINESTRING (5.7155113 50.0002128, 5.7156127 50.0000745)",,,,,
20129237,1,,Rue d'Assenois,tertiary,20,True,False,36.129000000000005,"LINESTRING (5.7155113 50.0002128, 5.7153701 50.0001446, 5.7153563 50.0001262, 5.7152266 49.9999544)",,,,,
"[361549249, 719298725]","['4', '3']",N30,Rue Joseph-Renquin,primary,50,False,False,37.265,"LINESTRING (5.7155113 50.0002128, 5.7154224 50.0003264, 5.7152737 50.0005111)",,,,,
20129243,,,Avenue Albert 1er,tertiary,50,False,False,47.616,"LINESTRING (5.7144224 49.9989713, 5.7150184 49.99878)",,,,,
1252119619,,,Rue d'Assenois,tertiary,50,False,False,106.888,"LINESTRING (5.7144224 49.9989713, 5.7136859 49.9981347)",,no,,,
719298727,4,N30,Rue Joseph-Renquin,primary,50,False,True,44.872,"LINESTRING (5.7163963 49.9989078, 5.716634 49.9985343)",,,,,
20129243,,,Avenue Albert 1er,tertiary,50,False,True,104.80799999999999,"LINESTRING (5.7163963 49.9989078, 5.7161759 49.9988449, 5.7159715 49.998793, 5.7159527 49.998786, 5.7157667 49.9987336, 5.7157566 49.9987368, 5.7156411 49.9987078, 5.7155677 49.9987119, 5.7153191 49.9987045, 5.7150184 49.99878)",,,,,
719298726,2,N30,Rue Joseph-Renquin,primary,50,False,False,20.782,"LINESTRING (5.7163963 49.9989078, 5.7163411 49.998988, 5.7162815 49.9990795)",,,,,
106547312,,,Rue de la Chapelle,residential,50,False,False,116.617,"LINESTRING (5.7224507 50.0010553, 5.7230223 50.000073)",,,,,
106547312,,,Rue de la Chapelle,residential,50,False,True,99.937,"LINESTRING (5.7224507 50.0010553, 5.7222985 50.0012352, 5.7217925 50.0015815, 5.7215367 50.001726)",,,,,
361549249,3,N30,Rue Joseph-Renquin,primary,50,False,False,17.001,"LINESTRING (5.7156127 50.0000745, 5.7155113 50.0002128)",,,,,
361549249,3,N30,Rue Joseph-Renquin,primary,50,False,True,120.524,"LINESTRING (5.7156127 50.0000745, 5.7162815 49.9990795)",,,,,
20129248,,,Rue des Scieries,residential,50,True,False,250.42799999999997,"LINESTRING (5.7156127 50.0000745, 5.7158835 50.0001492, 5.7163083 49.9996158, 5.7166499 49.9992185, 5.7167355 49.9991189, 5.7171866 49.9985294, 5.7173506 49.9983151)",,,4.3,,
20129249,,,Rue Sur-les-Bords-d'Eau,residential,,False,False,139.577,"LINESTRING (5.7173506 49.9983151, 5.7180126 49.998853, 5.7185135 49.9993226)",,,,,
20129249,,,Rue Sur-les-Bords-d'Eau,residential,,False,True,139.577,"LINESTRING (5.7185135 49.9993226, 5.7180126 49.998853, 5.7173506 49.9983151)",,,,,
57095685,,,Rue Sur-les-Bords-d'Eau,residential,,True,False,120.9,"LINESTRING (5.7185135 49.9993226, 5.7187182 49.9994835, 5.7189407 49.9997611, 5.7193444 50.0002654)",,,,,
106547312,,,Rue de la Chapelle,residential,50,False,True,116.617,"LINESTRING (5.7230223 50.000073, 5.7224507 50.0010553)",,,,,
1252119623,,,Rue de la Fontaine,residential,,False,False,47.058,"LINESTRING (5.7230223 50.000073, 5.7223945 49.9999455)",,,,,
302543791,2,N30,Rue du Sablon / Rue du Vivier,secondary,50,False,False,130.497,"LINESTRING (5.7166154 50.0015872, 5.7167876 50.0017287, 5.7173854 50.0022245, 5.7174315 50.0022627, 5.71773 50.0025167)",,,,,
302543791,2,N30,Rue du Sablon / Rue du Vivier,secondary,50,False,True,48.047000000000004,"LINESTRING (5.7166154 50.0015872, 5.7165761 50.0015559, 5.7161933 50.0012509)",,,,,
48564140,,,Rue Porte-Haute,residential,,False,True,36.696,"LINESTRING (5.7189036 50.0004346, 5.7193444 50.0002654)",,,,,
"[48564140, 1066052565]",,,Rue Porte-Haute,residential,,False,False,111.683,"LINESTRING (5.7189036 50.0004346, 5.7187817 50.0004789, 5.7185662 50.0005572, 5.7181861 50.000669, 5.7176002 50.0008172, 5.7175562 50.0008283, 5.7174817 50.0008472)",,,,,
57095688,,,Rue Sur-les-Bords-d'Eau,residential,,True,False,126.77799999999999,"LINESTRING (5.7189036 50.0004346, 5.7187175 49.9998531, 5.7185135 49.9993226)",,,,,
37375147,,,Rue de la Chapelle,residential,,False,False,121.949,"LINESTRING (5.7215606 50.002838, 5.7214649 50.0027344, 5.7213609 50.0025063, 5.7213507 50.0023033, 5.7213729 50.0021781, 5.7214865 50.0018628, 5.7214955 50.001833, 5.7214761 50.001779)",,,,,
37375147,,,Rue de la Chapelle,residential,,False,True,174.471,"LINESTRING (5.7215606 50.002838, 5.7219913 50.003248, 5.722326 50.0035659, 5.722503 50.0036994, 5.7226275 50.0038831, 5.7227516 50.0040121, 5.7228066 50.0040588, 5.7229311 50.004126)",,,,,
1196041127,,,Rue de la Californie,residential,,False,True,13.866,"LINESTRING (5.7229311 50.004126, 5.7229314 50.0042507)",,,,,
37375147,,,Rue de la Chapelle,residential,,False,False,174.471,"LINESTRING (5.7229311 50.004126, 5.7228066 50.0040588, 5.7227516 50.0040121, 5.7226275 50.0038831, 5.722503 50.0036994, 5.722326 50.0035659, 5.7219913 50.003248, 5.7215606 50.002838)",,,,,
151244452,,,Rue de la Californie,residential,,False,False,80.967,"LINESTRING (5.7229311 50.004126, 5.7233461 50.003687, 5.7234119 50.0035885, 5.7234601 50.0034858)",,,,,
20129254,,,Rue des Hêtres,tertiary,,False,False,70.56,"LINESTRING (5.7229314 50.0042507, 5.7238496 50.0044839)",,,,,
1196041127,,,Rue de la Californie,residential,,False,False,13.866,"LINESTRING (5.7229314 50.0042507, 5.7229311 50.004126)",,,,,
1252119617,,,Rue des Quatre-Bras,tertiary,,False,True,46.446,"LINESTRING (5.7229314 50.0042507, 5.7228605 50.0042963, 5.7224987 50.0045622)",,,5.1,,
106756552,,,Rue des Tilleuls,residential,,False,False,91.194,"LINESTRING (5.7240594 50.0024606, 5.7239926 50.0024154, 5.7237992 50.0022845, 5.7237004 50.0022414, 5.7236233 50.0022219, 5.7235983 50.0022155, 5.7233203 50.0021604, 5.7232371 50.0021345, 5.7230401 50.0020016)",,,,,
151244452,,,Rue de la Californie,residential,,False,True,22.947,"LINESTRING (5.7240594 50.0024606, 5.7239706 50.0025661, 5.7239066 50.0026421)",,,,,
20129254,,,Rue des Hêtres,tertiary,,False,True,70.56,"LINESTRING (5.7238496 50.0044839, 5.7229314 50.0042507)",,,,,
41524571,,,Rue des Quatre-Bras,tertiary,,False,True,40.769999999999996,"LINESTRING (5.7224987 50.0045622, 5.7222345 50.0047704, 5.7221402 50.0048474)",,,5.1,,
151244484,1,,Place de la Bastognette,residential,50,False,False,145.77700000000002,"LINESTRING (5.7224987 50.0045622, 5.7221448 50.0043839, 5.7218401 50.0042533, 5.7216404 50.0041708, 5.7214386 50.0040218, 5.721074 50.0036934, 5.7210446 50.0036663)",,,5,,
1252119617,,,Rue des Quatre-Bras,tertiary,,False,False,46.446,"LINESTRING (5.7224987 50.0045622, 5.7228605 50.0042963, 5.7229314 50.0042507)",,,5.1,,
41524571,,,Rue des Quatre-Bras,tertiary,,False,False,40.769999999999996,"LINESTRING (5.7221402 50.0048474, 5.7222345 50.0047704, 5.7224987 50.0045622)",,,5.1,,
"[621568594, 359283932]",1,N30y,Rue Piconrue,secondary,50,True,False,73.937,"LINESTRING (5.7221402 50.0048474, 5.7222262 50.004894, 5.7223541 50.0049633, 5.7224521 50.0050434, 5.7225232 50.0051331, 5.7225669 50.0052276, 5.7226072 50.0053574, 5.7226074 50.0053714, 5.7226078 50.005409)",,,"['1.3', '0.3']",,
41524570,1,,Rue du Vieux-Moulin,residential,50,False,False,90.667,"LINESTRING (5.7199256 50.0033752, 5.7199285 50.003267, 5.719641 50.0025844)",,,,,
57095692,1,N30y,Rue des Jardins,secondary,50,True,False,176.379,"LINESTRING (5.7199256 50.0033752, 5.7200189 50.0034635, 5.7200993 50.0036447, 5.7201685 50.0037674, 5.7203139 50.0039104, 5.7205935 50.0041076, 5.7206662 50.0041521, 5.7207714 50.0042184, 5.7211292 50.0044531, 5.7213236 50.0045775, 5.7213846 50.0046213)",,,3.9,,
151244419,1,,Rue de la Citadelle,residential,50,True,False,132.765,"LINESTRING (5.7199256 50.0033752, 5.7200242 50.0032856, 5.7204948 50.003151, 5.721017 50.0029957, 5.7215606 50.002838)",,,3.5,,
41524570,1,,Rue du Vieux-Moulin,residential,50,False,True,83.546,"LINESTRING (5.7194102 50.0018481, 5.7194295 50.0019184, 5.7195163 50.0022351, 5.719641 50.0025844)",,,,,
"[1252119625, 57095697]",,,Rue des Récollets,residential,20,False,False,32.543,"LINESTRING (5.7194102 50.0018481, 5.7194683 50.0018407, 5.7195934 50.0018258, 5.7197706 50.0018046, 5.7198575 50.0017934)",,,,,
57095697,,,Rue des Récollets,residential,20,False,True,50.483000000000004,"LINESTRING (5.7194102 50.0018481, 5.7188538 50.001911, 5.7187158 50.0019308)",,,,,
361549254,1,N30,Rue du Sablon - Rue du Vivier,secondary,50,True,False,16.834,"LINESTRING (5.7192429 50.0036927, 5.7190965 50.0035741)",,,,,
20129265,1,N30y,Rue de la Citadelle,secondary,50,True,False,13.035,"LINESTRING (5.7192429 50.0036927, 5.7192446 50.0036364, 5.7193071 50.0035906)",,,,,
20129268,1,,Rue des Remparts,residential,50,True,False,111.26,"LINESTRING (5.7183413 50.0043856, 5.7182515 50.0043038, 5.7179741 50.0040511, 5.7178122 50.003944, 5.7177199 50.0038829, 5.7175878 50.0037955, 5.7173589 50.0036795, 5.7172951 50.0036555)",,,,,
76482354,,,Rue des Remparts,residential,,False,False,44.105000000000004,"LINESTRING (5.7183413 50.0043856, 5.7185231 50.0046403, 5.7185458 50.0047558)",,,,,
177658847,1,,Rue des Brasseurs,residential,50,False,True,33.169,"LINESTRING (5.7183413 50.0043856, 5.7184025 50.0043579, 5.718635 50.0042193, 5.7186866 50.0041869)",,,,,
76482354,,,Rue des Remparts,residential,,False,True,44.105000000000004,"LINESTRING (5.7185458 50.0047558, 5.7185231 50.0046403, 5.7183413 50.0043856)",,,,,
106511939,,,Rue de la Maison-Forte,residential,,False,False,97.703,"LINESTRING (5.7185458 50.0047558, 5.7185418 50.0048038, 5.7185012 50.0049251, 5.7184432 50.0051827, 5.718453 50.0052785, 5.7184943 50.005349, 5.7187861 50.00555)",,,,,
295253905,,,Rue des Remparts,residential,,True,False,110.37899999999999,"LINESTRING (5.7185458 50.0047558, 5.7186873 50.004794, 5.7189117 50.0049821, 5.7191336 50.0051414, 5.7193731 50.0052648, 5.7196773 50.0054139)",,,,,
106511939,,,Rue de la Maison-Forte,residential,,False,True,97.703,"LINESTRING (5.7187861 50.00555, 5.7184943 50.005349, 5.718453 50.0052785, 5.7184432 50.0051827, 5.7185012 50.0049251, 5.7185418 50.0048038, 5.7185458 50.0047558)",,,,,
"[295253893, 295253895]",,,Rue de la Maison-Forte,residential,,False,False,92.68299999999999,"LINESTRING (5.7187861 50.00555, 5.7187924 50.005647, 5.7188013 50.0057569, 5.7188112 50.0058157, 5.7188433 50.0061261, 5.7188644 50.0063819)",,,,,
"[754062728, 721700787, 1252119616, 42584509]",,,Rue de la Pépinière,residential,,False,False,178.035,"LINESTRING (5.7187861 50.00555, 5.718922 50.0055888, 5.7199383 50.0060584, 5.7203169 50.0062334, 5.72045 50.0062675, 5.7205603 50.0062849, 5.720749 50.0063522, 5.7208071 50.0063842, 5.7208366 50.0064287)",,,,,
20129268,1,,Rue des Remparts,residential,50,True,False,256.718,"LINESTRING (5.7170665 50.0035772, 5.7169827 50.0035438, 5.7167107 50.0034352, 5.7165508 50.0033544, 5.7159214 50.0028704, 5.7153965 50.00247, 5.7152 50.0023084, 5.7149617 50.0020187, 5.7148289 50.0018142)",,,,,
106756014,,,Rue de la Halle,residential,,True,False,31.782999999999998,"LINESTRING (5.7170665 50.0035772, 5.7171635 50.003459, 5.717239 50.0034178, 5.7172963 50.0034065, 5.7173733 50.0033993)",,,,,
20129268,1,,Rue des Remparts,residential,50,True,False,137.676,"LINESTRING (5.7148289 50.0018142, 5.714664 50.0017082, 5.7143786 50.0016487, 5.7140152 50.0016191, 5.7137123 50.0016809, 5.7134956 50.0017381, 5.7133886 50.001723, 5.7132848 50.0016392, 5.713176 50.0015325)",,,,,
20129270,,,Rue du Docteur Chiwy,residential,,False,False,34.842999999999996,"LINESTRING (5.7148289 50.0018142, 5.7151391 50.0016299, 5.7151869 50.0016015)",,,,,
42584512,,,Rue des Écoles,residential,,True,False,9.244,"LINESTRING (5.7151869 50.0016015, 5.7153028 50.0016384)",,,,,
20129270,,,Rue du Docteur Chiwy,residential,,False,True,34.842999999999996,"LINESTRING (5.7151869 50.0016015, 5.7151391 50.0016299, 5.7148289 50.0018142)",,,,,
124554302,,,Rue du Porche,residential,,False,True,44.693,"LINESTRING (5.7153028 50.0016384, 5.7157766 50.0013761)",,,,,
42584512,,,Rue des Écoles,residential,,True,False,246.863,"LINESTRING (5.7153028 50.0016384, 5.7154563 50.0017474, 5.7155574 50.001818, 5.7158013 50.0020042, 5.7158468 50.0020424, 5.7161795 50.0023216, 5.7166557 50.0027558, 5.7168048 50.0028946, 5.7169748 50.0030264, 5.7173328 50.0032876, 5.7173733 50.0033993)",,,,,
69349893,,,,residential,,True,False,29.037,"LINESTRING (5.7173733 50.0033993, 5.7173337 50.0035423, 5.7172951 50.0036555)",,,,,
426222226,1,,Rue Jean-Beck,residential,50,True,False,123.89999999999999,"LINESTRING (5.7173733 50.0033993, 5.7174432 50.0034168, 5.717808 50.0036398, 5.7184474 50.0039865, 5.7186331 50.0040964, 5.7186818 50.0041252)",,,,,
24239012,4,N84,Place Mac-Auliffe,primary,50,False,True,79.99300000000001,"LINESTRING (5.7144412 50.0009883, 5.7145325 50.0009375, 5.715061 50.0006578, 5.715144 50.0006158, 5.7152737 50.0005111)",,,,,
41524926,,,Avenue Mathieu,residential,50,True,False,318.388,"LINESTRING (5.7144412 50.0009883, 5.7143036 50.0009015, 5.7141964 50.0008527, 5.7135899 50.0006212, 5.7125134 50.0002647, 5.7107638 49.999682, 5.7106736 49.999641, 5.7105947 49.9995721)",,,,,
"[39241858, 124554355, 621568598]",,,"['Rue des Écoles', 'Place Mac-Auliffe']",residential,50,True,False,87.92,"LINESTRING (5.7144412 50.0009883, 5.7145363 50.0010545, 5.7146053 50.0011025, 5.7149721 50.0013751, 5.7149943 50.001463, 5.715004 50.00147, 5.7151869 50.0016015)",,,,,
"[295253804, 719448942]","['2', '3']",N84,Route de Marche,primary,50,False,False,109.975,"LINESTRING (5.7144412 50.0009883, 5.7140688 50.0011817, 5.7138948 50.0012778, 5.713744 50.0013596, 5.7135919 50.0014271, 5.7134099 50.001485, 5.713176 50.0015325)",,,,,
151244441,,,Rue Tasiaux,tertiary,50,False,True,52.864000000000004,"LINESTRING (5.710522 50.0013309, 5.7106742 50.0013839, 5.7107865 50.0014342, 5.7109738 50.0015611, 5.7110419 50.0016524)",,,,,
151244400,,N84,Route de Marche,primary,50,False,True,80.09,"LINESTRING (5.7121592 50.0015978, 5.7120248 50.001604, 5.7116056 50.0016276, 5.7110419 50.0016524)",,,,,
"[737855521, 124097635, 295253804, 621568597]",2,N84,Route de Marche,primary,50,False,"[False, True]",73.085,"LINESTRING (5.7121592 50.0015978, 5.7123959 50.0015754, 5.7127331 50.0015615, 5.7129063 50.0015531, 5.7130657 50.0015436, 5.713176 50.0015325)",yes,,,,
"[42584522, 737855522]",,,Rue Claude-de-Humyns,residential,50,False,True,152.743,"LINESTRING (5.7121592 50.0015978, 5.7122558 50.0017027, 5.7127943 50.0020638, 5.7128226 50.0021117, 5.7127986 50.0021738, 5.7126745 50.0022629, 5.7121319 50.0026442)",,,,,
42584522,,,Rue Claude-de-Humyns,residential,50,False,False,80.679,"LINESTRING (5.711341 50.0031619, 5.7118909 50.0028007, 5.7121319 50.0026442)",,,,,
42584522,,,Rue Claude-de-Humyns,residential,50,False,True,28.751,"LINESTRING (5.711341 50.0031619, 5.711221 50.0032681, 5.7112128 50.0033953)",,,,,
151244400,,N84,Route de Marche,primary,50,False,False,80.09,"LINESTRING (5.7110419 50.0016524, 5.7116056 50.0016276, 5.7120248 50.001604, 5.7121592 50.0015978)",,,,,
151244441,,,Rue Tasiaux,tertiary,50,False,False,52.864,"LINESTRING (5.7110419 50.0016524, 5.7109738 50.0015611, 5.7107865 50.0014342, 5.7106742 50.0013839, 5.710522 50.0013309)",,,,,
"[1252119616, 721700787, 42584509, 754062728]",,,Rue de la Pépinière,residential,,False,True,178.03500000000003,"LINESTRING (5.7208366 50.0064287, 5.7208071 50.0063842, 5.720749 50.0063522, 5.7205603 50.0062849, 5.72045 50.0062675, 5.7203169 50.0062334, 5.7199383 50.0060584, 5.718922 50.0055888, 5.7187861 50.00555)",,,,,
754062720,,,,primary,,True,False,12.623999999999999,"LINESTRING (5.7208366 50.0064287, 5.7208762 50.0064161, 5.7209197 50.0064114, 5.7209635 50.0064147, 5.7210041 50.006426)",,,,roundabout,
124096404,2,N30,Rue Pierre Thomas,primary,50,False,False,48.32899999999999,"LINESTRING (5.7210041 50.006426, 5.721058 50.0063291, 5.7211745 50.0061312, 5.7212417 50.0060191)",,,,,
295305621,1,,,primary,,True,False,27.291,"LINESTRING (5.7210041 50.006426, 5.7210392 50.006445, 5.7210639 50.0064699, 5.7210762 50.0064983, 5.7210748 50.0065278, 5.7210581 50.0065578, 5.7210275 50.0065828, 5.720986 50.0066003, 5.7209381 50.0066084)",,,,roundabout,
770078138,,,,primary,,True,False,11.254999999999999,"LINESTRING (5.7209381 50.0066084, 5.7208857 50.0066058, 5.7208378 50.006592, 5.7207999 50.0065687)",,,,roundabout,
24802464,3,N874,Rue Gustave Delperdange,primary,50,False,False,40.730000000000004,"LINESTRING (5.7216398 50.0054907, 5.7217723 50.0054297, 5.721834 50.0054147, 5.7219032 50.005409, 5.7219957 50.0054146, 5.7221662 50.0054481)",,,,,
124096404,2,N30,Rue Pierre Thomas,primary,50,False,True,65.346,"LINESTRING (5.7216398 50.0054907, 5.7215843 50.0055524, 5.7215336 50.0056088, 5.721463 50.0057052, 5.7213002 50.0059272, 5.7212417 50.0060191)",,,,,
"[687327224, 621568595]",1,N30,Place Saint-Pierre,secondary,50,True,False,71.587,"LINESTRING (5.7216398 50.0054907, 5.7214599 50.005357, 5.7209881 50.0050018)",,,,,
1150531669,1,,,primary,50,True,False,10.577,"LINESTRING (5.7224714 50.0054364, 5.7225114 50.0054178, 5.7225585 50.0054084, 5.7226078 50.005409)",,,,roundabout,
1150531670,1,,,primary,50,True,False,15.541,"LINESTRING (5.7226078 50.005409, 5.7226586 50.0054213, 5.7226996 50.0054443, 5.7227256 50.005475, 5.7227332 50.0055096)",,,,roundabout,
1150531668,1,,,primary,50,True,False,12.535,"LINESTRING (5.7225875 50.0056043, 5.7225297 50.0055989, 5.7224791 50.00558, 5.7224433 50.0055503)",,,,roundabout,
145517627,1,N874,Rue Gustave Delperdange,primary,50,True,False,22.839,"LINESTRING (5.7224433 50.0055503, 5.722306 50.0054968, 5.7221662 50.0054481)",,,,,
1134921423,1,,,primary,50,True,False,13.599,"LINESTRING (5.7224433 50.0055503, 5.722427 50.0055109, 5.722437 50.0054706, 5.7224714 50.0054364)",,,,roundabout,
145517628,1,N874,Rue Gustave Delperdange,primary,50,True,False,27.272,"LINESTRING (5.7229097 50.0057357, 5.722729 50.0056611, 5.7226484 50.0056287, 5.7225875 50.0056043)",,,3.6,,
302543791,2,N30,Rue du Sablon / Rue du Vivier,secondary,50,False,False,48.047000000000004,"LINESTRING (5.7161933 50.0012509, 5.7165761 50.0015559, 5.7166154 50.0015872)",,,,,
