osmid,oneway,ref,name,highway,maxspeed,access,reversed,length,geometry,lanes,junction,tunnel
"[41267864, 55822239]",False,,Rue de l'Aurore,residential,30,,"[False, True]",48.03,"LINESTRING (4.9103294 50.5957139, 4.9102633 50.5957327, 4.9101251 50.5957852, 4.9100013 50.5957863, 4.9099221 50.595785, 4.9096784 50.5957782)",,,
173434042,True,,,residential,30,,False,15.42,"LINESTRING (4.9103294 50.5957139, 4.9103169 50.5956802, 4.9103294 50.5956464, 4.9103641 50.5956197, 4.910414 50.5956055)",,roundabout,
193218268,False,,Route de Gembloux,residential,30,,False,122.36000000000001,"LINESTRING (4.9079385 50.591267, 4.9081404 50.5912605, 4.9094693 50.591146, 4.9095296 50.5911485, 4.909659 50.5911537)",,,
193218273,False,N972,Route de Gembloux,secondary,30,,True,111.24199999999999,"LINESTRING (4.9079385 50.591267, 4.9077236 50.5912984, 4.90648 50.5916405)",,,
"[193218275, 1177294246]",False,,Rue du Four,residential,50,yes,True,287.44899999999996,"LINESTRING (4.9079385 50.591267, 4.9078591 50.591177, 4.9076634 50.5908854, 4.9070752 50.5901299, 4.9068873 50.5898327, 4.9066341 50.5894006, 4.9062082 50.5889321)",,,
193218277,False,N972,Rue du Collège,secondary,30,,False,322.089,"LINESTRING (4.9079385 50.591267, 4.9080423 50.5913588, 4.9082629 50.5916818, 4.9084137 50.5921212, 4.9084377 50.5921834, 4.9085369 50.5925283, 4.9086405 50.5927345, 4.908987 50.5931763, 4.9090664 50.5932772, 4.9094111 50.5936905, 4.909519 50.5938119, 4.9096253 50.5939316)",,,
1058330792,True,N91,,primary,50,yes,False,7.922000000000001,"LINESTRING (4.9125024 50.5914653, 4.9125349 50.5914262, 4.9125585 50.5914037)",2,roundabout,
"[193218273, 55822231]",False,N972,Route de Gembloux,secondary,"['50', '30']",,False,226.974,"LINESTRING (4.9036767 50.592616, 4.9043426 50.5924481, 4.904513 50.5924022, 4.9046326 50.5923616, 4.9052186 50.5921062, 4.9052801 50.592078, 4.9053757 50.592035, 4.905621 50.5919308, 4.9059443 50.5917841, 4.9060627 50.5917476, 4.9061838 50.5917153, 4.90648 50.5916405)",,,
55822232,False,,Rue de la Chapelle,residential,,,False,50.965999999999994,"LINESTRING (4.9036767 50.592616, 4.9035623 50.5926457, 4.9033261 50.592714, 4.903008 50.5927881)",,,
55822237,False,,Rue du Bocage,residential,,,False,159.73,"LINESTRING (4.9036767 50.592616, 4.903732 50.5926753, 4.9037804 50.5927336, 4.9038328 50.5927969, 4.9039535 50.5929042, 4.9042309 50.5930715, 4.9043511 50.5931429, 4.9051575 50.5936319, 4.9052087 50.59366)",,,
652166978,False,N972,Route de Gembloux,secondary,50,,True,376.83899999999994,"LINESTRING (4.9036767 50.592616, 4.9035509 50.5924907, 4.9032719 50.5921865, 4.903192 50.5921205, 4.9031118 50.5920766, 4.9030479 50.5920532, 4.9029594 50.5920327, 4.9028223 50.5920263, 4.9025878 50.5920282, 4.9024744 50.5920219, 4.9023808 50.591991, 4.9022843 50.5919371, 4.9020306 50.5916778, 4.9018142 50.5914601, 4.901615 50.5912567, 4.9014654 50.5911036, 4.9013937 50.5910588, 4.9013223 50.5910234, 4.9012485 50.5909988, 4.9011559 50.5909874, 4.9010448 50.5909816, 4.89996 50.5909649, 4.899855 50.5909697, 4.8997522 50.5909797, 4.8996536 50.5909982)",,,
55822236,True,,Rue du Saiwiat,residential,50,,False,252.995,"LINESTRING (4.9096253 50.5939316, 4.9087222 50.594244, 4.9084315 50.5943563, 4.908044 50.5945271, 4.907158 50.5948251, 4.9065095 50.5950526)",,,
144263778,False,N972,Rue du Collège,secondary,50,,False,22.173000000000002,"LINESTRING (4.9096253 50.5939316, 4.9097578 50.5939762, 4.9098902 50.5940378)",,,
193218277,False,N972,Rue du Collège,secondary,30,,True,322.089,"LINESTRING (4.9096253 50.5939316, 4.909519 50.5938119, 4.9094111 50.5936905, 4.9090664 50.5932772, 4.908987 50.5931763, 4.9086405 50.5927345, 4.9085369 50.5925283, 4.9084377 50.5921834, 4.9084137 50.5921212, 4.9082629 50.5916818, 4.9080423 50.5913588, 4.9079385 50.591267)",,,
55822237,False,,Rue du Bocage,residential,,,True,20.285,"LINESTRING (4.9065095 50.5950526, 4.9063653 50.5948948)",,,
55822237,False,,Rue du Bocage,residential,,,False,36.249,"LINESTRING (4.9065095 50.5950526, 4.9061581 50.5951895, 4.9060718 50.5952231)",,,
55822237,False,,Rue du Bocage,residential,,,True,36.249,"LINESTRING (4.9060718 50.5952231, 4.9061581 50.5951895, 4.9065095 50.5950526)",,,
232666835,False,,,residential,,,True,53.25,"LINESTRING (4.9060718 50.5952231, 4.9059719 50.5950861, 4.9060094 50.5950214, 4.9062809 50.5949251, 4.9063653 50.5948948)",,,
55822239,False,,Rue de l'Aurore,residential,30,,False,26.641,"LINESTRING (4.9093011 50.5957846, 4.9096784 50.5957782)",,,
55822240,False,,Rue de l'Aurore,residential,30,,True,77.05399999999999,"LINESTRING (4.9093011 50.5957846, 4.9092064 50.5956885, 4.9086308 50.5954275, 4.9085668 50.5953966, 4.9084681 50.5953476)",,,
232666834,False,,Rue du Bocage,residential,50,,True,84.965,"LINESTRING (4.9077137 50.5960131, 4.9077372 50.5959115, 4.9077215 50.5958933, 4.9076046 50.5957571, 4.9073897 50.5952911)",,,
"[625262580, 291836165]",False,N91,Chaussée de Louvain,primary,50,yes,True,91.172,"LINESTRING (4.9077137 50.5960131, 4.9083845 50.5954252, 4.9084681 50.5953476)",2,,
85643953,False,N991,Route de Ramillies,secondary,50,,True,332.691,"LINESTRING (4.9131869 50.5956217, 4.9129796 50.5940952, 4.9129437 50.5938308, 4.9127821 50.5926408)",,,
89594500,False,,Rue de la Peupleraie,residential,,,False,55.632999999999996,"LINESTRING (4.9131869 50.5956217, 4.9126314 50.5956576, 4.9124629 50.5956587, 4.9124176 50.5956325)",,,
"[244424652, 89594492]",True,,Rue de la Marka,unclassified,50,,False,322.807,"LINESTRING (4.9062082 50.5889321, 4.9067439 50.588684, 4.9070742 50.5885797, 4.9075959 50.5884822, 4.9082829 50.5883231, 4.9086621 50.5882298, 4.9088433 50.588181, 4.9090194 50.5881215, 4.9093656 50.5878549, 4.9094791 50.5877537, 4.9096605 50.5876303, 4.9097411 50.5875689, 4.9100081 50.5874449)",1,,
"[193218275, 1177294246]",False,,Rue du Four,residential,50,yes,False,287.449,"LINESTRING (4.9062082 50.5889321, 4.9066341 50.5894006, 4.9068873 50.5898327, 4.9070752 50.5901299, 4.9076634 50.5908854, 4.9078591 50.591177, 4.9079385 50.591267)",,,
313631850,False,N91,Chaussée de Louvain,primary,50,yes,True,33.49,"LINESTRING (4.9123805 50.5916672, 4.9123454 50.591712, 4.9122825 50.5918121, 4.9121833 50.5919409)",,,
1058330792,True,N91,,primary,50,yes,False,7.0,"LINESTRING (4.9123805 50.5916672, 4.9123873 50.5916323, 4.9124019 50.5916061)",2,roundabout,
136326195,False,,Rue du Bocage,residential,,,False,50.400000000000006,"LINESTRING (4.9039821 50.5936498, 4.9042486 50.5938798, 4.9043979 50.5940182)",,,
136326198,False,,Rue du Bocage,residential,,,False,44.207,"LINESTRING (4.9046091 50.5943188, 4.9043679 50.5941214, 4.9043027 50.5940592, 4.9043979 50.5940182)",,,
298589718,True,N91,,primary,50,yes,False,3.496,"LINESTRING (4.9125416 50.5917318, 4.9124921 50.5917328)",2,roundabout,
136326195,False,,Rue du Bocage,residential,,,True,50.400000000000006,"LINESTRING (4.9043979 50.5940182, 4.9042486 50.5938798, 4.9039821 50.5936498)",,,
136326198,False,,Rue du Bocage,residential,,,False,69.75399999999999,"LINESTRING (4.9043979 50.5940182, 4.9045232 50.5939696, 4.9048095 50.5938401, 4.9048482 50.5938214, 4.9049064 50.5937941, 4.9052087 50.59366)",,,
136326198,False,,Rue du Bocage,residential,,,True,44.206999999999994,"LINESTRING (4.9043979 50.5940182, 4.9043027 50.5940592, 4.9043679 50.5941214, 4.9046091 50.5943188)",,,
55822237,False,,Rue du Bocage,residential,,,False,75.005,"LINESTRING (4.9058665 50.5943004, 4.9059888 50.5944827, 4.9063653 50.5948948)",,,
55822237,False,,Rue du Bocage,residential,,,True,87.671,"LINESTRING (4.9058665 50.5943004, 4.9057187 50.5939988, 4.9055296 50.5938293, 4.9052087 50.59366)",,,
136326168,False,,Rue du Bocage,residential,,,True,120.12,"LINESTRING (4.9058665 50.5943004, 4.9054491 50.5944791, 4.9049014 50.594736, 4.9047517 50.5947498, 4.904683 50.5947249, 4.9045196 50.5945752)",,,
136326180,True,,Chaussée de Louvain,residential,30,,False,135.37099999999998,"LINESTRING (4.9091773 50.5946761, 4.9093035 50.5947334, 4.9093545 50.5947566, 4.9094974 50.5948291, 4.9095964 50.594986, 4.909652 50.595463, 4.9096784 50.5957782)",,,
"[173433947, 625262580]",False,N91,Chaussée de Louvain,primary,50,yes,False,89.909,"LINESTRING (4.9091773 50.5946761, 4.9087275 50.5950903, 4.9085432 50.5952714, 4.9085189 50.5952961, 4.9084681 50.5953476)",,,
173433947,False,N91,Chaussée de Louvain,primary,50,yes,True,87.006,"LINESTRING (4.9091773 50.5946761, 4.9092592 50.5946023, 4.9094281 50.5944499, 4.9095858 50.5943077, 4.9097312 50.5941766, 4.9098902 50.5940378)",,,
55822237,False,,Rue du Bocage,residential,,,False,87.67099999999999,"LINESTRING (4.9052087 50.59366, 4.9055296 50.5938293, 4.9057187 50.5939988, 4.9058665 50.5943004)",,,
55822237,False,,Rue du Bocage,residential,,,True,159.73000000000002,"LINESTRING (4.9052087 50.59366, 4.9051575 50.5936319, 4.9043511 50.5931429, 4.9042309 50.5930715, 4.9039535 50.5929042, 4.9038328 50.5927969, 4.9037804 50.5927336, 4.903732 50.5926753, 4.9036767 50.592616)",,,
136326198,False,,Rue du Bocage,residential,,,True,69.75399999999999,"LINESTRING (4.9052087 50.59366, 4.9049064 50.5937941, 4.9048482 50.5938214, 4.9048095 50.5938401, 4.9045232 50.5939696, 4.9043979 50.5940182)",,,
55822239,False,,Rue de l'Aurore,residential,30,,True,26.641,"LINESTRING (4.9096784 50.5957782, 4.9093011 50.5957846)",,,
"[41267864, 55822239]",False,,Rue de l'Aurore,residential,30,,"[False, True]",48.03,"LINESTRING (4.9096784 50.5957782, 4.9099221 50.595785, 4.9100013 50.5957863, 4.9101251 50.5957852, 4.9102633 50.5957327, 4.9103294 50.5957139)",,,
136326168,False,,Rue du Bocage,residential,,,False,120.12,"LINESTRING (4.9045196 50.5945752, 4.904683 50.5947249, 4.9047517 50.5947498, 4.9049014 50.594736, 4.9054491 50.5944791, 4.9058665 50.5943004)",,,
652166978,False,N972,Route de Gembloux,secondary,50,,False,376.83900000000006,"LINESTRING (4.8996536 50.5909982, 4.8997522 50.5909797, 4.899855 50.5909697, 4.89996 50.5909649, 4.9010448 50.5909816, 4.9011559 50.5909874, 4.9012485 50.5909988, 4.9013223 50.5910234, 4.9013937 50.5910588, 4.9014654 50.5911036, 4.901615 50.5912567, 4.9018142 50.5914601, 4.9020306 50.5916778, 4.9022843 50.5919371, 4.9023808 50.591991, 4.9024744 50.5920219, 4.9025878 50.5920282, 4.9028223 50.5920263, 4.9029594 50.5920327, 4.9030479 50.5920532, 4.9031118 50.5920766, 4.903192 50.5921205, 4.9032719 50.5921865, 4.9035509 50.5924907, 4.9036767 50.592616)",,,
298589718,True,N91,,primary,50,yes,False,3.181,"LINESTRING (4.9127083 50.5913857, 4.9127437 50.5914034)",2,roundabout,
298589718,True,N91,,primary,50,yes,False,12.321,"LINESTRING (4.9127332 50.591535, 4.9126577 50.5916349)",2,roundabout,
193218265,True,,Route de Gembloux,residential,50,,False,21.313,"LINESTRING (4.9122037 50.5914932, 4.9124257 50.5914731, 4.9125024 50.5914653)",,,
"[193218266, 193218268, 193218269]",False,,Route de Gembloux,residential,30,,True,146.804,"LINESTRING (4.9122037 50.5914932, 4.9118196 50.591497, 4.9116638 50.5914928, 4.9115427 50.5914807, 4.91145 50.591468, 4.9111439 50.5914055, 4.9111003 50.5913966, 4.910959 50.5913677, 4.9108596 50.5913482, 4.910755 50.5913281, 4.9106403 50.591306, 4.9105059 50.5912777, 4.9101863 50.5912218)",,,
218337848,False,,,residential,,,False,16.781,"LINESTRING (4.9121969 50.5956886, 4.9124176 50.5956325)",,,
218337850,True,,,residential,,,False,44.129999999999995,"LINESTRING (4.9121969 50.5956886, 4.9122089 50.5957143, 4.9122033 50.5957408, 4.9121811 50.5957636, 4.9121461 50.5957785, 4.9120893 50.595782, 4.9120387 50.5957653, 4.9120105 50.5957338, 4.9120137 50.5956976, 4.9120474 50.5956684, 4.9121007 50.5956555, 4.9121565 50.595663, 4.9121969 50.5956886)",,roundabout,
89594500,False,,Rue de la Peupleraie,residential,,,True,216.97699999999998,"LINESTRING (4.9117957 50.5937232, 4.9118332 50.5938216, 4.9119211 50.5940104, 4.9119727 50.5941213, 4.9120718 50.5944485, 4.9121873 50.5948296, 4.91232 50.5953258, 4.9123562 50.5954593, 4.9124176 50.5956325)",,,
412931484,True,,Rue de la Peupleraie,residential,,,False,48.33399999999999,"LINESTRING (4.9117957 50.5937232, 4.9117387 50.5937245, 4.9116883 50.5937075, 4.911658 50.5936768, 4.911656 50.5936406, 4.9116827 50.5936086, 4.9117311 50.5935894, 4.9117881 50.5935881, 4.9118385 50.5936051, 4.9118688 50.5936358, 4.9118708 50.593672, 4.9118441 50.593704, 4.9117957 50.5937232)",,roundabout,
218337848,False,,,residential,,,True,16.781,"LINESTRING (4.9124176 50.5956325, 4.9121969 50.5956886)",,,
89594500,False,,Rue de la Peupleraie,residential,,,False,216.977,"LINESTRING (4.9124176 50.5956325, 4.9123562 50.5954593, 4.91232 50.5953258, 4.9121873 50.5948296, 4.9120718 50.5944485, 4.9119727 50.5941213, 4.9119211 50.5940104, 4.9118332 50.5938216, 4.9117957 50.5937232)",,,
89594500,False,,Rue de la Peupleraie,residential,,,True,55.632999999999996,"LINESTRING (4.9124176 50.5956325, 4.9124629 50.5956587, 4.9126314 50.5956576, 4.9131869 50.5956217)",,,
55822237,False,,Rue du Bocage,residential,,,False,20.285,"LINESTRING (4.9063653 50.5948948, 4.9065095 50.5950526)",,,
55822237,False,,Rue du Bocage,residential,,,True,75.005,"LINESTRING (4.9063653 50.5948948, 4.9059888 50.5944827, 4.9058665 50.5943004)",,,
232666835,False,,,residential,,,False,53.25,"LINESTRING (4.9063653 50.5948948, 4.9062809 50.5949251, 4.9060094 50.5950214, 4.9059719 50.5950861, 4.9060718 50.5952231)",,,
232666834,False,,Rue du Bocage,residential,50,,False,84.965,"LINESTRING (4.9073897 50.5952911, 4.9076046 50.5957571, 4.9077215 50.5958933, 4.9077372 50.5959115, 4.9077137 50.5960131)",,,
298589718,True,N91,,primary,50,yes,False,13.839,"LINESTRING (4.9126577 50.5916349, 4.9126246 50.5916781, 4.9125911 50.5917093, 4.9125416 50.5917318)",2,roundabout,
313715378,True,N991,Rue de Ramillies,secondary,50,,False,25.68,"LINESTRING (4.9126577 50.5916349, 4.9126845 50.591705, 4.912687 50.5918638)",,,
1058330792,True,N91,,primary,50,yes,False,17.189,"LINESTRING (4.9124019 50.5916061, 4.9125024 50.5914653)",2,roundabout,
313715366,True,,Route de Gembloux,residential,50,,False,19.199,"LINESTRING (4.9124019 50.5916061, 4.9123572 50.5915715, 4.9123175 50.5915371, 4.9122651 50.5915104, 4.9122037 50.5914932)",,,
313631852,True,N91,Chaussée de Namur,primary,50,,False,17.694,"LINESTRING (4.9125585 50.5914037, 4.9125608 50.5913509, 4.9126069 50.5912487)",,,
"[742353372, 1058330791]",True,N91,Chaussée de Louvain,primary,50,yes,False,11.454,"LINESTRING (4.9125585 50.5914037, 4.9126131 50.5913812, 4.9126587 50.5913776, 4.9127083 50.5913857)",2,roundabout,
313595501,False,N91,Chaussée de Louvain,primary,50,yes,False,31.832,"LINESTRING (4.9124921 50.5917328, 4.9124553 50.5917646, 4.9123376 50.5918381, 4.9121833 50.5919409)",,,
1058330790,True,N91,,primary,50,yes,False,11.376,"LINESTRING (4.9124921 50.5917328, 4.9124452 50.5917233, 4.9124112 50.5917059, 4.9123805 50.5916672)",2,roundabout,
298589718,True,N91,,primary,50,yes,False,15.802,"LINESTRING (4.9127437 50.5914034, 4.9127728 50.5914361, 4.9127773 50.5914622, 4.9127634 50.5914945, 4.9127332 50.591535)",2,roundabout,
1242840004,True,N643,Route d'Andenne,secondary,50,,False,32.22,"LINESTRING (4.9127437 50.5914034, 4.9128255 50.5914209, 4.9128871 50.5914288, 4.9129813 50.5914304, 4.913078 50.591423, 4.9131924 50.5914123)",,,
244424651,False,N91,Chaussée de Namur,primary,50,,True,70.832,"LINESTRING (4.9126069 50.5912487, 4.9125839 50.5910093, 4.9125771 50.5909387, 4.9125274 50.5906138)",,,
313595502,True,N91,Chaussée de Namur,primary,50,,False,16.925,"LINESTRING (4.9126069 50.5912487, 4.9126863 50.5913384, 4.9127083 50.5913857)",,,
313715365,True,N643,Route d'Andenne,secondary,50,,False,35.331,"LINESTRING (4.9131924 50.5914123, 4.9130895 50.5914493, 4.9128183 50.5915232, 4.9127332 50.591535)",,,
193218273,False,N972,Route de Gembloux,secondary,30,,False,111.24199999999999,"LINESTRING (4.90648 50.5916405, 4.9077236 50.5912984, 4.9079385 50.591267)",,,
"[193218273, 55822231]",False,N972,Route de Gembloux,secondary,"['30', '50']",,True,226.97400000000002,"LINESTRING (4.90648 50.5916405, 4.9061838 50.5917153, 4.9060627 50.5917476, 4.9059443 50.5917841, 4.905621 50.5919308, 4.9053757 50.592035, 4.9052801 50.592078, 4.9052186 50.5921062, 4.9046326 50.5923616, 4.904513 50.5924022, 4.9043426 50.5924481, 4.9036767 50.592616)",,,
617415783,False,,Route de Gembloux,unclassified,,,False,97.546,"LINESTRING (4.90648 50.5916405, 4.9065731 50.5917057, 4.9066225 50.5918776, 4.9065672 50.5919291, 4.9065462 50.5920428, 4.9067435 50.5923086, 4.9068358 50.59244)",,,
617415783,False,,Route de Gembloux,unclassified,,,True,97.54599999999999,"LINESTRING (4.9068358 50.59244, 4.9067435 50.5923086, 4.9065462 50.5920428, 4.9065672 50.5919291, 4.9066225 50.5918776, 4.9065731 50.5917057, 4.90648 50.5916405)",,,
244424651,False,N91,Chaussée de Namur,primary,50,,False,70.832,"LINESTRING (4.9125274 50.5906138, 4.9125771 50.5909387, 4.9125839 50.5910093, 4.9126069 50.5912487)",,,
"[862790498, 862823172, 862823173]",False,,Chaussée de Namur,residential,,,False,76.322,"LINESTRING (4.9125274 50.5906138, 4.912177 50.5906246, 4.9120629 50.5906325, 4.9119575 50.5906361, 4.9119932 50.5909591)",,,building_passage
"[862790498, 862823172, 862823173]",False,,Chaussée de Namur,residential,,,True,76.322,"LINESTRING (4.9119932 50.5909591, 4.9119575 50.5906361, 4.9120629 50.5906325, 4.912177 50.5906246, 4.9125274 50.5906138)",,,building_passage
144263779,False,,Rue de la Gare,residential,30,,False,98.511,"LINESTRING (4.9102353 50.5947269, 4.9104071 50.5955565, 4.910414 50.5956055)",,,
922529614,True,,Rue de la Gare,residential,30,,False,53.466,"LINESTRING (4.9102353 50.5947269, 4.9101709 50.5946786, 4.910073 50.5943287, 4.9101401 50.5942834)",,,
922529612,False,,Rue de la Gare,residential,30,,True,34.301,"LINESTRING (4.9101401 50.5942834, 4.910136 50.5942642, 4.9101319 50.5942452, 4.9101172 50.5941766, 4.9100173 50.5941046, 4.9098902 50.5940378)",,,
922529613,True,,Rue de la Gare,residential,30,,False,53.457,"LINESTRING (4.9101401 50.5942834, 4.9102048 50.5943155, 4.9102977 50.5946695, 4.9102353 50.5947269)",,,
55822232,False,,Rue de la Chapelle,residential,,,True,50.966,"LINESTRING (4.903008 50.5927881, 4.9033261 50.592714, 4.9035623 50.5926457, 4.9036767 50.592616)",,,
1031630127,False,,Rue de la Chapelle,residential,,,False,50.213,"LINESTRING (4.903008 50.5927881, 4.9032556 50.593067, 4.9030893 50.5931453)",,,
1031630127,False,,Rue de la Chapelle,residential,,,True,50.213,"LINESTRING (4.9030893 50.5931453, 4.9032556 50.593067, 4.903008 50.5927881)",,,
"[193218266, 193218268, 193218269]",False,,Route de Gembloux,residential,30,,False,146.804,"LINESTRING (4.9101863 50.5912218, 4.9105059 50.5912777, 4.9106403 50.591306, 4.910755 50.5913281, 4.9108596 50.5913482, 4.910959 50.5913677, 4.9111003 50.5913966, 4.9111439 50.5914055, 4.91145 50.591468, 4.9115427 50.5914807, 4.9116638 50.5914928, 4.9118196 50.591497, 4.9122037 50.5914932)",,,
193218268,False,,Route de Gembloux,residential,30,,True,38.086,"LINESTRING (4.9101863 50.5912218, 4.9099356 50.5911779, 4.9097275 50.5911565, 4.909659 50.5911537)",,,
1031643867,False,,Route de Gembloux,residential,,,False,57.379999999999995,"LINESTRING (4.9101863 50.5912218, 4.910214 50.5911615, 4.91021 50.5911436, 4.9101778 50.5911274, 4.9097352 50.5910551, 4.9097124 50.5910602, 4.9096896 50.5910738, 4.9096722 50.5910908, 4.909659 50.5911537)",,,
193218268,False,,Route de Gembloux,residential,30,,False,38.086,"LINESTRING (4.909659 50.5911537, 4.9097275 50.5911565, 4.9099356 50.5911779, 4.9101863 50.5912218)",,,
1031643867,False,,Route de Gembloux,residential,,,True,57.38,"LINESTRING (4.909659 50.5911537, 4.9096722 50.5910908, 4.9096896 50.5910738, 4.9097124 50.5910602, 4.9097352 50.5910551, 4.9101778 50.5911274, 4.91021 50.5911436, 4.910214 50.5911615, 4.9101863 50.5912218)",,,
193218268,False,,Route de Gembloux,residential,30,,True,122.36,"LINESTRING (4.909659 50.5911537, 4.9095296 50.5911485, 4.9094693 50.591146, 4.9081404 50.5912605, 4.9079385 50.591267)",,,
