osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,access,width,tunnel
"[685523867, 5009855]",True,Oude Vaartstraat,residential,False,162.94,"LINESTRING (4.9464252 51.3276771, 4.9464793 51.3275866, 4.9467047 51.3269987, 4.9467323 51.3269216, 4.9468676 51.3265797, 4.9469626 51.3263479, 4.9469985 51.3262569)",,,,,
27994454,False,Wouwerstraat,residential,True,73.98400000000001,"LINESTRING (4.9464252 51.3276771, 4.9456608 51.3275172, 4.9456192 51.3275101, 4.945584 51.3275074, 4.9455513 51.3275122, 4.9455173 51.3275338, 4.9454684 51.3275869)",30,,,,
5009853,True,Koning Albertstraat,residential,False,132.243,"LINESTRING (4.9496247 51.3278393, 4.9488858 51.3277533, 4.9483401 51.3277246, 4.9477375 51.3276985)",30,,,,
480181087,True,Patersstraat,tertiary,False,174.677,"LINESTRING (4.9494808 51.3262843, 4.9494496 51.3264826, 4.9494132 51.3267535, 4.9494245 51.3268628, 4.9494266 51.3269287, 4.9494802 51.3271128, 4.9495071 51.3272144, 4.9495807 51.327352, 4.9495953 51.3274121, 4.9496319 51.327641, 4.9496247 51.3278393)",30,,,,
27882534,False,Lindekensstraat,living_street,False,200.676,"LINESTRING (4.9495474 51.3256239, 4.9499607 51.325645, 4.9503465 51.3256974, 4.9505855 51.3257309, 4.9510312 51.3258693, 4.951095 51.3258741, 4.952203 51.3262641)",20,,,,
346092950,True,Patersstraat,tertiary,False,73.656,"LINESTRING (4.9495474 51.3256239, 4.9495346 51.3259905, 4.9494808 51.3262843)",30,,,,
480181088,False,Baron Frans du Fourstraat,residential,False,68.623,"LINESTRING (4.9496238 51.3236484, 4.950588 51.3237818)",30,,,,
346092950,True,Patersstraat,tertiary,False,219.76299999999998,"LINESTRING (4.9496238 51.3236484, 4.9496108 51.3241309, 4.9495999 51.3243421, 4.9495904 51.324801, 4.9495859 51.3251487, 4.9495755 51.3252355, 4.9495645 51.325387, 4.9495474 51.3256239)",30,,,,
"[480181089, 242649314, 242649315, 24747492, 346092948, 5009852]",True,"['Patersstraat', 'Grote Markt']",tertiary,False,130.249,"LINESTRING (4.9496168 51.3224832, 4.9496203 51.3226676, 4.9496027 51.3228913, 4.9495902 51.3230263, 4.9495821 51.323242, 4.9495795 51.3232996, 4.9495712 51.3235354, 4.9495748 51.3235648, 4.9496238 51.3236484)",30,,,,
5009848,False,Herentalsstraat,tertiary,True,44.792,"LINESTRING (4.949723 51.3195874, 4.9498353 51.319424, 4.9499138 51.3193077, 4.9499752 51.3192167)",30,,,,
