osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel,junction
53518004,Rue de Loncin,residential,50,False,True,245.22400000000002,"LINESTRING (5.5052297 50.6662591, 5.5054058 50.6663193, 5.5054248 50.6663329, 5.5056937 50.6665256, 5.5063033 50.6670586, 5.5063721 50.6671187, 5.5065019 50.6672323, 5.5065764 50.6672975, 5.5067757 50.6674717, 5.5069717 50.6676431, 5.5072564 50.667892, 5.5073624 50.6679859)",,,,
53543885,Rue Edouard Colson,primary,50,False,False,39.97,"LINESTRING (5.5052297 50.6662591, 5.5054055 50.6661819, 5.5057065 50.6660647)",3,N3,,
"[27790746, 220457078]",Rue de Jemeppe,residential,"['50', '30']",False,True,93.928,"LINESTRING (5.5052297 50.6662591, 5.5050996 50.6662004, 5.5050388 50.6661749, 5.5049456 50.6661315, 5.5045149 50.6658547, 5.5042528 50.6656882)",,,,
"[364445848, 364445849, 364445850]","[""Rue de l'Yser"", 'Rue Edouard Colson']",primary,,False,True,316.106,"LINESTRING (5.5052297 50.6662591, 5.5050446 50.6663294, 5.5042538 50.6666423, 5.5033192 50.6670121, 5.5023398 50.6674052, 5.5015844 50.6676944, 5.5014959 50.667726, 5.5014157 50.6677546)",3,N3,,
220517603,Rue Lambert Dewonck,tertiary,,False,True,5.802,"LINESTRING (5.5114316 50.6638018, 5.5114789 50.6638445)",,,,
37902175,Rue Lambert Dewonck,tertiary,50,False,False,106.32600000000001,"LINESTRING (5.513328 50.6668445, 5.513311 50.6666977, 5.5131704 50.6658936)",,,,
37902175,Rue Lambert Dewonck,tertiary,50,False,True,104.812,"LINESTRING (5.513328 50.6668445, 5.5133376 50.6669138, 5.513517 50.6677794)",,,,
53539934,Rue du Moulin,residential,,True,False,207.48,"LINESTRING (5.5124874 50.6647183, 5.5124283 50.6647532, 5.5123112 50.6648415, 5.5120139 50.6651, 5.5117553 50.6653249, 5.5114206 50.665548, 5.5108198 50.6658363, 5.5104017 50.6660078)",,,,
"[220517602, 220517603]",Rue Lambert Dewonck,tertiary,30,False,False,120.47999999999999,"LINESTRING (5.5124874 50.6647183, 5.5119124 50.6641869, 5.5117918 50.6640893, 5.5116585 50.6639859, 5.5115515 50.6639061, 5.5114789 50.6638445)",,,,
"[220517602, 37902175]",Rue Lambert Dewonck,tertiary,"['30', '50']",False,True,127.08800000000001,"LINESTRING (5.5124874 50.6647183, 5.5126429 50.6648813, 5.5128347 50.6651011, 5.512995 50.6653029, 5.5130518 50.6654316, 5.5131049 50.6655877, 5.5131417 50.6657174, 5.5131542 50.665767)",,,,
