osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,lanes,access
23079905,Rue de l'Ancre,tertiary,30,False,False,332.89,"LINESTRING (4.4404985 50.4147345, 4.4401721 50.4143878, 4.4387824 50.4129499, 4.4381716 50.4122938, 4.4380709 50.4121718)",,,,
1079779136,Rue de l'Ancre,tertiary,30,True,False,41.61,"LINESTRING (4.4404985 50.4147345, 4.4406577 50.4148717, 4.4407865 50.415058)",,,,
58069364,Viaduc,secondary,30,True,False,15.943999999999999,"LINESTRING (4.4377089 50.4119057, 4.4376146 50.4119076, 4.4375345 50.4119193, 4.4374889 50.4119298)",R51,,,
292544420,,secondary,30,True,False,24.04,"LINESTRING (4.4377089 50.4119057, 4.4376434 50.4118641, 4.4376155 50.4118318, 4.4375991 50.4117987, 4.4375975 50.4117633, 4.4376093 50.4117136)",,roundabout,,
30688857,Avenue des Alliés,tertiary,30,True,False,25.464,"LINESTRING (4.4378641 50.4115831, 4.4379892 50.4115324, 4.4380556 50.4114895, 4.4381496 50.4114456)",R51,,,
1090795905,,secondary,30,True,False,18.981,"LINESTRING (4.4378641 50.4115831, 4.4379637 50.4115969, 4.4380214 50.4116116, 4.4380982 50.4116561)",,roundabout,,
1090795906,,secondary,30,True,False,6.823,"LINESTRING (4.4380982 50.4116561, 4.4381372 50.4117122)",,roundabout,,
845477775,,secondary,30,True,False,4.018,"LINESTRING (4.4377591 50.4119225, 4.4377089 50.4119057)",,roundabout,,
"[297688739, 297688740]",Boulevard Jacques Bertrand,tertiary,30,True,False,185.097,"LINESTRING (4.4417713 50.4117937, 4.4419126 50.4119338, 4.4421844 50.4122094, 4.4424896 50.412533, 4.4427155 50.4127679, 4.4427891 50.4128526, 4.4431092 50.4131505, 4.4430952 50.4132115)",R51,,,
23079906,,secondary,30,True,False,19.561,"LINESTRING (4.4381372 50.4117122, 4.4381472 50.4117688, 4.4381375 50.4118058, 4.4381162 50.411844, 4.4380745 50.4118751)",,roundabout,,
"[845477778, 845477779, 60142427]","['Rue Turenne', ""Avenue de l'Europe""]",residential,30,True,False,265.00399999999996,"LINESTRING (4.4381372 50.4117122, 4.438211 50.4117687, 4.4382893 50.4118066, 4.4384641 50.4118565, 4.4386792 50.4119019, 4.4388422 50.4119315, 4.4389325 50.4119366, 4.439471 50.4119096, 4.4415149 50.4118003, 4.4416194 50.4117984, 4.4417713 50.4117937)","['R51c', 'R51b']",,,
292544440,,secondary,30,True,False,10.356,"LINESTRING (4.4376093 50.4117136, 4.4376241 50.4116892, 4.4376485 50.4116534, 4.4376788 50.4116332)",,roundabout,,
