osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,width,junction,access,bridge
42752936,True,Rue Notre-Dame,residential,50,False,47.167,"LINESTRING (4.3702508 50.6824017, 4.370277 50.6823765, 4.3703186 50.6823504, 4.3703971 50.6823081, 4.370403 50.6823054, 4.3704894 50.6822666, 4.3707684 50.6821358)",,,,,
"[97144795, 1120985436, 729179213]",False,"['Rue Sainte-Anne', 'Place Abbé Renard']",residential,50,True,82.849,"LINESTRING (4.3702508 50.6824017, 4.3702439 50.6824566, 4.3702557 50.6825179, 4.3702885 50.6825716, 4.3702972 50.6825786, 4.370344 50.6826166, 4.3707576 50.6826799, 4.3711342 50.6827306)",,,,,
"[28084464, 729179659, 729179238]",False,Rue du Parvis de l'Eglise,residential,50,False,84.936,"LINESTRING (4.3707684 50.6821358, 4.370982 50.6822592, 4.3712636 50.6824266, 4.3712965 50.6824848, 4.3712999 50.6825429, 4.3712486 50.6826218, 4.3711342 50.6827306)",,,,,
729179220,True,Rue Notre-Dame,residential,50,False,47.194,"LINESTRING (4.3707684 50.6821358, 4.3709046 50.6820782, 4.371146 50.6818544, 4.3711891 50.681813)",,,,,
166000784,False,Rue Sainte-Anne,residential,50,True,51.607,"LINESTRING (4.3711342 50.6827306, 4.3712224 50.6827438, 4.3717935 50.6828223, 4.3718501 50.6828286)",,,,,
"[97144795, 1120985436, 729179213]",False,"['Rue Sainte-Anne', 'Place Abbé Renard']",residential,50,False,82.849,"LINESTRING (4.3711342 50.6827306, 4.3707576 50.6826799, 4.370344 50.6826166, 4.3702972 50.6825786, 4.3702885 50.6825716, 4.3702557 50.6825179, 4.3702439 50.6824566, 4.3702508 50.6824017)",,,,,
"[28084464, 729179659, 729179238]",False,Rue du Parvis de l'Eglise,residential,50,True,84.93599999999999,"LINESTRING (4.3711342 50.6827306, 4.3712486 50.6826218, 4.3712999 50.6825429, 4.3712965 50.6824848, 4.3712636 50.6824266, 4.370982 50.6822592, 4.3707684 50.6821358)",,,,,
28084393,True,Rue du Serment,residential,30,False,88.706,"LINESTRING (4.3718501 50.6828286, 4.3716433 50.6832296, 4.3716321 50.6832562, 4.3715003 50.6835309, 4.3714874 50.6835916)",,,,,
166000784,False,Rue Sainte-Anne,residential,50,False,51.607,"LINESTRING (4.3718501 50.6828286, 4.3717935 50.6828223, 4.3712224 50.6827438, 4.3711342 50.6827306)",,,,,
28084484,False,Rue Sainte-Anne,residential,50,False,18.144,"LINESTRING (4.3741042 50.6833001, 4.3743617 50.6832977)",,,,,
"[28084462, 729003827, 729003828, 729003829, 729003830, 729003831, 729003832]",True,Rue Sainte-Anne,living_street,,False,168.742,"LINESTRING (4.3741042 50.6833001, 4.3737497 50.6832184, 4.37364 50.6831957, 4.3735672 50.6831969, 4.3733833 50.6831582, 4.3731398 50.683107, 4.373061 50.6830765, 4.3728945 50.6830425, 4.3728295 50.6830425, 4.3726781 50.6830095, 4.3724844 50.6829737, 4.3724123 50.6829671, 4.372234 50.6829277, 4.3721663 50.6828859, 4.3718501 50.6828286)",1,,,,
"[221123778, 324155430, 288509414, 728955880, 728955881, 324155432, 324155435, 324155433, 1082322062, 1227539349, 15239738, 314950555, 314950556]",True,Rue des Croix de Feu,tertiary,50,False,272.11099999999993,"LINESTRING (4.3751172 50.6823732, 4.3751084 50.6824094, 4.375092 50.6824657, 4.3751034 50.6825345, 4.3751694 50.682933, 4.3751785 50.6829879, 4.3752047 50.6831635, 4.375219 50.683259, 4.375255 50.6834819, 4.3752587 50.6835027, 4.375262 50.6835226, 4.3752766 50.6836123, 4.3752916 50.6837044, 4.3753307 50.6839438, 4.3753573 50.684107, 4.3753833 50.6842669, 4.3754023 50.6843835, 4.3754123 50.6844449, 4.3754287 50.6845453, 4.3754413 50.6846148, 4.3754734 50.6848065)",1,2.7,,,
314950615,True,Rue des Croix de Feu,tertiary,50,False,12.088,"LINESTRING (4.3751172 50.6823732, 4.3750711 50.68238, 4.3749932 50.6823714, 4.37496 50.682352)",,,roundabout,,
28084484,False,Rue Sainte-Anne,residential,50,True,18.144,"LINESTRING (4.3743617 50.6832977, 4.3741042 50.6833001)",,,,,
"[729117134, 733388247]",True,Place Sainte-Anne,residential,50,False,52.567,"LINESTRING (4.3743617 50.6832977, 4.3744599 50.6832557, 4.3750391 50.6831025)",1,,,,
15239722,True,Rue Schépers,residential,50,False,119.78099999999999,"LINESTRING (4.3734785 50.6842997, 4.3734975 50.6842504, 4.3735459 50.6841948, 4.3738265 50.6837561, 4.3738394 50.6837375, 4.3740911 50.6833447, 4.3741042 50.6833001)",1,,,,
734998405,True,Rue Jules Hans,tertiary,50,False,142.388,"LINESTRING (4.3734785 50.6842997, 4.3736221 50.6843402, 4.3738588 50.6844023, 4.3742346 50.6845011, 4.374396 50.6845398, 4.3745203 50.6845526, 4.3746168 50.6845773, 4.3747467 50.6846106, 4.3751199 50.6847116, 4.3752564 50.6847413, 4.3753536 50.6847711)",1,3.7,,,
25014575,True,Avenue Léon Jourez,tertiary,50,False,161.224,"LINESTRING (4.373221 50.6847434, 4.373163 50.6847485, 4.3730689 50.6847526, 4.3728751 50.6847024, 4.3726853 50.6846533, 4.3725168 50.6846097, 4.3722612 50.6844773, 4.37223 50.6844675, 4.3719107 50.6843667, 4.3718247 50.6843558, 4.3716483 50.6843335, 4.3712598 50.6841983, 4.3711768 50.6841559)",1,3.5,,yes,
28084485,True,Rue Schépers,residential,50,False,52.655,"LINESTRING (4.373221 50.6847434, 4.373238 50.6847186, 4.3732668 50.6846755, 4.3734128 50.684414, 4.3734468 50.6843731, 4.3734785 50.6842997)",,,,,
28084460,True,Rue Jules Hans,tertiary,50,False,160.911,"LINESTRING (4.3714874 50.6835916, 4.371549 50.6836199, 4.3718216 50.6837164, 4.3720713 50.6838048, 4.3734021 50.684276, 4.3734785 50.6842997)",1,,,,
165910752,True,Rue du Serment,residential,50,False,67.059,"LINESTRING (4.3714874 50.6835916, 4.3714732 50.6836552, 4.3712799 50.6840589, 4.371237 50.6841018, 4.3711768 50.6841559)",1,,,,
97145455,False,Rue Fortemps,residential,50,True,32.539,"LINESTRING (4.3686789 50.6834584, 4.3686922 50.6833757, 4.3687084 50.6833312, 4.3687559 50.6831918, 4.3687574 50.6831706)",1,,,,
"[164184044, 15239724]",True,"['Rue des Fossés', 'Rue de la Goëtte']",tertiary,50,False,200.092,"LINESTRING (4.3686789 50.6834584, 4.368828 50.6834713, 4.3694437 50.683518, 4.3698261 50.6835461, 4.3698999 50.6835453, 4.3701072 50.6835022, 4.3702447 50.6834897, 4.3705725 50.6835156, 4.370867 50.683538, 4.3711084 50.6835564, 4.3714177 50.6835804, 4.3714874 50.6835916)",1,,,,
428935511,True,Rue de la Goëtte,tertiary,50,False,58.462,"LINESTRING (4.367866 50.6833529, 4.3679424 50.6833621, 4.3685576 50.6834425, 4.3686789 50.6834584)",1,,,,
"[1062978262, 1062978263]",True,Rue de la Goëtte,residential,50,False,27.352999999999998,"LINESTRING (4.3669669 50.6833282, 4.3669494 50.6833601, 4.3669195 50.6833881, 4.3668792 50.6834103, 4.3668276 50.6834258, 4.3667714 50.6834316, 4.3667147 50.6834274, 4.3666621 50.6834134)",1,,roundabout,,
28077419,False,Rue de la Goëtte,residential,50,False,80.113,"LINESTRING (4.3658915 50.683936, 4.3664998 50.6835793, 4.3666121 50.6834711, 4.3666621 50.6834134)",,,,,
"[97145456, 680937139]",True,Rue des Jambes,residential,"['50', '30']",False,78.784,"LINESTRING (4.3672563 50.6829456, 4.3673317 50.6829522, 4.3674263 50.6829604, 4.3677409 50.6830151, 4.3680652 50.683053, 4.3682989 50.6830714, 4.3683535 50.6830762)",,,,,
734150843,True,Rue des Marolles,residential,50,False,57.857,"LINESTRING (4.3672563 50.6829456, 4.3672598 50.6828917, 4.3672755 50.6828568, 4.3674525 50.6824878, 4.3674724 50.6824452)",1,,,,
315435063,False,Rue du Château,residential,50,False,26.32,"LINESTRING (4.3674724 50.6824452, 4.3675385 50.6824574, 4.3678389 50.6824898)",,,,,
"[514017803, 428935518]",False,Rue du Château,residential,50,True,78.71,"LINESTRING (4.3674724 50.6824452, 4.3674141 50.6824358, 4.3672806 50.6824124, 4.3671685 50.6823792, 4.3670422 50.682328, 4.3668657 50.6822439, 4.3666666 50.682149, 4.3665813 50.6820523)",,,,,
15239726,True,Rue Doyen Van Belle,residential,50,False,47.445,"LINESTRING (4.3695839 50.6823491, 4.3696176 50.682353, 4.3697226 50.6823536, 4.3700272 50.6823777, 4.3701785 50.6823899, 4.3702508 50.6824017)",1,,,,
15239737,False,Rue de l'Hôpital,residential,50,True,31.567999999999998,"LINESTRING (4.3695839 50.6823491, 4.3695925 50.6823037, 4.3696613 50.6821089, 4.3696754 50.6820714)",2,,,,
"[428935500, 428935501]",False,Grand-Place Baudouin 1er,residential,50,False,54.787000000000006,"LINESTRING (4.3695839 50.6823491, 4.3694659 50.6823437, 4.3693713 50.6823238, 4.3693352 50.6823286, 4.3693035 50.6823489, 4.3691379 50.6826328)",,,,,
727310701,True,Rue Colo-Hugues,tertiary,50,False,27.687,"LINESTRING (4.3715845 50.6819157, 4.3714498 50.6819154, 4.3713261 50.681877, 4.3712326 50.6818288)",1,,,,
