osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,lanes,junction
286982863,,Place Henri Berger,residential,30,False,False,9.617,"LINESTRING (4.6061802 50.7156583, 4.6061217 50.7156687, 4.6060487 50.7156817)",,,,
"[290218649, 222474753]",,Place Henri Berger,residential,30,False,True,35.408,"LINESTRING (4.6061802 50.7156583, 4.6062653 50.7158501, 4.606316 50.7159649)",,,,
23053430,,Pré des Querelles,tertiary,50,True,False,44.456999999999994,"LINESTRING (4.6049806 50.7138344, 4.604921 50.7137702, 4.6049164 50.7137295, 4.6049118 50.7136887, 4.6049157 50.7135983, 4.6048966 50.7135078, 4.6049172 50.7134473)",,,,
31821470,,Rue de Nivelles,residential,30,True,False,136.314,"LINESTRING (4.6049806 50.7138344, 4.6051385 50.7138465, 4.6052996 50.7138493, 4.6056867 50.7138131, 4.6059397 50.7138311, 4.6062289 50.7138665, 4.606391 50.7139016, 4.6065356 50.713943, 4.6068265 50.7140609)",,,,
291878386,,Rue Provinciale,tertiary,50,False,True,69.861,"LINESTRING (4.6049806 50.7138344, 4.6045722 50.7137695, 4.6040178 50.7136825)",,,,
119957443,,Rue Sainte-Anne,tertiary,,False,False,11.955,"LINESTRING (4.6059261 50.7171458, 4.605759 50.7171649)",,,,
13240329,,Rue du Chemin de Fer,tertiary,30,False,False,57.258,"LINESTRING (4.6059261 50.7171458, 4.6061339 50.71709, 4.6062085 50.7170739, 4.6063955 50.7170343, 4.6066944 50.7169786)",,,,
13244036,,Avenue des Mésanges,tertiary,50,False,False,179.92,"LINESTRING (4.6059261 50.7171458, 4.6059942 50.7172061, 4.6066813 50.7177974, 4.6070623 50.7181077, 4.6073782 50.7183574, 4.6074371 50.7183955, 4.6074853 50.7184266)",,,,
501389367,,Rue de l'Ermitage,tertiary,50,False,True,223.31,"LINESTRING (4.6059261 50.7171458, 4.6058244 50.7170717, 4.6049521 50.716366, 4.6047097 50.7161692, 4.6039753 50.7155625)",,,,
13244036,,Avenue des Mésanges,tertiary,50,False,True,179.92,"LINESTRING (4.6074853 50.7184266, 4.6074371 50.7183955, 4.6073782 50.7183574, 4.6070623 50.7181077, 4.6066813 50.7177974, 4.6059942 50.7172061, 4.6059261 50.7171458)",,,,
"[222474755, 27435363, 31274767]",,Pont des Amours,residential,,False,False,68.54400000000001,"LINESTRING (4.6074853 50.7184266, 4.6075751 50.7183785, 4.6076066 50.7183623, 4.6078478 50.7182325, 4.6078798 50.7182145, 4.6081266 50.7180806, 4.6082283 50.7180283)",,yes,,
38100456,,Avenue des Mésanges,tertiary,30,False,False,144.47099999999998,"LINESTRING (4.6074853 50.7184266, 4.6076026 50.7185023, 4.6087912 50.7192978, 4.6088999 50.7193678)",,,,
"[291878384, 40149338]",,Place Henri Berger,residential,30,False,True,37.946,"LINESTRING (4.6055775 50.7158224, 4.6056427 50.7157751, 4.6057176 50.7157393, 4.605833 50.7157067, 4.6059978 50.7156908, 4.6060487 50.7156817)",,,,
286982862,,Place Henri Berger,residential,30,True,False,79.63999999999999,"LINESTRING (4.6055775 50.7158224, 4.6055584 50.7158787, 4.6055701 50.7159527, 4.605621 50.7160197, 4.605661 50.7160487, 4.6057583 50.7160903, 4.6058723 50.7161081, 4.6059435 50.7161064, 4.606055 50.7160833, 4.6062373 50.7159982, 4.606316 50.7159649)",,,,
286982863,,Place Henri Berger,residential,30,False,True,9.617,"LINESTRING (4.6060487 50.7156817, 4.6061217 50.7156687, 4.6061802 50.7156583)",,,,
"[291878384, 40149338]",,Place Henri Berger,residential,30,False,False,37.946,"LINESTRING (4.6060487 50.7156817, 4.6059978 50.7156908, 4.605833 50.7157067, 4.6057176 50.7157393, 4.6056427 50.7157751, 4.6055775 50.7158224)",,,,
900721527,,Rue du Moulin à vent,residential,50,False,True,48.394000000000005,"LINESTRING (4.6060487 50.7156817, 4.6059101 50.7155898, 4.6055601 50.7153757)",,,,
13265348,,Rue du Moulin à vent,residential,50,False,False,116.816,"LINESTRING (4.6040178 50.7136825, 4.6039932 50.713736, 4.6039686 50.7137894, 4.6039139 50.7138396, 4.6034309 50.7141457, 4.6033923 50.7141978, 4.6033755 50.7142579, 4.6033847 50.7143309, 4.6034207 50.7143993, 4.6034937 50.7144636, 4.6036033 50.7145389)",,,,
291878386,,Rue Provinciale,tertiary,50,False,False,69.861,"LINESTRING (4.6040178 50.7136825, 4.6045722 50.7137695, 4.6049806 50.7138344)",,,,
13265348,,Rue du Moulin à vent,residential,50,False,True,116.81599999999999,"LINESTRING (4.6036033 50.7145389, 4.6034937 50.7144636, 4.6034207 50.7143993, 4.6033847 50.7143309, 4.6033755 50.7142579, 4.6033923 50.7141978, 4.6034309 50.7141457, 4.6039139 50.7138396, 4.6039686 50.7137894, 4.6039932 50.713736, 4.6040178 50.7136825)",,,,
900721528,,Rue du Moulin à Vent,residential,50,True,False,167.64600000000002,"LINESTRING (4.6036033 50.7145389, 4.6043447 50.7147459, 4.6052005 50.7151788, 4.6055052 50.7153479, 4.6055601 50.7153757)",,,,
934271993,,Place Alphonse Bosch,secondary,,False,True,13.483,"LINESTRING (4.6108159 50.7142755, 4.6107628 50.714392)",,,3,
"[588605099, 1205481244, 1205481245, 150541815]",,Place Alphonse Bosch,secondary,30,False,False,109.11899999999999,"LINESTRING (4.6108159 50.7142755, 4.6108635 50.7141781, 4.6108712 50.7141592, 4.6108856 50.7141244, 4.6109848 50.7138983, 4.6110282 50.7138018, 4.6110405 50.7137743, 4.6110943 50.7136552, 4.6112144 50.7134054, 4.6112305 50.7133684, 4.6112643 50.7133383)",,,"['2', '3']",
615803454,,Pré des Querelles,tertiary,50,True,False,46.331,"LINESTRING (4.6049172 50.7134473, 4.6049498 50.7134913, 4.6049697 50.7135531, 4.6050474 50.7136861, 4.6050428 50.7137896, 4.6049806 50.7138344)",,,,
35911870,,Rue du Pont Saint Jean,residential,50,False,False,103.05,"LINESTRING (4.6068265 50.7140609, 4.6068519 50.7140336, 4.6068833 50.7140014, 4.6069292 50.7139612, 4.6070077 50.7138924, 4.607136 50.7137798, 4.6072599 50.7136108, 4.6075174 50.7132482)",,,,
37142299,,Rue du Gravier,residential,30,True,False,105.716,"LINESTRING (4.6068265 50.7140609, 4.6065332 50.7141982, 4.605644 50.7146466)",,,,
"[116432521, 131285260, 116432519]",,Rue de Nivelles,residential,30,True,False,191.582,"LINESTRING (4.6068265 50.7140609, 4.6070852 50.7142597, 4.6073881 50.7145765, 4.6074751 50.7146738, 4.6077115 50.7149648, 4.6078066 50.7151024, 4.6080357 50.7154338, 4.6081131 50.7155692)",,,,
498368927,,Rue de Nivelles,residential,30,False,False,13.911,"LINESTRING (4.6081131 50.7155692, 4.6081839 50.715686)",,,,
37251458,,Rue des Carabiniers,residential,30,False,True,57.265,"LINESTRING (4.6081131 50.7155692, 4.6082251 50.7155291, 4.6082674 50.7155166, 4.6088365 50.715334)",,,,
"[36253713, 608981402, 588605100]",N243,Rue de Namur,tertiary,30,False,True,91.60300000000001,"LINESTRING (4.6119991 50.712569, 4.6119491 50.7126072, 4.6114192 50.7129728, 4.611265 50.7131452, 4.6112538 50.7131711, 4.6112452 50.7131977, 4.6112435 50.7132235)",5,,,
"[30192046, 588605079, 588605082, 588605083, 588605084, 588605085]",N239,Chaussée de Louvain,secondary,30,False,False,124.145,"LINESTRING (4.6112643 50.7133383, 4.6113235 50.7133256, 4.6113744 50.7133274, 4.6116957 50.71343, 4.6117581 50.7134499, 4.6120819 50.7135462, 4.6121611 50.713572, 4.6124373 50.7136616, 4.6125306 50.713693, 4.6126575 50.7137358, 4.6127845 50.7137785, 4.6128455 50.7137998)",,,2,
36253713,N243,Rue de Namur,tertiary,30,False,False,12.906,"LINESTRING (4.6112643 50.7133383, 4.6112414 50.7132539, 4.6112435 50.7132235)",,,,
"[588605099, 1205481244, 1205481245, 150541815]",,Place Alphonse Bosch,secondary,30,False,True,109.119,"LINESTRING (4.6112643 50.7133383, 4.6112305 50.7133684, 4.6112144 50.7134054, 4.6110943 50.7136552, 4.6110405 50.7137743, 4.6110282 50.7138018, 4.6109848 50.7138983, 4.6108856 50.7141244, 4.6108712 50.7141592, 4.6108635 50.7141781, 4.6108159 50.7142755)",,,"['2', '3']",
36252909,,Rue Constant de Raedt,residential,,True,False,102.711,"LINESTRING (4.6101579 50.7154689, 4.6106193 50.7156595, 4.6113165 50.715972, 4.6113498 50.7159987)",,,,
594196739,,Rue du Pont du Christ,tertiary,30,False,True,47.980999999999995,"LINESTRING (4.6101579 50.7154689, 4.6103809 50.7152093, 4.6104545 50.7151198, 4.6104765 50.7150876)",5,,,
"[594196740, 594196741]",,Rue du Pont du Christ,tertiary,30,False,False,12.536000000000001,"LINESTRING (4.6101579 50.7154689, 4.6101018 50.7155191, 4.6100552 50.715561)",,,,
"[594196741, 594196742, 594196743]",,Rue du Pont du Christ,tertiary,30,False,False,51.718999999999994,"LINESTRING (4.6100552 50.715561, 4.6099657 50.7156412, 4.6096361 50.7158735, 4.6096146 50.7158887, 4.6095785 50.7159142)",5,,,
"[594196740, 594196741]",,Rue du Pont du Christ,tertiary,30,False,True,12.536000000000001,"LINESTRING (4.6100552 50.715561, 4.6101018 50.7155191, 4.6101579 50.7154689)",,,,
30074632,,Rue du Béguinage,residential,30,True,False,75.646,"LINESTRING (4.6082394 50.7164989, 4.6089175 50.7170266)",,,,
36253257,,Place de l'Hôtel de Ville,tertiary,30,False,True,36.226,"LINESTRING (4.6082394 50.7164989, 4.6085622 50.7163663, 4.6086633 50.7163148)",,,2,
365267813,,Rue du Chemin de Fer,tertiary,30,False,False,50.182,"LINESTRING (4.6082394 50.7164989, 4.6077037 50.7167218, 4.6076437 50.7167467)",7,,,
365267813,,Rue du Chemin de Fer,tertiary,30,False,False,51.525999999999996,"LINESTRING (4.6076437 50.7167467, 4.6071898 50.7168758, 4.6069646 50.7169167)",7,,,
365267813,,Rue du Chemin de Fer,tertiary,30,False,True,50.182,"LINESTRING (4.6076437 50.7167467, 4.6077037 50.7167218, 4.6082394 50.7164989)",7,,,
119957426,,Rue de Bruxelles,residential,,True,False,26.222,"LINESTRING (4.6102581 50.7171664, 4.6105262 50.7173301)",,,,
119957427,,Rue Haute,residential,,False,True,18.188,"LINESTRING (4.6102581 50.7171664, 4.6100733 50.7170521)",,,,
27451997,,Rue de Flandre,residential,,False,True,68.629,"LINESTRING (4.6102581 50.7171664, 4.6096677 50.7175544, 4.6096565 50.7176325)",,,,
"[1094414404, 66352717]",,Rue Joseph Joppart,residential,,False,False,149.74800000000002,"LINESTRING (4.6145384 50.719712, 4.6146071 50.7197804, 4.6146473 50.7198204, 4.6147754 50.719948, 4.6149669 50.7201846, 4.6151445 50.7204262, 4.615221 50.7205648, 4.615355 50.7208321, 4.6153798 50.7209384)",,,,
"[66352720, 1094414402]",,Avenue Vanpée,residential,,False,False,142.105,"LINESTRING (4.6145384 50.719712, 4.6144282 50.7197506, 4.6143477 50.7197787, 4.6142235 50.7198221, 4.6130615 50.7204277, 4.6129345 50.7204826)",,,,
"[1094414403, 31241181]",,Rue Saint-Sébastien,residential,,False,True,126.281,"LINESTRING (4.6145384 50.719712, 4.6146332 50.7196786, 4.6146969 50.7196561, 4.6150371 50.719536, 4.6161314 50.7191905)",,,,
572648173,,Rue Joseph Joppart,residential,,True,False,48.82,"LINESTRING (4.6153798 50.7209384, 4.6153942 50.7210994, 4.6153829 50.7213771)",,,,
"[1094414404, 66352717]",,Rue Joseph Joppart,residential,,False,True,149.74800000000002,"LINESTRING (4.6153798 50.7209384, 4.615355 50.7208321, 4.615221 50.7205648, 4.6151445 50.7204262, 4.6149669 50.7201846, 4.6147754 50.719948, 4.6146473 50.7198204, 4.6146071 50.7197804, 4.6145384 50.719712)",,,,
23088169,,Rue Sainte-Anne,tertiary,30,True,False,43.417,"LINESTRING (4.6039925 50.7174347, 4.6034057 50.7175548)",,,,
27431989,,Place de la Loriette,residential,,True,False,45.055,"LINESTRING (4.6039925 50.7174347, 4.6039747 50.7174445, 4.6035103 50.7177011)",,,,
24717735,,Place Alphonse Bosch,tertiary,,False,False,31.545,"LINESTRING (4.6106671 50.7146691, 4.6106955 50.7145872, 4.6107183 50.7145133, 4.6107286 50.7144828, 4.6107339 50.7144664, 4.6107628 50.714392)",,,3,
24717880,,Quai aux Huitres,residential,,True,False,151.584,"LINESTRING (4.6106671 50.7146691, 4.6111459 50.7149295, 4.6122669 50.7154754, 4.6123514 50.7155176)",,,,
"[499973369, 620603237, 620603238]",,Rue du Pont du Christ,tertiary,,False,False,36.885999999999996,"LINESTRING (4.6106671 50.7146691, 4.610638 50.7147322, 4.6106116 50.7148053, 4.6106078 50.71482, 4.6105312 50.7149893)",7,yes,,
116432520,,Avenue Henri Lepage,residential,,False,True,231.62600000000003,"LINESTRING (4.6034042 50.7198375, 4.6037855 50.7199248, 4.604146 50.7200118, 4.6044379 50.7201585, 4.6046623 50.7203041, 4.6047576 50.7203708, 4.6049384 50.7204974, 4.6051703 50.7206631, 4.6051765 50.7206675, 4.6052177 50.7206967, 4.6053938 50.7208217, 4.6055813 50.720914, 4.6058072 50.720953, 4.6060432 50.7209462)",,,,
119957419,,Chemin du Borgendael,residential,,False,True,34.106,"LINESTRING (4.6034042 50.7198375, 4.6034441 50.7197898, 4.6034794 50.7197649, 4.6037331 50.7196156)",,,,
"[594190376, 594190377, 24717878]",,Rue Florimond Letroye,residential,50,True,False,203.142,"LINESTRING (4.614482 50.7143481, 4.614408 50.714413, 4.6137094 50.7149156, 4.6135134 50.7150643, 4.6132077 50.7152799, 4.6131242 50.7153183, 4.6125623 50.7154563, 4.612481 50.7154799, 4.6123514 50.7155176)",,,,
24974628,,Montagne d'Aisemont,residential,30,False,False,86.751,"LINESTRING (4.614482 50.7143481, 4.614778 50.7140873, 4.6149667 50.7139371, 4.6152255 50.7137262)",,,,
"[588605088, 588605089, 588605090, 588605091, 499973902, 588605085, 588605086, 588605087]",N239,Chaussée de Louvain,secondary,"['50', '30']",False,True,130.375,"LINESTRING (4.614482 50.7143481, 4.6144107 50.7143248, 4.6139909 50.714185, 4.6137116 50.714092, 4.6135991 50.7140544, 4.6135196 50.7140278, 4.61344 50.7140012, 4.6133922 50.7139828, 4.6133093 50.713954, 4.6132126 50.7139188, 4.6128927 50.7138147, 4.6128455 50.7137998)",,,2,
"[119968577, 622712433, 119968582]",N4,Avenue des Princes,primary,50,False,False,82.974,"LINESTRING (4.6156231 50.7169106, 4.6153907 50.7170921, 4.6152248 50.7172209, 4.6151413 50.7172857, 4.6150629 50.7173463, 4.6149855 50.7174075, 4.6148732 50.7174861)",,yes,,
622712433,N4,Avenue des Princes,primary,50,False,True,34.949,"LINESTRING (4.6156231 50.7169106, 4.6157149 50.7168403, 4.6158112 50.7167662, 4.6159389 50.7166681)",,,,
"[24974642, 530090925, 530090926]",,Pont Neuf,residential,,False,False,39.456999999999994,"LINESTRING (4.6123514 50.7155176, 4.6121794 50.7155699, 4.612099 50.7155967, 4.611968 50.7156379, 4.6118491 50.7156749)",,yes,,
"[594196736, 594196738, 27383976, 594196731, 594196733]",,Avenue des Déportés,residential,,True,False,277.743,"LINESTRING (4.6123514 50.7155176, 4.6124394 50.7155646, 4.6125786 50.715639, 4.6127642 50.7157116, 4.6130677 50.7158366, 4.6132154 50.7158974, 4.6136431 50.7160743, 4.614556 50.7164599, 4.6149019 50.716606, 4.6149626 50.7166309, 4.6154768 50.716842, 4.6156231 50.7169106)",,,,
37078189,,Rue Fleurie,residential,30,False,False,116.50099999999999,"LINESTRING (4.6158954 50.7131543, 4.6164868 50.7133787, 4.6170286 50.7135992, 4.6171716 50.7136574, 4.6172912 50.7137159)",,,,
24974648,,Rue des Brasseries,residential,,True,False,121.117,"LINESTRING (4.6118491 50.7156749, 4.6118006 50.7156206, 4.6115334 50.7154726, 4.6112978 50.7153336, 4.6110329 50.715186, 4.6107419 50.7150554, 4.6105312 50.7149893)",,,,
"[24974642, 530090925, 530090926]",,Pont Neuf,residential,,False,True,39.456999999999994,"LINESTRING (4.6118491 50.7156749, 4.611968 50.7156379, 4.612099 50.7155967, 4.6121794 50.7155699, 4.6123514 50.7155176)",,yes,,
"[594190379, 594190380, 594190381, 594190384, 594190387, 31821464]",,Quai du Trompette,residential,,True,False,243.89800000000002,"LINESTRING (4.6148732 50.7174861, 4.6148142 50.7174224, 4.61467 50.7172738, 4.6144465 50.7170549, 4.6143982 50.7170215, 4.6136604 50.7166334, 4.6136035 50.716591, 4.6134202 50.7164982, 4.6130421 50.716289, 4.6125982 50.7160748, 4.6123958 50.7159852)",,,,
"[622721090, 37739502]",,Avenue Désiré Yernaux,residential,,True,False,211.39,"LINESTRING (4.6148732 50.7174861, 4.6149825 50.7175628, 4.6150756 50.7176898, 4.6151875 50.7178278, 4.6158607 50.7187342, 4.61607 50.7190091, 4.6161133 50.7190663, 4.6161583 50.7191356, 4.6161314 50.7191905)",,,,
"[119968577, 622712433, 119968582]",N4,Avenue des Princes,primary,50,False,True,82.974,"LINESTRING (4.6148732 50.7174861, 4.6149855 50.7174075, 4.6150629 50.7173463, 4.6151413 50.7172857, 4.6152248 50.7172209, 4.6153907 50.7170921, 4.6156231 50.7169106)",,yes,,
"[36252265, 592484991]",N4,Avenue Auguste Mattagne,primary,"['50', '30']",False,False,190.077,"LINESTRING (4.6148732 50.7174861, 4.6143748 50.7178592, 4.6138155 50.7182871, 4.6135318 50.7185056, 4.613244 50.7187272, 4.6131402 50.7187966)",,,,
36477355,,Rue du Pont du Christ,tertiary,30,False,False,11.611,"LINESTRING (4.6105312 50.7149893, 4.6105171 50.7150239, 4.6104765 50.7150876)",5,,,
"[499973369, 620603237, 620603238]",,Rue du Pont du Christ,tertiary,,False,True,36.885999999999996,"LINESTRING (4.6105312 50.7149893, 4.6106078 50.71482, 4.6106116 50.7148053, 4.610638 50.7147322, 4.6106671 50.7146691)",7,yes,,
665428106,,Rue Constant de Raedt,residential,,False,False,4.392,"LINESTRING (4.6113498 50.7159987, 4.61139 50.7160289)",,,,
24974695,,Rue Adelin Colon,residential,,False,False,125.494,"LINESTRING (4.6129345 50.7204826, 4.6128173 50.7204059, 4.6119218 50.719651, 4.6118408 50.7195925)",,,,
24974695,,Rue Adelin Colon,residential,,False,True,199.013,"LINESTRING (4.6129345 50.7204826, 4.6130663 50.7205302, 4.6136172 50.7207396, 4.6148545 50.7211836, 4.6152322 50.7213206, 4.6153829 50.7213771)",,,,
"[66352720, 1094414402]",,Avenue Vanpée,residential,,False,True,142.10500000000002,"LINESTRING (4.6129345 50.7204826, 4.6130615 50.7204277, 4.6142235 50.7198221, 4.6143477 50.7197787, 4.6144282 50.7197506, 4.6145384 50.719712)",,,,
13244031,N4,Chaussée de Bruxelles,primary,50,False,False,66.716,"LINESTRING (4.6118408 50.7195925, 4.6117246 50.7196583, 4.6111416 50.7199975)",,,,
13244031,N4,Chaussée de Bruxelles,primary,50,False,True,127.292,"LINESTRING (4.6118408 50.7195925, 4.6130222 50.7188751, 4.6131402 50.7187966)",,,,
24974695,,Rue Adelin Colon,residential,,False,True,125.494,"LINESTRING (4.6118408 50.7195925, 4.6119218 50.719651, 4.6128173 50.7204059, 4.6129345 50.7204826)",,,,
35910434,,Rue Lambert Fortune,residential,,True,False,113.545,"LINESTRING (4.6118408 50.7195925, 4.611726 50.7195119, 4.6110594 50.7189573, 4.6108444 50.71879)",,,,
38100457,,Chaussée des Gaulois,residential,,False,False,111.873,"LINESTRING (4.6114296 50.721127, 4.6111039 50.7205702, 4.6110298 50.7204945, 4.6108799 50.7203292, 4.6107476 50.7202263)",,,,
1044265542,N4,Chaussée de Bruxelles,primary,50,False,False,32.215,"LINESTRING (4.6107476 50.7202263, 4.6104131 50.720424)",,,,
38100457,,Chaussée des Gaulois,residential,,False,True,111.87299999999999,"LINESTRING (4.6107476 50.7202263, 4.6108799 50.7203292, 4.6110298 50.7204945, 4.6111039 50.7205702, 4.6114296 50.721127)",,,,
1044265542,N4,Chaussée de Bruxelles,primary,50,False,True,37.641,"LINESTRING (4.6107476 50.7202263, 4.6108532 50.7201671, 4.6108893 50.720146, 4.6110264 50.7200642, 4.6111416 50.7199975)",,,,
119957427,,Rue Haute,residential,,False,False,18.188,"LINESTRING (4.6100733 50.7170521, 4.6102581 50.7171664)",,,,
31821448,,Rue Haute,residential,,False,True,61.485,"LINESTRING (4.6100733 50.7170521, 4.6100186 50.7170227, 4.6094068 50.7166948)",,,,
"[642173008, 66352716]",,Place Cardinal Mercier,residential,,False,False,63.574,"LINESTRING (4.6100733 50.7170521, 4.6104063 50.7167899, 4.6107352 50.7168994)",,,,
148829107,,Place de la Cure,residential,,False,False,26.006,"LINESTRING (4.6107352 50.7168994, 4.6109423 50.7168965, 4.6111045 50.7168943)",,,,
642173008,,Place Cardinal Mercier,residential,,False,False,56.056000000000004,"LINESTRING (4.6107352 50.7168994, 4.6105101 50.7170789, 4.6106061 50.7172268, 4.6105262 50.7173301)",,,,
"[642173008, 66352716]",,Place Cardinal Mercier,residential,,False,True,63.574,"LINESTRING (4.6107352 50.7168994, 4.6104063 50.7167899, 4.6100733 50.7170521)",,,,
23053437,,Rue de Bruxelles,residential,,True,False,48.927,"LINESTRING (4.6105262 50.7173301, 4.6107902 50.7175042, 4.6110251 50.7176359)",,,,
642173008,,Place Cardinal Mercier,residential,,False,True,56.056,"LINESTRING (4.6105262 50.7173301, 4.6106061 50.7172268, 4.6105101 50.7170789, 4.6107352 50.7168994)",,,,
464514411,,Place de la Loriette,residential,,True,False,17.857,"LINESTRING (4.6035103 50.7177011, 4.6034057 50.7175548)",,,,
"[35910409, 35910412]",,"['Rue du Tir', 'Place de la Loriette']",residential,,False,"[False, True]",157.42899999999997,"LINESTRING (4.6035103 50.7177011, 4.6033704 50.7177834, 4.6033066 50.7178222, 4.6032744 50.717844, 4.6032723 50.7178704, 4.6032802 50.7179104, 4.6033248 50.7179287, 4.6033837 50.7179267, 4.6037177 50.7178196, 4.6037721 50.7178119, 4.6038511 50.7178193, 4.6039625 50.7178509, 4.6040708 50.7178987, 4.60411 50.717904, 4.6041466 50.717902, 4.6045082 50.7178402, 4.6047047 50.7178362, 4.6049844 50.7178283)",,,,
27451996,,Rue de la Limite,residential,30,True,False,159.71,"LINESTRING (4.6082283 50.7180283, 4.6080776 50.7179236, 4.6075825 50.7175768, 4.6070479 50.717283, 4.6067782 50.7170732, 4.6066944 50.7169786)",,,,
"[27435363, 222474755, 31274767]",,Pont des Amours,residential,,False,True,68.54400000000001,"LINESTRING (4.6082283 50.7180283, 4.6081266 50.7180806, 4.6078798 50.7182145, 4.6078478 50.7182325, 4.6076066 50.7183623, 4.6075751 50.7183785, 4.6074853 50.7184266)",,yes,,
13244031,N4,Chaussée de Bruxelles,primary,50,False,True,66.716,"LINESTRING (4.6111416 50.7199975, 4.6117246 50.7196583, 4.6118408 50.7195925)",,,,
27451995,,Rue du Quatre Août,residential,,True,False,250.20600000000002,"LINESTRING (4.6111416 50.7199975, 4.610477 50.7195415, 4.6088695 50.7184809, 4.6087077 50.7183583)",,,,
1044265542,N4,Chaussée de Bruxelles,primary,50,False,False,37.641000000000005,"LINESTRING (4.6111416 50.7199975, 4.6110264 50.7200642, 4.6108893 50.720146, 4.6108532 50.7201671, 4.6107476 50.7202263)",,,,
13240329,,Rue du Chemin de Fer,tertiary,30,False,False,20.246,"LINESTRING (4.6066944 50.7169786, 4.6068117 50.7169556, 4.606873 50.71694, 4.6069646 50.7169167)",,,,
13240329,,Rue du Chemin de Fer,tertiary,30,False,True,57.257999999999996,"LINESTRING (4.6066944 50.7169786, 4.6063955 50.7170343, 4.6062085 50.7170739, 4.6061339 50.71709, 4.6059261 50.7171458)",,,,
27451997,,Rue de Flandre,residential,,False,False,29.244,"LINESTRING (4.6094109 50.7178446, 4.6096565 50.7176325)",,,,
501390161,,Rue Lambert Fortune,residential,,False,True,16.159,"LINESTRING (4.6094109 50.7178446, 4.6095725 50.7179478)",,,,
501390162,,Rue Lambert Fortune,residential,30,True,False,174.982,"LINESTRING (4.6094109 50.7178446, 4.6086741 50.7174148, 4.6080657 50.7170688, 4.6077085 50.7168288, 4.6076437 50.7167467)",,,,
27451997,,Rue de Flandre,residential,,False,True,29.244,"LINESTRING (4.6096565 50.7176325, 4.6094109 50.7178446)",,,,
27451997,,Rue de Flandre,residential,,False,False,68.629,"LINESTRING (4.6096565 50.7176325, 4.6096677 50.7175544, 4.6102581 50.7171664)",,,,
483533945,,Rue des Vieux Fossés,residential,,True,False,85.305,"LINESTRING (4.6096565 50.7176325, 4.6100571 50.7178683, 4.6105318 50.7181629)",,,,
501389367,,Rue de l'Ermitage,tertiary,50,False,False,223.31,"LINESTRING (4.6039753 50.7155625, 4.6047097 50.7161692, 4.6049521 50.716366, 4.6058244 50.7170717, 4.6059261 50.7171458)",,,,
35910416,,Rond-Point de la Liberté,residential,,False,False,60.133,"LINESTRING (4.6060432 50.7209462, 4.6060472 50.7210597, 4.605898 50.7212586, 4.6057352 50.7214382)",,,,
