osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,access
25917733,Luit. Karel Caluwaertsstraat,residential,30,False,False,124.955,"LINESTRING (4.5221529 51.2022629, 4.5219716 51.2023217, 4.5207421 51.2027202, 4.5205542 51.2027717)",,,
"[25917736, 475423047]",Sint-Damiaanstraat,tertiary,30,False,False,133.104,"LINESTRING (4.5221529 51.2022629, 4.5219385 51.2019443, 4.5215495 51.2014275, 4.5214447 51.2013137, 4.5212994 51.2011964)",,,
25917736,Sint-Damiaanstraat,tertiary,30,False,True,86.804,"LINESTRING (4.5221529 51.2022629, 4.522238 51.2023873, 4.5225659 51.202875, 4.5225864 51.2029055, 4.5226378 51.202982)",,,
51436764,Smisstraat,residential,30,False,False,107.824,"LINESTRING (4.5197036 51.2039856, 4.5196888 51.2039296, 4.5196501 51.2037837, 4.5196275 51.2037493, 4.5192026 51.2031534, 4.5191536 51.2030848)",,,
72242678,Hoevenstraat,tertiary,30,False,False,33.42,"LINESTRING (4.5197036 51.2039856, 4.5198875 51.2039866, 4.5200524 51.2039836, 4.5201808 51.2039679)",,,
72337822,Hoevenstraat,tertiary,30,False,True,90.607,"LINESTRING (4.5197036 51.2039856, 4.5188662 51.2040717, 4.5186016 51.2041035, 4.5184238 51.2041293)",,,
26083086,Hoevenstraat,tertiary,30,False,True,17.654,"LINESTRING (4.5201808 51.2039679, 4.5202754 51.2039482, 4.5204213 51.2039179)",,,
72242678,Hoevenstraat,tertiary,30,False,True,33.42,"LINESTRING (4.5201808 51.2039679, 4.5200524 51.2039836, 4.5198875 51.2039866, 4.5197036 51.2039856)",,,
"[25917755, 25917789]",Handboogstraat,tertiary,30,False,False,176.822,"LINESTRING (4.5204213 51.2039179, 4.5204982 51.2038898, 4.5207517 51.2037852, 4.5207765 51.2037734, 4.5211014 51.2036186, 4.5212388 51.2035531, 4.5216581 51.2033679, 4.5218999 51.2032643, 4.5222414 51.2031313, 4.5224424 51.2030926, 4.5224723 51.2030895, 4.522556 51.2030807)",,,
26083086,Hoevenstraat,tertiary,30,False,False,17.654,"LINESTRING (4.5204213 51.2039179, 4.5202754 51.2039482, 4.5201808 51.2039679)",,,
319327107,Dasstraat,residential,30,True,False,14.498000000000001,"LINESTRING (4.5204213 51.2039179, 4.5204844 51.2040194, 4.5204968 51.2040394)",,,
249720997,Welkomstraat,tertiary,30,True,False,16.128,"LINESTRING (4.52285 51.2030446, 4.5228536 51.2030735, 4.522843 51.2031017, 4.5228191 51.2031266, 4.5227842 51.2031457, 4.5227417 51.2031572)",roundabout,,
25917696,Sint-Damiaanstraat,tertiary,,False,False,49.863,"LINESTRING (4.5186004 51.1995335, 4.5180458 51.1992501)",,,
25917695,Sint-Damiaanstraat,tertiary,,False,True,100.75399999999999,"LINESTRING (4.5186004 51.1995335, 4.5192272 51.1998585, 4.5192854 51.19989, 4.5193287 51.1999226, 4.5194016 51.1999764, 4.5197045 51.2001152)",,,
"[86209172, 86202630]",Molenbaan,residential,30,False,True,193.64299999999997,"LINESTRING (4.5186004 51.1995335, 4.5187545 51.1995036, 4.5191527 51.1994264, 4.5193144 51.1994271, 4.519684 51.1993634, 4.5198373 51.1993067, 4.5203668 51.1992235, 4.520633 51.1991949, 4.5207211 51.1991904, 4.520876 51.1991855, 4.5212945 51.1991864)",,,
44347931,Sportstraat,residential,30,True,False,42.546,"LINESTRING (4.5187169 51.204939, 4.5187148 51.2049782, 4.5187537 51.2050955, 4.5188027 51.2052639, 4.5188052 51.2053163)",,,
44347937,Dasstraat,residential,30,True,False,141.572,"LINESTRING (4.5187169 51.204939, 4.5188873 51.2048806, 4.519933 51.2043411, 4.5202124 51.204197, 4.5202455 51.2041669, 4.5202533 51.204154, 4.5202584 51.2041285)",,,
