osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access,bridge,lanes
204437805,N617,Chaussée Freddy Terwagne,secondary,50,False,False,61.995,"LINESTRING (5.3287812 50.5535089, 5.3294811 50.5538452)",,,,
204437805,N617,Chaussée Freddy Terwagne,secondary,50,False,True,156.94299999999998,"LINESTRING (5.3287812 50.5535089, 5.3274164 50.5530035, 5.3268584 50.5528021)",,,,
676739934,,Rue Georges Hubin,residential,,False,True,229.96300000000002,"LINESTRING (5.3287812 50.5535089, 5.3289287 50.5533936, 5.3290781 50.5532619, 5.3291226 50.5531893, 5.329098 50.553125, 5.3287971 50.5527912, 5.3286484 50.5526767, 5.3274312 50.5519229)",,,,
204437805,N617,Chaussée Freddy Terwagne,secondary,50,False,True,61.995,"LINESTRING (5.3294811 50.5538452, 5.3287812 50.5535089)",,,,
23838218,N696,Rue de l'Arbre,secondary,,False,False,155.282,"LINESTRING (5.3220564 50.5500635, 5.3235622 50.5490463)",,,,
150794840,N617,Chaussée Freddy Terwagne,secondary,50,False,True,92.432,"LINESTRING (5.3220564 50.5500635, 5.321088 50.5495046)",,,,
285628547,N617,Chaussée Freddy Terwagne,secondary,50,False,False,60.317,"LINESTRING (5.3220564 50.5500635, 5.322695 50.5504235)",,,,
23957702,,Rue du Pont,residential,,False,False,23.276,"LINESTRING (5.325861 50.5460302, 5.3257811 50.5459202, 5.3257124 50.5458436)",,,,
148206189,N696,Rue de l'Arbre,secondary,,False,False,36.016999999999996,"LINESTRING (5.325861 50.5460302, 5.3260622 50.5459279, 5.3262839 50.5458517)",,,,
148206189,N696,Rue de l'Arbre,secondary,,False,True,96.64099999999999,"LINESTRING (5.325861 50.5460302, 5.3256785 50.5461892, 5.32553 50.54638, 5.3253774 50.5468291)",,,,
368057453,N696,Rue du Pont,secondary,,False,False,8.478,"LINESTRING (5.3262839 50.5458517, 5.3263916 50.5458181)",,,,
148206189,N696,Rue de l'Arbre,secondary,,False,True,36.016999999999996,"LINESTRING (5.3262839 50.5458517, 5.3260622 50.5459279, 5.325861 50.5460302)",,,,
426997215,N696,,secondary,,True,False,21.063000000000002,"LINESTRING (5.3303021 50.5453166, 5.3303488 50.5453812, 5.3303428 50.5454403, 5.3302977 50.545492)",roundabout,,,
611846099,N696,,secondary,,True,False,16.283,"LINESTRING (5.3300716 50.5455305, 5.329988 50.5454976, 5.3299296 50.5454223)",roundabout,,,
676748410,,Rue du Pont,secondary,,True,False,53.774,"LINESTRING (5.3300716 50.5455305, 5.3298768 50.5455526, 5.3296355 50.5456095, 5.3293325 50.5456356)",,,,
1059868149,N696,,secondary,,True,False,16.006,"LINESTRING (5.3299296 50.5454223, 5.3299277 50.5453889, 5.3299463 50.5453493, 5.3300107 50.5452935)",roundabout,,,
635168092,,Rue de l'Industrie,residential,,False,False,100.59899999999999,"LINESTRING (5.318635 50.5454337, 5.3192999 50.5457861, 5.3197283 50.5460132)",,,,
368057454,,Rue de l'Industrie,residential,,False,True,33.134,"LINESTRING (5.3200996 50.5461952, 5.3197283 50.5460132)",,,,
204437807,,Place Gustave Rome,residential,,True,False,82.917,"LINESTRING (5.3200996 50.5461952, 5.320301 50.5461917, 5.3204466 50.5461892, 5.3206777 50.5463139, 5.3209799 50.5464711, 5.3210804 50.5465261)",,,,
23848025,,Rue de la Liberté,residential,,False,True,129.642,"LINESTRING (5.3235377 50.5480528, 5.3223173 50.5471822)",,,,
23848038,,Rue Pâquette,residential,,False,False,75.138,"LINESTRING (5.3235377 50.5480528, 5.3227593 50.5485132)",,,,
534240339,,Rue de la Croix Rouge,residential,,False,False,84.47500000000001,"LINESTRING (5.3235377 50.5480528, 5.3241205 50.5485034, 5.3242891 50.5486436)",,,,
23848038,,Rue Pâquette,residential,,False,True,161.546,"LINESTRING (5.321088 50.5495046, 5.3227593 50.5485132)",,,,
150794840,N617,Chaussée Freddy Terwagne,secondary,50,False,False,92.432,"LINESTRING (5.321088 50.5495046, 5.3220564 50.5500635)",,,,
150794840,N617,Chaussée Freddy Terwagne,secondary,50,False,True,4.979,"LINESTRING (5.321088 50.5495046, 5.3210373 50.5494735)",,,,
23848038,,Rue Pâquette,residential,,False,False,161.546,"LINESTRING (5.3227593 50.5485132, 5.321088 50.5495046)",,,,
23848038,,Rue Pâquette,residential,,False,True,75.138,"LINESTRING (5.3227593 50.5485132, 5.3235377 50.5480528)",,,,
23848039,,,residential,,False,False,82.05,"LINESTRING (5.3227593 50.5485132, 5.3235622 50.5490463)",,,,
199091015,,Rue Joseph Wauters,residential,,False,False,14.901,"LINESTRING (5.3210804 50.5465261, 5.3209409 50.5466266)",,,,
"[23848025, 591249091]",,"['Rue de la Liberté', 'Rue Joseph Wauters']",residential,,False,False,122.863,"LINESTRING (5.3210804 50.5465261, 5.3211673 50.5464669, 5.3217882 50.5468157, 5.3223173 50.5471822)",,,,
199091015,,Rue Joseph Wauters,residential,,False,False,47.199,"LINESTRING (5.3209409 50.5466266, 5.3205116 50.5469518)",,,,
199091015,,Rue Joseph Wauters,residential,,False,True,14.901,"LINESTRING (5.3209409 50.5466266, 5.3210804 50.5465261)",,,,
23848049,,Place Gustave Rome,residential,,True,False,76.386,"LINESTRING (5.3209409 50.5466266, 5.320835 50.5465725, 5.3200996 50.5461952)",,,,
148205771,,Rue de la Cloche,residential,,False,True,26.081,"LINESTRING (5.3253774 50.5468291, 5.325627 50.5470019)",,,,
148206183,N696,Rue de l'Arbre,secondary,,False,True,10.179,"LINESTRING (5.3253774 50.5468291, 5.3253394 50.5469174)",,,,
148206189,N696,Rue de l'Arbre,secondary,,False,False,96.64099999999999,"LINESTRING (5.3253774 50.5468291, 5.32553 50.54638, 5.3256785 50.5461892, 5.325861 50.5460302)",,,,
23962100,,Rue de la Cloche,residential,,False,False,20.257,"LINESTRING (5.3301839 50.5517963, 5.3303443 50.5519473)",,,,
"[198437313, 198436631]",,"[""Rue de l'Ecluse"", 'Rue des Sorbiers']",residential,,True,False,269.86199999999997,"LINESTRING (5.3301839 50.5517963, 5.3286182 50.5518774, 5.3291888 50.5523467, 5.3303443 50.5519473)",,,,
23962041,,Rue de la Cloche,residential,,False,False,262.17600000000004,"LINESTRING (5.3301839 50.5517963, 5.3294628 50.5509586, 5.3290204 50.5504297, 5.3283059 50.5497661)",,,,
148205771,,Rue de la Cloche,residential,,False,False,26.081,"LINESTRING (5.325627 50.5470019, 5.3253774 50.5468291)",,,,
97211148,,Rue des Cerisiers,residential,,False,True,318.356,"LINESTRING (5.325627 50.5470019, 5.3265206 50.546487, 5.3267056 50.5464254, 5.3269668 50.5464002, 5.3287446 50.5463984, 5.3294588 50.5459107)",,,,
148133942,,Rue de la Cloche,residential,,False,True,67.091,"LINESTRING (5.325627 50.5470019, 5.326025 50.5473917, 5.3261366 50.5475109)",,,,
168103612,,Rue du Pont,residential,,False,False,69.20400000000001,"LINESTRING (5.3226316 50.5460212, 5.3217728 50.5460794, 5.3216571 50.5460778)",,,,
355165122,,Rue de la Cloche,residential,,False,True,206.389,"LINESTRING (5.3226316 50.5460212, 5.3233899 50.5461811, 5.3242858 50.5463803, 5.3251458 50.5466443, 5.3253257 50.5467222)",,,,
368057456,,Rue du Pont,residential,,False,True,218.58499999999998,"LINESTRING (5.3226316 50.5460212, 5.3232445 50.5459857, 5.32538 50.54586, 5.3257124 50.5458436)",,,,
148133947,,Rue Ponthière,residential,,False,True,20.042,"LINESTRING (5.3216571 50.5460778, 5.3217898 50.5459185)",,,,
"[155494474, 148205779]",,"['Rue du Chemin de Fer', 'Rue du Pont']",residential,,False,"[False, True]",278.87600000000003,"LINESTRING (5.3216571 50.5460778, 5.3213791 50.5463129, 5.3224152 50.5469878, 5.3225898 50.5470851, 5.3237355 50.5479408)",,,,
168103612,,Rue du Pont,residential,,False,True,69.20400000000001,"LINESTRING (5.3216571 50.5460778, 5.3217728 50.5460794, 5.3226316 50.5460212)",,,,
148133947,,Rue Ponthière,residential,,False,False,20.042,"LINESTRING (5.3217898 50.5459185, 5.3216571 50.5460778)",,,,
326342946,,Rue du Nord Belge,residential,,False,False,142.032,"LINESTRING (5.3217898 50.5459185, 5.3204279 50.5455715, 5.3202207 50.5455068, 5.31999 50.5453734)",,,,
306312123,N696,,secondary,,True,False,22.743,"LINESTRING (5.3300107 50.5452935, 5.3300643 50.5452756, 5.330157 50.5452676, 5.3302461 50.5452856, 5.3303021 50.5453166)",roundabout,,,
150794840,N617,Chaussée Freddy Terwagne,secondary,50,False,False,62.327,"LINESTRING (5.3203755 50.5491029, 5.3210373 50.5494735)",,,,
23970630,,Rue Albert Ier,residential,,False,False,132.151,"LINESTRING (5.3203755 50.5491029, 5.3211217 50.54853, 5.32146 50.5481406)",,,,
150794840,N617,Chaussée Freddy Terwagne,secondary,50,False,True,114.37400000000001,"LINESTRING (5.3203755 50.5491029, 5.3194548 50.5486007, 5.3192759 50.5484972, 5.3191932 50.548445, 5.3191629 50.5484223)",,,,
23848025,,Rue de la Liberté,residential,,False,False,129.642,"LINESTRING (5.3223173 50.5471822, 5.3235377 50.5480528)",,,,
23970630,,Rue Albert Ier,residential,,False,True,49.651,"LINESTRING (5.3223173 50.5471822, 5.3219723 50.5475712)",,,,
"[23848025, 591249091]",,"['Rue de la Liberté', 'Rue Joseph Wauters']",residential,,False,True,122.86299999999999,"LINESTRING (5.3223173 50.5471822, 5.3217882 50.5468157, 5.3211673 50.5464669, 5.3210804 50.5465261)",,,,
23970630,,Rue Albert Ier,residential,,False,False,72.931,"LINESTRING (5.32146 50.5481406, 5.3219723 50.5475712)",,,,
23970630,,Rue Albert Ier,residential,,False,True,132.151,"LINESTRING (5.32146 50.5481406, 5.3211217 50.54853, 5.3203755 50.5491029)",,,,
