osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,access,tunnel,width
659430219,Heuvelstraat,residential,False,False,38.219,,,"LINESTRING (4.5367615 50.7730194, 4.5362752 50.7728659)",,,,
24764154,Brusselsesteenweg,primary,False,True,12.817,N4,50,"LINESTRING (4.5367615 50.7730194, 4.536683 50.7730147, 4.5365796 50.7730137)",,,,
659430224,Brusselsesteenweg,primary,False,False,21.593,N4,50,"LINESTRING (4.5367615 50.7730194, 4.5370095 50.7730536, 4.537062 50.7730592)",,,,
33912762,Nestor Rowiestraat,residential,False,False,13.789000000000001,,,"LINESTRING (4.5376157 50.7725635, 4.5374969 50.7725879, 4.5374292 50.7726018)",,,,
40143428,Waversesteenweg,primary,False,False,19.03,N4,,"LINESTRING (4.5376157 50.7725635, 4.5376153 50.7725334, 4.5376232 50.7725079, 4.5376484 50.7724592, 4.5377014 50.7724049)",,,,
"[95046576, 55696832]",Brusselsesteenweg,primary,False,True,149.90300000000002,N4,,"LINESTRING (4.5376157 50.7725635, 4.5376353 50.7726209, 4.5376599 50.7726573, 4.5377111 50.7727006, 4.5378444 50.7727701, 4.5379637 50.7728253, 4.5380401 50.7728732, 4.538083 50.7729045, 4.5380887 50.7729159, 4.5381107 50.7729599, 4.5380952 50.7730419, 4.5380239 50.7731232, 4.5379447 50.773167, 4.5378561 50.7731888, 4.5377739 50.7731936, 4.5376887 50.7731849, 4.5376189 50.7731701, 4.5373607 50.7731083, 4.5371682 50.7730731, 4.537062 50.7730592)",,,,
40143428,Waversesteenweg,primary,False,True,19.03,N4,,"LINESTRING (4.5377014 50.7724049, 4.5376484 50.7724592, 4.5376232 50.7725079, 4.5376153 50.7725334, 4.5376157 50.7725635)",,,,
132390397,Stationsstraat,tertiary,True,False,101.34599999999999,,,"LINESTRING (4.5377014 50.7724049, 4.5375046 50.7723664, 4.5372931 50.772323, 4.5369777 50.772265, 4.5367627 50.7722131, 4.5366574 50.7721673, 4.5364185 50.7720266)",,,,
132390399,Waversesteenweg,primary,False,False,38.021,N4,,"LINESTRING (4.5377014 50.7724049, 4.5377777 50.7723652, 4.5378669 50.772338, 4.5379624 50.7723233, 4.5380683 50.7723202, 4.5381363 50.7723259, 4.5382046 50.7723354)",,,,
55696833,Waversesteenweg,primary,False,False,106.07600000000001,N4,,"LINESTRING (4.5382046 50.7723354, 4.5382865 50.7723557, 4.5383568 50.7723777, 4.5384245 50.77241, 4.5384845 50.7724529, 4.5385808 50.7725484, 4.5387058 50.7726517, 4.5387833 50.7726993, 4.5388825 50.7727331, 4.5390738 50.7727828, 4.5392165 50.7728086, 4.5393157 50.7728194, 4.5394209 50.7728222)",,,,
83741322,Fezelarenstraat,residential,False,True,19.621,,,"LINESTRING (4.5382046 50.7723354, 4.5382652 50.7722644, 4.5383546 50.7721871)",,,,
132390399,Waversesteenweg,primary,False,True,38.021,N4,,"LINESTRING (4.5382046 50.7723354, 4.5381363 50.7723259, 4.5380683 50.7723202, 4.5379624 50.7723233, 4.5378669 50.772338, 4.5377777 50.7723652, 4.5377014 50.7724049)",,,,
"[455695788, 222474788, 95046565]",Waversesteenweg,primary,False,True,95.29399999999998,N4,,"LINESTRING (4.5416944 50.7721698, 4.541501 50.7722285, 4.5414591 50.772241, 4.5413122 50.772285, 4.5409933 50.7723886, 4.5407924 50.7724544, 4.5404899 50.7725619)",3,,,
"[455695789, 123929630]",Terhulpensesteenweg,secondary,False,False,111.67999999999999,N253,,"LINESTRING (4.5416944 50.7721698, 4.541548 50.7720479, 4.5415035 50.7719996, 4.5414474 50.7719389, 4.5413704 50.7718304, 4.5413 50.7716983, 4.5411965 50.7715058, 4.5410805 50.7712528)",3,,,
40398965,Emile Carelsstraat,residential,True,False,80.0,,,"LINESTRING (4.5410805 50.7712528, 4.5409802 50.7712596, 4.5402405 50.7711292, 4.5400477 50.7710805, 4.5399908 50.7710662)",,,,
123929630,Terhulpensesteenweg,secondary,False,False,80.476,N253,,"LINESTRING (4.5410805 50.7712528, 4.5408202 50.7706718, 4.5407956 50.7705988, 4.5407871 50.7705539)",3,,,
"[455695789, 123929630]",Terhulpensesteenweg,secondary,False,True,111.68,N253,,"LINESTRING (4.5410805 50.7712528, 4.5411965 50.7715058, 4.5413 50.7716983, 4.5413704 50.7718304, 4.5414474 50.7719389, 4.5415035 50.7719996, 4.541548 50.7720479, 4.5416944 50.7721698)",3,,,
95046676,Terhulpensesteenweg,secondary,False,True,12.571,N253,,"LINESTRING (4.5407711 50.7704413, 4.5407871 50.7705539)",,,,
"[151162978, 222474778]",Terhulpensesteenweg,secondary,False,False,212.767,N253,50,"LINESTRING (4.5407711 50.7704413, 4.5407665 50.770349, 4.5407745 50.7702639, 4.5408228 50.7700767, 4.5408719 50.7699709, 4.5409342 50.7698553, 4.5410806 50.7696576, 4.5412021 50.7695021, 4.5413279 50.7693428, 4.5414696 50.7691839, 4.5416184 50.7690307, 4.5417653 50.7688794, 4.5418236 50.7688194, 4.5419306 50.768704)",,,,
265516510,Terhulpensesteenweg,secondary,False,False,13.525,N253,70,"LINESTRING (4.5421273 50.7681551, 4.5421317 50.7680335)",,,,
141736342,Terhulpensesteenweg,secondary,False,True,63.394,N253,70,"LINESTRING (4.5421273 50.7681551, 4.542118 50.7683284, 4.5420996 50.7684055, 4.5420742 50.7684806, 4.5420307 50.7685705, 4.541995 50.7686264, 4.5419306 50.768704)",,,,
83534161,Frans Verbeekstraat,secondary,False,False,71.213,,,"LINESTRING (4.5280927 50.7709173, 4.5282735 50.7709654, 4.5285117 50.7710146, 4.5287659 50.7710497, 4.5290694 50.7710732)",,,,
"[790665233, 636922154, 790665230, 80519969]","['Stationsplein', 'Eeuwfeestplein']",secondary,False,False,120.287,,30,"LINESTRING (4.5305695 50.7711796, 4.5307977 50.7711444, 4.5310662 50.7710902, 4.5316054 50.7709623, 4.5317552 50.7709304, 4.5318459 50.7708902, 4.5319797 50.7706863)",,,,
"[83534161, 790665233, 790665229]","['Frans Verbeekstraat', 'Eeuwfeestplein']",secondary,False,True,106.276,,"['30', '50']","LINESTRING (4.5305695 50.7711796, 4.5303637 50.7711798, 4.5302056 50.7711721, 4.5300222 50.7711565, 4.5291358 50.7710794, 4.5290694 50.7710732)",,,,
1244625050,Processiestraat,residential,False,False,8.03,,,"LINESTRING (4.534163 50.770742, 4.5341439 50.7708132)",,,,
"[1193280105, 83741341, 132390390]",Jan-Baptist Dekeyserstraat,secondary,False,False,164.50900000000001,,30,"LINESTRING (4.534163 50.770742, 4.5343791 50.7707617, 4.534513 50.7707643, 4.5346242 50.7707567, 4.5347354 50.7707532, 4.5362988 50.770806, 4.5363565 50.7708097, 4.5364959 50.7708194)",,,,
255462906,Stationsplein,secondary,False,True,153.689,,30,"LINESTRING (4.534163 50.770742, 4.5340329 50.7707323, 4.5320528 50.7706879, 4.5319797 50.7706863)",,,,
33912733,Pastoriestraat,residential,False,False,42.116,,,"LINESTRING (4.5364185 50.7720266, 4.5363432 50.7721985, 4.5361809 50.7723706)",,,,
132390397,Stationsstraat,tertiary,True,False,64.528,,,"LINESTRING (4.5364185 50.7720266, 4.5359029 50.7716674, 4.5357891 50.7716051)",,,,
"[1212476212, 141697910]",Jean Tombeurstraat,residential,False,False,406.998,,"['50', '30']","LINESTRING (4.5286497 50.7665906, 4.5286764 50.766634, 4.5287128 50.7666728, 4.5287411 50.7666982, 4.5287767 50.7667236, 4.5288237 50.7667542, 4.5288761 50.7667764, 4.5289546 50.766805, 4.5293037 50.7669138, 4.5295486 50.7669948, 4.5296732 50.7670422, 4.5297671 50.7670826, 4.5298527 50.7671203, 4.5299304 50.7671666, 4.5300008 50.7672136, 4.5300625 50.767257, 4.5301241 50.7673101, 4.5301713 50.7673583, 4.5302143 50.7674062, 4.53025 50.7674547, 4.5302865 50.7675093, 4.5303176 50.767573, 4.5303423 50.7676421, 4.5303585 50.7677066, 4.5303666 50.7677694, 4.5303735 50.7678629, 4.5303747 50.7680485, 4.5303698 50.768254, 4.530375 50.7682891, 4.5303882 50.7683187, 4.5304076 50.7683476, 4.5304295 50.7683757, 4.530461 50.7684047, 4.5311895 50.7690609, 4.5312726 50.7691394, 4.5313327 50.7692092, 4.5314141 50.7693008, 4.5314556 50.7693671, 4.5314975 50.7694437, 4.5315281 50.7695257)",,,,
141736342,Terhulpensesteenweg,secondary,False,False,63.394,N253,70,"LINESTRING (4.5419306 50.768704, 4.541995 50.7686264, 4.5420307 50.7685705, 4.5420742 50.7684806, 4.5420996 50.7684055, 4.542118 50.7683284, 4.5421273 50.7681551)",,,,
"[222474778, 151162978]",Terhulpensesteenweg,secondary,False,True,212.76700000000002,N253,50,"LINESTRING (4.5419306 50.768704, 4.5418236 50.7688194, 4.5417653 50.7688794, 4.5416184 50.7690307, 4.5414696 50.7691839, 4.5413279 50.7693428, 4.5412021 50.7695021, 4.5410806 50.7696576, 4.5409342 50.7698553, 4.5408719 50.7699709, 4.5408228 50.7700767, 4.5407745 50.7702639, 4.5407665 50.770349, 4.5407711 50.7704413)",,,,
