osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,junction,width
"[25788651, 303603135]",N809,Avenue Bouvier,secondary,50,False,False,67.007,"LINESTRING (5.5313413 49.5672168, 5.5311589 49.5671651, 5.5305621 49.566952, 5.5305191 49.566937)",,,,
292381185,N82,Rue Charles Magnette,primary,50,True,False,36.436,"LINESTRING (5.5313413 49.5672168, 5.5314519 49.5671294, 5.531637 49.5669515)",,,,
25508767,N82,Rue d'Arlon,primary,90,True,False,35.609,"LINESTRING (5.5341801 49.5668575, 5.5342387 49.5668872, 5.534342 49.5669594, 5.5343997 49.567002, 5.5345091 49.5670948)",,,,
25788649,R80 - N875,Rue des Fossés,secondary,50,True,False,29.773,"LINESTRING (5.5341801 49.5668575, 5.5341953 49.5669954, 5.5342235 49.5671236)",,,,
"[78542200, 205433185, 205433187]",,,unclassified,,False,False,87.08,"LINESTRING (5.5341801 49.5668575, 5.5342588 49.5668451, 5.5344585 49.5667849, 5.5346408 49.5667391, 5.5348059 49.5666887, 5.5349701 49.5666394, 5.5350882 49.5665757, 5.5351219 49.5665523, 5.5351396 49.5665413, 5.5352218 49.5664847)",yes,,,
205430829,N875,Rue des Fossés,secondary_link,50,True,False,23.592000000000002,"LINESTRING (5.5345091 49.5670948, 5.5344359 49.567072, 5.5343487 49.5670663, 5.5342785 49.5670827, 5.5342235 49.5671236)",,,,
1176277955,N82,Rue d'Arlon,primary,50,False,False,54.144000000000005,"LINESTRING (5.5345091 49.5670948, 5.534739 49.5672577, 5.5348438 49.5673425, 5.5349508 49.5674838)",,2,,
"[560325670, 205433178, 205433179, 26831934]",,À la Cour Marchal,unclassified,,False,False,220.338,"LINESTRING (5.5349508 49.5674838, 5.5351579 49.5674147, 5.5353974 49.5673735, 5.5356683 49.5673099, 5.5359409 49.5672367, 5.5362779 49.567146, 5.5364188 49.5670975, 5.5364366 49.5670854, 5.5365316 49.5670211, 5.5366236 49.5669462, 5.5368486 49.5667276, 5.5372703 49.5663245)",yes,,,
1176277955,N82,Rue d'Arlon,primary,50,False,False,61.194,"LINESTRING (5.5349508 49.5674838, 5.5351989 49.5678731, 5.5353197 49.5679757)",,2,,
1176277955,N82,Rue d'Arlon,primary,50,False,True,54.144000000000005,"LINESTRING (5.5349508 49.5674838, 5.5348438 49.5673425, 5.534739 49.5672577, 5.5345091 49.5670948)",,2,,
1176277955,N82,Rue d'Arlon,primary,50,False,True,61.194,"LINESTRING (5.5353197 49.5679757, 5.5351989 49.5678731, 5.5349508 49.5674838)",,2,,
1176277957,,Rue des Récollets,residential,50,False,False,63.044000000000004,"LINESTRING (5.5353197 49.5679757, 5.534735 49.5682314, 5.5345774 49.568271)",,,,
1077639954,R80,Rue Docteur Jeanty,primary,50,True,False,9.653,"LINESTRING (5.5310429 49.5678812, 5.5310315 49.5677947)",,,,
1077639957,N82,Rue Croix-le-Maire,primary,50,True,False,11.908000000000001,"LINESTRING (5.5310429 49.5678812, 5.5309604 49.5678805, 5.5308852 49.5678583)",,,,
303603156,R80 - N875,Rue des Fossés,secondary,50,True,False,65.75,"LINESTRING (5.5342235 49.5671236, 5.5342327 49.5672107, 5.5342226 49.5672968, 5.5341711 49.5675678, 5.5341563 49.5676395, 5.5341414 49.5677111)",,,,
233350321,R80 - N875,Rue de la Roche,secondary,50,True,False,68.873,"LINESTRING (5.5319112 49.5686263, 5.5318277 49.5685667, 5.5316085 49.5684326, 5.5313637 49.5682371, 5.531287 49.5681602)",,,,
882309638,N875,Place Georges Lorand,secondary,50,False,True,15.350999999999999,"LINESTRING (5.5319112 49.5686263, 5.5318525 49.568737, 5.5318372 49.5687555)",,,,
846655901,R80 - N875,Rue de la Roche,secondary,50,True,False,5.197,"LINESTRING (5.5310704 49.5679244, 5.5310429 49.5678812)",,,,
25940232,,Rue du 700ème,residential,,False,False,67.063,"LINESTRING (5.5393927 49.5699832, 5.53889 49.5704069, 5.5388154 49.5704554)",,,,
78542240,,Rue de la Résistance,residential,,False,True,126.244,"LINESTRING (5.5393927 49.5699832, 5.5391937 49.5698583, 5.5389436 49.5697512, 5.53832 49.5696337, 5.5382212 49.5696553, 5.5380567 49.5697743, 5.5379119 49.5698368)",,,,
55909226,,Rue des Minières,residential,,False,False,15.805,"LINESTRING (5.5366775 49.5708424, 5.5364878 49.5707712)",,,,
25940232,,Rue du 700ème,residential,,False,True,150.544,"LINESTRING (5.5366775 49.5708424, 5.5368971 49.570881, 5.5372133 49.5709058, 5.5375346 49.5708774, 5.5379302 49.5707975, 5.5383142 49.5706856, 5.5385673 49.5705994, 5.5386473 49.5705648)",,,,
55909226,,Rue des Minières,residential,,False,True,71.039,"LINESTRING (5.5366775 49.5708424, 5.5367148 49.5709532, 5.536866 49.5711054, 5.5369484 49.5712964, 5.5369879 49.5714402)",,,,
55909226,,Rue des Minières,residential,,False,False,26.657,"LINESTRING (5.5339461 49.5695361, 5.5337586 49.5693295)",,,,
25946471,,Rue de Robivaux,residential,,False,False,270.409,"LINESTRING (5.5339461 49.5695361, 5.5337319 49.570254, 5.5336678 49.5708319, 5.5336717 49.571417, 5.5336952 49.5719529)",,,,
55909226,,Rue des Minières,residential,,False,True,213.539,"LINESTRING (5.5339461 49.5695361, 5.5345295 49.5698191, 5.5355892 49.5703336, 5.5363096 49.570693)",,,,
25946471,,Rue de Robivaux,residential,,False,True,270.409,"LINESTRING (5.5336952 49.5719529, 5.5336717 49.571417, 5.5336678 49.5708319, 5.5337319 49.570254, 5.5339461 49.5695361)",,,,
78542198,,Rue du Canada,residential,,False,False,74.309,"LINESTRING (5.5336952 49.5719529, 5.5342278 49.5719304, 5.5344459 49.5719576, 5.5346861 49.572044)",,,,
