osmid,name,highway,oneway,reversed,length,maxspeed,geometry,access,lanes
75838528,Breevenstraat,residential,False,False,56.869,,"LINESTRING (4.2351991 51.0935021, 4.2355916 51.093054)",,
"[4891233, 889786519]",Breevenstraat,tertiary,False,False,68.462,50,"LINESTRING (4.2351991 51.0935021, 4.2354041 51.0935423, 4.2355063 51.0935672, 4.2357483 51.0936276, 4.2359025 51.0936876, 4.2359617 51.0937047, 4.2360907 51.0937515)",,
4891233,Breevenstraat,tertiary,False,True,40.998000000000005,50,"LINESTRING (4.2351991 51.0935021, 4.2348928 51.0934564, 4.2346249 51.093426)",,
"[889786513, 28155606]",Absveldstraat,tertiary,False,False,230.44799999999998,50,"LINESTRING (4.2338298 51.0933609, 4.2335367 51.0933366, 4.2331265 51.0933025, 4.232865 51.0933021, 4.232605 51.0933241, 4.2323098 51.093349, 4.2321653 51.0933683, 4.2318091 51.0934477, 4.2317893 51.0934547, 4.2311058 51.0936413, 4.2310206 51.093677, 4.2309034 51.0937261, 4.2307708 51.0937669, 4.2306938 51.093788)",,
"[889786515, 28157892]",Barelstraat,living_street,False,True,131.099,20,"LINESTRING (4.2338298 51.0933609, 4.2338735 51.093479, 4.2339162 51.0935941, 4.2341226 51.0940783, 4.2341584 51.0941877, 4.2341717 51.0942919, 4.2341459 51.0945134)",,
"[4891236, 129918603, 889786516]",Barelstraat,residential,False,True,132.045,,"LINESTRING (4.2338298 51.0933609, 4.2338094 51.0932978, 4.2337846 51.0932298, 4.2337647 51.0931721, 4.2336031 51.0927035, 4.2335572 51.0925249, 4.2335417 51.0924195, 4.2335444 51.0924041, 4.2335597 51.0923184, 4.2335597 51.0923054, 4.2335595 51.092244, 4.2335692 51.0921924)",,
"[4891233, 889786517]",Breevenstraat,tertiary,False,False,55.997,50,"LINESTRING (4.2338298 51.0933609, 4.2340242 51.093377, 4.2340535 51.0933794, 4.2344867 51.0934153, 4.2346249 51.093426)",,
129918602,Barelstraat,residential,False,True,31.283,,"LINESTRING (4.2335692 51.0921924, 4.2335025 51.0919142)",,
"[889786516, 129918603, 4891236]",Barelstraat,residential,False,False,132.045,,"LINESTRING (4.2335692 51.0921924, 4.2335595 51.092244, 4.2335597 51.0923054, 4.2335597 51.0923184, 4.2335444 51.0924041, 4.2335417 51.0924195, 4.2335572 51.0925249, 4.2336031 51.0927035, 4.2337647 51.0931721, 4.2337846 51.0932298, 4.2338094 51.0932978, 4.2338298 51.0933609)",,
37883651,Barelstraat,unclassified,False,True,125.53,,"LINESTRING (4.2335692 51.0921924, 4.2338262 51.0921429, 4.2341887 51.0918819, 4.2345113 51.0916496, 4.2347422 51.0915364, 4.2349186 51.0914865)",,
46706719,,unclassified,False,False,54.085,,"LINESTRING (4.2335025 51.0919142, 4.2327955 51.0921127)",,
129918602,Barelstraat,residential,False,False,31.283,,"LINESTRING (4.2335025 51.0919142, 4.2335692 51.0921924)",,
129918602,Barelstraat,residential,False,True,11.926,,"LINESTRING (4.2335025 51.0919142, 4.2334595 51.0918104)",,
37883651,Barelstraat,unclassified,False,False,125.53,,"LINESTRING (4.2349186 51.0914865, 4.2347422 51.0915364, 4.2345113 51.0916496, 4.2341887 51.0918819, 4.2338262 51.0921429, 4.2335692 51.0921924)",,
"[150661805, 344027599]",Stationsstraat,residential,True,False,36.374,,"LINESTRING (4.2405438 51.0996371, 4.2400498 51.0996496, 4.2400233 51.0996494)",,
150661781,Nieuwe Kouterstraat,residential,True,False,144.602,,"LINESTRING (4.2371477 51.0952903, 4.2373837 51.0960684, 4.237485 51.0964022, 4.2375381 51.0965674)",,
"[335602472, 150661790]",Puursesteenweg,residential,False,False,135.21,30,"LINESTRING (4.2371477 51.0952903, 4.237862 51.0952977, 4.2381322 51.0952866, 4.2387456 51.0952321, 4.238822 51.0952077, 4.238888 51.0951866, 4.2389767 51.095165, 4.2390481 51.0951476)",,
28157752,Albertstraat,residential,False,False,145.074,30,"LINESTRING (4.2380996 51.0985253, 4.2390046 51.0981518, 4.2398315 51.0978047)",,
282927558,Mouterijstraat,residential,False,True,81.46000000000001,30,"LINESTRING (4.2380996 51.0985253, 4.237252 51.0988515, 4.2371473 51.0988834, 4.2370913 51.0988814)",,
"[857506404, 150661782, 496088183]",Nieuwe Kouterstraat,residential,True,False,149.58100000000002,30,"LINESTRING (4.2380996 51.0985253, 4.2382061 51.098599, 4.2389202 51.0990203, 4.2391839 51.0991916, 4.2394459 51.0993618, 4.239618 51.0994735)",,
38997066,Stationsplein,residential,False,True,18.913,,"LINESTRING (4.239618 51.0994735, 4.2395728 51.0996412)",,
"[86021640, 496088184]",Nieuwe Kouterstraat,residential,True,False,68.899,,"LINESTRING (4.239618 51.0994735, 4.2396984 51.0995191, 4.2397724 51.0995508, 4.2398093 51.0995622, 4.2398551 51.0995764, 4.2399209 51.0995896, 4.2402713 51.0996145, 4.2405438 51.0996371)",,
150661795,Puursesteenweg,residential,True,False,12.941,,"LINESTRING (4.2327862 51.0959645, 4.2329646 51.095933)",,
79636230,Boomstraat,residential,False,False,22.961,30,"LINESTRING (4.2327862 51.0959645, 4.2326803 51.095959, 4.232604 51.0959191, 4.2325572 51.0958475)",yes,
150661798,Puursesteenweg,residential,True,False,55.603,30,"LINESTRING (4.2351357 51.0956428, 4.2357708 51.0953412)",,
28157604,Kardinaal Cardijnplein,residential,False,False,65.17699999999999,30,"LINESTRING (4.2356765 51.0994346, 4.2353703 51.0994452, 4.235145 51.0994578, 4.2350011 51.0994813, 4.234756 51.0995177)",,
"[150661779, 496088182]",Kapelstraat,residential,True,False,68.218,,"LINESTRING (4.2356765 51.0994346, 4.2356737 51.0994111, 4.2356724 51.0993839, 4.2356886 51.0993326, 4.2357322 51.0992988, 4.2359843 51.0991032, 4.2360324 51.0990142, 4.2360765 51.0988961)",,
