osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,junction,width,bridge,access
33889414,Natiënkaai,unclassified,False,False,7.22,,,"LINESTRING (2.9235942 51.2292651, 2.9236941 51.2292477)",,,,,
248813212,Vindictivelaan,tertiary,True,False,108.946,2,30,"LINESTRING (2.9235942 51.2292651, 2.9235202 51.2291034, 2.9234465 51.2289471, 2.9233913 51.2288208, 2.9233248 51.2287331, 2.9232346 51.2286485, 2.9231155 51.228584, 2.9229898 51.2285464, 2.9227952 51.2284931)",,,,,
89561702,Vindictivelaan,tertiary,False,False,5.697,,,"LINESTRING (2.9236889 51.2296011, 2.9237703 51.2295959)",,,,,
59424525,Vindictivelaan,tertiary,True,False,37.972,,30,"LINESTRING (2.9236889 51.2296011, 2.9236506 51.2294374, 2.9236235 51.229336, 2.9235942 51.2292651)",,,,,
238970612,Sint-Petrus-en-Paulusplein,residential,False,True,73.546,,30,"LINESTRING (2.9236889 51.2296011, 2.923601 51.2295998, 2.9230541 51.2295923, 2.9226521 51.2295134)",,,,,
146444322,Verenigde Natieslaan,secondary,True,False,53.484,,70,"LINESTRING (2.91918 51.2256426, 2.9191554 51.2255435, 2.9190097 51.2251739)",N340,,,,
249299901,Vuurkruisenplein,secondary,True,False,22.924,,30,"LINESTRING (2.91918 51.2256426, 2.9192773 51.2256044, 2.919369 51.2255812, 2.9194839 51.2255741)",,roundabout,,,
33142340,Leopold III-laan,residential,True,False,20.549,,30,"LINESTRING (2.9199088 51.2260186, 2.9199365 51.2260937, 2.9199638 51.226128, 2.9200169 51.2261889)",,,,,
173345519,Vuurkruisenplein,secondary,True,False,18.037,,30,"LINESTRING (2.9199088 51.2260186, 2.9198289 51.2260825, 2.9197251 51.2261309)",,roundabout,,,
23563062,Jan Piersplein,tertiary,True,False,140.21300000000002,3,30,"LINESTRING (2.9192862 51.2261421, 2.9191557 51.2262336, 2.9188144 51.226507, 2.9182112 51.2269551, 2.9181093 51.227038, 2.9180175 51.2271205)",N34,,,,
173345518,Vuurkruisenplein,secondary,True,False,15.264,,30,"LINESTRING (2.9192862 51.2261421, 2.9191969 51.2261111, 2.9191126 51.2260602)",,roundabout,,,
249263064,Verenigde Natieslaan,secondary,True,False,14.085,,70,"LINESTRING (2.9177355 51.2217391, 2.9177562 51.2218651)",N340,,,,
"[89023880, 949217175]","['Mercatorlaan', 'Ravelijnstraat']",residential,True,False,61.816,,,"LINESTRING (2.9177355 51.2217391, 2.9178891 51.2217399, 2.917925 51.2217368, 2.9184426 51.221718, 2.918489 51.2217384, 2.9185256 51.2217574, 2.9185494 51.221802)",,,,,
88847634,Zinnialaan,residential,False,True,103.894,,,"LINESTRING (2.9209893 51.2234784, 2.9207153 51.2239274, 2.9204863 51.2242805, 2.920475 51.2243221, 2.9204636 51.2243516)",,,,,
145893347,Zinnialaan,residential,False,False,102.87800000000001,,,"LINESTRING (2.9209893 51.2234784, 2.9214832 51.2227345, 2.9215438 51.2226831, 2.9216248 51.2226602)",,,,,
88847634,Zinnialaan,residential,False,False,103.894,,,"LINESTRING (2.9204636 51.2243516, 2.920475 51.2243221, 2.9204863 51.2242805, 2.9207153 51.2239274, 2.9209893 51.2234784)",,,,,
88847634,Zinnialaan,residential,False,True,74.18900000000001,,,"LINESTRING (2.9204636 51.2243516, 2.9204084 51.2244335, 2.9202757 51.2245629, 2.920116 51.2246884, 2.9200358 51.2247475, 2.9199412 51.2247824, 2.919762 51.2248179)",,,,,
68175114,Mercatorlaan,residential,False,True,91.173,,,"LINESTRING (2.9203943 51.2255273, 2.9198918 51.225056, 2.9198584 51.2250215, 2.9198098 51.2249444, 2.919762 51.2248179)",,,,,
88534265,Perronstraat,residential,False,False,91.72999999999999,,30,"LINESTRING (2.9203943 51.2255273, 2.9204882 51.2256203, 2.9206245 51.2257553, 2.9206842 51.2258145, 2.9207271 51.2258514, 2.9207807 51.2258817, 2.9213654 51.226028)",,,,,
683970251,Bolwerkstraat,residential,False,True,15.492,,30,"LINESTRING (2.9203943 51.2255273, 2.9202561 51.225585, 2.9202092 51.2256046)",,,,,
238970645,Vindictivelaan,tertiary,True,False,80.125,3,30,"LINESTRING (2.9222222 51.2283392, 2.9213 51.228087, 2.9211677 51.2280508)",,,,,
248813212,Vindictivelaan,tertiary,True,False,43.414,2,30,"LINESTRING (2.9227952 51.2284931, 2.9222222 51.2283392)",,,,,
238970612,Sint-Petrus-en-Paulusplein,residential,False,True,50.717,,30,"LINESTRING (2.9226521 51.2295134, 2.9219539 51.2293835)",,,,,
38169194,Zuidstraat,residential,True,False,113.89,,30,"LINESTRING (2.9226521 51.2295134, 2.9227515 51.2287912, 2.9227834 51.2285797, 2.9227884 51.2285491, 2.9227952 51.2284931)",,,,,
238970612,Sint-Petrus-en-Paulusplein,residential,False,False,73.546,,30,"LINESTRING (2.9226521 51.2295134, 2.9230541 51.2295923, 2.923601 51.2295998, 2.9236889 51.2296011)",,,,,
248813208,Leopold II-laan,residential,False,True,15.426,,30,"LINESTRING (2.9138276 51.2302151, 2.9140017 51.2303009)",,,,,
173345492,Leopold II-laan,tertiary,True,False,76.445,,30,"LINESTRING (2.9138276 51.2302151, 2.9144234 51.2297247, 2.9144758 51.2296614)",,,,,
59512135,Brusselstraat,residential,True,False,115.878,,30,"LINESTRING (2.9125094 51.229579, 2.9138276 51.2302151)",,,,,
38169261,Euphrosina Beernaertstraat,residential,True,False,86.03,,30,"LINESTRING (2.914402 51.227368, 2.9155909 51.2275784)",,,,,
512029635,Ieperstraat,residential,True,False,123.409,,30,"LINESTRING (2.914402 51.227368, 2.9153897 51.2264465)",,,,,
"[238970609, 38169261, 512029629]",Euphrosina Beernaertstraat,residential,True,False,104.03199999999998,,30,"LINESTRING (2.9155909 51.2275784, 2.9163554 51.2277147, 2.916786 51.2277915, 2.9168312 51.2277983, 2.9168725 51.2278046, 2.9170304 51.2278284)",,,,,
59374883,Karel Janssenslaan,residential,False,True,21.553,,30,"LINESTRING (2.914737 51.2297654, 2.9144758 51.2296614)",,,,,
38133414,Wittenonnenstraat,residential,False,False,48.933,,30,"LINESTRING (2.914737 51.2297654, 2.9148271 51.229804, 2.9151513 51.2299348, 2.9152004 51.2299541, 2.9152432 51.2299719, 2.9152613 51.2299792, 2.9152799 51.2299867, 2.9153261 51.2300053)",,,,,
238970637,Leopold II-laan,tertiary,True,False,78.53099999999999,,30,"LINESTRING (2.914737 51.2297654, 2.9146608 51.2298186, 2.9140017 51.2303009)",,,,,
38133414,Wittenonnenstraat,residential,False,True,48.93299999999999,,30,"LINESTRING (2.9153261 51.2300053, 2.9152799 51.2299867, 2.9152613 51.2299792, 2.9152432 51.2299719, 2.9152004 51.2299541, 2.9151513 51.2299348, 2.9148271 51.229804, 2.914737 51.2297654)",,,,,
34386830,Vindictivelaan,tertiary,False,True,7.176,,,"LINESTRING (2.9206108 51.2278998, 2.9206471 51.2278394)",,,,,
88695106,Christinastraat,residential,False,False,71.969,,30,"LINESTRING (2.9206108 51.2278998, 2.9199734 51.2284093)",,,,,
"[248813211, 10896836]",Vindictivelaan,tertiary,True,False,202.311,2,30,"LINESTRING (2.9206108 51.2278998, 2.9187276 51.2274105, 2.9184799 51.2273477, 2.9183006 51.2272971, 2.9181735 51.2272575, 2.9181441 51.2272498, 2.9181198 51.2272428, 2.917997 51.2272062, 2.9179374 51.2271884)",,,,,
521379558,Sint-Paulusstraat,residential,True,False,68.667,,30,"LINESTRING (2.918567 51.2295382, 2.9176869 51.2292596)",,,,,
521938458,Christinastraat,residential,True,False,105.546,,30,"LINESTRING (2.918567 51.2295382, 2.9176245 51.2302816)",,,,,
38224967,Aartshertoginnestraat,residential,True,False,102.525,,30,"LINESTRING (2.9176869 51.2292596, 2.917009 51.2300781)",,,,,
88695106,Christinastraat,residential,False,False,78.675,,30,"LINESTRING (2.9199734 51.2284093, 2.9192656 51.2289608)",,,,,
88695106,Christinastraat,residential,False,True,71.969,,30,"LINESTRING (2.9199734 51.2284093, 2.9206108 51.2278998)",,,,,
88695106,Christinastraat,residential,False,True,78.675,,30,"LINESTRING (2.9192656 51.2289608, 2.9199734 51.2284093)",,,,,
521938463,Christinastraat,residential,True,False,80.551,,30,"LINESTRING (2.9192656 51.2289608, 2.918567 51.2295382)",,,,,
38169195,Jozef II-straat,residential,False,False,60.556,,30,"LINESTRING (2.9192656 51.2289608, 2.9199949 51.2290136, 2.9201276 51.2290308)",,,,,
38169195,Jozef II-straat,residential,False,True,91.96600000000001,,30,"LINESTRING (2.9192656 51.2289608, 2.9186004 51.2289434, 2.9179459 51.2289278)",,,,,
496952140,Visserskaai,tertiary,True,False,44.370000000000005,,30,"LINESTRING (2.9235311 51.2302516, 2.9236651 51.2299749, 2.9237017 51.2299029, 2.9237184 51.2298702)",,,3,,
173345488,Euphrosina Beernaertstraat,residential,True,False,119.54400000000001,,30,"LINESTRING (2.9183244 51.2281102, 2.9191527 51.2282611, 2.9196909 51.2283583, 2.9199734 51.2284093)",,,,,
1141322882,Aartshertoginnestraat,residential,True,False,94.656,,30,"LINESTRING (2.9183244 51.2281102, 2.9180745 51.2286502, 2.9179459 51.2289278)",,,,,
"[1141322883, 1141322909]","['Hendrik Serruyslaan', 'Aartshertoginnestraat']",residential,False,False,160.60899999999998,,30,"LINESTRING (2.9183244 51.2281102, 2.918536 51.2276741, 2.9185592 51.2276073, 2.9185522 51.22759, 2.9185465 51.2275762, 2.9185069 51.2275388, 2.9184358 51.2275001, 2.918356 51.2274799, 2.9182525 51.2275043, 2.9180452 51.2275929, 2.9178242 51.2277103, 2.9176611 51.2278178, 2.9175063 51.2279625)",,,,,
38169195,Jozef II-straat,residential,False,False,64.455,,30,"LINESTRING (2.9169407 51.2289016, 2.9170366 51.2289067, 2.917819 51.2289199, 2.9178655 51.2289228)",,,,,
"[238970610, 111495422]",Hendrik Serruyslaan,residential,True,False,111.826,,30,"LINESTRING (2.9169407 51.2289016, 2.9167366 51.2289853, 2.9166123 51.229017, 2.9162082 51.2293039, 2.9157958 51.2295912)",,,,,
111495422,Hendrik Serruyslaan,residential,True,False,56.479,,30,"LINESTRING (2.9157958 51.2295912, 2.9153261 51.2300053)",,,,,
238970640,Pastoor Pypestraat,residential,False,True,16.573,,30,"LINESTRING (2.9220804 51.2299452, 2.9219775 51.2298108)",,,,,
250049292,Groentemarkt,residential,True,False,29.995,,30,"LINESTRING (2.9220804 51.2299452, 2.9219375 51.2300579, 2.9217929 51.2301453)",,,,,
34386832,Kerkstraat,residential,True,False,13.616,,30,"LINESTRING (2.9203014 51.2300492, 2.9203965 51.2299422)",,,,,
1141333022,Jozef II-straat,residential,True,False,71.08699999999999,,30,"LINESTRING (2.9206434 51.2291291, 2.920925 51.2291913, 2.9211151 51.2292258, 2.9212762 51.229255, 2.9214386 51.2292845, 2.9216175 51.2293198)",,,,,
38224969,Prins Boudewijnstraat,residential,False,False,71.451,,30,"LINESTRING (2.9204273 51.229906, 2.9214483 51.2298417)",,,,,
