osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,ref,junction
40347469,Rue de la Victoire - Overwinningsstraat,tertiary,30,False,True,163.02800000000002,"LINESTRING (4.3496953 50.829333, 4.3497574 50.8292863, 4.3501326 50.8290045, 4.3504957 50.8287318, 4.3506087 50.8286469, 4.3511066 50.8282729, 4.3511889 50.8282107)",,,,
4441269,Rue de la Victoire - Overwinningsstraat,tertiary,30,False,True,112.941,"LINESTRING (4.3511889 50.8282107, 4.3512475 50.8281713, 4.3521695 50.8274728, 4.3522226 50.8274328)",,,,
13863167,Rue de Roumanie - Roemeniëstraat,residential,30,False,True,69.864,"LINESTRING (4.3511889 50.8282107, 4.351122 50.8281692, 4.3505459 50.8277991, 4.3504846 50.8277674)",10.1,,,
40347468,Rue de Roumanie - Roemeniëstraat,residential,30,False,False,60.585,"LINESTRING (4.3511889 50.8282107, 4.3512593 50.8282544, 4.3517188 50.8285635, 4.3517485 50.8286189)",,,,
40347469,Rue de la Victoire - Overwinningsstraat,tertiary,30,False,False,163.02800000000002,"LINESTRING (4.3511889 50.8282107, 4.3511066 50.8282729, 4.3506087 50.8286469, 4.3504957 50.8287318, 4.3501326 50.8290045, 4.3497574 50.8292863, 4.3496953 50.829333)",,,,
4730695,Rue des Étudiants - Studentenstraat,residential,30,True,False,149.146,"LINESTRING (4.3462204 50.8286931, 4.3462712 50.8286714, 4.3462979 50.8286578, 4.3472405 50.8282242, 4.3478731 50.8279361, 4.3479394 50.8279057)",,,,
31233132,Rue de l'Hôtel des Monnaies - Munthofstraat,secondary,30,False,False,88.32700000000001,"LINESTRING (4.3462204 50.8286931, 4.3461762 50.8286466, 4.3456266 50.8280547, 4.3455834 50.8280082)",,,,
31233132,Rue de l'Hôtel des Monnaies - Munthofstraat,secondary,30,False,False,53.087,"LINESTRING (4.3455834 50.8280082, 4.345547 50.8279689, 4.3452015 50.8275962)",,,,
31233132,Rue de l'Hôtel des Monnaies - Munthofstraat,secondary,30,False,True,88.32700000000001,"LINESTRING (4.3455834 50.8280082, 4.3456266 50.8280547, 4.3461762 50.8286466, 4.3462204 50.8286931)",,,,
31233132,Rue de l'Hôtel des Monnaies - Munthofstraat,secondary,30,False,False,74.50500000000001,"LINESTRING (4.3452015 50.8275962, 4.3451662 50.8275581, 4.3448178 50.8271712, 4.3447912 50.8271398, 4.3447757 50.8271216, 4.3446984 50.8270414, 4.3446756 50.8270144)",,,,
31233132,Rue de l'Hôtel des Monnaies - Munthofstraat,secondary,30,False,True,53.087,"LINESTRING (4.3452015 50.8275962, 4.345547 50.8279689, 4.3455834 50.8280082)",,,,
4730904,Barrière de Saint-Gilles - Bareel van Sint-Gillis,secondary,30,True,False,14.284999999999998,"LINESTRING (4.3446756 50.8270144, 4.3446446 50.827023, 4.3446117 50.8270284, 4.344578 50.8270303, 4.3445441 50.8270289, 4.3445111 50.827024, 4.3444798 50.8270159)",,,,
31233132,Rue de l'Hôtel des Monnaies - Munthofstraat,secondary,30,False,True,74.50500000000001,"LINESTRING (4.3446756 50.8270144, 4.3446984 50.8270414, 4.3447757 50.8271216, 4.3447912 50.8271398, 4.3448178 50.8271712, 4.3451662 50.8275581, 4.3452015 50.8275962)",,,,
4730610,Rue de la Rhétorique - Retoricastraat,residential,30,True,False,138.14499999999998,"LINESTRING (4.3471339 50.8272454, 4.3470852 50.8272787, 4.3456598 50.8279787, 4.3456307 50.8279898, 4.3455834 50.8280082)",,,,
4730905,Rue du Lycée - Lyceumstraat,residential,30,False,True,79.87700000000001,"LINESTRING (4.3471339 50.8272454, 4.3470974 50.8272121, 4.3464863 50.8266549)",6.9,,,
13969539,Place Louis Morichar - Louis Moricharplein,residential,30,False,True,92.69200000000001,"LINESTRING (4.3471339 50.8272454, 4.3471926 50.8272949, 4.3478868 50.827863, 4.3479394 50.8279057)",6.9,,,
13969544,Place Louis Morichar - Louis Moricharplein,residential,30,True,False,129.002,"LINESTRING (4.3471339 50.8272454, 4.3472161 50.8272064, 4.3485127 50.8265786, 4.3485919 50.8265399)",,,,
4730612,Rue de Parme - Parmastraat,residential,30,True,False,86.61500000000001,"LINESTRING (4.3489338 50.8287203, 4.3489828 50.8287598, 4.3492741 50.8289947, 4.3496332 50.8292843, 4.3496953 50.829333)",7.2,,,
4730907,Rue du Mont-Blanc - Witte-Bergstraat,residential,30,True,False,151.99200000000002,"LINESTRING (4.3489338 50.8287203, 4.3490116 50.828681, 4.3504089 50.8278151, 4.3504846 50.8277674)",7.2,,,
13766522,Rue Saint-Bernard - Sint-Bernardusstraat,residential,30,False,False,100.935,"LINESTRING (4.3499706 50.8258578, 4.3500162 50.8258968, 4.3508817 50.826501, 4.3509296 50.8265335)",,,,
13766522,Rue Saint-Bernard - Sint-Bernardusstraat,residential,30,False,True,126.234,"LINESTRING (4.3499706 50.8258578, 4.3499301 50.8258232, 4.3488459 50.8250592, 4.3487736 50.8250113)",,,,
13863166,Rue d'Espagne - Spanjestraat,residential,30,True,False,84.438,"LINESTRING (4.3499706 50.8258578, 4.350032 50.8258273, 4.350862 50.8254232, 4.3509221 50.8253937)",,,,
4441269,Rue de la Victoire - Overwinningsstraat,tertiary,30,False,False,112.941,"LINESTRING (4.3522226 50.8274328, 4.3521695 50.8274728, 4.3512475 50.8281713, 4.3511889 50.8282107)",,,,
13766522,Rue Saint-Bernard - Sint-Bernardusstraat,residential,30,False,True,58.711,"LINESTRING (4.3522226 50.8274328, 4.3521672 50.8273943, 4.3517033 50.8270718, 4.3516605 50.827042)",,,,
13863166,Rue d'Espagne - Spanjestraat,residential,30,True,False,60.077,"LINESTRING (4.3492983 50.8261918, 4.3499167 50.8258846, 4.3499706 50.8258578)",,,,
