osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel,junction
28517498,Eire Street,residential,50,False,False,224.469,"LINESTRING (-6.2900413 52.6773439, -6.2905843 52.6776757, -6.2908033 52.6778071, -6.2909654 52.6779043, -6.2911876 52.6779717, -6.2914162 52.6779882, -6.2914786 52.6779817, -6.2916915 52.6779597, -6.2922857 52.6778639, -6.2927269 52.6777925, -6.2929139 52.6777633)",,,,
47097790,Arklow Road,secondary,50,False,False,143.699,"LINESTRING (-6.2900413 52.6773439, -6.2898843 52.6774313, -6.2898439 52.6774538, -6.2895537 52.6776155, -6.2894296 52.6776846, -6.2888248 52.6780183, -6.28867 52.6781037, -6.2884633 52.6782126)",2,R772,,
"[30869114, 47097790]",Arklow Road,secondary,50,False,True,112.657,"LINESTRING (-6.2900413 52.6773439, -6.2901134 52.6772954, -6.2901448 52.6772731, -6.2902292 52.6772132, -6.2906429 52.6769393, -6.2908553 52.6767557, -6.2909156 52.6767036, -6.2910623 52.6765466)",2,R772,,
28517495,Saint Michael's Road,tertiary,50,True,False,102.37299999999999,"LINESTRING (-6.2910623 52.6765466, -6.2910164 52.6763543, -6.2910344 52.6762062, -6.2910371 52.6761836, -6.2910415 52.6761478, -6.2910822 52.6756291)",,,,
"[30869114, 47097790]",Arklow Road,secondary,50,False,False,112.65700000000002,"LINESTRING (-6.2910623 52.6765466, -6.2909156 52.6767036, -6.2908553 52.6767557, -6.2906429 52.6769393, -6.2902292 52.6772132, -6.2901448 52.6772731, -6.2901134 52.6772954, -6.2900413 52.6773439)",2,R772,,
47098712,Main Street,secondary,50,False,True,93.839,"LINESTRING (-6.2910623 52.6765466, -6.2915875 52.6764285, -6.2920096 52.676326, -6.2923538 52.6762327)",,R772,,
47098712,Main Street,secondary,50,False,False,93.839,"LINESTRING (-6.2923538 52.6762327, -6.2920096 52.676326, -6.2915875 52.6764285, -6.2910623 52.6765466)",,R772,,
"[47098715, 293549979]",Main Street,secondary,50,False,True,89.91400000000002,"LINESTRING (-6.2923538 52.6762327, -6.2925924 52.6761711, -6.293586 52.6759234)",,R772,,
28517499,The Avenue,secondary,50,False,False,304.19899999999996,"LINESTRING (-6.2959654 52.6752979, -6.2958627 52.6751493, -6.2957201 52.6749432, -6.2954704 52.6745784, -6.2954291 52.6745181, -6.2951604 52.6741257, -6.2951487 52.6741085, -6.2950035 52.67391, -6.2948708 52.6737101, -6.2946969 52.6734615, -6.2946872 52.6734471, -6.2946479 52.6733887, -6.2945167 52.6731942, -6.2944225 52.6730591, -6.2943991 52.6730196, -6.2942324 52.6727722)",2,R741,,
29646755,North Parade,tertiary,50,False,False,105.908,"LINESTRING (-6.2959654 52.6752979, -6.2960485 52.675418, -6.2962657 52.6757318, -6.2966258 52.6761614)",,,,
"[30907472, 47098717]",Main Street,secondary,50,False,False,83.369,"LINESTRING (-6.2959654 52.6752979, -6.2958099 52.67534, -6.2951932 52.6755068, -6.294835 52.6756018)",,R772,,
30907656,Charlotte Row,secondary,50,False,True,234.114,"LINESTRING (-6.2959654 52.6752979, -6.2961403 52.6752503, -6.2963679 52.6751884, -6.2965136 52.6751459, -6.2968117 52.6750589, -6.2969008 52.6750181, -6.2972352 52.6748649, -6.2973266 52.674823, -6.297418 52.6747797, -6.2976991 52.6746465, -6.297878 52.6745674, -6.2980436 52.6744943, -6.2985274 52.6742801, -6.2988755 52.6741665)",2,R772,,
30869112,McCurtain Street,secondary,50,False,True,204.848,"LINESTRING (-6.2988755 52.6741665, -6.2994673 52.6740258, -6.2998846 52.6739343, -6.300874 52.6737328, -6.3013447 52.6736417, -6.3015641 52.6735813, -6.3017203 52.673527)",2,R772,,
30907656,Charlotte Row,secondary,50,False,False,234.11400000000003,"LINESTRING (-6.2988755 52.6741665, -6.2985274 52.6742801, -6.2980436 52.6744943, -6.297878 52.6745674, -6.2976991 52.6746465, -6.297418 52.6747797, -6.2973266 52.674823, -6.2972352 52.6748649, -6.2969008 52.6750181, -6.2968117 52.6750589, -6.2965136 52.6751459, -6.2963679 52.6751884, -6.2961403 52.6752503, -6.2959654 52.6752979)",2,R772,,
31066023,Charlotte Grove,residential,50,False,True,104.104,"LINESTRING (-6.2988755 52.6741665, -6.2989236 52.6742312, -6.2990799 52.6744417, -6.2994067 52.6746418, -6.2994507 52.6746726, -6.2997878 52.6749084)",2,,,
30869112,McCurtain Street,secondary,50,False,False,204.848,"LINESTRING (-6.3017203 52.673527, -6.3015641 52.6735813, -6.3013447 52.6736417, -6.300874 52.6737328, -6.2998846 52.6739343, -6.2994673 52.6740258, -6.2988755 52.6741665)",2,R772,,
256318563,,secondary,50,False,True,70.601,"LINESTRING (-6.3017203 52.673527, -6.3020966 52.673307, -6.30224 52.6731949, -6.3023956 52.6730462)",2,R772,,
