osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,access,bridge,junction,width
"[1201730046, 1201728792, 1201728793, 1201728794, 1201728795, 1201728796, 14891038, 1201728798]",True,"['1', '4', '3']",Terence MacSwiney Quay,secondary,50,False,95.67599999999999,"LINESTRING (-8.4649162 51.8976675, -8.4649844 51.8976522, -8.4650765 51.8976316, -8.465097 51.897627, -8.4651179 51.8976215, -8.465256 51.897586, -8.4658899 51.8974398, -8.4660017 51.897394, -8.4661282 51.8973614, -8.4661685 51.8973497, -8.4662021 51.8973399)",R610,,,,
20647392,True,1,Anglesea Street,secondary,50,False,47.225,"LINESTRING (-8.4665376 51.8971736, -8.4664436 51.8970425, -8.4662924 51.8968674, -8.4662211 51.8967971)",R610,,,,
22634602,False,2,Union Quay,unclassified,50,True,126.798,"LINESTRING (-8.4665376 51.8971736, -8.4665959 51.897167, -8.4666425 51.8971589, -8.4666928 51.8971351, -8.4674846 51.8967122, -8.4677244 51.8965829, -8.4679464 51.8964483)",,,,,
"[138120048, 107254387, 477791932, 15133374]",False,4,"['Eamon De Valera Bridge', 'Custom House Street']",trunk,50,False,120.92699999999999,"LINESTRING (-8.4632733 51.8980815, -8.463316 51.8981539, -8.4633312 51.8981804, -8.463418 51.8983442, -8.4634593 51.8984238, -8.4636284 51.8987495, -8.4636405 51.8987743, -8.4636634 51.8988143, -8.4637025 51.8988983, -8.4637289 51.8990252, -8.4637465 51.8991254)",N27,yes,yes,,
138120046,False,4,Albert Street,trunk,50,False,56.69800000000001,"LINESTRING (-8.4632733 51.8980815, -8.463224 51.8979994, -8.4631969 51.897956, -8.4630583 51.8977314, -8.4629805 51.8976047)",N27,yes,,,
"[1201831874, 1201728771, 1201728772, 1201728773, 1201728774, 1201728775, 1201728776, 1201831875, 14891114, 1201728778, 1201728777, 1009747548]",True,"['1', '2']","['Albert Quay', 'Albert Quay East']",tertiary,50,False,156.861,"LINESTRING (-8.4632733 51.8980815, -8.4631272 51.8981087, -8.4630695 51.8981161, -8.4630332 51.8981216, -8.4630063 51.898125, -8.4629435 51.898134, -8.4627399 51.8981631, -8.4626911 51.8981701, -8.4625439 51.8981912, -8.4624006 51.8982117, -8.4623731 51.8982159, -8.462302 51.8982266, -8.4617899 51.8983042, -8.4617563 51.8983093, -8.4617 51.8983176, -8.461459 51.8983564, -8.4613426 51.8983736, -8.4611987 51.8983928, -8.4611364 51.8983964, -8.4610502 51.8983852)",,,,,
"[138120048, 107254387, 477791932, 15133374]",False,4,"['Eamon De Valera Bridge', 'Custom House Street']",trunk,50,True,120.92699999999999,"LINESTRING (-8.4637465 51.8991254, -8.4637289 51.8990252, -8.4637025 51.8988983, -8.4636634 51.8988143, -8.4636405 51.8987743, -8.4636284 51.8987495, -8.4634593 51.8984238, -8.463418 51.8983442, -8.4633312 51.8981804, -8.463316 51.8981539, -8.4632733 51.8980815)",N27,yes,yes,,
138397651,False,2,Oliver Plunkett Street Lower,unclassified,50,True,81.437,"LINESTRING (-8.4637465 51.8991254, -8.4638531 51.8991253, -8.4641791 51.8991249, -8.4648581 51.8991239, -8.4648855 51.8991241, -8.4649334 51.8991241)",,,,,
159762882,False,4,Custom House Street,trunk,50,False,46.445,"LINESTRING (-8.4637465 51.8991254, -8.4637325 51.8993024, -8.4636966 51.8994454, -8.4636714 51.8995399)",N27,yes,,,
"[20649992, 127658910]",False,"['1', '4']",Michael Collins Bridge,trunk,50,False,54.615,"LINESTRING (-8.4636714 51.8995399, -8.4636461 51.8996138, -8.4634744 51.9000157)",N27,yes,yes,,
159762882,False,4,Custom House Street,trunk,50,True,46.445,"LINESTRING (-8.4636714 51.8995399, -8.4636966 51.8994454, -8.4637325 51.8993024, -8.4637465 51.8991254)",N27,yes,,,
178631602,True,3,Anglesea Street,secondary,50,False,10.289,"LINESTRING (-8.4653195 51.8954361, -8.4652689 51.895349)",R610,,,,
98387829,True,2,Albert Road,tertiary,50,False,9.863,"LINESTRING (-8.4627863 51.8973251, -8.4629299 51.8973291)",,,,,
987430217,True,3,Albert Street,trunk,50,False,131.83499999999998,"LINESTRING (-8.4627863 51.8973251, -8.46264 51.897002, -8.4622822 51.8964225, -8.4622294 51.8963196, -8.4622151 51.8962481, -8.4622228 51.8961983)",N27,yes,,,
138125464,False,2,Union Quay,tertiary,50,False,55.36600000000001,"LINESTRING (-8.46924 51.8948545, -8.4691751 51.8949125, -8.4691441 51.8949346, -8.468827 51.8951705, -8.4687139 51.89523)",,,,,
145721106,True,2,George's Quay,secondary,50,False,28.323999999999998,"LINESTRING (-8.46924 51.8948545, -8.4693335 51.89488, -8.469393 51.8948962, -8.4696351 51.8949213)",R610,,,,
5312434,False,2,Father Mathew Quay,unclassified,50,True,140.953,"LINESTRING (-8.4724878 51.8959449, -8.4723696 51.8959383, -8.472217 51.895908, -8.4715565 51.895744, -8.4705858 51.8954763)",,,,,
14894535,True,2,Parliament Street,secondary,50,False,55.400000000000006,"LINESTRING (-8.4724878 51.8959449, -8.472661 51.8962585, -8.47269 51.8963109, -8.4727275 51.8963788, -8.4727472 51.8964167)",R610,,,,
5312434,False,2,Father Mathew Quay,unclassified,50,False,140.953,"LINESTRING (-8.4705858 51.8954763, -8.4715565 51.895744, -8.472217 51.895908, -8.4723696 51.8959383, -8.4724878 51.8959449)",,,,,
5312434,False,2,Father Mathew Quay,unclassified,50,True,76.548,"LINESTRING (-8.4705858 51.8954763, -8.4701909 51.8954009, -8.4695147 51.8952841)",,,,,
"[932643123, 5312307]",True,1,Morrison's Quay,unclassified,50,False,81.68799999999999,"LINESTRING (-8.4695147 51.8952841, -8.4694538 51.8953077, -8.4693758 51.8953378, -8.4693234 51.8953787, -8.4693053 51.8954377, -8.4692259 51.8956965, -8.4691482 51.8959499)",,,,,
5312434,False,2,Father Mathew Quay,unclassified,50,False,76.548,"LINESTRING (-8.4695147 51.8952841, -8.4701909 51.8954009, -8.4705858 51.8954763)",,,,,
5312304,False,1,Morrison's Street,unclassified,50,False,49.92600000000001,"LINESTRING (-8.4688238 51.896828, -8.4690151 51.8971543, -8.4690604 51.8972315, -8.4690714 51.8972502)",,,,,
"[932643124, 151387781]",False,1,Morrison's Quay,unclassified,50,False,105.136,"LINESTRING (-8.4688238 51.896828, -8.4686931 51.8968696, -8.4682703 51.8970811, -8.4679257 51.8972671, -8.4679125 51.897319, -8.4679523 51.897391, -8.4679674 51.8974164, -8.4679982 51.8974682, -8.4680124 51.8974922)",,,,,
151387781,False,1,Morrison's Quay,unclassified,50,True,41.149,"LINESTRING (-8.4688238 51.896828, -8.4688686 51.8967594, -8.4689752 51.8964707)",,,,,
138124569,True,2,South Mall,secondary,50,False,104.834,"LINESTRING (-8.4727472 51.8964167, -8.4725577 51.8964578, -8.4720706 51.8965635, -8.4713093 51.8967353)",R610,,,,
"[1200717513, 1200717514, 110781516, 1200717519, 1200717520]",True,2,Victoria Road,tertiary,50,False,91.654,"LINESTRING (-8.4597113 51.8976673, -8.4596662 51.8976413, -8.4590767 51.897302, -8.4589974 51.8972598, -8.4588882 51.8972016, -8.4588589 51.897186, -8.4588389 51.8971765, -8.4587744 51.8971461, -8.458733 51.8971084)",,,,,
5312312,True,2,,tertiary,50,False,13.689,"LINESTRING (-8.458733 51.8971084, -8.4586696 51.8971209, -8.4586031 51.8971203, -8.4585403 51.8971069)",,,,roundabout,
41517177,True,1,Centre Park Road,tertiary,50,False,23.795,"LINESTRING (-8.4585403 51.8971069, -8.4583773 51.8971222, -8.4583351 51.8971262, -8.4581959 51.8971268)",L1002,,,,
1200717516,True,2,,tertiary,50,False,12.307000000000002,"LINESTRING (-8.4585403 51.8971069, -8.4584922 51.897085, -8.4584562 51.8970556, -8.4584352 51.897021)",,,,roundabout,
1204065328,True,2,,tertiary,50,False,3.778,"LINESTRING (-8.4588365 51.8969523, -8.4588908 51.8969579)",,,,,
"[1200717521, 1200717518]",True,2,,tertiary,50,False,20.375,"LINESTRING (-8.4588365 51.8969523, -8.4588468 51.8969832, -8.4588446 51.8970148, -8.45883 51.8970451, -8.4587905 51.897082, -8.458733 51.8971084)",,,,roundabout,
5364456,True,1,Perry Street,unclassified,30,False,55.564,"LINESTRING (-8.471639 51.8998776, -8.4716372 51.8999128, -8.4714581 51.9002976, -8.4714355 51.9003602)",L50463,,,,4
17453746,True,1,Drawbridge Street,unclassified,30,False,66.068,"LINESTRING (-8.471639 51.8998776, -8.4715466 51.8998904, -8.4708735 51.8998248, -8.4708487 51.899822, -8.4706898 51.899804)",L50462,,,,
1086058961,False,3,Lavitt's Quay,trunk,50,True,59.755,"LINESTRING (-8.4714355 51.9003602, -8.4721325 51.9004178, -8.4721827 51.900422, -8.4722476 51.9004274, -8.4722987 51.9004316)",N20,yes,,,
1087212480,False,3,Lavitt's Quay,trunk,50,False,66.486,"LINESTRING (-8.4714355 51.9003602, -8.4707393 51.9003002, -8.470698 51.9002966, -8.4704758 51.9002775)",N20,yes,,,
138124569,True,2,South Mall,secondary,50,False,30.218,"LINESTRING (-8.4713093 51.8967353, -8.4708955 51.8968283)",R610,,,,
84603737,True,1,Cook Street,unclassified,30,False,13.086,"LINESTRING (-8.4713093 51.8967353, -8.4713513 51.8968113, -8.4713708 51.8968467)",L5031,,,,
17453746,True,1,Drawbridge Street,unclassified,30,False,28.114,"LINESTRING (-8.4724308 51.8996569, -8.4720568 51.8997602)",L50462,,,,
856038941,True,2,Camden Quay,tertiary,50,False,34.911,"LINESTRING (-8.4720456 51.9010471, -8.4721974 51.9010554, -8.4725536 51.9010634)",,,,,
616904560,False,2,Saint Patrick's Street,trunk,30,True,33.824,"LINESTRING (-8.4713019 51.8988795, -8.4713589 51.8988435, -8.4715409 51.8987288, -8.4716594 51.8986708)",N22,,,,
"[921881441, 616904562]",False,2,Saint Patrick's Street,trunk,30,False,111.75200000000001,"LINESTRING (-8.4713019 51.8988795, -8.4711838 51.8989872, -8.4711417 51.8990255, -8.4710373 51.8991461, -8.4708577 51.8994861, -8.4706898 51.899804)",N22,,,,
17453746,True,1,Drawbridge Street,unclassified,30,False,31.498,"LINESTRING (-8.4720568 51.8997602, -8.471639 51.8998776)",L50462,,,,
5312294,True,1,William Street,residential,30,False,110.784,"LINESTRING (-8.4720568 51.8997602, -8.4713759 51.8989658, -8.4713534 51.8989396, -8.4713019 51.8988795)",L50464,,,,
61808827,False,2,Douglas Street,secondary,50,False,61.031,"LINESTRING (-8.4720355 51.8937456, -8.4711713 51.8936159)",,,,,
137231945,True,,Dunbar Street,residential,50,False,18.525,"LINESTRING (-8.4720355 51.8937456, -8.4720219 51.8937742, -8.4719597 51.8939055)",,,,,
5312301,True,1,Fitton Street East,unclassified,50,False,61.119,"LINESTRING (-8.4706435 51.8963667, -8.4706223 51.8963714, -8.4698233 51.8965488, -8.4698048 51.8965516)",,,,,
39020727,True,1,Father Mathew Street,unclassified,50,False,99.481,"LINESTRING (-8.4706435 51.8963667, -8.4706261 51.8961891, -8.4706048 51.8959712, -8.47055 51.8956094, -8.4705678 51.8955251, -8.4705858 51.8954763)",,,,,
932643123,True,1,Morrison's Quay,unclassified,50,False,59.115,"LINESTRING (-8.4691482 51.8959499, -8.4689752 51.8964707)",,,,,
"[667481796, 667481797]",False,1,"['Keeffe Street', 'Catherine Street']",unclassified,50,True,110.744,"LINESTRING (-8.4691482 51.8959499, -8.469175 51.8959539, -8.4699441 51.8960685, -8.4698048 51.8965516)",,,,,
151387781,False,1,Morrison's Quay,unclassified,50,False,41.149,"LINESTRING (-8.4689752 51.8964707, -8.4688686 51.8967594, -8.4688238 51.896828)",,,,,
138124569,True,2,South Mall,secondary,50,False,46.183,"LINESTRING (-8.4690714 51.8972502, -8.4684402 51.8973944)",R610,,,,
5312304,False,1,Morrison's Street,unclassified,50,True,49.926,"LINESTRING (-8.4690714 51.8972502, -8.4690604 51.8972315, -8.4690151 51.8971543, -8.4688238 51.896828)",,,,,
"[2390360, 1202383420, 1202383421, 1202383422, 1202383423]",False,4,Langford Row,secondary,50,False,59.120000000000005,"LINESTRING (-8.465915 51.8928491, -8.4660414 51.8928348, -8.4660667 51.8928319, -8.4660871 51.8928296, -8.4661297 51.8928248, -8.4661906 51.8928178, -8.4663488 51.8928044, -8.4664994 51.8927908, -8.4666015 51.89278, -8.4667659 51.8927667)",R610,,,,
"[1202383424, 1202383425, 1202383426, 31406616]",False,2,Old Blackrock Road,residential,50,False,53.438,"LINESTRING (-8.465915 51.8928491, -8.4657834 51.8928651, -8.4657566 51.8928672, -8.4657206 51.8928699, -8.4655044 51.8928722, -8.4653198 51.8928808, -8.4651425 51.8928998)",,,,,
"[1202383430, 1202383431, 1202383432, 1202383433, 477791928]",False,4,Infirmary Road,secondary,50,True,30.723,"LINESTRING (-8.465915 51.8928491, -8.4659226 51.8929317, -8.4659206 51.8929465, -8.4659154 51.8929593, -8.4659079 51.8929776, -8.4658995 51.8929993, -8.4658864 51.8930329, -8.4658525 51.8931202)",R610,,,,
"[558654060, 29313764]",False,2,Old Blackrock Road,residential,50,True,57.991,"LINESTRING (-8.4621547 51.8932431, -8.4625361 51.8931926, -8.4629696 51.8931073)",,,yes,,
477791935,False,2,Old Blackrock Road,residential,50,False,58.054,"LINESTRING (-8.4621547 51.8932431, -8.4617195 51.8932876, -8.4615517 51.8933048, -8.4615196 51.8933081, -8.4614209 51.8933202, -8.4613537 51.8933315, -8.4613229 51.8933368)",,,,,
"[477791938, 5312318]",False,2,Boreenmanna Road,residential,50,False,81.30300000000001,"LINESTRING (-8.4621547 51.8932431, -8.4621232 51.8931576, -8.4620923 51.8931067, -8.4618469 51.8929043, -8.4617874 51.8928616, -8.4614915 51.8926493)",,,,,
5312323,True,,Rockboro Road,unclassified,50,False,213.896,"LINESTRING (-8.4613229 51.8933368, -8.4615593 51.8942606, -8.4615947 51.8943999, -8.4615996 51.8944293, -8.4616217 51.8945521, -8.4616449 51.8946268, -8.4616789 51.8947023, -8.4618671 51.89501, -8.461924 51.8950823, -8.4619645 51.8951325, -8.4620319 51.8951943)",,,,,
477791935,False,2,Old Blackrock Road,residential,50,True,58.054,"LINESTRING (-8.4613229 51.8933368, -8.4613537 51.8933315, -8.4614209 51.8933202, -8.4615196 51.8933081, -8.4615517 51.8933048, -8.4617195 51.8932876, -8.4621547 51.8932431)",,,,,
558654059,False,2,Old Blackrock Road,residential,50,False,73.415,"LINESTRING (-8.4613229 51.8933368, -8.4612667 51.8933516, -8.4612372 51.8933609, -8.4611953 51.8933747, -8.4610671 51.8934183, -8.4607735 51.8935182, -8.4606522 51.8935501, -8.4605712 51.8935688, -8.4604888 51.8935858, -8.4604195 51.8935974, -8.4603516 51.8936064)",,,,,
74010808,False,,Hibernian Buildings,residential,50,False,27.453,"LINESTRING (-8.4610809 51.896377, -8.4612344 51.896605)",,,,,
114395935,False,2,Hibernian Buildings,residential,50,False,33.595,"LINESTRING (-8.4610809 51.896377, -8.4606315 51.8964969)",,,,,
114395935,False,2,Hibernian Buildings,residential,50,True,71.039,"LINESTRING (-8.4610809 51.896377, -8.4618306 51.8961816, -8.4620346 51.8961284)",,,,,
114395935,False,2,Hibernian Buildings,residential,50,False,7.98,"LINESTRING (-8.4599018 51.8966881, -8.4597966 51.8967187)",,,,,
74010798,False,,Geraldine Place,residential,50,True,83.878,"LINESTRING (-8.4599018 51.8966881, -8.459872 51.8966316, -8.4599259 51.8963186, -8.4599815 51.89594)",,,,,
114395935,False,2,Hibernian Buildings,residential,50,True,25.318,"LINESTRING (-8.4599018 51.8966881, -8.4599495 51.8966756, -8.460238 51.8965943)",,,,,
"[32349665, 5312318]",False,2,"['Rockboro Avenue', 'Boreenmanna Road']",residential,50,True,224.95499999999998,"LINESTRING (-8.4603516 51.8936064, -8.4603484 51.8934943, -8.4603486 51.8934435, -8.4603491 51.8932974, -8.4603492 51.8932639, -8.4603493 51.8932171, -8.4603526 51.8931997, -8.460367 51.8931239, -8.4603755 51.8930833, -8.4604015 51.8929603, -8.4604103 51.8929183, -8.4604431 51.892786, -8.4604507 51.892755, -8.4604866 51.8926214, -8.460497 51.8925883, -8.4605438 51.8924171, -8.4605511 51.8923903, -8.4605658 51.8923439, -8.4605765 51.8923167, -8.4605898 51.892297, -8.4606036 51.892283, -8.4606201 51.8922764, -8.4606559 51.8922734, -8.4606903 51.8922761, -8.4607269 51.8922795, -8.4607567 51.8922921, -8.461059 51.8924921, -8.4611107 51.8925153, -8.4611627 51.8925327, -8.4614915 51.8926493)",,,,,
"[558654059, 29313765]",False,2,Old Blackrock Road,residential,50,False,102.293,"LINESTRING (-8.4603516 51.8936064, -8.4602699 51.8936129, -8.4601881 51.8936136, -8.4597676 51.8935713, -8.4591605 51.8935307, -8.459069 51.8935249, -8.4588712 51.8935238)",,,,,
558654059,False,2,Old Blackrock Road,residential,50,True,73.41499999999999,"LINESTRING (-8.4603516 51.8936064, -8.4604195 51.8935974, -8.4604888 51.8935858, -8.4605712 51.8935688, -8.4606522 51.8935501, -8.4607735 51.8935182, -8.4610671 51.8934183, -8.4611953 51.8933747, -8.4612372 51.8933609, -8.4612667 51.8933516, -8.4613229 51.8933368)",,,,,
"[32349665, 5312318]",False,2,"['Rockboro Avenue', 'Boreenmanna Road']",residential,50,False,224.95500000000004,"LINESTRING (-8.4614915 51.8926493, -8.4611627 51.8925327, -8.4611107 51.8925153, -8.461059 51.8924921, -8.4607567 51.8922921, -8.4607269 51.8922795, -8.4606903 51.8922761, -8.4606559 51.8922734, -8.4606201 51.8922764, -8.4606036 51.892283, -8.4605898 51.892297, -8.4605765 51.8923167, -8.4605658 51.8923439, -8.4605511 51.8923903, -8.4605438 51.8924171, -8.460497 51.8925883, -8.4604866 51.8926214, -8.4604507 51.892755, -8.4604431 51.892786, -8.4604103 51.8929183, -8.4604015 51.8929603, -8.4603755 51.8930833, -8.460367 51.8931239, -8.4603526 51.8931997, -8.4603493 51.8932171, -8.4603492 51.8932639, -8.4603491 51.8932974, -8.4603486 51.8934435, -8.4603484 51.8934943, -8.4603516 51.8936064)",,,,,
"[477791938, 5312318]",False,2,Boreenmanna Road,residential,50,True,81.303,"LINESTRING (-8.4614915 51.8926493, -8.4617874 51.8928616, -8.4618469 51.8929043, -8.4620923 51.8931067, -8.4621232 51.8931576, -8.4621547 51.8932431)",,,,,
138124569,True,2,South Mall,secondary,50,False,31.303,"LINESTRING (-8.4684402 51.8973944, -8.4680124 51.8974922)",R610,,,,
138124569,True,2,South Mall,secondary,50,False,17.221,"LINESTRING (-8.4680124 51.8974922, -8.4677961 51.8975432, -8.4677786 51.8975484)",R610,,,,
"[932643124, 151387781]",False,1,Morrison's Quay,unclassified,50,True,105.13599999999998,"LINESTRING (-8.4680124 51.8974922, -8.4679982 51.8974682, -8.4679674 51.8974164, -8.4679523 51.897391, -8.4679125 51.897319, -8.4679257 51.8972671, -8.4682703 51.8970811, -8.4686931 51.8968696, -8.4688238 51.896828)",,,,,
15134931,False,1,Anderson's Street,unclassified,50,False,61.064,"LINESTRING (-8.4649334 51.8991241, -8.4648624 51.8994029, -8.4648059 51.8996214, -8.4647942 51.8996665)",,,,,
138397651,False,2,Oliver Plunkett Street Lower,unclassified,50,False,81.43700000000001,"LINESTRING (-8.4649334 51.8991241, -8.4648855 51.8991241, -8.4648581 51.8991239, -8.4641791 51.8991249, -8.4638531 51.8991253, -8.4637465 51.8991254)",,,,,
15134931,False,1,Anderson's Street,unclassified,50,True,61.06400000000001,"LINESTRING (-8.4647942 51.8996665, -8.4648059 51.8996214, -8.4648624 51.8994029, -8.4649334 51.8991241)",,,,,
"[5312342, 1060670996, 337008054]",True,"['1', '2', '3']",Anderson's Quay,trunk,50,False,78.32000000000001,"LINESTRING (-8.4647942 51.8996665, -8.4645967 51.8996446, -8.4640418 51.899585, -8.4639404 51.8995742, -8.4636714 51.8995399)",N8,,,,
17454861,True,1,Bowling Green Street,residential,30,False,121.755,"LINESTRING (-8.4716594 51.8986708, -8.4716852 51.8987038, -8.4717411 51.8987753, -8.4717766 51.8988207, -8.4720267 51.8991404, -8.4724308 51.8996569)",L5042,,,,
616904560,False,2,Saint Patrick's Street,trunk,30,False,33.824,"LINESTRING (-8.4716594 51.8986708, -8.4715409 51.8987288, -8.4713589 51.8988435, -8.4713019 51.8988795)",N22,,,,
616904560,False,2,Saint Patrick's Street,trunk,30,True,79.80799999999999,"LINESTRING (-8.4716594 51.8986708, -8.471866 51.8985796, -8.4721282 51.8984849, -8.472223 51.8984586, -8.4724376 51.8983967, -8.4726883 51.8983447)",N22,,,,
15070662,True,,Smith Street,unclassified,30,False,66.379,"LINESTRING (-8.4687558 51.8979587, -8.468477 51.8974601, -8.4684402 51.8973944)",L10072,,,,
"[20644763, 20644837]",False,1,"['Crane Lane', 'Phoenix Street']",unclassified,30,"[False, True]",116.33200000000001,"LINESTRING (-8.4687558 51.8979587, -8.4694207 51.8978251, -8.4691497 51.8973049, -8.4691158 51.8972399)","['L10073', 'L10074']",,,,
138124569,True,2,South Mall,secondary,50,False,3.255,"LINESTRING (-8.4691158 51.8972399, -8.4690714 51.8972502)",R610,,,,
"[20644763, 20644837]",False,1,"['Crane Lane', 'Phoenix Street']",unclassified,30,"[False, True]",116.332,"LINESTRING (-8.4691158 51.8972399, -8.4691497 51.8973049, -8.4694207 51.8978251, -8.4687558 51.8979587)","['L10073', 'L10074']",,,,
544183900,True,2,Ship Street,secondary,50,False,22.115000000000002,"LINESTRING (-8.4640351 51.9012706, -8.464005 51.9013215, -8.4639819 51.9013826, -8.4639396 51.9014603)",R854,,,,
"[1202220673, 1025301253, 1202220171, 1202220172, 1202220173, 1202220174, 1202220175, 104051151, 544183898]",False,"['1', '2']",Alfred Street,tertiary,50,False,200.316,"LINESTRING (-8.4640351 51.9012706, -8.4639177 51.9012506, -8.4637212 51.9012427, -8.4634308 51.9012309, -8.4633547 51.9012277, -8.4633197 51.9012267, -8.4624078 51.9012006, -8.4622852 51.9011971, -8.4622453 51.9011961, -8.4622308 51.9011957, -8.4619482 51.9011889, -8.4618049 51.901192, -8.4615523 51.9012093, -8.4612705 51.9012467, -8.4611364 51.9012714)",,,,,
29301228,True,1,Cotters Street,tertiary,50,False,43.748,"LINESTRING (-8.4662901 51.8942551, -8.4661255 51.8946352)",,,,,
145681856,True,3,South Terrace,secondary,50,False,121.923,"LINESTRING (-8.4662901 51.8942551, -8.4680098 51.8945308)",R610,,,,
138124221,False,2,Copley Street,tertiary,50,True,24.924,"LINESTRING (-8.4658598 51.8953485, -8.4662223 51.8953343)",,,,,
107112428,True,2,Anglesea Place,tertiary,50,False,38.491,"LINESTRING (-8.4658598 51.8953485, -8.4655882 51.8954083, -8.4655662 51.8954117, -8.4655052 51.8954192, -8.4653195 51.8954361)",,,,,
29301228,True,1,Cotters Street,tertiary,50,False,66.988,"LINESTRING (-8.4661255 51.8946352, -8.4660931 51.8947108, -8.4660736 51.8947563, -8.4658878 51.8952195)",,,,,
29301229,False,1,Stable Lane,unclassified,50,False,132.31,"LINESTRING (-8.4661255 51.8946352, -8.4671615 51.8947958, -8.4672107 51.8948175, -8.4672328 51.8948485, -8.4670893 51.8952994)",,,,,
