osmid,ref,name,highway,oneway,reversed,length,bridge,lanes,geometry,maxspeed,junction,tunnel
"[88452675, 88452684, 4255886]",R153,Athlumney Road,secondary,False,False,102.68699999999998,yes,2,"LINESTRING (-6.6824754 53.6532024, -6.6822751 53.6532075, -6.6822605 53.6532079, -6.6822167 53.653208, -6.6813149 53.6532151, -6.6812822 53.6532155, -6.6809176 53.6532204)",,,
34870772,R147,Timmons Hill,secondary,False,True,181.435,,4,"LINESTRING (-6.6824754 53.6532024, -6.6824263 53.6531066, -6.6824161 53.6530913, -6.6823468 53.6529871, -6.6821619 53.6527361, -6.6818388 53.6522667, -6.6814234 53.6516952)",50,,
61078401,R147,,secondary,False,True,155.125,,4,"LINESTRING (-6.6824754 53.6532024, -6.6824893 53.6533021, -6.6824978 53.6533631, -6.6824984 53.6535033, -6.6824718 53.6537166, -6.6823856 53.6539857, -6.6823264 53.6541649, -6.6823149 53.6542517, -6.6823222 53.6543369, -6.6823428 53.6544101, -6.682369 53.6544886, -6.6824144 53.6545814)",50,,
"[1146124826, 8027187]",,Timmons Hill,tertiary,True,False,91.14100000000002,,1,"LINESTRING (-6.6824754 53.6532024, -6.6826578 53.6531984, -6.6829015 53.6531931, -6.6832706 53.6531781, -6.6834231 53.6531681, -6.6835895 53.6531473, -6.6838393 53.6530983)",30,,
"[88452675, 744718933, 744718934]",R153,Athlumney Road,secondary,False,False,73.719,yes,2,"LINESTRING (-6.6809176 53.6532204, -6.6804736 53.6532211, -6.6803304 53.6532213, -6.679799 53.6532222)",,,
"[88452675, 88452684, 4255886]",R153,Athlumney Road,secondary,False,True,102.687,yes,2,"LINESTRING (-6.6809176 53.6532204, -6.6812822 53.6532155, -6.6813149 53.6532151, -6.6822167 53.653208, -6.6822605 53.6532079, -6.6822751 53.6532075, -6.6824754 53.6532024)",,,
88452679,,,unclassified,False,False,93.836,,,"LINESTRING (-6.6809176 53.6532204, -6.6809193 53.6532475, -6.6809085 53.6534047, -6.6808924 53.6534869, -6.6807444 53.6538527, -6.680608 53.6539198, -6.6805198 53.6539626, -6.6804847 53.6539812)",,,
34870772,R147,Timmons Hill,secondary,False,False,71.127,,4,"LINESTRING (-6.6809989 53.6511071, -6.6814234 53.6516952)",50,,
144822009,R147,,secondary,False,True,80.674,,2,"LINESTRING (-6.6809989 53.6511071, -6.6806731 53.6507346, -6.6804199 53.650468)",50,,
"[23987970, 333386117, 333386118]",R161,Trimgate Street,secondary,True,False,214.03,,1,"LINESTRING (-6.6879764 53.6519778, -6.6877808 53.6520368, -6.687478 53.6520795, -6.6871049 53.6521359, -6.6867464 53.6522141, -6.6867357 53.6522177, -6.6865077 53.652291, -6.6863515 53.6523483, -6.6863093 53.652363, -6.6861125 53.6524337, -6.6855217 53.6526376, -6.6850634 53.6527974)",,,
23987975,R161,Railway Street,secondary,False,True,187.453,,2,"LINESTRING (-6.6879764 53.6519778, -6.6876988 53.6516921, -6.6873197 53.6513019, -6.6872745 53.6512554, -6.6869773 53.6509495, -6.6866752 53.6506269, -6.6865718 53.650512)",30,,
