osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,tunnel
323417261,2,R772,Dublin Road,secondary,50,False,True,47.228,"LINESTRING (-6.1470604 52.8021824, -6.1473692 52.8025639)",,,
1117927781,2,R772,Ferrybank,secondary,50,False,False,30.738,"LINESTRING (-6.1470604 52.8021824, -6.1471223 52.8020399, -6.1472143 52.8019234)",,,
25206281,2,,North Quay,residential,50,False,False,214.35899999999998,"LINESTRING (-6.1491774 52.7979421, -6.1486185 52.7975237, -6.1478867 52.796987, -6.1471477 52.7964555)",,,
135219875,2,,,residential,50,False,True,151.04700000000003,"LINESTRING (-6.1491774 52.7979421, -6.1491294 52.7979684, -6.1485956 52.7982259, -6.1479782 52.7985186, -6.1478299 52.7985807, -6.1477462 52.7985939, -6.147678 52.7985921, -6.1475963 52.7985758, -6.147515 52.7985489, -6.1474118 52.7985124, -6.1473429 52.7984866)",,,
324094013,2,,North Quay,residential,50,False,True,152.52400000000003,"LINESTRING (-6.1491774 52.7979421, -6.1495466 52.7982239, -6.1497732 52.7984281, -6.1498462 52.7984939, -6.1498909 52.7985471, -6.1500129 52.7986921, -6.150104 52.7988208, -6.15015 52.7988858, -6.150177 52.798971, -6.150146 52.7990355, -6.1501154 52.7991011, -6.1501109 52.7991329)",,,
25206225,2,R772,Bridge Street,secondary,50,False,True,60.076,"LINESTRING (-6.1528121 52.7978597, -6.1526892 52.7979221, -6.152125 52.7982051)",,,
252817640,1,,Lower Main Street,tertiary,50,True,False,106.126,"LINESTRING (-6.1528121 52.7978597, -6.152662 52.7977255, -6.152621 52.7976537, -6.1525735 52.7975704, -6.1525197 52.7974691, -6.152427 52.7972951, -6.1524034 52.7972086, -6.1523356 52.7969605)",,,
"[252817641, 1241445863]",2,R772,Main Street,secondary,"['40', '50']",False,True,94.22199999999998,"LINESTRING (-6.1528121 52.7978597, -6.1529282 52.7979447, -6.1529758 52.7979795, -6.1530694 52.7980291, -6.1531242 52.7980582, -6.1531858 52.7980831, -6.153664 52.7981967, -6.1540178 52.7982341)",,,
25063735,2,R772,Upper Main Street,secondary,40,False,False,30.051,"LINESTRING (-6.1570443 52.7983072, -6.1565976 52.7982977)",,,
25063735,2,R772,Upper Main Street,secondary,40,False,True,136.976,"LINESTRING (-6.1570443 52.7983072, -6.1574243 52.7982767, -6.1576814 52.7982533, -6.1577101 52.7982409, -6.1579061 52.7981506, -6.158019 52.798098, -6.1581814 52.7980322, -6.1583557 52.7979616, -6.1586547 52.7978396, -6.1588296 52.7977763)",,,
412016894,1,L29022,Bradshaw's Lane,unclassified,50,True,False,81.649,"LINESTRING (-6.1570443 52.7983072, -6.1571811 52.7977158, -6.1571679 52.7975789)",,,
10063803,2,R772,Ferrybank,secondary,50,False,False,106.126,"LINESTRING (-6.1491555 52.8000986, -6.1498379 52.7995825, -6.1500106 52.7994377, -6.1500577 52.7993725, -6.1500837 52.7993314)",,,
10063803,2,R772,Ferrybank,secondary,50,False,True,142.762,"LINESTRING (-6.1491555 52.8000986, -6.148699 52.8004688, -6.1483576 52.8007755, -6.1479584 52.8011582)",,,
25063710,1,,Stringers Lane,residential,50,False,False,262.301,"LINESTRING (-6.1491555 52.8000986, -6.1479029 52.7995504, -6.1476566 52.7997124, -6.1470885 52.8000957, -6.1467732 52.8004294, -6.1467452 52.8007339)",,,
25205443,2,,Abbey Street,tertiary,50,False,True,98.824,"LINESTRING (-6.1531664 52.7942943, -6.1531978 52.7942757, -6.153225 52.7942643, -6.1532604 52.794254, -6.1533338 52.7942433, -6.1545842 52.7940837)",,,
56390512,2,,Back Street,tertiary,50,False,False,56.305,"LINESTRING (-6.1531664 52.7942943, -6.1531362 52.7943225, -6.1531183 52.7943537, -6.1529841 52.7946861, -6.1529374 52.7947795)",,,
56390512,2,,Back Street,tertiary,50,False,False,16.541,"LINESTRING (-6.1529374 52.7947795, -6.1529069 52.7948176, -6.1528114 52.794907)",,,
56390512,2,,Back Street,tertiary,50,False,True,56.30499999999999,"LINESTRING (-6.1529374 52.7947795, -6.1529841 52.7946861, -6.1531183 52.7943537, -6.1531362 52.7943225, -6.1531664 52.7942943)",,,
135188910,1,L29018,Well Lane,residential,50,False,True,48.403999999999996,"LINESTRING (-6.1529374 52.7947795, -6.153442 52.7947912, -6.1536569 52.7947939)",,,
25205686,2,,Seaview Avenue,residential,50,False,True,94.223,"LINESTRING (-6.1479584 52.8011582, -6.1467452 52.8007339)",,,
1117927781,2,R772,Ferrybank,secondary,50,False,True,98.702,"LINESTRING (-6.1479584 52.8011582, -6.1472143 52.8019234)",,,
10063803,2,R772,Ferrybank,secondary,50,False,False,142.762,"LINESTRING (-6.1479584 52.8011582, -6.1483576 52.8007755, -6.148699 52.8004688, -6.1491555 52.8000986)",,,
25205686,2,,Seaview Avenue,residential,50,False,False,94.223,"LINESTRING (-6.1467452 52.8007339, -6.1479584 52.8011582)",,,
25063710,1,,Stringers Lane,residential,50,False,True,262.301,"LINESTRING (-6.1467452 52.8007339, -6.1467732 52.8004294, -6.1470885 52.8000957, -6.1476566 52.7997124, -6.1479029 52.7995504, -6.1491555 52.8000986)",,,
1117927781,2,R772,Ferrybank,secondary,50,False,False,98.702,"LINESTRING (-6.1472143 52.8019234, -6.1479584 52.8011582)",,,
1117927781,2,R772,Ferrybank,secondary,50,False,True,30.738,"LINESTRING (-6.1472143 52.8019234, -6.1471223 52.8020399, -6.1470604 52.8021824)",,,
25206281,2,,North Quay,residential,50,False,True,214.35899999999998,"LINESTRING (-6.1471477 52.7964555, -6.1478867 52.796987, -6.1486185 52.7975237, -6.1491774 52.7979421)",,,
135211406,2,,,residential,50,False,True,52.282,"LINESTRING (-6.1471477 52.7964555, -6.1467144 52.7967308, -6.1467253 52.7968207)",,,
26171590,2,L69082,South Quay,residential,50,False,False,76.537,"LINESTRING (-6.1493616 52.7965341, -6.1488131 52.7962892, -6.1484524 52.79612)",,,
26171590,2,L69082,South Quay,residential,50,False,True,77.201,"LINESTRING (-6.1493616 52.7965341, -6.1501713 52.7969401, -6.1502412 52.7969802)",,,
26171591,2,,South Green,residential,50,False,False,75.898,"LINESTRING (-6.1493616 52.7965341, -6.1496189 52.7962904, -6.1499691 52.7959588)",,,
26171591,2,,South Green,residential,50,False,True,40.748,"LINESTRING (-6.1510273 52.7948561, -6.1506707 52.7951524)",,,
33411397,2,,Tinahask,residential,50,False,True,107.684,"LINESTRING (-6.1510273 52.7948561, -6.1495639 52.7944626)",,,
26171592,1,L29019,Old Chapel Ground,tertiary,50,True,False,81.494,"LINESTRING (-6.1510273 52.7948561, -6.1515781 52.7948673, -6.1521277 52.7948861, -6.1522381 52.7948883)",,,
56390512,2,,Back Street,tertiary,50,False,True,16.541,"LINESTRING (-6.1528114 52.794907, -6.1529069 52.7948176, -6.1529374 52.7947795)",,,
56392616,1,,,tertiary,50,True,False,25.469,"LINESTRING (-6.1528114 52.794907, -6.1527534 52.7950057, -6.1526774 52.7951212)",,,
135188914,2,,Laffin's Lane,residential,50,True,False,63.522,"LINESTRING (-6.1523356 52.7969605, -6.1532613 52.7968462)",,,
26171892,2,,Lower Main Street,tertiary,50,False,False,76.48599999999999,"LINESTRING (-6.1523356 52.7969605, -6.1523313 52.7969333, -6.1522268 52.7962758)",,,
135188908,2,,The Brook,residential,50,False,False,31.322,"LINESTRING (-6.1523356 52.7969605, -6.1522579 52.796954, -6.1518742 52.7969216)",,,
26171593,1,L69052,Lower Condren’s Lane,unclassified,50,False,True,42.504,"LINESTRING (-6.1516925 52.7974111, -6.1523049 52.7973162)",,,
26171593,1,L69052,Lower Condren’s Lane,unclassified,50,False,False,39.980999999999995,"LINESTRING (-6.1516925 52.7974111, -6.1514229 52.7974815, -6.1511466 52.7975537)",,,
767396891,1,,The Brook,unclassified,50,True,False,69.44099999999999,"LINESTRING (-6.1516925 52.7974111, -6.1516092 52.7971805, -6.151692 52.7971375, -6.151876 52.7971311, -6.1518541 52.7970202, -6.1518742 52.7969216)",,,
26171590,2,L69082,South Quay,residential,50,False,False,88.18900000000001,"LINESTRING (-6.1511466 52.7975537, -6.1504404 52.7970944, -6.1502412 52.7969802)",,,
26171590,2,L69082,South Quay,residential,50,False,True,56.704,"LINESTRING (-6.1511466 52.7975537, -6.1513196 52.7977009, -6.151666 52.7979551)",,,
26171593,1,L69052,Lower Condren’s Lane,unclassified,50,False,True,39.980999999999995,"LINESTRING (-6.1511466 52.7975537, -6.1514229 52.7974815, -6.1516925 52.7974111)",,,
135188908,2,,The Brook,residential,50,False,False,26.94,"LINESTRING (-6.1518742 52.7969216, -6.1517089 52.7967009)",,,
135188908,2,,The Brook,residential,50,False,True,31.322,"LINESTRING (-6.1518742 52.7969216, -6.1522579 52.796954, -6.1523356 52.7969605)",,,
135183500,2,,,residential,50,False,False,57.404,"LINESTRING (-6.1513992 52.7963891, -6.1505567 52.7964728)",,,
135188908,2,,The Brook,residential,50,False,True,40.443,"LINESTRING (-6.1513992 52.7963891, -6.1517089 52.7967009)",,,
135188908,2,,The Brook,residential,50,False,False,148.087,"LINESTRING (-6.1513992 52.7963891, -6.1512321 52.7959918, -6.1510246 52.7958293, -6.150839 52.7954549, -6.1507983 52.7952804, -6.1507345 52.7952164, -6.1506707 52.7951524)",,,
26171591,2,,South Green,residential,50,False,False,40.748,"LINESTRING (-6.1506707 52.7951524, -6.1510273 52.7948561)",,,
26171591,2,,South Green,residential,50,False,True,40.105,"LINESTRING (-6.1506707 52.7951524, -6.150393 52.7954716)",,,
135188908,2,,The Brook,residential,50,False,True,148.087,"LINESTRING (-6.1506707 52.7951524, -6.1507345 52.7952164, -6.1507983 52.7952804, -6.150839 52.7954549, -6.1510246 52.7958293, -6.1512321 52.7959918, -6.1513992 52.7963891)",,,
252817639,1,,Lower Main Street,tertiary,50,True,False,15.553,"LINESTRING (-6.1522268 52.7962758, -6.1521406 52.796146)",,,
26171892,2,,Lower Main Street,tertiary,50,False,True,76.48599999999999,"LINESTRING (-6.1522268 52.7962758, -6.1523313 52.7969333, -6.1523356 52.7969605)",,,
25205443,2,,Abbey Street,tertiary,50,False,False,98.824,"LINESTRING (-6.1545842 52.7940837, -6.1533338 52.7942433, -6.1532604 52.794254, -6.153225 52.7942643, -6.1531978 52.7942757, -6.1531664 52.7942943)",,,
26171893,2,L2902,Castle Park,tertiary,50,False,False,292.23699999999997,"LINESTRING (-6.1545842 52.7940837, -6.1545954 52.7941231, -6.1546568 52.7943387, -6.1546344 52.7944136, -6.1545853 52.7944853, -6.15408 52.7949639, -6.1539662 52.7951987, -6.1539765 52.7952332, -6.1539875 52.7952701, -6.1540256 52.7953981, -6.1541915 52.7959548, -6.1542551 52.7964147, -6.1542576 52.7965881)",,,
135187890,2,L29022,Bradshaw's Lane,unclassified,50,False,False,35.851,"LINESTRING (-6.1566387 52.7975393, -6.1566736 52.7975419, -6.1571679 52.7975789)",,,
252817638,2,L2902,Dunne's Lane,tertiary,50,True,False,84.376,"LINESTRING (-6.1566387 52.7975393, -6.1566064 52.7981362, -6.1565976 52.7982977)",,,
25063735,2,R772,Upper Main Street,secondary,40,False,True,30.051,"LINESTRING (-6.1565976 52.7982977, -6.1570443 52.7983072)",,,
252817641,2,R772,Main Street,secondary,40,False,False,44.873000000000005,"LINESTRING (-6.1565976 52.7982977, -6.1563968 52.7982915, -6.1559315 52.7982724)",,,
"[1117927779, 30585765, 25206246]",2,R772,"['19 Arches', 'Bridge Street']",secondary,50,False,False,168.15300000000002,"LINESTRING (-6.1502974 52.7992172, -6.1504169 52.7992028, -6.1505291 52.799164, -6.1520573 52.798242, -6.152125 52.7982051)",yes,,
1117927780,1,R772,,secondary,50,True,False,22.765,"LINESTRING (-6.1502974 52.7992172, -6.1502971 52.7992513, -6.1502783 52.7992834, -6.1502429 52.79931, -6.1501949 52.799328, -6.1501398 52.7993354, -6.1500837 52.7993314)",,roundabout,
33411397,2,,Tinahask,residential,50,False,False,107.684,"LINESTRING (-6.1495639 52.7944626, -6.1510273 52.7948561)",,,
56389970,2,,Tinahask Lower,residential,50,False,True,5.483,"LINESTRING (-6.1495639 52.7944626, -6.149573 52.7944136)",,,
33411395,,,Harbour Road,residential,50,False,False,201.35799999999998,"LINESTRING (-6.1495639 52.7944626, -6.1494637 52.7944434, -6.1493725 52.79443, -6.149208 52.7944177, -6.1488298 52.7943955, -6.1479754 52.7943454, -6.1469255 52.7942838, -6.1467807 52.7942777, -6.146696 52.7942791, -6.1466498 52.7942875, -6.1465964 52.7943022)",,,
