osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,bridge
231037643,2,N15,Donegal Road,trunk,60,yes,False,False,11.354,"LINESTRING (-7.7873198 54.7968872, -7.7871698 54.7969415)",
182915072,,,,residential,,,False,True,188.167,"LINESTRING (-7.7873198 54.7968872, -7.7872732 54.7968497, -7.7870857 54.7966989, -7.7869992 54.7966692, -7.7869099 54.796658, -7.7868471 54.7966558, -7.7867866 54.7966537, -7.7867586 54.7966545, -7.7866632 54.7966572, -7.7865 54.7966631, -7.7862132 54.7966734, -7.7861911 54.7966742, -7.785871 54.7966871, -7.7858252 54.7966889, -7.7857192 54.7966835, -7.785616 54.7966626, -7.7855281 54.7966328, -7.7854644 54.7965907, -7.7854269 54.7965412, -7.7854162 54.7964933, -7.7854353 54.7963183, -7.7854456 54.7962234, -7.7854564 54.7961121)",
180235141,,,,residential,,,False,True,108.697,"LINESTRING (-7.7861063 54.7975057, -7.7860617 54.7974789, -7.7859355 54.7974012, -7.7858027 54.7973195, -7.7856713 54.7972481, -7.7855728 54.797208, -7.7855332 54.7971919, -7.7854642 54.797173, -7.7853522 54.7971422, -7.785233 54.7971095, -7.7852193 54.7971057, -7.7851817 54.7970954, -7.7851239 54.7970736, -7.7850718 54.797054, -7.7850249 54.7970341, -7.7849564 54.7970049, -7.7849338 54.7969944, -7.7848687 54.7969642, -7.7848485 54.7969526, -7.7848384 54.7969469, -7.7847807 54.7969121)",
231037643,2,N15,Donegal Road,trunk,60,yes,False,True,92.79599999999999,"LINESTRING (-7.7861063 54.7975057, -7.786309 54.7973883, -7.7865251 54.7972632, -7.7867336 54.7971424, -7.7868504 54.797086, -7.7869376 54.7970439, -7.7871698 54.7969415)",
712398799,2,N15,Donegal Road,trunk,50,yes,False,False,151.047,"LINESTRING (-7.7861063 54.7975057, -7.7860893 54.7975158, -7.7858993 54.7976291, -7.7856398 54.7977838, -7.785181 54.7980573, -7.7850883 54.7981162, -7.7846982 54.7983644, -7.784537 54.7984675, -7.7844931 54.7984956)",
179846089,1,,Flea Lane,tertiary,50,,True,False,91.942,"LINESTRING (-7.7811825 54.7995154, -7.781166 54.7994618, -7.7810791 54.799179, -7.7810487 54.7990807, -7.7810442 54.799066, -7.781055 54.7990157, -7.7810657 54.7989926, -7.7810831 54.7989709, -7.7811487 54.7989294, -7.7811856 54.7989096, -7.7814226 54.7987823)",
179847773,2,N15,Main Street,trunk,50,yes,False,False,106.55800000000002,"LINESTRING (-7.7811825 54.7995154, -7.7810903 54.7995251, -7.7808851 54.7995467, -7.7806867 54.7995704, -7.7804875 54.7995971, -7.7802761 54.799626, -7.7801567 54.7996469, -7.7800461 54.7996756, -7.7798201 54.7997439, -7.7796129 54.7998072)",
179847773,2,N15,Main Street,trunk,50,yes,False,True,54.716,"LINESTRING (-7.7811825 54.7995154, -7.7816235 54.7994765, -7.7818746 54.7994526, -7.7820247 54.7994355)",
179847773,2,N15,Main Street,trunk,50,yes,False,True,15.63,"LINESTRING (-7.7783032 54.8002342, -7.7785185 54.8001682)",
"[179847773, 65560302]",2,N15,Main Street,trunk,50,yes,False,False,67.656,"LINESTRING (-7.7783032 54.8002342, -7.7782326 54.8002566, -7.778139 54.8002907, -7.7779254 54.8003764, -7.7777225 54.8004683, -7.7775911 54.8005325, -7.7774651 54.8006014)",
747158030,,,,unclassified,,,False,True,12.197,"LINESTRING (-7.7783032 54.8002342, -7.778352 54.8002813, -7.7784007 54.8003284)",
"[177921509, 65560302, 177921519]",2,N15,"['Main Street', 'Ballybofey-Stranorlar Bridge']",trunk,50,yes,False,True,232.33799999999997,"LINESTRING (-7.7745978 54.8018331, -7.7746921 54.80178, -7.774783 54.8017288, -7.7748319 54.8017013, -7.7749621 54.8016315, -7.7751027 54.8015561, -7.7753594 54.801426, -7.7753685 54.8014217, -7.7754885 54.8013647, -7.7756173 54.8013093, -7.7758528 54.8012461, -7.7762104 54.8011643, -7.7764989 54.8010997, -7.7766974 54.8010367, -7.776758 54.800999, -7.7768348 54.800962, -7.7769367 54.8009082, -7.7770333 54.8008514, -7.7772144 54.8007454, -7.7774651 54.8006014)",yes
179846096,,,Navenny Street,tertiary,50,,False,True,14.616,"LINESTRING (-7.7808666 54.7984658, -7.7807046 54.7983733)",
118236889,,,,unclassified,50,,False,False,152.08300000000003,"LINESTRING (-7.7808666 54.7984658, -7.7809303 54.7984291, -7.7812577 54.7982402, -7.7814228 54.798145, -7.7816916 54.7979856, -7.7819436 54.7978328, -7.782272 54.7976258, -7.7825104 54.7974798)",
179846096,,,Navenny Street,tertiary,50,,False,False,50.086999999999996,"LINESTRING (-7.7808666 54.7984658, -7.7810265 54.7985577, -7.7811468 54.7986268, -7.781358 54.7987459, -7.7814226 54.7987823)",
118236889,,,,unclassified,50,,False,False,14.25,"LINESTRING (-7.7825104 54.7974798, -7.7826808 54.7975621)",
118236889,,,,unclassified,50,,False,True,152.083,"LINESTRING (-7.7825104 54.7974798, -7.782272 54.7976258, -7.7819436 54.7978328, -7.7816916 54.7979856, -7.7814228 54.798145, -7.7812577 54.7982402, -7.7809303 54.7984291, -7.7808666 54.7984658)",
118242767,,,,unclassified,50,,False,False,97.755,"LINESTRING (-7.7825104 54.7974798, -7.7820921 54.7972768, -7.7820463 54.7972546, -7.7819617 54.7972136, -7.7813419 54.7969149)",
