osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,junction
25573559,True,R487,O'Curry Street,secondary,False,132.492,"LINESTRING (-9.6469554 52.6798004, -9.6470276 52.6797572, -9.6471911 52.6796556, -9.6482718 52.678916)",,,
62284426,False,R487,O'Connell Street,secondary,False,28.503999999999998,"LINESTRING (-9.6469554 52.6798004, -9.6468112 52.6798755, -9.6467044 52.6798996, -9.6465882 52.6799145)",,,
140357411,False,,Chapel Street,residential,False,36.534,"LINESTRING (-9.6469554 52.6798004, -9.6469244 52.6797593, -9.6468641 52.6796171, -9.6468023 52.6794858)",,,
1196912348,True,,O'Connell Street,unclassified,False,27.671,"LINESTRING (-9.6469554 52.6798004, -9.6470366 52.6798667, -9.6472361 52.6799808)",1,,
308159694,True,L2021,Strand Line,residential,False,138.68699999999998,"LINESTRING (-9.6477576 52.6801116, -9.6473579 52.6804679, -9.647152 52.6806659, -9.6471035 52.6807257, -9.647034 52.6808116, -9.6468245 52.6812119)",2,,
1196912349,False,,O'Connell Street,unclassified,False,38.046,"LINESTRING (-9.6477576 52.6801116, -9.6476883 52.6800943, -9.6472361 52.6799808)",2,,
62284419,False,N67,Ministers Place,primary,False,7.672,"LINESTRING (-9.6458999 52.6824564, -9.6457935 52.6824809)",2,50,
27089567,False,,Ministers Place,unclassified,False,24.368000000000002,"LINESTRING (-9.6458999 52.6824564, -9.6459372 52.6824902, -9.646141 52.682619)",,,
39519466,False,,Circular Road,tertiary,False,82.791,"LINESTRING (-9.6500455 52.6776433, -9.6499581 52.6776121, -9.6497918 52.6775824, -9.6493004 52.677549, -9.6488429 52.6775285)",2,,
948283371,True,,,secondary,False,17.166,"LINESTRING (-9.6500455 52.6776433, -9.6500682 52.677623, -9.650098 52.6776013, -9.6501405 52.6775801, -9.6501873 52.6775657, -9.6502435 52.6775528)",2,,roundabout
62284422,False,N67,O'Connell Street,primary,False,54.316,"LINESTRING (-9.6444851 52.6795024, -9.6437709 52.6792763)",2,50,
62284426,False,R487,O'Connell Street,secondary,True,61.068,"LINESTRING (-9.6444851 52.6795024, -9.6453119 52.6797268)",,,
282461485,False,N67,Grattan Street,primary,True,88.738,"LINESTRING (-9.6444851 52.6795024, -9.6444862 52.6795806, -9.6447835 52.6802775)",2,50,
62284426,False,R487,O'Connell Street,secondary,True,8.319,"LINESTRING (-9.6464654 52.6799219, -9.6465882 52.6799145)",,,
62284426,False,R487,O'Connell Street,secondary,False,81.306,"LINESTRING (-9.6464654 52.6799219, -9.6462462 52.6799099, -9.6460411 52.6798876, -9.6458285 52.6798532, -9.6454944 52.6797788, -9.6453119 52.6797268)",,,
948283371,True,,,secondary,False,9.007,"LINESTRING (-9.6500864 52.6777159, -9.6500649 52.6777032, -9.6500469 52.6776837, -9.6500446 52.6776631, -9.6500455 52.6776433)",2,,roundabout
140357561,True,R487,,secondary,False,43.805,"LINESTRING (-9.6505991 52.6771934, -9.6506031 52.6773052, -9.6505964 52.6773894, -9.650571 52.6774721, -9.6505436 52.6775284, -9.6505194 52.6775814)",1,,
238555957,False,R487,,secondary,True,112.22,"LINESTRING (-9.6505991 52.6771934, -9.6506024 52.6770083, -9.6506192 52.6766681, -9.6506451 52.6761846)",2,,
215482209,False,,,residential,True,75.618,"LINESTRING (-9.6506528 52.6760414, -9.6495312 52.6760409)",,,
238555957,False,R487,,secondary,False,15.932,"LINESTRING (-9.6506528 52.6760414, -9.6506451 52.6761846)",2,,
27089567,False,,Ministers Place,unclassified,True,24.368000000000002,"LINESTRING (-9.646141 52.682619, -9.6459372 52.6824902, -9.6458999 52.6824564)",,,
282461483,False,,,unclassified,False,69.547,"LINESTRING (-9.646141 52.682619, -9.6462418 52.6827062, -9.6466939 52.6831469)",2,,
282461483,False,,,unclassified,True,69.547,"LINESTRING (-9.6466939 52.6831469, -9.6462418 52.6827062, -9.646141 52.682619)",2,,
62284422,False,N67,O'Connell Street,primary,True,54.316,"LINESTRING (-9.6437709 52.6792763, -9.6444851 52.6795024)",2,50,
62284422,False,N67,O'Connell Street,primary,False,109.61500000000001,"LINESTRING (-9.6437709 52.6792763, -9.6429979 52.6790223, -9.6426048 52.6788969, -9.6423409 52.6788072)",2,50,
140357410,False,,Ballaley Lane,unclassified,True,138.79,"LINESTRING (-9.6437709 52.6792763, -9.6438172 52.6792406, -9.6439036 52.6791695, -9.6443151 52.6790058, -9.6443557 52.6790209, -9.644486 52.679065, -9.64502 52.679162, -9.6455018 52.6792629, -9.6455581 52.679299)",,,
62284422,False,N67,O'Connell Street,primary,False,5.133,"LINESTRING (-9.6423409 52.6788072, -9.6422737 52.6787855)",2,50,
39519466,False,,Circular Road,tertiary,True,193.769,"LINESTRING (-9.6423409 52.6788072, -9.6423752 52.6787614, -9.6424593 52.6786715, -9.6426193 52.6785569, -9.6429516 52.6783792, -9.6433002 52.6782142, -9.6437359 52.6780367, -9.6440866 52.6779179, -9.6444845 52.6778013, -9.6445928 52.6777711)",2,,
62284422,False,N67,O'Connell Street,primary,True,109.61500000000001,"LINESTRING (-9.6423409 52.6788072, -9.6426048 52.6788969, -9.6429979 52.6790223, -9.6437709 52.6792763)",2,50,
39519466,False,,Circular Road,tertiary,True,17.398,"LINESTRING (-9.645135 52.6776483, -9.6453803 52.6775997)",2,,
39519466,False,,Circular Road,tertiary,False,39.028999999999996,"LINESTRING (-9.645135 52.6776483, -9.6447122 52.677741, -9.6445928 52.6777711)",2,,
172033777,False,,Railway Road,residential,False,189.925,"LINESTRING (-9.645135 52.6776483, -9.6455474 52.6785303, -9.6457075 52.6789298, -9.6455581 52.679299)",,,
140357410,False,,Ballaley Lane,unclassified,False,87.11,"LINESTRING (-9.6468023 52.6794858, -9.6466307 52.6794799, -9.6456183 52.6793287, -9.6455581 52.679299)",,,
140357411,False,,Chapel Street,residential,False,226.84,"LINESTRING (-9.6468023 52.6794858, -9.6463706 52.6786647, -9.6457278 52.6775528)",,,
140357411,False,,Chapel Street,residential,True,36.534,"LINESTRING (-9.6468023 52.6794858, -9.6468641 52.6796171, -9.6469244 52.6797593, -9.6469554 52.6798004)",,,
25573560,True,,,secondary,False,8.723,"LINESTRING (-9.6505425 52.6776018, -9.6505487 52.6776298, -9.6505341 52.6776649, -9.6505198 52.6776759)",2,,roundabout
506783927,True,,,tertiary,False,21.165000000000003,"LINESTRING (-9.6505425 52.6776018, -9.6505821 52.6776245, -9.6506205 52.6776396, -9.6506962 52.6776629, -9.650752 52.6776689, -9.6508238 52.6776729)",1,,
25573560,True,,,secondary,False,30.185,"LINESTRING (-9.6505053 52.6776872, -9.6504495 52.6777121, -9.6503828 52.6777284, -9.6503106 52.677737, -9.6502496 52.6777413, -9.6501896 52.6777396, -9.6501358 52.6777324, -9.6500864 52.6777159)",2,,roundabout
62284420,True,,,unclassified,False,44.238,"LINESTRING (-9.6505053 52.6776872, -9.6505528 52.6777228, -9.6505862 52.6777613, -9.6505989 52.6779189, -9.6505816 52.677995, -9.6505341 52.6780631)",,,
39519466,False,,Circular Road,tertiary,False,60.785,"LINESTRING (-9.6466207 52.6774804, -9.646439 52.6774913, -9.6462214 52.6775033, -9.6459608 52.6775249, -9.6457278 52.6775528)",2,,
39519466,False,,Circular Road,tertiary,True,70.371,"LINESTRING (-9.6466207 52.6774804, -9.6472204 52.6774572, -9.647663 52.6774667)",2,,
27089566,True,L2021,Strand Line,residential,False,172.647,"LINESTRING (-9.6505341 52.6780631, -9.6504011 52.6781251, -9.650052 52.6783556, -9.6497202 52.6786064, -9.6488716 52.6792404)",,,
27089566,True,L2021,Strand Line,residential,False,122.574,"LINESTRING (-9.6488716 52.6792404, -9.6478113 52.6800693, -9.6477576 52.6801116)",,,
140357409,False,,Corry Lane,residential,False,54.187,"LINESTRING (-9.6488716 52.6792404, -9.6483148 52.6789398, -9.6482718 52.678916)",,,
25573559,True,R487,O'Curry Street,secondary,False,181.13,"LINESTRING (-9.6482718 52.678916, -9.648941 52.6784604, -9.649952 52.6778228, -9.6500864 52.6777159)",,,
140357409,False,,Corry Lane,residential,True,54.187,"LINESTRING (-9.6482718 52.678916, -9.6483148 52.6789398, -9.6488716 52.6792404)",,,
207658102,True,,Corry Lane,residential,False,37.362,"LINESTRING (-9.6482718 52.678916, -9.6478994 52.6787437, -9.6478366 52.6787083)",,,
140357412,False,,,residential,True,93.447,"LINESTRING (-9.6468245 52.6812119, -9.646473 52.6811553, -9.6463842 52.6811405, -9.646502 52.680947, -9.6459597 52.6808058)",,,
