osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,bridge,name,geometry
176962759,2,R618,secondary,50,False,False,10.842,,,"LINESTRING (-8.9634763 51.9058484, -8.963632 51.9058651)"
"[176962752, 398404039, 849490869, 176962759]",2,R618,secondary,50,False,True,188.209,yes,Castle Street,"LINESTRING (-8.9634763 51.9058484, -8.9633954 51.905832, -8.9632256 51.9058, -8.9620586 51.9055807, -8.9619448 51.9055496, -8.9618809 51.9055261, -8.9617607 51.9054603, -8.9617035 51.9054332, -8.961466 51.9053212, -8.9610709 51.9051705, -8.9610109 51.905154)"
"[991450454, 1126032895]",2,,tertiary,50,False,True,285.86599999999993,,,"LINESTRING (-8.9634763 51.9058484, -8.9634273 51.9059835, -8.96339 51.9060717, -8.963353 51.9061591, -8.963345 51.9061869, -8.9632532 51.9065056, -8.9631712 51.9068192, -8.9631608 51.9069738, -8.9631678 51.9071146, -8.9632242 51.9073777, -8.9632237 51.907516, -8.9632129 51.9076689, -8.9631667 51.9079743, -8.9631594 51.9082642, -8.9631757 51.9083822, -8.9631817 51.9083956)"
849490866,2,R618,secondary,50,False,False,43.879,,Main Street,"LINESTRING (-8.9556788 51.9044794, -8.9562824 51.9046099)"
177352783,,,tertiary,,False,False,66.30799999999999,,,"LINESTRING (-8.9556788 51.9044794, -8.9556574 51.904524, -8.9554764 51.9049302, -8.9554227 51.9050544)"
849490866,2,R618,secondary,50,False,True,43.879,,Main Street,"LINESTRING (-8.9562824 51.9046099, -8.9556788 51.9044794)"
177352805,2,L9301,tertiary,,False,False,80.623,,Chapel Hill,"LINESTRING (-8.9562824 51.9046099, -8.956336 51.9044338, -8.9563704 51.9042435, -8.9563704 51.9040501, -8.9563704 51.9039721, -8.9563912 51.9038901)"
849490866,2,R618,secondary,50,False,False,77.271,,Main Street,"LINESTRING (-8.9562824 51.9046099, -8.9563852 51.9046279, -8.9567744 51.9046962, -8.9568021 51.9046987, -8.9573829 51.9047505)"
398404037,2,R618,secondary,50,False,True,19.787,,Main Street,"LINESTRING (-8.9602146 51.9049775, -8.9599307 51.9049461)"
849490869,2,R618,secondary,50,False,False,58.129,,Castle Street,"LINESTRING (-8.9602146 51.9049775, -8.9604434 51.9050245, -8.9605941 51.9050532, -8.960759 51.9050846, -8.9608557 51.9051112, -8.9609818 51.905146, -8.9610109 51.905154)"
1197648042,2,L93081,tertiary,50,True,False,10.567,,West Square,"LINESTRING (-8.9602108 51.9048825, -8.9602146 51.9049775)"
849490866,2,R618,secondary,50,False,True,66.683,,Main Street,"LINESTRING (-8.9583546 51.9047652, -8.9573829 51.9047505)"
74874364,1,,tertiary,50,True,False,115.779,,South Square,"LINESTRING (-8.9583546 51.9047652, -8.9584395 51.9046975, -8.9585621 51.9046519, -8.9587035 51.9046023, -8.9588066 51.9045661, -8.9588689 51.9045484, -8.959173 51.904507, -8.9595529 51.9044799, -8.959777 51.9044703, -8.9599126 51.9044566)"
849490866,2,R618,secondary,50,False,False,111.10300000000001,,Main Street,"LINESTRING (-8.9583546 51.9047652, -8.9586867 51.9047711, -8.9588014 51.9047725, -8.9588442 51.904773, -8.9589051 51.9047751, -8.9590909 51.9047815, -8.9593459 51.9048222, -8.9594161 51.9048392, -8.9595891 51.9048844, -8.9599307 51.9049461)"
"[1197648042, 184823348]","['1', '2']",L93081,tertiary,50,True,False,55.581,,West Square,"LINESTRING (-8.960127 51.9043854, -8.9601325 51.9044098, -8.9601491 51.9044937, -8.9601556 51.9045384, -8.9601877 51.9047621, -8.9602108 51.9048825)"
"[398404041, 398414985, 398396873]",2,"['L9308', 'L3414']",tertiary,50,False,True,244.256,,"['Sleaveen Road', 'High Street.']","LINESTRING (-8.960127 51.9043854, -8.9601963 51.9043449, -8.9602859 51.9043139, -8.9603645 51.9043027, -8.9604992 51.904299, -8.9606428 51.9042993, -8.960691 51.9042806, -8.9608542 51.9038993, -8.9608851 51.9038215, -8.960936 51.9036916, -8.9609551 51.903585, -8.9609465 51.9034452, -8.9608904 51.9033118, -8.9608314 51.9031099, -8.9607885 51.902898, -8.9607939 51.9027987, -8.9608904 51.902716, -8.9609854 51.9026722, -8.9611562 51.9025936)"
849490866,2,R618,secondary,50,False,False,66.683,,Main Street,"LINESTRING (-8.9573829 51.9047505, -8.9583546 51.9047652)"
177352792,2,,residential,,False,True,204.369,,,"LINESTRING (-8.9573829 51.9047505, -8.9573865 51.9049077, -8.9573867 51.9049479, -8.9573897 51.9049971, -8.9573972 51.9051551, -8.9574284 51.905808, -8.9574297 51.905834, -8.9574314 51.9058668, -8.9574476 51.9061396, -8.9574818 51.9061843, -8.9575438 51.9062124, -8.9576221 51.9062218, -8.9581117 51.9062276)"
849490866,2,R618,secondary,50,False,True,77.271,,Main Street,"LINESTRING (-8.9573829 51.9047505, -8.9568021 51.9046987, -8.9567744 51.9046962, -8.9563852 51.9046279, -8.9562824 51.9046099)"
1133548546,2,,unclassified,,False,False,59.805,,,"LINESTRING (-8.9533466 51.9050325, -8.9540906 51.9050517, -8.9542171 51.9050441)"
"[398396873, 398414985, 398404041]",2,"['L9308', 'L3414']",tertiary,50,False,False,244.25600000000003,,"['Sleaveen Road', 'High Street.']","LINESTRING (-8.9611562 51.9025936, -8.9609854 51.9026722, -8.9608904 51.902716, -8.9607939 51.9027987, -8.9607885 51.902898, -8.9608314 51.9031099, -8.9608904 51.9033118, -8.9609465 51.9034452, -8.9609551 51.903585, -8.960936 51.9036916, -8.9608851 51.9038215, -8.9608542 51.9038993, -8.960691 51.9042806, -8.9606428 51.9042993, -8.9604992 51.904299, -8.9603645 51.9043027, -8.9602859 51.9043139, -8.9601963 51.9043449, -8.960127 51.9043854)"
435405520,2,L3414,tertiary,50,False,True,31.249,,New Road,"LINESTRING (-8.9611562 51.9025936, -8.961046 51.9025935, -8.9607237 51.9026699)"
163841844,2,,residential,,False,False,4.837,,,"LINESTRING (-8.9585837 51.9073098, -8.958573 51.9073528)"
177352778,,,residential,,False,False,4.848,,,"LINESTRING (-8.9585623 51.9073959, -8.958573 51.9073528)"
163841844,2,,residential,,False,True,4.837,,,"LINESTRING (-8.958573 51.9073528, -8.9585837 51.9073098)"
177352778,,,residential,,False,True,4.848,,,"LINESTRING (-8.958573 51.9073528, -8.9585623 51.9073959)"
163841844,2,,residential,,False,False,158.68200000000002,,,"LINESTRING (-8.958573 51.9073528, -8.9580687 51.9073231, -8.957999 51.9072602, -8.9579743 51.9071791, -8.958087 51.9065734, -8.9581117 51.9062276)"
