osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,name
5364518,unclassified,50,False,False,69.864,"LINESTRING (-8.5869469 51.888143, -8.5869302 51.8881078, -8.5866609 51.88754)",,,
"[1204170984, 238456340]",secondary,50,False,False,147.828,"LINESTRING (-8.5869469 51.888143, -8.5866637 51.888171, -8.5863954 51.8881975, -8.5861866 51.8882351, -8.5859018 51.8882827, -8.5852968 51.8883772, -8.5852379 51.8883854, -8.5851977 51.8883911, -8.5848523 51.8884473)",2,R608,Main Street
238457337,secondary,50,False,False,52.684,"LINESTRING (-8.5869469 51.888143, -8.5870999 51.8881286, -8.5875873 51.8880905, -8.587707 51.8880773)",2,R608,Main Street
238457337,secondary,50,False,True,74.278,"LINESTRING (-8.5922363 51.8880097, -8.5920171 51.8880086, -8.5912166 51.8880094, -8.591154 51.888009)",2,R608,Main Street
931733622,tertiary,50,False,True,132.685,"LINESTRING (-8.5922363 51.8880097, -8.5922297 51.8879429, -8.5921964 51.8876053, -8.5921278 51.8874219, -8.5920562 51.8872571, -8.5920376 51.8872152, -8.591873 51.886843)",2,,Station Road
4691640,tertiary,30,False,False,152.84199999999998,"LINESTRING (-8.5904089 51.8849059, -8.5908153 51.8854262, -8.5909278 51.8855703, -8.5909708 51.8856253, -8.5910615 51.8857573, -8.5910859 51.8857929, -8.591249 51.8860277, -8.5913469 51.8861522)",2,,Station Road
29272173,residential,50,False,True,68.09400000000001,"LINESTRING (-8.5904089 51.8849059, -8.5901891 51.8849524, -8.5900926 51.8849728, -8.5899342 51.8850064, -8.5897952 51.8850358, -8.589777 51.8850395, -8.5897092 51.8850531, -8.5896382 51.8850647, -8.589619 51.8850678, -8.5895941 51.8850703, -8.5895345 51.8850761, -8.5894608 51.8850805)",,,Beech Park
931733623,tertiary,50,False,True,87.32399999999998,"LINESTRING (-8.5904089 51.8849059, -8.590331 51.8847683, -8.5901579 51.8844989, -8.5900202 51.8842247, -8.5900033 51.8841629)",2,,Station Road
312655809,residential,50,False,True,24.103,"LINESTRING (-8.5885682 51.8851339, -8.5884609 51.8849275)",,,
29272173,residential,50,False,False,61.550000000000004,"LINESTRING (-8.5885682 51.8851339, -8.5886944 51.8851263, -8.5887202 51.8851248, -8.5889509 51.885111, -8.5890339 51.885106, -8.589282 51.8850912, -8.5894608 51.8850805)",,,Beech Park
"[29272173, 238327391]",residential,50,False,"[False, True]",166.216,"LINESTRING (-8.5885682 51.8851339, -8.5884164 51.8851438, -8.5883626 51.8851455, -8.588101 51.8851604, -8.5880515 51.8851632, -8.5878088 51.8851749, -8.5877467 51.885178, -8.5874891 51.8851911, -8.5874267 51.8851943, -8.5871748 51.885207, -8.587121 51.8852089, -8.5868708 51.8852214, -8.5864735 51.8852391, -8.5864255 51.8852409, -8.5861998 51.885253, -8.5861545 51.8852547)",,,Beech Park
4691640,tertiary,30,False,True,84.923,"LINESTRING (-8.591873 51.886843, -8.5918188 51.8867593, -8.5917687 51.8866819, -8.5917148 51.8866148, -8.5916524 51.8865369, -8.591639 51.8865202, -8.5915591 51.8864207, -8.5914066 51.8862307, -8.5913469 51.8861522)",2,,Station Road
114278188,unclassified,50,False,True,158.403,"LINESTRING (-8.591873 51.886843, -8.5917078 51.8868691, -8.591461 51.8869096, -8.5912004 51.8869135, -8.5909913 51.886913, -8.5907772 51.8868976, -8.5906194 51.8868695, -8.5904506 51.8868225, -8.5901392 51.8867357, -8.5900109 51.886714, -8.5898545 51.8867055, -8.5896389 51.8867087)",,,Baker Street
931733622,tertiary,50,False,False,132.68500000000003,"LINESTRING (-8.591873 51.886843, -8.5920376 51.8872152, -8.5920562 51.8872571, -8.5921278 51.8874219, -8.5921964 51.8876053, -8.5922297 51.8879429, -8.5922363 51.8880097)",2,,Station Road
5364519,residential,50,False,False,99.38900000000001,"LINESTRING (-8.5869069 51.8859491, -8.5870815 51.8859834, -8.5871999 51.8864321, -8.5866776 51.8864813)",,,Castlepark
29272166,residential,50,False,True,61.245000000000005,"LINESTRING (-8.5869069 51.8859491, -8.5867871 51.8862303, -8.5867113 51.8864153, -8.5866776 51.8864813)",,,Castlepark
29272166,residential,50,False,False,40.932,"LINESTRING (-8.5869069 51.8859491, -8.5869131 51.8858974, -8.5869299 51.8857572, -8.5869111 51.8855819)",,,Castlepark
5364519,residential,50,False,True,99.38900000000001,"LINESTRING (-8.5866776 51.8864813, -8.5871999 51.8864321, -8.5870815 51.8859834, -8.5869069 51.8859491)",,,Castlepark
29272166,residential,50,False,False,61.245000000000005,"LINESTRING (-8.5866776 51.8864813, -8.5867113 51.8864153, -8.5867871 51.8862303, -8.5869069 51.8859491)",,,Castlepark
29272166,residential,50,False,True,48.343,"LINESTRING (-8.5866776 51.8864813, -8.5866593 51.8865107, -8.5865771 51.8866434, -8.5864578 51.8868358, -8.5863785 51.8868613)",,,Castlepark
5364518,unclassified,50,False,True,77.917,"LINESTRING (-8.5863785 51.8868613, -8.5866609 51.88754)",,,
29272167,residential,50,False,False,29.387,"LINESTRING (-8.5863785 51.8868613, -8.5859527 51.8868892)",,,Castlepark
