osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,junction,bridge
77158737,tertiary,False,True,138.441,2,L3606,Station Road,50,"LINESTRING (-8.2611496 51.9105856, -8.2611603 51.9106553, -8.2611845 51.9108123, -8.261209 51.9109537, -8.2612312 51.9110815, -8.2612896 51.9114182, -8.2613902 51.9118214)",,
239229961,tertiary,False,True,132.261,2,L3606,Church Lane,50,"LINESTRING (-8.2611496 51.9105856, -8.2611226 51.9104275, -8.2611024 51.9102805, -8.2610346 51.9097409, -8.2610463 51.9094881, -8.2610412 51.9094558, -8.2610323 51.9093997)",,
33040631,residential,False,False,33.854,,,Ban Na Gréine,,"LINESTRING (-8.2651738 51.909788, -8.2652236 51.9100909)",,
33040631,residential,False,True,33.854,,,Ban Na Gréine,,"LINESTRING (-8.2652236 51.9100909, -8.2651738 51.909788)",,
33040632,residential,False,False,22.465,,,Ban Na Gréine,,"LINESTRING (-8.2652236 51.9100909, -8.2648971 51.9101067)",,
33040631,residential,False,False,188.30599999999998,,,Ban Na Gréine,,"LINESTRING (-8.2652236 51.9100909, -8.2653054 51.9105168, -8.2652822 51.9105498, -8.2652093 51.9105681, -8.2646711 51.9105939, -8.2640899 51.9106177, -8.2640337 51.9105983, -8.2640235 51.9105629, -8.2639424 51.9101539)",,
33040632,residential,False,True,65.698,,,Ban Na Gréine,,"LINESTRING (-8.2639424 51.9101539, -8.2648971 51.9101067)",,
33040631,residential,False,False,64.067,,,Ban Na Gréine,,"LINESTRING (-8.2639424 51.9101539, -8.2638855 51.9097458, -8.2639463 51.9097273, -8.2641478 51.9097168)",,
33040631,residential,False,True,188.30599999999998,,,Ban Na Gréine,,"LINESTRING (-8.2639424 51.9101539, -8.2640235 51.9105629, -8.2640337 51.9105983, -8.2640899 51.9106177, -8.2646711 51.9105939, -8.2652093 51.9105681, -8.2652822 51.9105498, -8.2653054 51.9105168, -8.2652236 51.9100909)",,
33040633,residential,False,False,16.392,,,Ban na Greine,,"LINESTRING (-8.2648151 51.9093028, -8.264833 51.9094498)",,
77219585,tertiary,False,False,116.03699999999999,2,L3678,Main Street,50,"LINESTRING (-8.2648151 51.9093028, -8.2642213 51.9093125, -8.2639788 51.9093165, -8.2638905 51.9093179, -8.2638644 51.9093183, -8.2637154 51.9093207, -8.2634678 51.9093247, -8.2633631 51.9093264, -8.2633084 51.9093273, -8.2632748 51.9093279, -8.2632569 51.9093281, -8.2631241 51.9093299)",,
77219585,tertiary,False,True,63.424,2,L3678,Main Street,50,"LINESTRING (-8.2648151 51.9093028, -8.2650721 51.9092952, -8.265739 51.9092813)",,
33040632,residential,False,False,65.698,,,Ban Na Gréine,,"LINESTRING (-8.2648971 51.9101067, -8.2639424 51.9101539)",,
33040632,residential,False,True,22.465,,,Ban Na Gréine,,"LINESTRING (-8.2648971 51.9101067, -8.2652236 51.9100909)",,
33040633,residential,False,True,73.176,,,Ban na Greine,,"LINESTRING (-8.2648971 51.9101067, -8.264833 51.9094498)",,
33040636,residential,False,True,238.66499999999996,,,Castle View,,"LINESTRING (-8.255133 51.9118043, -8.2552444 51.912112, -8.2553351 51.9124259, -8.2553824 51.91248, -8.2554665 51.9124887, -8.2561451 51.9123977, -8.2562154 51.9123795, -8.2562444 51.9123349, -8.2561272 51.9114632)",,
33040637,residential,False,False,62.086,,,Castle Avenue,,"LINESTRING (-8.2561272 51.9114632, -8.2570304 51.9114268)",,
33040636,residential,False,False,238.665,,,Castle View,,"LINESTRING (-8.2561272 51.9114632, -8.2562444 51.9123349, -8.2562154 51.9123795, -8.2561451 51.9123977, -8.2554665 51.9124887, -8.2553824 51.91248, -8.2553351 51.9124259, -8.2552444 51.912112, -8.255133 51.9118043)",,
33040636,residential,False,True,152.225,,,Castle View,,"LINESTRING (-8.2561272 51.9114632, -8.2560156 51.9104847, -8.2559461 51.9104151, -8.2558926 51.9103614, -8.2557915 51.9103204, -8.255563 51.9102278)",,
33040637,residential,False,True,78.114,,,Castle Avenue,,"LINESTRING (-8.2581665 51.9113786, -8.2570304 51.9114268)",,
77158944,residential,False,False,24.863,,,Castle Avenue,,"LINESTRING (-8.2581665 51.9113786, -8.2581477 51.9111553)",,
33040637,residential,False,False,78.055,,,Castle Avenue,,"LINESTRING (-8.2581665 51.9113786, -8.2582362 51.9114201, -8.2587515 51.9119112, -8.2588269 51.9118779)",,
33040637,residential,False,False,78.114,,,Castle Avenue,,"LINESTRING (-8.2570304 51.9114268, -8.2581665 51.9113786)",,
33040637,residential,False,True,62.086,,,Castle Avenue,,"LINESTRING (-8.2570304 51.9114268, -8.2561272 51.9114632)",,
33040638,residential,False,False,178.62500000000003,,,Castle Close,,"LINESTRING (-8.2570304 51.9114268, -8.2571402 51.9121628, -8.2571917 51.9122355, -8.2572851 51.9122422, -8.2583891 51.9121513, -8.2584528 51.9121685)",,
33040638,residential,False,True,178.625,,,Castle Close,,"LINESTRING (-8.2584528 51.9121685, -8.2583891 51.9121513, -8.2572851 51.9122422, -8.2571917 51.9122355, -8.2571402 51.9121628, -8.2570304 51.9114268)",,
33040837,residential,False,False,93.509,,,Tara Court,,"LINESTRING (-8.2631241 51.9093299, -8.2632167 51.9101689)",,
77219585,tertiary,False,False,143.861,2,L3678,Main Street,50,"LINESTRING (-8.2631241 51.9093299, -8.2625705 51.9093286, -8.2623007 51.9093276, -8.2610323 51.9093997)",,
77219585,tertiary,False,True,116.03699999999999,2,L3678,Main Street,50,"LINESTRING (-8.2631241 51.9093299, -8.2632569 51.9093281, -8.2632748 51.9093279, -8.2633084 51.9093273, -8.2633631 51.9093264, -8.2634678 51.9093247, -8.2637154 51.9093207, -8.2638644 51.9093183, -8.2638905 51.9093179, -8.2639788 51.9093165, -8.2642213 51.9093125, -8.2648151 51.9093028)",,
33040837,residential,False,True,93.509,,,Tara Court,,"LINESTRING (-8.2632167 51.9101689, -8.2631241 51.9093299)",,
33040838,residential,False,True,5.256,,,Tara Court,,"LINESTRING (-8.2632167 51.9101689, -8.2632933 51.9101678)",,
33040838,residential,False,False,29.964999999999996,,,Tara Court,,"LINESTRING (-8.2632167 51.9101689, -8.262901 51.910178, -8.2628943 51.9101036)",,
33040838,residential,False,False,5.256,,,Tara Court,,"LINESTRING (-8.2632933 51.9101678, -8.2632167 51.9101689)",,
33040838,residential,False,True,29.964999999999996,,,Tara Court,,"LINESTRING (-8.2628943 51.9101036, -8.262901 51.910178, -8.2632167 51.9101689)",,
34430951,tertiary,True,False,13.943,2,L3612,,,"LINESTRING (-8.2568801 51.907214, -8.2568367 51.9073365)",,
137087623,tertiary,True,False,12.153,1,L3612,,,"LINESTRING (-8.2568801 51.907214, -8.2568305 51.9072337, -8.2567739 51.9072443, -8.2567149 51.9072449)",roundabout,
32323927,unclassified,False,True,147.44299999999998,2,,East Link Business Park,,"LINESTRING (-8.2550457 51.9089841, -8.2559444 51.9088954, -8.2560604 51.9088786, -8.2563143 51.9088418, -8.2564499 51.9088222, -8.256875 51.908757, -8.2569644 51.9087516, -8.2570932 51.9087437, -8.2571556 51.9087399)",,
"[32323940, 5322314, 32323836, 1052099471]",tertiary,False,"[False, True]",157.779,2,L3612,,,"LINESTRING (-8.2571556 51.9087399, -8.2571462 51.9085616, -8.2570757 51.9081962, -8.2569644 51.9078614, -8.2568443 51.9073761, -8.2568367 51.9073365)",,yes
5322314,tertiary,False,True,83.025,2,L3612,,,"LINESTRING (-8.2571556 51.9087399, -8.2571521 51.9088888, -8.2571203 51.9090864, -8.2570327 51.9094819)",,
32323927,unclassified,False,False,147.44299999999998,2,,East Link Business Park,,"LINESTRING (-8.2571556 51.9087399, -8.2570932 51.9087437, -8.2569644 51.9087516, -8.256875 51.908757, -8.2564499 51.9088222, -8.2563143 51.9088418, -8.2560604 51.9088786, -8.2559444 51.9088954, -8.2550457 51.9089841)",,
77158818,residential,False,False,48.914,,,Maryville,,"LINESTRING (-8.2662506 51.9103329, -8.2661087 51.9099018)",,
77158818,residential,False,True,48.914,,,Maryville,,"LINESTRING (-8.2661087 51.9099018, -8.2662506 51.9103329)",,
77158820,residential,False,True,16.322,,,Maryville,,"LINESTRING (-8.2661087 51.9099018, -8.2658724 51.909919)",,
77158820,residential,False,False,99.39099999999999,,,Maryville,,"LINESTRING (-8.2661087 51.9099018, -8.2663178 51.9098678, -8.2661615 51.9093651, -8.2657624 51.9093994)",,
77158820,residential,False,False,16.322,,,Maryville,,"LINESTRING (-8.2658724 51.909919, -8.2661087 51.9099018)",,
77158824,residential,False,False,13.23,,,,,"LINESTRING (-8.2657624 51.9093994, -8.265739 51.9092813)",,
77158820,residential,False,False,63.999,,,Maryville,,"LINESTRING (-8.2657624 51.9093994, -8.2657103 51.9094022, -8.2651357 51.9094334, -8.2649044 51.9094459, -8.264833 51.9094498)",,
77158820,residential,False,True,99.39099999999999,,,Maryville,,"LINESTRING (-8.2657624 51.9093994, -8.2661615 51.9093651, -8.2663178 51.9098678, -8.2661087 51.9099018)",,
33040633,residential,False,False,73.176,,,Ban na Greine,,"LINESTRING (-8.264833 51.9094498, -8.2648971 51.9101067)",,
33040633,residential,False,True,16.392,,,Ban na Greine,,"LINESTRING (-8.264833 51.9094498, -8.2648151 51.9093028)",,
77158820,residential,False,True,63.999,,,Maryville,,"LINESTRING (-8.264833 51.9094498, -8.2649044 51.9094459, -8.2651357 51.9094334, -8.2657103 51.9094022, -8.2657624 51.9093994)",,
33040836,residential,False,True,200.411,,,Patrick Pearse Place,,"LINESTRING (-8.2637782 51.9108202, -8.2633049 51.9108413, -8.2632895 51.9107962, -8.2632648 51.9107218, -8.2632374 51.9106648, -8.2631831 51.9106243, -8.263117 51.9105902, -8.2630825 51.9105725, -8.2625876 51.9105466, -8.2618806 51.9105534, -8.261428 51.9105713, -8.2611496 51.9105856)",,
77158944,residential,False,True,24.863,,,Castle Avenue,,"LINESTRING (-8.2581477 51.9111553, -8.2581665 51.9113786)",,
33040631,residential,False,True,64.06700000000001,,,Ban Na Gréine,,"LINESTRING (-8.2641478 51.9097168, -8.2639463 51.9097273, -8.2638855 51.9097458, -8.2639424 51.9101539)",,
1052099473,tertiary,True,False,14.892,2,L3612,,,"LINESTRING (-8.2566751 51.9068714, -8.2567885 51.9069856)",,
137087623,tertiary,True,False,8.323,1,L3612,,,"LINESTRING (-8.2567885 51.9069856, -8.2568451 51.9069991, -8.2568933 51.9070218)",roundabout,
1052099472,tertiary,True,False,15.103,,L3612,,,"LINESTRING (-8.2566246 51.9070036, -8.2566751 51.9068714)",,
137087623,tertiary,True,False,11.696000000000002,1,L3612,,,"LINESTRING (-8.2566246 51.9070036, -8.2566759 51.9069886, -8.2567319 51.9069824, -8.2567885 51.9069856)",roundabout,
137087623,tertiary,True,False,9.987,1,L3612,,,"LINESTRING (-8.2565375 51.9070739, -8.2565711 51.9070341, -8.2566246 51.9070036)",roundabout,
5133229,trunk_link,True,False,588.1270000000001,1,,,,"LINESTRING (-8.2568933 51.9070218, -8.2570452 51.9070346, -8.2572766 51.9070182, -8.2596636 51.9066891, -8.2611416 51.9064982, -8.2626369 51.9063501, -8.2640384 51.9062729, -8.2653478 51.9062669)",,
137087623,tertiary,True,False,23.880000000000003,1,L3612,,,"LINESTRING (-8.2568933 51.9070218, -8.2569334 51.9070569, -8.2569529 51.9070981, -8.25695 51.9071411, -8.2569248 51.9071811, -8.2568801 51.907214)",roundabout,
137087623,tertiary,True,False,12.886,1,L3612,,,"LINESTRING (-8.2567149 51.9072449, -8.2566545 51.9072346, -8.2566016 51.907214, -8.2565606 51.9071848)",roundabout,
1052099470,tertiary,True,False,13.295,,L3612,,,"LINESTRING (-8.2568367 51.9073365, -8.2567927 51.9072908, -8.2567149 51.9072449)",,
"[5322314, 32323836, 32323940, 1052099471]",tertiary,False,"[False, True]",157.779,2,L3612,,,"LINESTRING (-8.2568367 51.9073365, -8.2568443 51.9073761, -8.2569644 51.9078614, -8.2570757 51.9081962, -8.2571462 51.9085616, -8.2571556 51.9087399)",,yes
5132225,trunk_link,True,False,385.346,1,,,,"LINESTRING (-8.261505 51.9067331, -8.2608494 51.9069173, -8.2603717 51.90704, -8.2599574 51.9071789, -8.2595277 51.9073806, -8.2591274 51.9075988, -8.2587592 51.9078706, -8.2584833 51.9081409, -8.2582264 51.9083848, -8.2580619 51.9084923, -8.2579051 51.9085937, -8.2576065 51.9087054, -8.2573399 51.9087284, -8.2572191 51.9087359, -8.2571556 51.9087399)",,
77219585,tertiary,False,True,143.861,2,L3678,Main Street,50,"LINESTRING (-8.2610323 51.9093997, -8.2623007 51.9093276, -8.2625705 51.9093286, -8.2631241 51.9093299)",,
239229961,tertiary,False,False,132.261,2,L3606,Church Lane,50,"LINESTRING (-8.2610323 51.9093997, -8.2610412 51.9094558, -8.2610463 51.9094881, -8.2610346 51.9097409, -8.2611024 51.9102805, -8.2611226 51.9104275, -8.2611496 51.9105856)",,
1002263215,tertiary,False,False,274.696,2,L3680,Main Street,50,"LINESTRING (-8.2610323 51.9093997, -8.2601636 51.9094472, -8.2597196 51.9094622, -8.2593251 51.9094698, -8.2584052 51.9094886, -8.2582858 51.9094903, -8.2570327 51.9094819)",,
553359882,residential,False,False,42.906,,,,,"LINESTRING (-8.2586771 51.9124639, -8.2588729 51.9127766, -8.2589239 51.9128163)",,
553359888,residential,False,True,30.789,,,,,"LINESTRING (-8.2606609 51.913462, -8.2606646 51.9133044, -8.2606589 51.9132411, -8.2606539 51.9131853)",,
553359889,residential,False,False,76.074,,,,,"LINESTRING (-8.2606609 51.913462, -8.2610569 51.9135438, -8.2612681 51.9135874, -8.2614344 51.9136122, -8.2617312 51.9136264)",,
553359889,residential,False,True,32.219,,,,,"LINESTRING (-8.2606609 51.913462, -8.260603 51.91345, -8.2604367 51.9134384, -8.2602891 51.9134467, -8.2602018 51.9134666)",,
553359888,residential,False,False,30.789,,,,,"LINESTRING (-8.2606539 51.9131853, -8.2606589 51.9132411, -8.2606646 51.9133044, -8.2606609 51.913462)",,
77158737,tertiary,False,False,202.565,2,L3606,Station Road,50,"LINESTRING (-8.2617312 51.9136264, -8.2617081 51.9132306, -8.2616306 51.9127028, -8.2614747 51.912301, -8.261413 51.911913, -8.2613902 51.9118214)",,
553359889,residential,False,True,76.07399999999998,,,,,"LINESTRING (-8.2617312 51.9136264, -8.2614344 51.9136122, -8.2612681 51.9135874, -8.2610569 51.9135438, -8.2606609 51.913462)",,
553359882,residential,False,True,42.906,,,,,"LINESTRING (-8.2589239 51.9128163, -8.2588729 51.9127766, -8.2586771 51.9124639)",,
553359889,residential,False,False,190.962,,,,,"LINESTRING (-8.2589239 51.9128163, -8.2589856 51.9130232, -8.2589641 51.9130778, -8.2588837 51.9131224, -8.2588005 51.9131621, -8.2587871 51.9132085, -8.258881 51.9134302, -8.2589158 51.9136122, -8.2589561 51.9136635, -8.2590151 51.9136734, -8.2591385 51.9136717, -8.2595354 51.9136188, -8.2602018 51.9134666)",,
553359889,residential,False,True,64.107,,,,,"LINESTRING (-8.2589239 51.9128163, -8.2589695 51.9127816, -8.2590875 51.9127717, -8.2593262 51.91277, -8.2595408 51.9127551, -8.2598252 51.9127254)",,
553359889,residential,False,False,25.497,,,,,"LINESTRING (-8.2601926 51.9127303, -8.2599673 51.9127105, -8.2598252 51.9127254)",,
1209114081,residential,False,False,61.689,,,,,"LINESTRING (-8.2666652 51.9133152, -8.2666432 51.9132909, -8.2662262 51.912831)",,
77219585,tertiary,False,False,20.307,2,L3678,Main Street,50,"LINESTRING (-8.2660347 51.9092726, -8.265739 51.9092813)",,
1052099433,residential,False,False,47.673,,,,,"LINESTRING (-8.2660347 51.9092726, -8.2660337 51.9092187, -8.2660329 51.9091739, -8.2660271 51.9088439)",,
1052099433,residential,False,True,47.673,,,,,"LINESTRING (-8.2660271 51.9088439, -8.2660329 51.9091739, -8.2660337 51.9092187, -8.2660347 51.9092726)",,
"[1209114081, 1216416221, 1216416222]",residential,False,False,389.336,,,,,"LINESTRING (-8.2662262 51.912831, -8.2658409 51.9124246, -8.2652711 51.9120207, -8.2647785 51.9117991, -8.2642824 51.9117036, -8.2639677 51.9117043, -8.2639192 51.9117074, -8.2637021 51.911735, -8.2629056 51.9118191, -8.2626141 51.9118288, -8.262176 51.9117924, -8.2618488 51.911792, -8.2613902 51.9118214)",,yes
1209114081,residential,False,True,61.689,,,,,"LINESTRING (-8.2662262 51.912831, -8.2666432 51.9132909, -8.2666652 51.9133152)",,
1216416224,unclassified,False,False,62.458,,,,,"LINESTRING (-8.2662262 51.912831, -8.2661187 51.9128717, -8.2656247 51.9129266, -8.2653467 51.9129575)",,
1209114082,residential,False,False,14.098,,,,,"LINESTRING (-8.2613902 51.9118214, -8.2611877 51.9118431)",,
77158737,tertiary,False,False,138.441,2,L3606,Station Road,50,"LINESTRING (-8.2613902 51.9118214, -8.2612896 51.9114182, -8.2612312 51.9110815, -8.261209 51.9109537, -8.2611845 51.9108123, -8.2611603 51.9106553, -8.2611496 51.9105856)",,
77158737,tertiary,False,True,202.565,2,L3606,Station Road,50,"LINESTRING (-8.2613902 51.9118214, -8.261413 51.911913, -8.2614747 51.912301, -8.2616306 51.9127028, -8.2617081 51.9132306, -8.2617312 51.9136264)",,
"[1209114081, 1216416221, 1216416222]",residential,False,True,389.336,,,,,"LINESTRING (-8.2613902 51.9118214, -8.2618488 51.911792, -8.262176 51.9117924, -8.2626141 51.9118288, -8.2629056 51.9118191, -8.2637021 51.911735, -8.2639192 51.9117074, -8.2639677 51.9117043, -8.2642824 51.9117036, -8.2647785 51.9117991, -8.2652711 51.9120207, -8.2658409 51.9124246, -8.2662262 51.912831)",,yes
1209114083,residential,False,True,20.289,,,,,"LINESTRING (-8.2603679 51.9118627, -8.260404 51.9120438)",,
1209114082,residential,False,False,26.451,,,,,"LINESTRING (-8.2603679 51.9118627, -8.2601781 51.9118822, -8.2599862 51.9118961)",,
1209114082,residential,False,True,56.935,,,,,"LINESTRING (-8.2603679 51.9118627, -8.2605666 51.911839, -8.2607179 51.9118376, -8.2608919 51.9118599, -8.2610048 51.9118627, -8.2611877 51.9118431)",,
1209114084,residential,False,True,15.13,,,,,"LINESTRING (-8.2599862 51.9118961, -8.260011 51.9120313)",,
1209114082,residential,False,False,29.116999999999997,,,,,"LINESTRING (-8.2599862 51.9118961, -8.2598823 51.9118891, -8.2598055 51.9118641, -8.2597603 51.9118265, -8.25974 51.9117303)",,
1209114082,residential,False,True,26.451,,,,,"LINESTRING (-8.2599862 51.9118961, -8.2601781 51.9118822, -8.2603679 51.9118627)",,
1209114082,residential,False,True,29.117,,,,,"LINESTRING (-8.25974 51.9117303, -8.2597603 51.9118265, -8.2598055 51.9118641, -8.2598823 51.9118891, -8.2599862 51.9118961)",,
1209114083,residential,False,False,20.289,,,,,"LINESTRING (-8.260404 51.9120438, -8.2603679 51.9118627)",,
1209114084,residential,False,False,15.13,,,,,"LINESTRING (-8.260011 51.9120313, -8.2599862 51.9118961)",,
1209114085,residential,False,False,18.018,,,,,"LINESTRING (-8.2612261 51.9120034, -8.2611877 51.9118431)",,
1209114085,residential,False,True,31.787,,,,,"LINESTRING (-8.26112 51.9115603, -8.2611877 51.9118431)",,
1209114082,residential,False,True,14.098,,,,,"LINESTRING (-8.2611877 51.9118431, -8.2613902 51.9118214)",,
1209114085,residential,False,False,31.787,,,,,"LINESTRING (-8.2611877 51.9118431, -8.26112 51.9115603)",,
1209114085,residential,False,True,18.018,,,,,"LINESTRING (-8.2611877 51.9118431, -8.2612261 51.9120034)",,
1209114082,residential,False,False,56.934999999999995,,,,,"LINESTRING (-8.2611877 51.9118431, -8.2610048 51.9118627, -8.2608919 51.9118599, -8.2607179 51.9118376, -8.2605666 51.911839, -8.2603679 51.9118627)",,
33040637,residential,False,True,78.055,,,Castle Avenue,,"LINESTRING (-8.2588269 51.9118779, -8.2587515 51.9119112, -8.2582362 51.9114201, -8.2581665 51.9113786)",,
553359889,residential,False,False,32.219,,,,,"LINESTRING (-8.2602018 51.9134666, -8.2602891 51.9134467, -8.2604367 51.9134384, -8.260603 51.91345, -8.2606609 51.913462)",,
553359889,residential,False,True,190.962,,,,,"LINESTRING (-8.2602018 51.9134666, -8.2595354 51.9136188, -8.2591385 51.9136717, -8.2590151 51.9136734, -8.2589561 51.9136635, -8.2589158 51.9136122, -8.258881 51.9134302, -8.2587871 51.9132085, -8.2588005 51.9131621, -8.2588837 51.9131224, -8.2589641 51.9130778, -8.2589856 51.9130232, -8.2589239 51.9128163)",,
1209114095,residential,False,False,86.656,,,,,"LINESTRING (-8.2602018 51.9134666, -8.2600785 51.9131331, -8.2600396 51.9130435, -8.2598252 51.9127254)",,
553359889,residential,False,False,64.107,,,,,"LINESTRING (-8.2598252 51.9127254, -8.2595408 51.9127551, -8.2593262 51.91277, -8.2590875 51.9127717, -8.2589695 51.9127816, -8.2589239 51.9128163)",,
553359889,residential,False,True,25.497,,,,,"LINESTRING (-8.2598252 51.9127254, -8.2599673 51.9127105, -8.2601926 51.9127303)",,
1209114095,residential,False,True,86.656,,,,,"LINESTRING (-8.2598252 51.9127254, -8.2600396 51.9130435, -8.2600785 51.9131331, -8.2602018 51.9134666)",,
1216416224,unclassified,False,False,117.58100000000002,,,,,"LINESTRING (-8.2653467 51.9129575, -8.2654469 51.91329, -8.2654472 51.9133135, -8.2654362 51.9133361, -8.265415 51.9133557, -8.2653855 51.9133706, -8.2653501 51.9133794, -8.2653089 51.9133814, -8.2652689 51.9133751, -8.2652341 51.9133614, -8.2652082 51.9133416, -8.2651938 51.9133177, -8.2651219 51.913045, -8.2651211 51.9129942, -8.2651775 51.912971, -8.2653467 51.9129575)",,
1216416224,unclassified,False,True,117.58099999999999,,,,,"LINESTRING (-8.2653467 51.9129575, -8.2651775 51.912971, -8.2651211 51.9129942, -8.2651219 51.913045, -8.2651938 51.9133177, -8.2652082 51.9133416, -8.2652341 51.9133614, -8.2652689 51.9133751, -8.2653089 51.9133814, -8.2653501 51.9133794, -8.2653855 51.9133706, -8.265415 51.9133557, -8.2654362 51.9133361, -8.2654472 51.9133135, -8.2654469 51.91329, -8.2653467 51.9129575)",,
1216416224,unclassified,False,True,62.458,,,,,"LINESTRING (-8.2653467 51.9129575, -8.2656247 51.9129266, -8.2661187 51.9128717, -8.2662262 51.912831)",,
