osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,bridge,access,width,tunnel
"[4919195, 730048112, 317219089, 3787451, 4919196]",True,4,Butt Bridge,secondary,50,False,89.08600000000001,R802,"LINESTRING (-6.2549998 53.3474793, -6.2549953 53.3475163, -6.2549946 53.3475242, -6.2549625 53.3478913, -6.2549549 53.348102, -6.2549539 53.348131, -6.2549529 53.3481594, -6.2549478 53.3482232, -6.2549447 53.3482797)",yes,,,
125872496,True,2,George's Quay,secondary,50,False,63.434,R105,"LINESTRING (-6.2549998 53.3474793, -6.2551621 53.3474818, -6.2555235 53.347486, -6.2559553 53.347487)",,,,
114208221,False,,Findlater Place,unclassified,30,True,57.526999999999994,,"LINESTRING (-6.2600124 53.3523692, -6.2598132 53.3524506, -6.2596403 53.3525212, -6.2593557 53.352637, -6.2592967 53.352661)",,,,
"[70595236, 233153575, 13994983]",True,1,"['Hawkins Street', 'Townsend Street']",unclassified,30,False,120.95700000000001,,"LINESTRING (-6.2571726 53.3467968, -6.257171 53.3467816, -6.2571607 53.346737, -6.257095 53.3464514, -6.2570138 53.3460405, -6.256894 53.3459956, -6.2567752 53.3459802, -6.2567437 53.3459704, -6.2565244 53.3459029)",,,,
4401661,True,1,Eustace Street,unclassified,30,False,32.534,,"LINESTRING (-6.264937 53.3454265, -6.2650575 53.3457101)",,,,
4401603,True,,Essex Street East,unclassified,30,False,63.80499999999999,,"LINESTRING (-6.265736 53.3451609, -6.2656938 53.3452006, -6.2656314 53.3452525, -6.265565 53.3452964, -6.2655144 53.3453253, -6.2654588 53.3453484, -6.2654091 53.3453605, -6.264937 53.3454265)",,,,
25631097,True,1,Bedford Row,residential,30,False,70.964,,"LINESTRING (-6.2618229 53.3456524, -6.261839 53.3460523, -6.2618584 53.3462248, -6.2618852 53.3462881)",,,,
10590795,True,,Fleet Street,residential,30,False,81.663,,"LINESTRING (-6.2605991 53.3457272, -6.2606308 53.3457252, -6.2614887 53.3456722, -6.2618229 53.3456524)",,,,
10590795,True,,Fleet Street,residential,30,False,45.4,,"LINESTRING (-6.2599188 53.3457692, -6.2605991 53.3457272)",,,,
129212232,True,,Price's Lane,unclassified,30,False,105.477,,"LINESTRING (-6.2599188 53.3457692, -6.259925 53.3458245, -6.2599542 53.346085, -6.2599818 53.3462403, -6.2599869 53.3462779, -6.2600346 53.346635, -6.2600776 53.3467107)",,,,
129212226,True,1,Aston Place,unclassified,30,False,92.96600000000001,,"LINESTRING (-6.2607335 53.3465574, -6.2606885 53.3464675, -6.2606576 53.3461797, -6.2605991 53.3457272)",,,,
800772121,True,2,Aston Quay,secondary,30,False,82.107,R148,"LINESTRING (-6.2607335 53.3465574, -6.2609349 53.3465103, -6.2611437 53.3464615, -6.2617647 53.3463163, -6.2618852 53.3462881)",,,,
"[372838330, 1249270404]",True,2,Aston Quay,secondary,30,False,46.757,R148,"LINESTRING (-6.2600776 53.3467107, -6.2603368 53.3466501, -6.2605934 53.3465901, -6.2606625 53.346574, -6.2607335 53.3465574)",,,,
3788281,True,3,Tara Street,secondary,50,False,76.286,R802,"LINESTRING (-6.2550211 53.3452183, -6.2551049 53.3452665, -6.2551368 53.3453412, -6.2551367 53.3453557, -6.255136 53.3454589, -6.2551336 53.3458363, -6.2551333 53.3458807)",,,,
"[4253728, 24973955, 74232837, 575070043, 529171742]",True,2,"['Pearse Street', 'College Street']",secondary,30,False,173.89100000000005,R118,"LINESTRING (-6.2550211 53.3452183, -6.2552901 53.3452493, -6.255331 53.3452599, -6.2556759 53.3453496, -6.2559616 53.3454242, -6.2564634 53.3455562, -6.2566086 53.3455842, -6.2567615 53.3456038, -6.2569184 53.3456123, -6.2569794 53.3456139, -6.2572161 53.3456184, -6.2572654 53.3456171, -6.257516 53.3456107)",,,,
"[514848250, 375737373, 24960743]",True,3,D'Olier Street,secondary,30,False,130.457,R138,"LINESTRING (-6.2586477 53.3467807, -6.2585335 53.3467035, -6.2584476 53.3466455, -6.2583354 53.3465697, -6.2582454 53.3465089, -6.258029 53.3463627, -6.2579451 53.346306, -6.2578166 53.3462191, -6.2575509 53.3460397, -6.2575246 53.3460219, -6.2573464 53.3459015)",,,,
4395994,False,2,Parnell Street,secondary,30,True,73.94500000000001,R803,"LINESTRING (-6.2645508 53.3509953, -6.2642821 53.3511121, -6.2636615 53.3513958)",,,,
"[1127369173, 556040851, 928725821, 1097499207]",True,2,Parnell Street,secondary,30,False,147.72500000000002,R803,"LINESTRING (-6.2645508 53.3509953, -6.2646147 53.3509725, -6.2647718 53.3509163, -6.2648404 53.3508917, -6.2653214 53.3507168, -6.2657039 53.3505777, -6.2661934 53.3503997, -6.2662519 53.3503785, -6.2663291 53.3503504, -6.2664528 53.3503054)",,,,
233718298,False,2,Champions' Avenue,residential,30,True,13.933,,"LINESTRING (-6.2565826 53.3518582, -6.256385 53.3519005)",,,,
233718298,False,2,Champions' Avenue,residential,30,False,5.874,,"LINESTRING (-6.2563012 53.3519175, -6.256385 53.3519005)",,,,
114208222,False,,Champions' Avenue,residential,30,False,91.686,,"LINESTRING (-6.256644 53.352266, -6.256677 53.3522674, -6.2570439 53.3522039, -6.2572168 53.3524751, -6.2573416 53.3526856, -6.2573769 53.3527453)",,,,
114208222,False,,Champions' Avenue,residential,30,True,44.632000000000005,,"LINESTRING (-6.256644 53.352266, -6.256613 53.3522553, -6.256385 53.3519005)",,,,
233718299,False,2,Champions' Avenue,residential,30,False,17.905,,"LINESTRING (-6.256644 53.352266, -6.2566439 53.3523316, -6.2566439 53.3523859, -6.2565876 53.3524096)",,,,
233718299,False,2,Champions' Avenue,residential,30,True,17.905,,"LINESTRING (-6.2565876 53.3524096, -6.2566439 53.3523859, -6.2566439 53.3523316, -6.256644 53.352266)",,,,
488735972,True,3,Westmoreland Street,secondary,30,False,14.639,R138,"LINESTRING (-6.2591207 53.3468036, -6.25911 53.3469351)",,,,
372838326,True,1,Aston Quay,secondary,30,False,14.105,R148,"LINESTRING (-6.2591207 53.3468036, -6.2591514 53.3468509, -6.259193 53.3468788, -6.2592173 53.3468883, -6.2592483 53.3468991)",,,,
43981320,True,1,Hawkins Street,unclassified,30,False,60.001,,"LINESTRING (-6.2572232 53.3473354, -6.2572167 53.3472335, -6.2572012 53.3469883, -6.2571882 53.3469012, -6.2571726 53.3467968)",,destination,,
"[43981321, 730418127]",True,4,Burgh Quay,secondary,30,False,66.58,R105,"LINESTRING (-6.2572232 53.3473354, -6.2572778 53.3473236, -6.2573289 53.3473126, -6.2579048 53.3472074, -6.2581747 53.3471468)",,,,
"[4414300, 369897003, 3787954, 1249270396, 23920383]",True,4,O'Connell Bridge,secondary,30,False,68.25,R138,"LINESTRING (-6.2591013 53.3475905, -6.2590532 53.3475, -6.2590471 53.3474886, -6.2589537 53.3473129, -6.2589186 53.347248, -6.2588576 53.3471323, -6.2588438 53.3471061, -6.2588362 53.3470914, -6.2588196 53.3470613, -6.2587886 53.3470058)",yes,,25,
"[3788065, 70410612]",True,2,Eden Quay,secondary,30,False,124.973,R105,"LINESTRING (-6.2591013 53.3475905, -6.2589759 53.3476208, -6.2586239 53.3477049, -6.2583905 53.3477594, -6.2576656 53.3479096, -6.2576104 53.3479201, -6.2573793 53.3479618, -6.2573305 53.3479706)",,,,
"[37955513, 37722122]",True,1,Middle Abbey Street,"['unclassified', 'residential']",30,False,260.268,,"LINESTRING (-6.2597517 53.3483267, -6.2598677 53.3483143, -6.2599147 53.3483093, -6.2602774 53.3482707, -6.2617415 53.348119, -6.2621985 53.348068, -6.2629573 53.3479833, -6.2634397 53.3479331, -6.2636112 53.347914)",,,,
"[677070805, 677070806]",True,2,O'Connell Street Lower,tertiary,30,False,87.37700000000001,,"LINESTRING (-6.2597517 53.3483267, -6.2597617 53.3483492, -6.2597681 53.3483651, -6.259775 53.348382, -6.259809 53.3484632, -6.2599261 53.3487403, -6.2600878 53.3490864)",,,,
295091734,True,1,,secondary_link,30,False,53.304,,"LINESTRING (-6.2581747 53.3471468, -6.258413 53.3470202, -6.2585113 53.3469685, -6.2585293 53.346959, -6.2585956 53.3469052, -6.2586224 53.3468593, -6.2586456 53.3468201, -6.2586477 53.3467807)",,,,
578973719,True,4,Burgh Quay,secondary,30,False,43.672999999999995,R105,"LINESTRING (-6.2581747 53.3471468, -6.2585768 53.3470572, -6.2586348 53.3470412, -6.2587886 53.3470058)",,,,
147077493,True,,King's Inn's Street,unclassified,30,False,6.623,,"LINESTRING (-6.2672353 53.3513488, -6.2671707 53.3513034)",,,,
310196058,False,,Loftus lane,residential,30,False,28.272000000000002,,"LINESTRING (-6.2672353 53.3513488, -6.2671965 53.351365, -6.2670239 53.3514698, -6.2669298 53.3515254)",,,,
1126998263,False,,Jervis Street,residential,30,False,43.347,,"LINESTRING (-6.2661975 53.3475458, -6.2662009 53.3475547, -6.266213 53.3475866, -6.2662262 53.3476148, -6.2663334 53.3479027, -6.2663422 53.3479259)",,,,
"[1047862775, 1127336983]",False,,Jervis Street,residential,30,True,84.476,,"LINESTRING (-6.2661975 53.3475458, -6.2661947 53.3475384, -6.2660844 53.3472488, -6.2660452 53.3471461, -6.2659153 53.346805)",,,,
"[4472592, 1177247242]",True,2,College Street,secondary_link,30,False,48.157,R138,"LINESTRING (-6.258428 53.3453338, -6.2586016 53.3453096, -6.2586891 53.3453081, -6.2587496 53.345307, -6.2588189 53.3453106, -6.2588783 53.3453138, -6.2589493 53.3453175, -6.2590306 53.3453207, -6.2591475 53.3453253)",,,,
4472591,True,3,College Street,secondary,30,False,68.074,R138,"LINESTRING (-6.257516 53.3456107, -6.25775 53.3455594, -6.2579 53.3455086, -6.258428 53.3453338)",,,,
114208220,True,1,Marlborough Street,unclassified,30,False,33.09,,"LINESTRING (-6.2592967 53.352661, -6.2592211 53.3524967, -6.2591625 53.3523744)",,,,
114208221,False,,Findlater Place,unclassified,30,False,57.527,,"LINESTRING (-6.2592967 53.352661, -6.2593557 53.352637, -6.2596403 53.3525212, -6.2598132 53.3524506, -6.2600124 53.3523692)",,,,
3957139,True,2,Parnell Street,secondary,30,False,32.202,R803,"LINESTRING (-6.2610318 53.3527764, -6.2611831 53.3526665, -6.2613445 53.352555)",,,,
"[548793704, 356748753]",False,3,Parnell Street,secondary,30,False,111.87599999999999,R803,"LINESTRING (-6.2610318 53.3527764, -6.2608812 53.3528433, -6.2600954 53.3531925, -6.2598384 53.3533038, -6.259676 53.3533742)",,,,
3788405,True,2,O'Connell Street Upper,tertiary,30,False,70.491,,"LINESTRING (-6.2613445 53.352555, -6.2612725 53.3523923, -6.2612001 53.3522278, -6.2611234 53.3520535, -6.2610744 53.3519419)",,,,
12341239,True,2,Parnell Street,secondary,30,False,30.528,R803,"LINESTRING (-6.2613445 53.352555, -6.2614015 53.3525315, -6.2614921 53.3524999, -6.2616248 53.3524801, -6.2616707 53.3524732, -6.2617636 53.3524486)",,,,
12341238,True,2,Parnell Street,secondary,30,False,53.269000000000005,R803,"LINESTRING (-6.2617636 53.3524486, -6.2618697 53.352402, -6.2623843 53.3521451)",,,,
"[927987714, 1249270397, 585256046, 585256047]",True,2,O'Connell Bridge,secondary,30,False,68.10499999999999,R138,"LINESTRING (-6.25911 53.3469351, -6.2591065 53.3469754, -6.2591395 53.3470334, -6.2591464 53.3470464, -6.2593446 53.3474169, -6.2593514 53.3474296, -6.2593571 53.3474404, -6.2593927 53.3475213)",yes,,,
"[1249270400, 4401523]",True,2,Aston Quay,secondary,30,False,10.030000000000001,R148,"LINESTRING (-6.25911 53.3469351, -6.2591873 53.3469176, -6.2592483 53.3468991)",,,,
"[41851537, 768702579]",True,2,Beresford Place,secondary,50,False,71.359,R105,"LINESTRING (-6.254946 53.3486617, -6.2546727 53.3490413, -6.254637 53.3490672, -6.2545394 53.349138, -6.254395 53.349195)",,,,
"[114208059, 768702580, 873226799]",True,2,Beresford Place,secondary,50,False,61.391,R802,"LINESTRING (-6.254946 53.3486617, -6.2548989 53.3488304, -6.2548513 53.3490006, -6.2548278 53.3490402, -6.2548039 53.3490853, -6.2547584 53.349171, -6.2547325 53.3491959)",,,,
474506101,True,2,Beresford Place,secondary,50,False,71.779,R105,"LINESTRING (-6.254395 53.349195, -6.2538579 53.3493391, -6.2535834 53.3493905, -6.2535621 53.3493945, -6.2533858 53.3494227)",,,,
474506102,True,1,Abbey Street Lower,unclassified,30,False,19.195,,"LINESTRING (-6.2549396 53.3491973, -6.2546664 53.3492539)",,,,
37692492,True,1,Beresford Place,unclassified,50,False,13.748,,"LINESTRING (-6.2549396 53.3491973, -6.2547817 53.349196, -6.2547325 53.3491959)",,,,
515236648,True,1,Beresford Place,secondary,50,False,86.47699999999999,R802,"LINESTRING (-6.2546664 53.3492539, -6.2544406 53.3493236, -6.254017 53.3494511, -6.2539185 53.349484, -6.2538177 53.3495413, -6.2537875 53.3495734, -6.2537498 53.3496237, -6.2537104 53.3497213)",,,,
1167896617,True,1,Beresford Place,unclassified,50,False,22.488999999999997,,"LINESTRING (-6.2547325 53.3491959, -6.2546639 53.3491951, -6.2544556 53.3491884, -6.254395 53.349195)",,,,
1167896618,True,2,Beresford Place,secondary,50,False,7.800000000000001,R802,"LINESTRING (-6.2547325 53.3491959, -6.2547137 53.3492125, -6.2546664 53.3492539)",,,,
356748752,True,1,Parnell Street,secondary_link,30,False,26.944,R803,"LINESTRING (-6.261428 53.3527492, -6.2613814 53.3527436, -6.2613231 53.3527365, -6.2612522 53.3527451, -6.2611996 53.3527517, -6.2610318 53.3527764)",,,,
578973715,True,2,Cavendish Row,secondary,30,False,22.293999999999997,R132,"LINESTRING (-6.261428 53.3527492, -6.2613994 53.3526827, -6.2613621 53.3525959, -6.2613445 53.352555)",,,,
67139161,False,,Dominick Lane,residential,30,False,88.303,,"LINESTRING (-6.2667641 53.3520984, -6.2667995 53.3520765, -6.2668359 53.352054, -6.2668941 53.3520179, -6.2672835 53.3517736, -6.2673048 53.3517439, -6.2669298 53.3515254)",,,,
397464856,True,1,Dominick Street Lower,tertiary,30,False,189.22999999999996,,"LINESTRING (-6.2667641 53.3520984, -6.2666624 53.3520418, -6.2663288 53.3518582, -6.2661117 53.3517397, -6.2658459 53.3516166, -6.2650397 53.351168, -6.264902 53.3510947, -6.2648606 53.3510733, -6.2647722 53.3510309, -6.2647086 53.3510003, -6.2646728 53.3509899, -6.2646222 53.350985)",,,,
"[506780986, 285487940]",True,2,Eden Quay,secondary,30,False,162.33100000000002,R105,"LINESTRING (-6.2573305 53.3479706, -6.2571141 53.3480063, -6.2557574 53.3482121, -6.2552891 53.3482497, -6.2551541 53.3482644, -6.2551263 53.3482695, -6.2549447 53.3482797)",,,,
338075835,True,2,Parnell Square West,secondary,30,False,233.99800000000002,R132,"LINESTRING (-6.2632021 53.3519989, -6.2637058 53.3523326, -6.2638979 53.3524638, -6.2644843 53.3528685, -6.2647363 53.3530323, -6.2653742 53.3534686, -6.2655305 53.3535789)",,,,
"[49974585, 892122116]",True,2,Townsend Street,tertiary,30,False,92.389,,"LINESTRING (-6.2565244 53.3459029, -6.256457 53.3459031, -6.2562403 53.3459018, -6.2560711 53.3459007, -6.2559963 53.3459003, -6.2559319 53.3459, -6.2552474 53.3458835, -6.2551333 53.3458807)",,,,
4486557,True,,Cathedral Street,unclassified,30,False,68.73400000000001,,"LINESTRING (-6.2603792 53.3503787, -6.2603071 53.3503908, -6.260235 53.3504029, -6.2593822 53.3505458)",,,,
"[49961184, 49961189]",True,2,"[""O'Connell Street Lower"", ""O'Connell Street Upper""]",tertiary,30,False,173.23499999999999,,"LINESTRING (-6.2603792 53.3503787, -6.2603097 53.3502191, -6.260128 53.349819, -6.2598146 53.3490861, -6.2597226 53.3488709)",,,,
"[14047779, 52879958]",False,2,Cathal Brugha Street,tertiary,30,False,135.70799999999997,,"LINESTRING (-6.2610744 53.3519419, -6.2609316 53.3519753, -6.2606095 53.3520479, -6.2601115 53.3521638, -6.2591625 53.3523744)",,,,
49961189,True,2,O'Connell Street Upper,tertiary,30,False,179.83999999999997,,"LINESTRING (-6.2610744 53.3519419, -6.2608416 53.351421, -6.2607686 53.3512564, -6.2603792 53.3503787)",,,,
10590795,True,,Fleet Street,residential,30,False,52.211,,"LINESTRING (-6.2591395 53.3458327, -6.2593291 53.3458162, -6.2593572 53.345814, -6.2594362 53.3458078, -6.2599188 53.3457692)",,,,
675882488,True,3,Westmoreland Street,secondary,30,False,107.967,R138,"LINESTRING (-6.2591395 53.3458327, -6.2591385 53.3458965, -6.2591326 53.3462654, -6.2591291 53.3464845, -6.2591232 53.3467217, -6.2591207 53.3468036)",,,,
675882488,True,3,Westmoreland Street,secondary,30,False,16.068,R138,"LINESTRING (-6.2591418 53.3456882, -6.2591395 53.3458327)",,,,
"[585051345, 4401539]",True,1,"['Fleet Street', 'Westmoreland Street']","['unclassified', 'secondary_link']",30,False,133.15099999999998,R138,"LINESTRING (-6.2591418 53.3456882, -6.259076 53.3457907, -6.2590747 53.3458443, -6.2590253 53.3458436, -6.2589709 53.3458462, -6.2585777 53.3458651, -6.2576321 53.3459049, -6.257586 53.3459044, -6.2573464 53.3459015)",,,,
3787955,True,2,O'Connell Street Lower,tertiary,30,False,92.673,,"LINESTRING (-6.2593927 53.3475213, -6.2594395 53.3476239, -6.2597102 53.3482334, -6.2597277 53.3482727, -6.2597517 53.3483267)",,,,
"[585508291, 4401701, 717426630]",True,3,Bachelors Walk,secondary,30,False,20.816000000000003,R148,"LINESTRING (-6.2593927 53.3475213, -6.2593657 53.3475277, -6.2593063 53.3475419, -6.2592619 53.3475525, -6.2591013 53.3475905)",,,,
8403822,False,,Wolfe Tone Street,residential,30,True,112.835,,"LINESTRING (-6.2675318 53.3489664, -6.2677283 53.3494825, -6.2678887 53.3499037, -6.2679087 53.3499559)",,,,
928725822,True,2,Parnell Street,secondary,30,False,4.876,R803,"LINESTRING (-6.2646222 53.350985, -6.2645508 53.3509953)",,,,
3788308,False,,Prince's Street North,unclassified,30,False,148.762,,"LINESTRING (-6.2622688 53.348779, -6.2620209 53.3488162, -6.261122 53.3489343, -6.2610459 53.3489444, -6.2602658 53.34906, -6.2600878 53.3490864)",,,,
33920769,True,,Jervis Street,residential,30,False,249.97500000000002,,"LINESTRING (-6.2663422 53.3479259, -6.2665364 53.3484356, -6.2665542 53.3484822, -6.2665999 53.3486023, -6.2666729 53.3487939, -6.2671459 53.3500355, -6.2671773 53.350118)",,,,
1126998263,False,,Jervis Street,residential,30,True,43.347,,"LINESTRING (-6.2663422 53.3479259, -6.2663334 53.3479027, -6.2662262 53.3476148, -6.266213 53.3475866, -6.2662009 53.3475547, -6.2661975 53.3475458)",,,,
"[4395970, 1127369172, 1127365918]",True,2,Parnell Street,secondary,30,False,68.612,R803,"LINESTRING (-6.2672057 53.3501909, -6.2669758 53.3502595, -6.2668558 53.3502976, -6.2665593 53.3503913, -6.2665371 53.3503991, -6.2662961 53.3504836)",,,,
1127365922,True,,Jervis Street,residential,30,False,8.322,,"LINESTRING (-6.2671773 53.350118, -6.2672057 53.3501909)",,,,
"[1127365924, 1127365917]",True,"['1', '2']",Parnell Street,secondary,30,False,51.786,R803,"LINESTRING (-6.2671773 53.350118, -6.2672651 53.3500981, -6.2675168 53.3500425, -6.2679087 53.3499559)",,,,
1258013806,True,,Liffey Street Lower,residential,30,False,31.05,,"LINESTRING (-6.263305 53.3468974, -6.2632219 53.3466226)",,,,
4395994,False,2,Parnell Street,secondary,30,False,54.511,R803,"LINESTRING (-6.2630396 53.3517159, -6.2630891 53.35169, -6.2631399 53.3516634, -6.2635104 53.3514691, -6.2636615 53.3513958)",,,,
"[1170418363, 1170418373]",True,1,"['Parnell Square West', 'Parnell Street']",secondary,30,False,34.933,R132,"LINESTRING (-6.2630396 53.3517159, -6.2630211 53.3517705, -6.2630208 53.3518031, -6.2630296 53.3518322, -6.2630365 53.3518438, -6.263052 53.3518606, -6.2630636 53.3518715, -6.2630939 53.3519, -6.2631076 53.3519128, -6.2632021 53.3519989)",,,,
"[1170418364, 1170418374]",True,1,"['Parnell Square West', 'Parnell Street']",secondary,30,False,64.93100000000001,R132,"LINESTRING (-6.2623843 53.3521451, -6.2624787 53.352117, -6.2625238 53.3521037, -6.2626029 53.3520643, -6.262866 53.351936, -6.2628839 53.3519296, -6.2629311 53.35192, -6.2629686 53.3519186, -6.2629813 53.3519203, -6.2630068 53.351924, -6.2630312 53.3519329, -6.2630521 53.3519414, -6.2632021 53.3519989)",,,,
1170418365,True,1,Parnell Street,secondary,30,False,64.785,R803,"LINESTRING (-6.2623843 53.3521451, -6.2624789 53.3520715, -6.2625576 53.3520319, -6.2625717 53.3520245, -6.2626394 53.3519754, -6.2628238 53.3518394, -6.2629439 53.3517647, -6.2630396 53.3517159)",,,,
