osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,bridge,tunnel
23097281,High Street,unclassified,50,False,False,32.473,"LINESTRING (-7.1096274 52.2606977, -7.1096689 52.2607041, -7.1097175 52.2607106, -7.1098652 52.2607272, -7.1100953 52.2607546)",,,,,
475741382,High Street,unclassified,50,True,False,55.297,"LINESTRING (-7.1096274 52.2606977, -7.1095816 52.2606895, -7.1095254 52.2606787, -7.1089932 52.2605691, -7.1088564 52.2605409)",,,,,
23097281,High Street,unclassified,50,False,True,32.473,"LINESTRING (-7.1100953 52.2607546, -7.1098652 52.2607272, -7.1097175 52.2607106, -7.1096689 52.2607041, -7.1096274 52.2606977)",,,,,
"[675660240, 23097227]","['Conduit Lane', 'High Street']",unclassified,50,True,False,146.925,"LINESTRING (-7.1100953 52.2607546, -7.1103898 52.2607908, -7.1106 52.2608173, -7.110621 52.2608194, -7.1106052 52.2608519, -7.1105876 52.2608927, -7.1105679 52.2609414, -7.1105439 52.2610067, -7.1104591 52.2612601, -7.1103977 52.2614425, -7.1103729 52.2615096, -7.1103491 52.261566, -7.1103315 52.2615982, -7.1103091 52.2616381, -7.1102767 52.2616942, -7.1102367 52.2617559, -7.1102215 52.2617801)",,,,,
855866313,Conduit Lane,unclassified,,True,False,7.253,"LINESTRING (-7.1102215 52.2617801, -7.1101801 52.2618402)",,,,,
"[201025009, 1091669730, 480493567]",Meagher's Quay,secondary,50,True,False,212.221,"LINESTRING (-7.1102215 52.2617801, -7.1105672 52.2618694, -7.1107266 52.2619106, -7.1110691 52.2620005, -7.1113417 52.2620696, -7.1114443 52.2620959, -7.1115696 52.2621272, -7.1119194 52.2622059, -7.1123592 52.262301, -7.11299 52.2624389, -7.1130477 52.262445, -7.1131039 52.2624513, -7.1131345 52.2624547)",1,R680,,,
"[1058344340, 201017934]",Merchants Quay,secondary,50,False,True,65.36099999999999,"LINESTRING (-7.1173933 52.2635282, -7.1169164 52.2633683, -7.116733 52.2633074, -7.1166404 52.2632778, -7.1165902 52.263263, -7.1165467 52.2632509)",4,R680,,,
201017935,Merchants Quay,secondary,50,False,False,118.952,"LINESTRING (-7.1173933 52.2635282, -7.1181949 52.2637925, -7.1184062 52.2638611, -7.1185851 52.2639173, -7.1187378 52.2639628, -7.1188302 52.2639888, -7.1189468 52.2640173)",4,R680,,,
"[1107356881, 32286266]",John Street,unclassified,50,True,False,101.132,"LINESTRING (-7.111498 52.2572621, -7.1115359 52.2573115, -7.1115655 52.2573583, -7.1116084 52.25744, -7.1116486 52.2575368, -7.1116729 52.2576162, -7.1116896 52.2576847, -7.1117001 52.2577382, -7.1117149 52.2578178, -7.1117284 52.2579083, -7.111737 52.2579833, -7.1117411 52.258019, -7.1117387 52.2580437, -7.111732 52.2580658, -7.1117194 52.2580861, -7.1116707 52.258143)",1,,,,
42739585,Parnell Street,secondary,50,False,False,87.266,"LINESTRING (-7.111498 52.2572621, -7.1114611 52.2572902, -7.1114255 52.2573154, -7.1113836 52.2573431, -7.1113477 52.2573645, -7.1113011 52.257391, -7.1112507 52.2574175, -7.110535 52.2577781)",2,R680,,,
