osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,junction
277229412,2,R420,secondary,30,False,False,22.712000000000003,"LINESTRING (-7.1898296 53.1618622, -7.189659 53.1619409, -7.1895468 53.1619745)",,,
"[184679162, 277229412]",2,R420,secondary,"['30', '50']",False,True,135.292,"LINESTRING (-7.1898296 53.1618622, -7.1899545 53.1618264, -7.1902477 53.1618147, -7.1904217 53.1618175, -7.1909523 53.1618261, -7.1918445 53.1618286)",,,
24834641,1,,tertiary,30,True,False,200.693,"LINESTRING (-7.1866542 53.1582889, -7.1871073 53.1585918, -7.1874949 53.1588473, -7.1884351 53.1594669, -7.188688 53.1596192)",Main Street,,
25596039,2,R420,secondary,50,False,False,80.002,"LINESTRING (-7.1866542 53.1582889, -7.1865988 53.158252, -7.1858508 53.1577545)",,,
277229411,2,R420,secondary,,False,True,247.373,"LINESTRING (-7.1866542 53.1582889, -7.1863955 53.1584452, -7.1861735 53.1585793, -7.1860559 53.1586667, -7.1860156 53.1587253, -7.1860194 53.1587786, -7.1860548 53.1588311, -7.1861599 53.1589134, -7.1865641 53.1592472, -7.1869346 53.1595584, -7.1870958 53.1597043, -7.1871916 53.1598164, -7.1872216 53.1598515, -7.187341 53.1600034, -7.1874121 53.1601188)",Link Road,,
25596039,2,R420,secondary,50,False,True,80.002,"LINESTRING (-7.1858508 53.1577545, -7.1865988 53.158252, -7.1866542 53.1582889)",,,
86277789,2,R419,secondary,,False,False,4.516,"LINESTRING (-7.1889018 53.1645209, -7.188875 53.1645582)",Cushina Road,,
41199664,2,L7178,tertiary,50,False,False,117.286,"LINESTRING (-7.1889018 53.1645209, -7.1886564 53.164508, -7.1882056 53.1645154, -7.1877425 53.1645303, -7.1874049 53.1645703, -7.1871655 53.1646215)",,,
86277796,2,R419,secondary,,False,False,50.653,"LINESTRING (-7.1889018 53.1645209, -7.1891042 53.1642019, -7.1891471 53.1640906)",Cushina Road,,
277229410,,,residential,30,False,True,101.598,"LINESTRING (-7.188688 53.1596192, -7.1874121 53.1601188)",Park Lane,,
24834641,1,,tertiary,30,True,False,43.753,"LINESTRING (-7.188688 53.1596192, -7.1889671 53.1598012, -7.1891053 53.1599217)",Main Street,,
24834641,1,,tertiary,30,True,False,190.87100000000004,"LINESTRING (-7.1891053 53.1599217, -7.1891742 53.1600465, -7.1893553 53.1605115, -7.1894209 53.1607739, -7.1894885 53.1613797, -7.1895132 53.1615116, -7.1895562 53.1615957, -7.1895635 53.1616094)",Main Street,,
"[277229409, 25569371, 342760347]",,L31577,tertiary,30,False,True,244.087,"LINESTRING (-7.1891053 53.1599217, -7.1904392 53.1596052, -7.1909138 53.1594978, -7.1913165 53.1594266, -7.1917734 53.1593552, -7.1921344 53.1592874, -7.1922894 53.159257, -7.1924329 53.1592209, -7.1925208 53.1591633)",Foxcroft Street,,
29491360,2,R419,secondary,,False,True,133.176,"LINESTRING (-7.1925208 53.1591633, -7.1926483 53.15906, -7.193095 53.1583666, -7.1932927 53.1580631)",,,
56298313,2,R419,secondary,,False,False,64.764,"LINESTRING (-7.1925208 53.1591633, -7.1925973 53.1592021, -7.1930104 53.1594472, -7.1931303 53.1595358, -7.1931765 53.1595888)",Link Road,,
"[277229409, 25569371, 342760347]",,L31577,tertiary,30,False,False,244.08700000000002,"LINESTRING (-7.1925208 53.1591633, -7.1924329 53.1592209, -7.1922894 53.159257, -7.1921344 53.1592874, -7.1917734 53.1593552, -7.1913165 53.1594266, -7.1909138 53.1594978, -7.1904392 53.1596052, -7.1891053 53.1599217)",Foxcroft Street,,
277229412,2,R420,secondary,30,False,True,14.846,"LINESTRING (-7.1893369 53.1620191, -7.1895468 53.1619745)",,,
