osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,junction,access
"[23993097, 1059066090]",unclassified,False,True,399.38899999999995,"LINESTRING (-9.2936498 53.8577385, -9.2937946 53.8576677, -9.293877 53.8576246, -9.2941485 53.8574824, -9.2943911 53.857313, -9.2948903 53.8570431, -9.2952866 53.8568447, -9.2954032 53.8568103, -9.2954893 53.8567849, -9.2956813 53.8567732, -9.2958564 53.8567958, -9.2960591 53.8568465, -9.2961497 53.8568592, -9.2962186 53.856853, -9.2962403 53.8568511, -9.2962947 53.856827, -9.2963202 53.8568148, -9.2964415 53.8567061, -9.2964998 53.8566538, -9.2965746 53.8565868, -9.2967103 53.8564652, -9.2968401 53.8563488, -9.2969832 53.8562206, -9.2971106 53.8561064, -9.2972412 53.8559894, -9.2972571 53.8559751, -9.2974003 53.8558923, -9.2974138 53.8558845, -9.2975968 53.8557991, -9.2978546 53.8556788, -9.2979959 53.8555466)",,,,,,,
"[445880112, 250019888]",secondary,False,True,205.82000000000002,"LINESTRING (-9.2936498 53.8577385, -9.2935064 53.8577529, -9.2922431 53.8580354, -9.2920105 53.858059, -9.2918178 53.8580655, -9.2917488 53.8580678, -9.2913893 53.8580416, -9.2909144 53.8579805, -9.2906258 53.8579433)",2,R373,Charles Street Lower,50,,,
"[1088868632, 250031882, 23936440]",secondary,False,False,55.015,"LINESTRING (-9.2936498 53.8577385, -9.2936851 53.8577661, -9.29373 53.8578007, -9.2940252 53.8579106, -9.2943507 53.8579975)",2,R373,Charles Street Lower,50,,,
23936265,secondary,False,True,136.032,"LINESTRING (-9.2952764 53.8581838, -9.2953742 53.8581394, -9.2957645 53.8580352, -9.2961949 53.8579203, -9.2965538 53.8578245, -9.2966778 53.8577944, -9.2967204 53.8577841, -9.2968454 53.8577762, -9.2969376 53.8577999, -9.2971443 53.8578824)",2,R373,Lucan Street,50,,,
66054554,tertiary,False,False,14.712,"LINESTRING (-9.2952764 53.8581838, -9.2953724 53.8582232, -9.2954271 53.8582777)",,,Richard Street,50,,,
250031882,secondary,False,True,57.993,"LINESTRING (-9.2952764 53.8581838, -9.2951269 53.8581635, -9.2950282 53.8581501, -9.2948131 53.8581132, -9.2945658 53.8580513, -9.2944397 53.8580198)",2,R373,Charles Street Lower,50,,,
66054554,tertiary,False,False,85.8,"LINESTRING (-9.2954271 53.8582777, -9.2954524 53.8583919, -9.2954543 53.8585156, -9.2954591 53.8588329, -9.2954606 53.8589295, -9.2954731 53.8590481)",,,Richard Street,50,,,
66054554,tertiary,False,True,14.712,"LINESTRING (-9.2954271 53.8582777, -9.2953724 53.8582232, -9.2952764 53.8581838)",,,Richard Street,50,,,
23842730,tertiary,True,False,64.57000000000001,"LINESTRING (-9.2954576 53.8596272, -9.2954356 53.8594961, -9.295455 53.8591212, -9.2954731 53.8590481)",,,Richard Street,50,,,
24064415,tertiary,False,False,189.397,"LINESTRING (-9.2954576 53.8596272, -9.2953987 53.8597873, -9.2953681 53.8599308, -9.2953293 53.8601123, -9.2952695 53.8602287, -9.2951252 53.8605094, -9.2950053 53.8607935, -9.2948223 53.861286)",2,,Thomas Street,50,,,
24064415,tertiary,False,True,54.245999999999995,"LINESTRING (-9.2954576 53.8596272, -9.2955646 53.8594551, -9.2958089 53.8591868)",2,,Thomas Street,50,,,
23936222,secondary,False,False,2.876,"LINESTRING (-9.2976285 53.8608201, -9.2976194 53.8608454)",2,R310,Davitts Terrace,50,,,
23936222,secondary,False,True,6.662,"LINESTRING (-9.2976285 53.8608201, -9.2976488 53.8607614)",2,R310,Davitts Terrace,50,,,
189070866,residential,False,False,84.29299999999999,"LINESTRING (-9.2976285 53.8608201, -9.2972175 53.8607764, -9.2971081 53.8607838, -9.2969903 53.8608161, -9.2965948 53.8610146, -9.2964917 53.8610344)",,,Harmony Heights,30,,,
23936222,secondary,False,False,57.302,"LINESTRING (-9.2978237 53.8602565, -9.2976488 53.8607614)",2,R310,Davitts Terrace,50,,,
23936208,secondary,False,True,177.786,"LINESTRING (-9.2978237 53.8602565, -9.2993005 53.8593017, -9.2996508 53.8590753)",,R310,Lower Chapel Street,50,,,
23936264,secondary,False,False,101.611,"LINESTRING (-9.2978237 53.8602565, -9.2978654 53.860067, -9.2981131 53.8593592)",,R310,New Antrim Street,50,,,
189070922,residential,False,False,78.895,"LINESTRING (-9.2978237 53.8602565, -9.2973863 53.8601867, -9.2971257 53.8601398, -9.2966579 53.8600834)",,,Kennedy Gardens,30,,,
23916968,secondary,False,True,57.328,"LINESTRING (-9.302221 53.8572866, -9.302379 53.8573665, -9.302746 53.857552, -9.3028649 53.8576112, -9.3028856 53.8576215)",2,R311,Newport Road,50,,,
23936204,secondary,True,False,260.712,"LINESTRING (-9.302221 53.8572866, -9.3021391 53.8573436, -9.3011546 53.8580288, -9.3007619 53.8583021, -9.3007084 53.8583393, -9.3006857 53.8583551, -9.3005252 53.8584668, -9.300331 53.8586019, -9.2996508 53.8590753)",1,R310,Upper Chapel Street,50,,,
"[23936296, 1059066095, 1059066097, 23936594, 446123955, 23936596]",secondary,False,False,159.879,"LINESTRING (-9.302221 53.8572866, -9.3021499 53.8572608, -9.3014757 53.8569, -9.3013941 53.8568623, -9.3013764 53.8568541, -9.3013075 53.8568223, -9.3012292 53.8567861, -9.3010389 53.8567032, -9.3010135 53.8566912, -9.3007931 53.8565874, -9.3007035 53.8565452, -9.3004406 53.856452, -9.3003057 53.8564032)",2,R311,"['Market Square', 'Newtown']",30,yes,,
23936592,secondary,False,True,127.583,"LINESTRING (-9.302221 53.8572866, -9.3023311 53.8572391, -9.3026618 53.8569981, -9.3031389 53.8566795, -9.3035019 53.856426)",2,R310,Lannagh Road,50,,,
"[251568752, 23842731]",tertiary,True,False,106.333,"LINESTRING (-9.2996508 53.8590753, -9.2992343 53.8587303, -9.2988461 53.8584872, -9.2986702 53.8583943, -9.2986282 53.8583771, -9.2985873 53.8583603)",,,Tucker Street,30,,,
23936208,secondary,False,False,177.786,"LINESTRING (-9.2996508 53.8590753, -9.2993005 53.8593017, -9.2978237 53.8602565)",,R310,Lower Chapel Street,50,,,
270496488,tertiary,False,True,187.695,"LINESTRING (-9.2996508 53.8590753, -9.3004837 53.8597311, -9.300826 53.8600006, -9.3012214 53.8603119, -9.3013504 53.8604329)",2,,Rathbawn Road,50,,,
23936266,secondary,True,False,108.56,"LINESTRING (-9.2985873 53.8583603, -9.2985075 53.8583319, -9.2983016 53.8582622, -9.2980294 53.8581643, -9.2979131 53.8581281, -9.2977337 53.8580708, -9.2971443 53.8578824)",,R310,Linenhall Street,30,,,
66054554,tertiary,False,False,27.445999999999998,"LINESTRING (-9.2954731 53.8590481, -9.2955189 53.8590912, -9.2957344 53.8591639, -9.2958089 53.8591868)",,,Richard Street,50,,,
66054554,tertiary,False,True,85.8,"LINESTRING (-9.2954731 53.8590481, -9.2954606 53.8589295, -9.2954591 53.8588329, -9.2954543 53.8585156, -9.2954524 53.8583919, -9.2954271 53.8582777)",,,Richard Street,50,,,
24064415,tertiary,False,False,54.245999999999995,"LINESTRING (-9.2958089 53.8591868, -9.2955646 53.8594551, -9.2954576 53.8596272)",2,,Thomas Street,50,,,
24064415,tertiary,False,True,100.524,"LINESTRING (-9.2958089 53.8591868, -9.2958383 53.8591554, -9.296534 53.8584527, -9.2965806 53.8584057)",2,,Thomas Street,50,,,
66054554,tertiary,False,True,27.445999999999998,"LINESTRING (-9.2958089 53.8591868, -9.2957344 53.8591639, -9.2955189 53.8590912, -9.2954731 53.8590481)",,,Richard Street,50,,,
23936265,secondary,False,False,136.03199999999998,"LINESTRING (-9.2971443 53.8578824, -9.2969376 53.8577999, -9.2968454 53.8577762, -9.2967204 53.8577841, -9.2966778 53.8577944, -9.2965538 53.8578245, -9.2961949 53.8579203, -9.2957645 53.8580352, -9.2953742 53.8581394, -9.2952764 53.8581838)",2,R373,Lucan Street,50,,,
"[23936593, 23936281, 189070863]",secondary,True,False,251.37300000000002,"LINESTRING (-9.2971443 53.8578824, -9.2972303 53.8577938, -9.2972486 53.857775, -9.2973758 53.8576559, -9.2974742 53.8575636, -9.297635 53.8574128, -9.2978001 53.857258, -9.2979545 53.8571224, -9.2980509 53.8570376, -9.2982807 53.8568429, -9.2984308 53.8567028, -9.2986911 53.8564597, -9.2987286 53.8564247, -9.2992074 53.8559777)",1,R310,"['Bridge Street', 'Main Street']",30,yes,,
23936335,tertiary,True,False,68.939,"LINESTRING (-9.2971443 53.8578824, -9.2966866 53.8583073, -9.2965806 53.8584057)",,,Rush Street,50,,,
24064387,tertiary,True,False,90.569,"LINESTRING (-9.2994606 53.8557171, -9.2999088 53.8558954, -9.3001368 53.8560181, -9.3002969 53.8561367, -9.3004687 53.8562631)",1,,Duke Street,30,,,
445754368,secondary,False,False,86.295,"LINESTRING (-9.2994606 53.8557171, -9.299681 53.8554266, -9.2997298 53.8553623, -9.2998363 53.8552219, -9.2999983 53.8550088)",2,R310,Ellison Street,30,,,
23916969,tertiary,True,False,92.796,"LINESTRING (-9.2992074 53.8559777, -9.2979959 53.8555466)",,,Castle Street,50,,,
"[1030506196, 23936284]",secondary,True,False,33.398,"LINESTRING (-9.2992074 53.8559777, -9.299334 53.8558474, -9.2994606 53.8557171)","['1', '2']",R310,Ellison Street,30,,,
23936343,secondary,False,False,289.157,"LINESTRING (-9.2970839 53.8543821, -9.2969918 53.854393, -9.2968781 53.8543867, -9.2966262 53.8543332, -9.2957255 53.8540397, -9.2954647 53.8539547, -9.2944545 53.8536275, -9.29435 53.8535577, -9.2942671 53.8534844, -9.2937806 53.8528723)",,R917,Spencer Street,50,,,
139586489,secondary,False,False,106.10700000000001,"LINESTRING (-9.2970839 53.8543821, -9.2971684 53.8543495, -9.2975172 53.8541373, -9.2977013 53.8540252, -9.2980927 53.8537914, -9.2981168 53.853777, -9.2982536 53.8537283)",2,R917,The Mall,50,,,
"[1150561658, 23936286]",secondary,False,"[False, True]",203.066,"LINESTRING (-9.3001656 53.8546978, -9.3002474 53.8545422, -9.300376 53.854367, -9.3004814 53.8542423, -9.3005864 53.8541446, -9.3006726 53.8540808, -9.3007824 53.8540198, -9.3009166 53.8539574, -9.3010561 53.8539031, -9.3011591 53.8538688, -9.3014305 53.8537784, -9.3023045 53.8534837)",2,R310,"['Westport Road', 'Mountain View']",50,,,
252050514,secondary,False,True,173.89,"LINESTRING (-9.3001656 53.8546978, -9.2999487 53.8546546, -9.2997263 53.8545713, -9.2995764 53.8544881, -9.2994808 53.8543997, -9.2993201 53.854178, -9.2991811 53.8540538, -9.2985534 53.8537591, -9.2984035 53.8537232, -9.2982536 53.8537283)",2,R917,The Mall,50,,,
445754368,secondary,False,True,36.303,"LINESTRING (-9.3001656 53.8546978, -9.3001005 53.8548378, -9.3000908 53.8548541, -9.2999983 53.8550088)",2,R310,Ellison Street,30,,,
23937040,secondary,False,False,126.37599999999999,"LINESTRING (-9.3041602 53.8528433, -9.304 53.8529147, -9.3039231 53.8529432, -9.3038546 53.8529685, -9.3033514 53.8531335, -9.3027002 53.853351, -9.3024998 53.8534179)",2,R310,Westport Road,50,,,
23937040,secondary,False,True,39.739999999999995,"LINESTRING (-9.3041602 53.8528433, -9.3045398 53.8526425, -9.3046062 53.8526016)",2,R310,Westport Road,50,,,
"[23916969, 23936347]",tertiary,True,False,74.747,"LINESTRING (-9.2979959 53.8555466, -9.2979543 53.8555313, -9.2975923 53.8553977, -9.2975539 53.8553551, -9.2975616 53.8553034, -9.2976998 53.8551368, -9.2977044 53.8550933, -9.2976649 53.8550356)",,,"['The Mall', 'Castle Street']",50,,,
