osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,junction,bridge
28866607,2,L1023,tertiary,50,False,False,102.39,"LINESTRING (-6.4943647 52.5897798, -6.494342 52.589561, -6.4941562 52.58939, -6.4939538 52.5892819, -6.4935758 52.5890408)",,,
189435939,2,R772,secondary,50,False,True,87.191,"LINESTRING (-6.4943647 52.5897798, -6.4942374 52.5897862, -6.4941233 52.589792, -6.4938722 52.5898528, -6.4936994 52.5899105, -6.493536 52.59, -6.4935307 52.5900038, -6.4934288 52.5900766, -6.4933087 52.5901703)",,,
189887455,2,R772,secondary,50,False,False,70.597,"LINESTRING (-6.4943647 52.5897798, -6.4947213 52.5897766, -6.4950388 52.5897774, -6.4954097 52.5897748)",Main Street,,
165334046,2,,residential,,False,False,121.16999999999999,"LINESTRING (-6.4954097 52.5897748, -6.4954561 52.5895889, -6.4954416 52.5895182, -6.4953559 52.5894083, -6.4953656 52.5893081, -6.4954739 52.5891992, -6.4957485 52.5890422, -6.4954658 52.5888576)",,,
189887455,2,R772,secondary,50,False,False,62.683,"LINESTRING (-6.4954097 52.5897748, -6.4956619 52.5897693, -6.4958651 52.5897908, -6.495924 52.5898065, -6.4960237 52.589833, -6.4962672 52.5899354)",Main Street,,
189887455,2,R772,secondary,50,False,True,70.597,"LINESTRING (-6.4954097 52.5897748, -6.4950388 52.5897774, -6.4947213 52.5897766, -6.4943647 52.5897798)",Main Street,,
25757168,2,R772,secondary,50,False,True,375.53999999999996,"LINESTRING (-6.5015157 52.5884993, -6.5009878 52.5886381, -6.499551 52.589016, -6.4993823 52.5890631, -6.4989125 52.5891981, -6.4980318 52.5894337, -6.497995 52.5894434, -6.4974767 52.5895717, -6.4974332 52.5895836, -6.4969252 52.5897228, -6.4968059 52.5897802, -6.4966512 52.5898546, -6.4964965 52.589928)",Enniscorthy Road,,
164206477,2,,residential,50,False,False,84.28099999999999,"LINESTRING (-6.5015157 52.5884993, -6.5014854 52.588466, -6.5012172 52.5881714, -6.5011898 52.5879554, -6.5011023 52.5877975)",Cluain Caislean,,
25757166,1,R772,secondary,50,True,False,17.611,"LINESTRING (-6.496415 52.5900302, -6.4963784 52.5900325, -6.4963423 52.5900281, -6.49631 52.5900174, -6.4962843 52.5900014, -6.4962674 52.5899808, -6.4962615 52.5899582, -6.4962672 52.5899354)",,roundabout,
189887456,2,R745,secondary,50,False,False,121.031,"LINESTRING (-6.496415 52.5900302, -6.4964253 52.5900741, -6.496446 52.5901557, -6.4965426 52.5902602, -6.4965568 52.5902755, -6.4966998 52.5904243, -6.4968597 52.5905545, -6.4969764 52.5906429, -6.4970723 52.5907134, -6.4972059 52.5907686, -6.4974922 52.5908358)",Main Street,,
