osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,maxspeed,junction,width,bridge
23526815,2,R403,secondary,False,False,87.239,"LINESTRING (-6.6867863 53.2930045, -6.686631 53.2930687, -6.6864272 53.2931408, -6.6860921 53.2932415, -6.6859548 53.293282, -6.6856316 53.2933751)",,,,,
99381943,,L1025,tertiary,False,False,31.882999999999996,"LINESTRING (-6.6867863 53.2930045, -6.6868965 53.2929232, -6.6870002 53.2928268, -6.6870355 53.2927627)",,,,,
"[451737452, 96120140]",2,R407,secondary,False,True,200.86,"LINESTRING (-6.6867863 53.2930045, -6.6868452 53.2930487, -6.6868676 53.2930771, -6.6868782 53.2931548, -6.6869152 53.293325, -6.6869804 53.2935399, -6.6870113 53.293621, -6.6870205 53.2936449, -6.6870301 53.29367, -6.687208 53.2941493, -6.6872503 53.2942456, -6.6875211 53.2947466)",College Road,50,,,
"[4247257, 97506034]",2,R403,secondary,False,"[False, True]",108.775,"LINESTRING (-6.6861218 53.2908111, -6.6869438 53.2907134, -6.6871751 53.2906824, -6.6873087 53.2906642, -6.6874762 53.2906423, -6.6875995 53.2906244, -6.6876403 53.2906175, -6.6877221 53.2906072)",Prosperous Road,50,,,
21362318,2,R403,secondary,False,False,73.04400000000001,"LINESTRING (-6.6861218 53.2908111, -6.6860916 53.2906966, -6.6860382 53.2905129, -6.6859468 53.2902693, -6.6859026 53.2901678)",,50,,,
85338624,2,L1025,tertiary,False,True,225.70399999999995,"LINESTRING (-6.6861218 53.2908111, -6.6861566 53.2909554, -6.686212 53.2911406, -6.6862526 53.2912394, -6.6862795 53.2912984, -6.6863222 53.2913827, -6.6863929 53.29152, -6.6864341 53.2915915, -6.6864473 53.2916187, -6.6865162 53.2917412, -6.6865678 53.2918521, -6.6866146 53.2919414, -6.6866303 53.2919744, -6.686655 53.2920203, -6.6866763 53.2920634, -6.6867004 53.2921085, -6.6867215 53.2921512, -6.6867559 53.2922139, -6.6867623 53.2922238, -6.686822 53.2923286, -6.6869175 53.2925229, -6.6869891 53.292649, -6.6870196 53.292722, -6.6870263 53.2927371, -6.6870355 53.2927627)",Main Street,,,,
21362318,2,R403,secondary,False,False,218.79899999999995,"LINESTRING (-6.6859026 53.2901678, -6.6858582 53.2900753, -6.6858005 53.2899855, -6.6857585 53.2899265, -6.6856635 53.2898264, -6.6856262 53.2897834, -6.6855506 53.2897143, -6.6854236 53.2896224, -6.6852888 53.28954, -6.685135 53.2894565, -6.6848898 53.2893724, -6.6846251 53.289283, -6.6844629 53.2892248, -6.6843506 53.2891663, -6.6842579 53.2891103, -6.6841531 53.2890051, -6.6841026 53.2889457, -6.6840922 53.2889346, -6.6839727 53.2887681, -6.6839186 53.2886822)",,50,,,
21362318,2,R403,secondary,False,True,73.044,"LINESTRING (-6.6859026 53.2901678, -6.6859468 53.2902693, -6.6860382 53.2905129, -6.6860916 53.2906966, -6.6861218 53.2908111)",,50,,,
64609675,,L2004,tertiary,False,False,27.836,"LINESTRING (-6.6859026 53.2901678, -6.6861662 53.290135, -6.686246 53.2901212, -6.6863059 53.290104)",Millicent Road,,,,
21376959,1,R403,secondary,True,False,19.16,"LINESTRING (-6.6839186 53.2886822, -6.6837376 53.2885481)",,50,,,
21362318,2,R403,secondary,False,True,218.79899999999998,"LINESTRING (-6.6839186 53.2886822, -6.6839727 53.2887681, -6.6840922 53.2889346, -6.6841026 53.2889457, -6.6841531 53.2890051, -6.6842579 53.2891103, -6.6843506 53.2891663, -6.6844629 53.2892248, -6.6846251 53.289283, -6.6848898 53.2893724, -6.685135 53.2894565, -6.6852888 53.28954, -6.6854236 53.2896224, -6.6855506 53.2897143, -6.6856262 53.2897834, -6.6856635 53.2898264, -6.6857585 53.2899265, -6.6858005 53.2899855, -6.6858582 53.2900753, -6.6859026 53.2901678)",,50,,,
399125497,1,R407,secondary,True,False,4.62,"LINESTRING (-6.6837376 53.2885481, -6.6836692 53.2885407)",,,roundabout,,
1020582549,1,R407,secondary,True,False,4.196,"LINESTRING (-6.6835592 53.288391, -6.6835975 53.288361)",,,roundabout,,
21376962,1,R407,secondary,True,False,18.108,"LINESTRING (-6.6835975 53.288361, -6.6836154 53.2881985)",,50,,,
1020582547,1,R407,secondary,True,False,10.614,"LINESTRING (-6.6835975 53.288361, -6.6836493 53.2883354, -6.6836673 53.2883304, -6.6837398 53.2883279)",,,roundabout,,
96120137,1,R407,secondary,True,False,9.954,"LINESTRING (-6.6837398 53.2883279, -6.6837975 53.288336, -6.6838746 53.2883643)",,,roundabout,,
23629602,,,unclassified,True,False,17.568,"LINESTRING (-6.6838746 53.2883643, -6.6841381 53.2883765)",An Crocán,,,,
96120137,1,R407,secondary,True,False,11.423,"LINESTRING (-6.6838746 53.2883643, -6.6839011 53.2883887, -6.6839153 53.288423, -6.683916 53.2884613)",,,roundabout,,
96120137,1,R407,secondary,True,False,6.9879999999999995,"LINESTRING (-6.683916 53.2884613, -6.6839064 53.2884832, -6.6838742 53.2885185)",,,roundabout,,
21376961,1,R403,secondary,True,False,18.44,"LINESTRING (-6.6838742 53.2885185, -6.6839186 53.2886822)",,50,,,
1020582548,1,R407,secondary,True,False,9.739999999999998,"LINESTRING (-6.6838742 53.2885185, -6.683807 53.2885391, -6.6837376 53.2885481)",,,roundabout,,
399125494,,R403,secondary,True,False,22.626,"LINESTRING (-6.6836692 53.2885407, -6.6833343 53.2885043)",Clane Inner Relief Road,50,,,
"[21362320, 1020582549]",1,R407,secondary,True,False,19.793,"LINESTRING (-6.6836692 53.2885407, -6.6836108 53.288516, -6.6835675 53.288481, -6.6835492 53.288436, -6.6835592 53.288391)",,,roundabout,,
21376964,1,R407,secondary,True,False,16.595,"LINESTRING (-6.6836154 53.2881985, -6.6837398 53.2883279)",,50,,,
21362801,2,R407,secondary,False,False,107.09299999999999,"LINESTRING (-6.6836154 53.2881985, -6.6833359 53.2877392, -6.6830156 53.2873052)",,50,,,
21362801,2,R407,secondary,False,True,107.09299999999999,"LINESTRING (-6.6830156 53.2873052, -6.6833359 53.2877392, -6.6836154 53.2881985)",,50,,,
60739160,,,residential,False,False,66.35499999999999,"LINESTRING (-6.6830156 53.2873052, -6.6832102 53.2872643, -6.6836321 53.2872287, -6.6836996 53.2872014, -6.683813 53.2870455)",Cois Abhainn,,,,
96120139,,R403,secondary,True,False,24.483,"LINESTRING (-6.6817055 53.2952389, -6.6816378 53.2952001, -6.6816114 53.2951673, -6.6816051 53.2951338, -6.6816257 53.2950889, -6.6816648 53.2950476)",,,roundabout,,
23629600,,,unclassified,True,False,17.518,"LINESTRING (-6.6841381 53.2883765, -6.683916 53.2884613)",An Crocán,,,,
23629601,,L10231,unclassified,False,False,19.368,"LINESTRING (-6.6841381 53.2883765, -6.6844132 53.2883191)",An Crocán,,,,
23526815,2,R403,secondary,False,True,140.02700000000002,"LINESTRING (-6.6819737 53.2950619, -6.682193 53.2949589, -6.6824965 53.2948163, -6.682942 53.2945532, -6.6830939 53.2944635, -6.6835083 53.2942024)",,,,,
154203986,,R403,secondary,True,False,36.694,"LINESTRING (-6.6819737 53.2950619, -6.6820043 53.2951092, -6.682007 53.2951668, -6.6819741 53.2952055, -6.6818913 53.2952443, -6.6817892 53.2952567, -6.6817055 53.2952389)",,,roundabout,,
"[96120128, 33968778]",,L1023,tertiary,False,False,321.68300000000005,"LINESTRING (-6.6870355 53.2927627, -6.6871266 53.2927893, -6.6873896 53.2928857, -6.6875834 53.2929522, -6.6876392 53.2929701, -6.6877451 53.2930074, -6.6879819 53.2931008, -6.6886036 53.2933171, -6.6886448 53.2933292, -6.6889552 53.2934306, -6.6893292 53.293533, -6.6897328 53.2936209, -6.6901594 53.2937091, -6.6905293 53.2937723, -6.6914354 53.2939233)",Ballinagappa Road,50,,,
85338624,2,L1025,tertiary,False,False,225.704,"LINESTRING (-6.6870355 53.2927627, -6.6870263 53.2927371, -6.6870196 53.292722, -6.6869891 53.292649, -6.6869175 53.2925229, -6.686822 53.2923286, -6.6867623 53.2922238, -6.6867559 53.2922139, -6.6867215 53.2921512, -6.6867004 53.2921085, -6.6866763 53.2920634, -6.686655 53.2920203, -6.6866303 53.2919744, -6.6866146 53.2919414, -6.6865678 53.2918521, -6.6865162 53.2917412, -6.6864473 53.2916187, -6.6864341 53.2915915, -6.6863929 53.29152, -6.6863222 53.2913827, -6.6862795 53.2912984, -6.6862526 53.2912394, -6.686212 53.2911406, -6.6861566 53.2909554, -6.6861218 53.2908111)",Main Street,,,,
99381943,,L1025,tertiary,False,True,31.882999999999996,"LINESTRING (-6.6870355 53.2927627, -6.6870002 53.2928268, -6.6868965 53.2929232, -6.6867863 53.2930045)",,,,,
32320006,,R403,secondary,True,False,22.438000000000002,"LINESTRING (-6.6816648 53.2950476, -6.6817401 53.2950258, -6.6818376 53.2950214, -6.6819239 53.2950353, -6.6819737 53.2950619)",,,roundabout,,
53187310,,R403,secondary,False,True,93.27799999999999,"LINESTRING (-6.6816648 53.2950476, -6.6813587 53.2948369, -6.6810107 53.2945922, -6.6807487 53.2944121)",Clane Inner Relief Road,50,,,
33968310,,L5078,unclassified,False,False,59.564,"LINESTRING (-6.6835083 53.2942024, -6.6833191 53.294726)",Capdoo,,,,
23526815,2,R403,secondary,False,False,140.027,"LINESTRING (-6.6835083 53.2942024, -6.6830939 53.2944635, -6.682942 53.2945532, -6.6824965 53.2948163, -6.682193 53.2949589, -6.6819737 53.2950619)",,,,,
23526815,2,R403,secondary,False,True,169.84699999999998,"LINESTRING (-6.6835083 53.2942024, -6.6836883 53.2940847, -6.6838975 53.2939749, -6.6842106 53.2938283, -6.6845476 53.2936993, -6.6848446 53.2936043, -6.684966 53.2935711, -6.6854497 53.2934274, -6.6855936 53.2933847, -6.6856316 53.2933751)",,,,,
33968311,,,residential,False,False,57.06,"LINESTRING (-6.680119 53.2931548, -6.6799594 53.2931468, -6.6798038 53.2930963, -6.6795296 53.2930166, -6.679439 53.2929969, -6.6793204 53.2929861)",Abbey Park,,,,
53187310,,R403,secondary,False,False,65.225,"LINESTRING (-6.680119 53.2931548, -6.6801485 53.2933088, -6.6801874 53.2935228, -6.6802249 53.2936526, -6.6802583 53.2937348)",Clane Inner Relief Road,50,,,
53187310,,R403,secondary,False,True,348.932,"LINESTRING (-6.680119 53.2931548, -6.6800935 53.2929432, -6.6800686 53.2927963, -6.6800719 53.2927311, -6.6801519 53.2923554, -6.68021 53.2921121, -6.6802929 53.2917099, -6.6803571 53.2913753, -6.680442 53.2909284, -6.6805543 53.2901998, -6.6804485 53.2900474)",Clane Inner Relief Road,50,,,
33968311,,,residential,False,True,31.351,"LINESTRING (-6.678849 53.2929857, -6.679079 53.2929809, -6.6793204 53.2929861)",Abbey Park,,,,
33968779,,,residential,False,False,34.475,"LINESTRING (-6.6930453 53.2943963, -6.6932642 53.2942873, -6.6933663 53.2942417, -6.6934203 53.2942346, -6.6934712 53.2942369)",College Wood Manor,,,,
146800844,,L1023,tertiary,False,True,116.911,"LINESTRING (-6.6930453 53.2943963, -6.6928749 53.2943079, -6.6926637 53.2942047, -6.692498 53.2941525, -6.6922348 53.2940739, -6.6919708 53.2940158, -6.6916753 53.2939636, -6.6914945 53.2939294)",Ballinagappa Road,50,,,
38389969,,,residential,False,False,9.623,"LINESTRING (-6.6914176 53.2945764, -6.6912755 53.294593)",Oatfield Park,,,,
38389969,,,residential,False,True,72.16499999999999,"LINESTRING (-6.6914176 53.2945764, -6.691477 53.2939881, -6.6914945 53.2939294)",Oatfield Park,,,,
60797625,,,residential,False,False,47.016000000000005,"LINESTRING (-6.6914176 53.2945764, -6.6918051 53.2946357, -6.6920832 53.294714)",Oatfield Park,,,,
25555396,2,R403,secondary,False,True,243.792,"LINESTRING (-6.6806026 53.2898228, -6.6807847 53.2897364, -6.6810492 53.2894377, -6.6812234 53.2892686, -6.6815225 53.2890535, -6.681695 53.2889479, -6.6820833 53.2887756, -6.6824027 53.2886661, -6.6828078 53.288583, -6.683095 53.2885388, -6.6833343 53.2885043)",Clane Inner Relief Road,50,,,
96120136,,R403,secondary,True,False,34.361,"LINESTRING (-6.6806026 53.2898228, -6.6806286 53.2898413, -6.6806484 53.2898623, -6.6806626 53.289888, -6.6806676 53.2899148, -6.6806625 53.2899444, -6.6806463 53.2899725, -6.6806046 53.2900081, -6.6805687 53.2900258, -6.6805274 53.2900385, -6.6804886 53.2900451, -6.6804485 53.2900474)",Clane Inner Relief Road Roundabout,50,roundabout,,
53187310,,R403,secondary,False,False,348.93199999999996,"LINESTRING (-6.6804485 53.2900474, -6.6805543 53.2901998, -6.680442 53.2909284, -6.6803571 53.2913753, -6.6802929 53.2917099, -6.68021 53.2921121, -6.6801519 53.2923554, -6.6800719 53.2927311, -6.6800686 53.2927963, -6.6800935 53.2929432, -6.680119 53.2931548)",Clane Inner Relief Road,50,,,
53187317,,R403,secondary,True,False,34.52,"LINESTRING (-6.6804485 53.2900474, -6.6804037 53.2900447, -6.6803607 53.2900366, -6.680324 53.2900245, -6.6802918 53.2900085, -6.6802652 53.289989, -6.6802452 53.2899668, -6.6802323 53.2899413, -6.6802282 53.2899148, -6.6802328 53.2898893, -6.6802456 53.2898647, -6.6802663 53.2898422, -6.6802939 53.2898224)",Clane Inner Relief Road Roundabout,50,roundabout,,
"[64250056, 53187313]",,,residential,False,False,130.139,"LINESTRING (-6.6802939 53.2898224, -6.6802352 53.2897666, -6.680047 53.2895863, -6.6796542 53.2893307, -6.6789796 53.2889643)",,,,,
53187317,,R403,secondary,True,False,22.706000000000003,"LINESTRING (-6.6802939 53.2898224, -6.6803393 53.2898019, -6.680392 53.289789, -6.6804485 53.2897847, -6.6804907 53.2897872, -6.6805313 53.2897945, -6.6805693 53.2898066, -6.6806026 53.2898228)",Clane Inner Relief Road Roundabout,50,roundabout,,
60739156,,,residential,False,True,14.946,"LINESTRING (-6.6835939 53.2870153, -6.683813 53.2870455)",Cois Abhainn,,,,
60739156,,,residential,False,False,14.946,"LINESTRING (-6.683813 53.2870455, -6.6835939 53.2870153)",Cois Abhainn,,,,
60739160,,,residential,False,True,66.355,"LINESTRING (-6.683813 53.2870455, -6.6836996 53.2872014, -6.6836321 53.2872287, -6.6832102 53.2872643, -6.6830156 53.2873052)",Cois Abhainn,,,,
60797625,,,residential,False,False,55.14600000000001,"LINESTRING (-6.6920832 53.294714, -6.6924246 53.2944722, -6.6925572 53.2943865, -6.6926312 53.2944311)",Oatfield Park,,,,
60797625,,,residential,False,True,47.016000000000005,"LINESTRING (-6.6920832 53.294714, -6.6918051 53.2946357, -6.6914176 53.2945764)",Oatfield Park,,,,
60797626,,,residential,False,False,42.022,"LINESTRING (-6.6920832 53.294714, -6.6923448 53.294913, -6.6924457 53.2950223)",Oatfield Park,,,,
60797629,,,residential,False,False,21.828,"LINESTRING (-6.6924457 53.2950223, -6.6925856 53.2951999)",Oatfield Park,,,,
60797626,,,residential,False,False,79.658,"LINESTRING (-6.6924457 53.2950223, -6.6919968 53.2951466, -6.6916434 53.2952095, -6.6915324 53.2952214, -6.6914173 53.2952338, -6.6914377 53.2952956)",Oatfield Park,,,,
60797626,,,residential,False,True,42.022,"LINESTRING (-6.6924457 53.2950223, -6.6923448 53.294913, -6.6920832 53.294714)",Oatfield Park,,,,
60797629,,,residential,False,True,21.828,"LINESTRING (-6.6925856 53.2951999, -6.6924457 53.2950223)",Oatfield Park,,,,
60797629,,,residential,False,False,49.694,"LINESTRING (-6.6925856 53.2951999, -6.6932183 53.2950241, -6.6932629 53.2950106)",Oatfield Park,,,,
